"Mike Trout_LAA","Josh Donaldson_TOR","Giancarlo Stanton_MIA","Wil Myers_SD","Christian Yelich_MIA","Albert Pujols_LAA","Jose Bautista_TOR","Dee Gordon_MIA","Kole Calhoun_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Troy Tulowitzki_TOR","Luis Valbuena_LAA","Devon Travis_TOR","JT Realmuto_MIA","Ryan Schimpf_SD","Marcell Ozuna_MIA","Kendrys Morales_TOR","Jefry Marte_LAA","Yangervis Solarte_SD","Russell Martin_TOR","Martin Prado_MIA","Manuel Margot_SD","Yunel Escobar_LAA","Ben Revere_LAA","Justin Bour_MIA","Alex Dickerson_SD","Hunter Renfroe_SD","Andrelton Simmons_LAA","Steve Pearce_TOR","Cory Spangenberg_SD","Derek Dietrich_MIA","Danny Espinosa_LAA","Kevin Pillar_TOR","Travis Jankowski_SD","Destin Hood_MIA","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_MIA","Ichiro Suzuki_MIA","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Adeiny Hechavarria_MIA","Erick Aybar_SD","AJ Ellis_MIA","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Juan Graterol_LAA","JT Riddle_MIA","Jabari Blash_SD","Carlos Perez_LAA","Darwin Barney_TOR","Hector Sanchez_SD","Miguel Rojas_MIA","Ryan Goins_TOR","Cliff Pennington_LAA","Ty Kelly_TOR","Chris Coghlan_TOR","Luis Torrens_SD"
27.952380952381,0,0,0,0,14.3846153846154,0,0,-0.153846153846154,1.13636363636364,-6.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,6.64285714285714,0,0,0,0,-9.18681318681319,0,0,0,15.2619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.886363636363636,0,0,0,0,0,0,0,0,0,0,0,0
0,44.8392857142857,0,0,0,0,11.8035714285714,0,0,0,0,50.0357142857143,0,3.47619047619048,0,0,0,7.35714285714286,0,0,-2.80952380952381,0,0,0,0,0,0,0,0,11.55,0,0,0,4.10714285714286,0,0,2.75,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,101.346153846154,0,-5.03846153846154,0,0,-15.3589743589744,0,0,0,0,0,0,-14.1090909090909,0,-11.5769230769231,0,0,0,0,0,0,0,0,-1.52564102564103,0,0,0,0,0,-6.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.125,0,0,0,0,0
0,0,0,80.0625,0,0,0,0,0,0,0,0,0,0,0,-2.4047619047619,0,0,0,16.8916666666667,0,0,-0.4,0,0,0,0,16.5125,0,0,0,0,0,0,-8.34090909090909,0,0,0,0,0,-0.186813186813187,0,0,0,0,0,-10.0705128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-5.03846153846154,0,72.9238095238095,0,0,2.97802197802198,0,0,0,0,0,0,-7.84090909090909,0,47.5595238095239,0,0,0,0,0,0,0,0,17.6758241758242,0,0,0,0,0,17.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.125,0,0,0,0,0
14.3846153846154,0,0,0,0,52.4395604395604,0,0,-6.05769230769231,-11.7,3.69642857142857,0,0,0,0,0,0,0,0,0,0,0,0,27.1098901098901,0,0,0,0,17.6858974358974,0,0,0,-6.48351648351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0
0,11.8035714285714,0,0,0,0,32.1142857142857,0,0,0,0,6.47142857142857,0,-1.44545454545455,0,0,0,8.6,0,0,8.75,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,-11.8,0,0,0.909090909090909,0,0,0,0,0,0,0,9.76785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-15.3589743589744,0,2.97802197802198,0,0,28.1098901098901,0,0,0,0,0,0,12.2818181818182,0,9.61538461538461,0,0,0,0,0,0,0,0,-1.72435897435897,0,0,0,0,0,6.48888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1071428571429,0,0,0,0,0
-0.153846153846154,0,0,0,0,-6.05769230769231,0,0,34.6428571428571,16,1.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,6.85164835164835,0,0,0,0,13.6538461538462,0,0,0,-5.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24545454545455,0,0,0,0,0,0,0,0,0,0,0,0
1.13636363636364,0,0,0,0,-11.7,0,0,16,18.6181818181818,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1.53636363636364,0,0,0,0,-1.19090909090909,0,0,0,14.3909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0
-6.58333333333333,0,0,0,0,3.69642857142857,0,0,1.92857142857143,0.1,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28571428571429,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0
0,50.0357142857143,0,0,0,0,6.47142857142857,0,0,0,0,50.5428571428571,0,3.75454545454545,0,0,0,4.95714285714286,0,0,1.71153846153846,0,0,0,0,0,0,0,0,-0.138888888888889,0,0,0,4.34285714285714,0,0,5.50909090909091,0,0,0,0,0,0,0,-4.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.47619047619048,0,0,0,0,-1.44545454545455,0,0,0,0,3.75454545454545,0,6.27272727272727,0,0,0,3.49090909090909,0,0,4.26666666666667,0,0,0,0,0,0,0,0,4.04761904761905,0,0,0,0.827272727272727,0,0,13.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-14.1090909090909,0,-7.84090909090909,0,0,12.2818181818182,0,0,0,0,0,0,51.5378787878788,0,46.3702673900158,0,0,0,0,0,0,0,0,-5.90909090909091,0,0,0,0,0,-8.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
0,0,0,-2.4047619047619,0,0,0,0,0,0,0,0,0,0,0,50.9523809523809,0,0,0,5.52380952380952,0,0,-2.0989010989011,0,0,0,0,-9.85714285714286,0,0,0,0,0,0,-3.97727272727273,0,0,0,0,0,-16.0833333333333,0,0,0,0,0,-7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-11.5769230769231,0,47.5595238095239,0,0,9.61538461538461,0,0,0,0,0,0,46.3702673900158,0,123.52380952381,0,0,0,0,0,0,0,0,11.489010989011,0,0,0,0,0,-8.14545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9166666666667,0,0,0,0,0
0,7.35714285714286,0,0,0,0,8.6,0,0,0,0,4.95714285714286,0,3.49090909090909,0,0,0,32.6857142857143,0,0,-0.602564102564103,0,0,0,0,0,0,0,0,-3.48611111111111,0,0,0,-15.2,0,0,-12.2727272727273,0,0,0,0,0,0,0,-5.82142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.8916666666667,0,0,0,0,0,0,0,0,0,0,0,5.52380952380952,0,0,0,44.1166666666667,0,0,9.9,0,0,0,0,-13.8083333333333,0,0,0,0,0,0,2.56818181818182,0,0,0,0,0,-2.35164835164835,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.80952380952381,0,0,0,0,8.75,0,0,0,0,1.71153846153846,0,4.26666666666667,0,0,0,-0.602564102564103,0,0,27.9358974358974,0,0,0,0,0,0,0,0,4,0,0,0,14.1346153846154,0,0,43.9444444444444,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
