"Mike Trout_LAA","Josh Donaldson_TOR","Giancarlo Stanton_MIA","Wil Myers_SD","Christian Yelich_MIA","Albert Pujols_LAA","Jose Bautista_TOR","Dee Gordon_MIA","Kole Calhoun_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Troy Tulowitzki_TOR","Luis Valbuena_LAA","Devon Travis_TOR","JT Realmuto_MIA","Ryan Schimpf_SD","Marcell Ozuna_MIA","Kendrys Morales_TOR","Jefry Marte_LAA","Yangervis Solarte_SD","Russell Martin_TOR","Martin Prado_MIA","Manuel Margot_SD","Yunel Escobar_LAA","Ben Revere_LAA","Justin Bour_MIA","Alex Dickerson_SD","Hunter Renfroe_SD","Andrelton Simmons_LAA","Steve Pearce_TOR","Cory Spangenberg_SD","Derek Dietrich_MIA","Danny Espinosa_LAA","Kevin Pillar_TOR","Travis Jankowski_SD","Destin Hood_MIA","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_MIA","Ichiro Suzuki_MIA","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Adeiny Hechavarria_MIA","Erick Aybar_SD","AJ Ellis_MIA","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Juan Graterol_LAA","JT Riddle_MIA","Jabari Blash_SD","Carlos Perez_LAA","Darwin Barney_TOR","Hector Sanchez_SD","Miguel Rojas_MIA","Ryan Goins_TOR","Cliff Pennington_LAA","Ty Kelly_TOR","Chris Coghlan_TOR","Luis Torrens_SD"
15,0,0,0,0,14,0,0,14,11,9,0,0,0,0,0,0,0,7,0,0,0,0,15,5,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0
0,8,0,0,0,0,8,0,0,0,0,8,0,7,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,14,0,14,0,0,13,0,0,0,0,0,0,11,0,14,0,0,0,0,3,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,15,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,13,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,15,0,0,14,0,0,0,0,0,0,12,0,15,0,0,0,0,3,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0
14,0,0,0,0,14,0,0,13,11,8,0,0,0,0,0,0,0,6,0,0,0,0,14,4,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0
0,8,0,0,0,0,15,0,0,0,0,15,0,11,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,11,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,2,0
0,0,13,0,14,0,0,14,0,0,0,0,0,0,11,0,14,0,0,0,0,3,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0
14,0,0,0,0,13,0,0,14,10,8,0,0,0,0,0,0,0,6,0,0,0,0,14,5,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0
11,0,0,0,0,11,0,0,10,11,5,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,8,0,0,8,5,9,0,0,0,0,0,0,0,2,0,0,0,0,9,4,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0
0,8,0,0,0,0,15,0,0,0,0,15,0,11,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,11,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
