"Mike Trout_LAA","Brandon Belt_SF","Cameron Rupp_PHI","Albert Pujols_LAA","Aaron Altherr_PHI","Andrelton Simmons_LAA","Buster Posey_SF","Cesar Hernandez_PHI","Odubel Herrera_PHI","Yonder Alonso_OAK","Chris Carter_OAK","Matt Joyce_OAK","Khris Davis_OAK","Luis Valbuena_LAA","Tommy Joseph_PHI","Nick Hundley_SF","Marcus Semien_OAK","Joe Panik_SF","Cameron Maybin_LAA","Freddy Galvis_PHI","Pablo Sandoval_SF","Rajai Davis_OAK","Denard Span_SF","Hunter Pence_SF","Yunel Escobar_LAA","Jefry Marte_LAA","Gorkys Hernandez_SF","Jarrett Parker_SF","Chad Pinder_OAK","Christian Arroyo_SF","Ben Revere_LAA","Jed Lowrie_OAK","Ryon Healy_OAK","Nick Franklin_LAA","Brandon Crawford_SF","Kelby Tomlinson_SF","Mac Williamson_SF","Hyun Soo Kim_PHI","Maikel Franco_PHI","CJ Cron_LAA","Roman Quinn_PHI","Nick Williams_PHI","Rhys Hoskins_PHI","Dustin Fowler_OAK","Daniel Nava_PHI","Josh Phegley_OAK","Mark Canha_OAK","Kole Calhoun_LAA","Aaron Hill_SF","Joey Wendle_OAK","Andrew Knapp_PHI","Brock Stassi_PHI","Scott Kingery_PHI","David Fletcher_LAA","Justin Ruggiano_SF","Jake Smolinski_OAK","Ryan LaMarre_OAK","Nolan Fontana_LAA","Michael Morse_SF","Conor Gillaspie_SF","Bruce Maxwell_OAK","Matt Chapman_OAK","Martin Maldonado_LAA","Tim Federowicz_SF","Carlos Perez_LAA","Eric Young_LAA","Cliff Pennington_LAA","Juan Graterol_LAA","Ramon Flores_LAA","Cameron Perkins_PHI","Chris Marrero_SF","Andres Blanco_PHI","Shane Robinson_LAA","Ty Kelly_PHI","Kaleb Cowart_LAA","Jorge Alfaro_PHI","Carlos Moncrief_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Austin Slater_SF","Miguel Gomez_SF","Matt Olson_OAK","Ryder Jones_SF","Franklin Barreto_OAK","Orlando Calixte_SF","Jae-gyun Hwang_SF"
44.3132670952659,0,0,11.9658823529412,0,9.72928009679371,0,0,0,0,0,0,0,-5.21195652173913,0,0,0,0,12.2674253200569,0,0,0,0,0,3.04878048780488,13.5281385281385,0,0,0,0,18.0833333333333,0,0,-4.66666666666667,0,0,0,0,0,13.4188034188034,0,0,0,0,0,0,0,0.79788838612368,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,-4.99510204081633,0,0,0,6.23076923076923,7.26666666666667,0,0,0,0,-3.58333333333333,0,25.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.8218793828892,0,0,0,0,7.24175824175824,0,0,0,0,0,0,0,0,13.97,0,8.09948068808828,0,0,0,0,8.65693590869184,15.1826923076923,0,0,6.02222222222222,-10.8,0,-2.52279202279202,0,0,0,0,-1.77118933697881,27.25,5.95833333333333,0,0,0,0,0,0,0,0,0,0,0,-0.909090909090909,0,0,0,0,0,31.4636363636364,0,0,0,-2.3,7.66666666666667,0,0,0,0,0,0,0,0,0,0,-0.583333333333333,0,0,0,0,0,0,0,0,0,0,3.05263157894737,-21,0,-14.6666666666667,0,-3.8,13.6
0,0,52.4154882154882,0,11.4207317073171,0,0,25.3036585365854,13.9078014184397,0,0,0,0,0,11.9035639412998,0,0,0,0,7.18047138047138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77847658979734,0,0,3.41666666666667,0,0,3.92307692307692,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42857142857143,0,-11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.9658823529412,0,0,54.3789987789988,0,7.4729315628192,0,0,0,0,0,0,0,-0.651162790697674,0,0,0,0,10.4032258064516,0,0,0,0,0,8.05294335431322,0.285714285714286,0,0,0,0,11.0987179487179,0,0,-2.33333333333333,0,0,0,0,0,-5.38387096774194,0,0,0,0,0,0,0,-3.04016064257028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59022556390977,0,0,8.21739130434783,-1.13756613756614,0.445454545454545,0,0,0,0,-4.5,0,41.4523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.4207317073171,0,64.9667519181586,0,0,9.02657004830918,9.92540983606557,0,0,0,0,0,32.8169642857143,0,0,0,0,13.8548593350384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77405753968254,0,0,17.3333333333333,0,0,-3.9375,0,0,0,0,0,-3.86111111111111,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7967032967033,0,2.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.72928009679371,0,0,7.4729315628192,0,41.3465656565657,0,0,0,0,0,0,0,9.38098693759071,0,0,0,0,15.4526854219949,0,0,0,0,0,-1.44873547505126,15.1481481481481,0,0,0,0,-0.590338164251208,0,0,1.65,0,0,0,0,0,17.7357142857143,0,0,0,0,0,0,0,4.44179523141655,0,0,0,0,0,0,0,0,0,-15.1666666666667,0,0,0,0,8.76347485697079,0,0,30.5066666666667,-0.535714285714286,1.74583333333333,0,0,0,0,10.15,0,20.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.24175824175824,0,0,0,0,40.9538923719958,0,0,0,0,0,0,0,0,20.9558823529412,0,9.13565449010654,0,0,0,0,9.11396843950906,14.0625,0,0,4.15102040816326,-6.41666666666667,0,8.03418803418803,0,0,0,0,5.28490945674044,20.7363636363636,2,0,0,0,0,0,0,0,0,0,0,0,7.08181818181818,0,0,0,0,0,4.65151515151515,0,0,0,7.75,-16.9333333333333,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,39.4105263157895,10.5,0,-9.33333333333333,0,-13.3,4.44230769230769
0,0,25.3036585365854,0,9.02657004830918,0,0,47.1139157155399,17.7028027498678,0,0,0,0,0,10.9909836065574,0,0,0,0,2.76580333625988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580645161290323,0,0,6.77564102564103,0,0,7.15384615384615,0,0,0,0,0,-3.72089947089947,-13.7555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13.9078014184397,0,9.92540983606557,0,0,17.7028027498678,47.5260923845194,0,0,0,0,0,-2.02345679012346,0,0,0,0,7.2561797752809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13173734610123,0,0,-1.9,0,0,7.51076923076923,0,0,0,0,0,1.47231450719823,6.53636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,-7.04761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,65.4141512495943,0,4.82693947144075,-7.02087719298246,0,0,0,0.943722943722944,0,0,0,0,3.38989898989899,0,0,0,0,0,0,0.0769230769230769,0,0,10.320813771518,16.407867494824,0,0,0,0,0,0,0,0,0,0,0,0,16.4117647058824,-16.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.8676923076923,-8.83095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.90909090909091,4,7.33618233618234,0,0,0,-15,0,64.8809523809524,0,0
