Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jarvis Landry,8,,WR,7000,MIA,TEN,23.5,MIA by 3.5,-6%,8%,5%,0.0,0.0,0.0,0.0,0.0,0.7,0.5,1.2,0.0,8.0,11.7,11.3,8.1,0.5,8.4,16,22.8,20.3,20.3,11.7,28.9,17.1,2.4,0.0,0.0
Michael Crabtree,9,,WR,6900,OAK,SD,27.0,OAK by 3.5,16%,-20%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,9.3,0.8,8.3,14,22.7,21.4,21.4,12.6,30.3,17.1,2.5,0.0,0.0
C.J. Anderson,17,,RB,6900,DEN,ATL,25.8,DEN by 4.5,22%,0%,32%,0.0,0.0,0.0,0.0,0.0,17.7,18.3,16.8,4.3,3.5,3.3,3.8,3.5,0.0,4.9,32,11.9,16.4,16.4,5.9,26.9,16.5,2.4,0.0,0.0
Demaryius Thomas,10,Q,WR,6900,DEN,ATL,25.8,DEN by 4.5,22%,0%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.8,9.7,1.0,12.3,15,20.5,17.6,17.6,10.8,24.3,18.1,2.6,0.0,0.0
Philip Rivers,15,,QB,6900,SD,@OAK,23.5,OAK by 3.5,26%,32%,35%,35.3,35.5,39.0,8.5,7.8,1.0,1.3,1.4,0.0,4.2,0.0,0.0,0.0,0.0,0.0,65,21.0,19.4,19.4,14.3,24.6,17.5,2.5,0.0,0.0
Derek Carr,17,,QB,6800,OAK,SD,27.0,OAK by 3.5,16%,-20%,22%,38.3,38.3,40.9,4.0,7.0,2.0,2.0,2.6,0.0,2.9,0.0,0.0,0.0,0.0,0.0,66,20.5,21.7,21.7,15.8,27.7,23.1,3.4,0.0,0.0
Jordan Matthews,11,,WR,6800,PHI,@DET,24.5,PHI by 3,7%,12%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,8.3,1.3,7.8,13,16.8,16.8,16.8,7.5,26.1,17.5,2.6,0.0,0.0
Emmanuel Sanders,20,,WR,6800,DEN,ATL,25.8,DEN by 4.5,22%,0%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,11.3,10.5,10.4,2.0,7.0,17,21.8,18.8,18.8,5.6,32.0,17.9,2.6,0.0,0.0
Ezekiel Elliott,5,,RB,6800,DAL,CIN,22.3,CIN by 1,-10%,-4%,-19%,0.0,0.0,0.0,0.0,0.0,24.7,23.5,15.3,3.0,4.4,1.7,1.8,2.8,0.5,6.3,29,20.8,18.7,18.7,12.7,24.6,13.7,2.0,0.0,0.0
Carson Palmer,,,QB,6700,ARI,@SF,23.0,ARI by 3.5,-2%,38%,6%,39.0,38.5,0.0,6.3,7.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,16.1,16.8,16.8,8.4,25.2,0.0,0.0,0.0,0.0
Julian Edelman,15,Q,WR,6700,NE,@CLE,28.5,NE by 10.5,2%,16%,3%,0.0,0.0,0.0,0.0,0.0,1.3,1.8,0.3,0.3,4.4,7.0,7.0,7.1,0.8,7.0,12,8.8,10.4,10.4,4.6,16.2,16.2,2.4,0.0,0.0
Jordan Reed,0,,TE,6600,WAS,@BAL,20.8,BAL by 4,-28%,-22%,-41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.8,7.0,1.3,7.5,12,16.6,15.8,15.8,7.4,24.3,14.8,2.2,0.0,0.0
LeSean McCoy,13,,RB,6600,BUF,@LA,18.8,LA by 2,9%,2%,1%,0.0,0.0,0.0,0.0,0.0,17.0,16.8,16.1,1.8,4.4,5.0,4.8,3.5,0.3,4.6,37,21.8,20.6,20.6,13.4,27.8,14.8,2.2,0.0,0.0
Matthew Stafford,0,,QB,6600,DET,PHI,21.5,PHI by 3,-14%,-30%,-63%,39.0,39.0,35.0,3.5,7.7,2.0,2.0,2.1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,67,19.1,21.6,21.6,11.7,31.4,18.5,2.8,0.0,0.0
Todd Gurley,10,,RB,6500,LA,BUF,20.8,LA by 2,6%,-6%,9%,0.0,0.0,0.0,0.0,0.0,21.7,20.5,19.6,2.5,2.6,2.7,2.8,4.0,0.3,5.3,36,14.1,11.9,11.9,4.9,18.8,19.0,2.9,0.0,0.0
Travis Benjamin,8,,WR,6500,SD,@OAK,23.5,OAK by 3.5,26%,32%,35%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,-1.0,6.7,7.0,7.9,1.0,9.9,13,17.1,15.4,15.4,4.0,26.8,13.8,2.1,0.0,0.0
Rob Gronkowski,5,Q,TE,6500,NE,@CLE,28.5,NE by 10.5,2%,16%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,6.8,0.5,3.7,11,1.1,1.1,1.1,-0.4,2.5,16.1,2.5,0.0,0.0
Carson Wentz,23,,QB,6400,PHI,@DET,24.5,PHI by 3,7%,12%,45%,34.0,34.0,36.1,5.7,7.5,3.0,3.0,2.6,0.7,2.3,0.0,0.0,0.0,0.0,0.0,61,18.6,18.6,18.6,12.9,24.4,19.3,3.0,0.0,0.0
Greg Olsen,2,,TE,6300,CAR,TB,,,2%,-7%,-51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.0,6.5,1.3,8.4,10,20.1,18.6,18.6,12.2,25.0,14.1,2.2,0.0,0.0
Lamar Miller,1,,RB,6300,HOU,@MIN,17.3,MIN by 6.5,-5%,-19%,-2%,0.0,0.0,0.0,0.0,0.0,21.7,23.3,18.1,1.8,3.8,3.3,3.5,3.4,0.3,5.6,33,13.4,14.7,14.7,11.8,17.7,16.9,2.7,0.0,0.0
Stefon Diggs,1,Q,WR,6300,MIN,HOU,23.8,MIN by 6.5,-33%,23%,-30%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.3,-1.0,8.3,8.5,8.2,0.5,10.9,15,17.9,18.5,18.5,5.5,31.5,14.2,2.3,0.0,0.0
Randall Cobb,3,,WR,6200,GB,NYG,27.5,GB by 7,2%,-18%,2%,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,3.0,6.0,6.0,6.9,1.0,7.3,12,8.8,8.8,8.8,4.5,13.1,14.1,2.3,0.0,0.0
Joe Flacco,3,,QB,6200,BAL,WAS,24.8,BAL by 4,10%,30%,4%,45.7,42.8,41.1,3.0,6.3,1.7,2.3,1.2,0.5,1.2,0.0,0.0,0.0,0.0,0.0,63,19.3,17.7,17.7,12.7,22.8,17.7,2.9,0.0,0.0
Matt Forte,3,,RB,6200,NYJ,@PIT,20.3,PIT by 7.5,21%,-23%,24%,0.0,0.0,0.0,0.0,0.0,19.7,20.3,14.8,3.8,3.6,3.3,4.3,5.0,0.3,4.9,31,16.2,17.3,17.3,4.5,30.0,16.7,2.7,0.0,0.0
DeAngelo Williams,,,RB,6100,PIT,NYJ,27.8,PIT by 7.5,15%,-31%,-17%,0.0,0.0,0.0,0.0,0.0,14.7,17.5,4.3,1.8,3.8,4.3,5.5,1.7,0.3,4.1,10,13.2,19.4,19.4,5.1,33.7,5.1,0.8,0.0,0.0
Kirk Cousins,3,,QB,6100,WAS,@BAL,20.8,BAL by 4,-28%,-22%,-17%,36.0,37.8,35.3,7.0,7.8,1.7,1.5,2.1,0.3,3.8,0.0,0.0,0.0,0.0,0.0,64,20.1,18.8,18.8,15.7,21.9,18.1,3.0,0.0,0.0
Tony Romo,,O,QB,6000,DAL,CIN,22.3,CIN by 1,-10%,-4%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Decker,,Q,WR,6000,NYJ,@PIT,20.3,PIT by 7.5,21%,-23%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.3,9.2,0,14.5,14.5,14.5,2.5,26.5,0.0,0.0,0.0,0.0
Eli Manning,8,,QB,6000,NYG,@GB,20.5,GB by 7,25%,-58%,-5%,41.3,38.0,38.5,4.5,7.8,1.3,1.0,1.2,0.8,-1.0,0.0,0.0,0.0,0.0,0.0,63,14.9,16.0,16.0,11.4,20.6,17.1,2.9,0.0,0.0
Eddie Lacy,2,,RB,5900,GB,NYG,27.5,GB by 7,2%,-18%,-19%,0.0,0.0,0.0,0.0,0.0,14.3,14.3,13.7,2.7,5.0,1.7,1.7,2.4,0.0,3.8,26,9.4,9.4,9.4,4.7,14.2,13.8,2.3,0.0,0.0
DeSean Jackson,0,,WR,5900,WAS,@BAL,20.8,BAL by 4,-28%,-22%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.3,7.0,0.3,9.7,12,9.7,12.1,12.1,2.7,21.4,14.4,2.4,0.0,0.0
Andy Dalton,2,,QB,5900,CIN,@DAL,23.3,CIN by 1,2%,-8%,7%,38.7,36.5,30.9,6.0,8.5,4.7,4.3,5.6,0.0,2.5,0.0,0.0,0.0,0.0,0.0,61,16.1,17.4,17.4,12.1,22.7,19.1,3.2,0.0,0.0
Terrelle Pryor,5,,WR,5800,CLE,NE,18.0,NE by 10.5,4%,-1%,-1%,1.7,1.3,0.0,0.3,7.0,1.7,1.3,1.3,0.3,3.0,11.0,10.0,9.3,0.8,7.3,18,18.7,16.5,16.5,3.7,29.3,14.7,2.5,0.0,0.0
Jameis Winston,3,,QB,5800,TB,@CAR,,,3%,-12%,16%,48.3,44.5,39.3,4.3,6.2,4.0,4.0,3.2,0.5,2.8,0.0,0.0,0.0,0.0,0.0,68,17.7,19.9,19.9,9.8,30.1,19.3,3.3,0.0,0.0
Will Fuller,1,,WR,5800,HOU,@MIN,17.3,MIN by 6.5,-5%,-19%,-30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,8.5,7.5,0.8,9.5,12,16.9,18.8,18.8,9.4,28.3,14.1,2.4,0.0,0.0
Donte Moncrief,,O,WR,5700,IND,CHI,26.0,IND by 4.5,-17%,21%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,7.3,0,10.1,10.1,10.1,-1.5,21.8,0.0,0.0,0.0,0.0
Frank Gore,4,,RB,5700,IND,CHI,26.0,IND by 4.5,-17%,21%,4%,0.0,0.0,0.0,0.0,0.0,16.7,16.0,15.2,1.3,4.0,4.0,4.5,2.5,0.3,3.7,28,17.0,15.7,15.7,12.1,19.3,13.3,2.3,0.0,0.0
Ryan Tannehill,5,,QB,5700,MIA,TEN,23.5,MIA by 3.5,-6%,8%,-21%,36.3,34.5,33.0,2.5,7.8,2.3,3.0,2.6,0.8,4.5,0.0,0.0,0.0,0.0,0.0,62,20.9,19.4,19.4,10.8,28.0,18.2,3.2,0.0,0.0
Dak Prescott,2,,QB,5600,DAL,CIN,22.3,CIN by 1,-10%,-4%,10%,28.7,32.8,33.5,4.8,7.7,3.3,3.0,3.6,0.5,4.8,0.0,0.0,0.0,0.0,0.0,60,20.0,17.5,17.5,12.1,23.0,14.9,2.7,0.0,0.0
LeGarrette Blount,7,Q,RB,5600,NE,@CLE,28.5,NE by 10.5,2%,16%,11%,0.0,0.0,0.0,0.0,0.0,22.0,22.0,21.1,3.3,4.0,1.0,0.8,1.0,0.0,1.3,35,18.5,16.9,16.9,9.1,24.7,16.6,3.0,0.0,0.0
Brian Hoyer,9,,QB,5500,CHI,@IND,21.5,IND by 4.5,8%,4%,14%,32.3,32.3,34.9,6.0,7.2,2.0,2.0,2.1,0.3,-1.0,0.0,0.0,0.0,0.0,0.0,63,16.1,16.1,16.1,4.9,27.3,16.6,3.0,0.0,0.0
Charles Sims,1,Q,RB,5500,TB,@CAR,,,3%,-12%,-10%,0.0,0.0,0.0,0.0,0.0,12.3,10.3,11.2,1.3,2.8,5.3,4.8,4.9,0.0,5.9,26,11.6,12.0,12.0,2.8,21.1,14.5,2.6,0.0,0.0
Sterling Shepard,9,,WR,5500,NYG,@GB,20.5,GB by 7,25%,-58%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,6.5,6.8,0.5,10.1,11,16.0,15.3,15.3,8.6,22.1,11.5,2.1,0.0,0.0
Derek Anderson,,,QB,5500,CAR,TB,,,2%,-7%,20%,12.0,12.0,0.3,3.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.5,7.5,7.5,-2.9,17.9,0.0,0.0,0.0,0.0
Marcus Mariota,0,,QB,5400,TEN,@MIA,20.0,MIA by 3.5,9%,27%,-10%,31.7,34.0,31.3,4.3,6.8,3.0,3.3,4.5,0.3,5.5,0.0,0.0,0.0,0.0,0.0,54,11.5,13.3,13.3,7.6,19.0,18.2,3.4,0.0,0.0
Brock Osweiler,1,,QB,5300,HOU,@MIN,17.3,MIN by 6.5,-5%,-19%,-12%,37.0,36.5,36.3,3.5,6.5,1.3,2.0,3.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,61,12.7,13.9,13.9,9.4,18.5,16.9,3.2,0.0,0.0
Doug Martin,,Q,RB,5300,TB,@CAR,,,3%,-12%,-10%,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,1.0,3.4,2.5,2.5,0.0,0.0,6.8,0,8.5,8.5,8.5,-0.2,17.1,0.0,0.0,0.0,0.0
Jay Cutler,,Q,QB,5300,CHI,@IND,21.5,IND by 4.5,8%,4%,14%,23.0,23.0,0.0,2.0,8.1,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,8.6,8.6,8.6,2.5,14.6,0.0,0.0,0.0,0.0
Steve Smith,19,,WR,5300,BAL,WAS,24.8,BAL by 4,10%,30%,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,8.5,0.8,7.6,13,18.1,15.3,15.3,5.8,24.8,15.4,2.9,0.0,0.0
Trevor Siemian,4,Q,QB,5200,DEN,ATL,25.8,DEN by 4.5,22%,0%,56%,25.0,25.3,36.2,3.5,8.2,1.3,2.3,1.3,0.3,3.6,0.0,0.0,0.0,0.0,0.0,59,17.0,15.5,15.5,4.3,26.8,16.4,3.2,0.0,0.0
Jordan Howard,31,,RB,5200,CHI,@IND,21.5,IND by 4.5,8%,4%,31%,0.0,0.0,0.0,0.0,0.0,11.7,11.7,15.7,1.7,5.1,4.0,4.0,4.3,0.7,6.4,34,12.5,12.5,12.5,5.4,19.6,16.7,3.2,0.0,0.0
Tyrod Taylor,1,,QB,5200,BUF,@LA,18.8,LA by 2,9%,2%,-4%,31.3,29.0,26.0,1.8,6.7,5.3,5.3,6.3,0.5,6.7,0.0,0.0,0.0,0.0,0.0,60,19.8,16.2,16.2,8.1,24.4,15.8,3.0,0.0,0.0
Jimmy Garoppolo,,Q,QB,5200,NE,@CLE,28.5,NE by 10.5,2%,16%,16%,30.0,30.0,0.3,1.5,8.3,2.0,2.0,0.0,0.5,3.0,0.5,0.5,0.0,0.0,3.0,0,18.7,18.7,18.7,15.0,22.5,0.0,0.0,0.0,0.0
Paxton Lynch,,,QB,5200,DEN,ATL,25.8,DEN by 4.5,22%,0%,56%,24.0,24.0,0.4,3.0,7.1,3.0,3.0,0.0,0.0,-1.3,0.0,0.0,0.0,0.0,0.0,1,10.4,10.4,10.4,10.4,10.4,0.0,0.0,0.0,0.0
Mike Wallace,2,,WR,5100,BAL,WAS,24.8,BAL by 4,10%,30%,15%,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.3,0.0,6.3,7.3,7.0,6.6,1.0,7.5,10,12.6,14.2,14.2,7.8,20.7,10.8,2.1,0.0,0.0
Sam Bradford,0,,QB,5100,MIN,HOU,23.8,MIN by 6.5,-33%,23%,-41%,31.7,31.7,30.7,3.7,7.6,2.3,2.3,1.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,58,15.0,15.0,15.0,10.7,19.2,11.7,2.3,0.0,0.0
Ryan Fitzpatrick,14,,QB,5100,NYJ,@PIT,20.3,PIT by 7.5,21%,-23%,10%,39.7,38.5,40.5,6.3,6.6,3.3,3.5,3.7,0.5,4.5,0.0,0.0,0.0,0.0,0.0,69,13.2,13.9,13.9,5.5,22.4,21.0,4.1,0.0,0.0
Colin Kaepernick,,,QB,5000,SF,ARI,19.5,ARI by 3.5,-16%,8%,-14%,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.0,0.0
Christian Ponder,,,QB,5000,SF,ARI,19.5,ARI by 3.5,-16%,8%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,0,,QB,5000,SF,ARI,19.5,ARI by 3.5,-16%,8%,-14%,28.0,29.8,29.6,2.8,6.1,6.7,7.3,4.0,1.3,3.5,0.0,0.3,0.0,0.0,-16.0,58,14.1,14.2,14.2,7.3,21.0,13.9,2.8,0.0,0.0
Josh McCown,,O,QB,5000,CLE,NE,18.0,NE by 10.5,4%,-1%,-1%,33.0,33.0,0.0,1.0,7.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.4,16.4,16.4,16.4,16.4,0.0,0.0,0.0,0.0
Charlie Whitehurst,,,QB,5000,CLE,NE,18.0,NE by 10.5,4%,-1%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Kessler,1,,QB,5000,CLE,NE,18.0,NE by 10.5,4%,-1%,-1%,36.5,36.5,35.6,2.5,6.4,2.0,2.0,2.7,0.5,0.3,0.0,0.0,0.0,0.0,0.0,64,11.4,11.4,11.4,10.4,12.4,13.6,2.7,0.0,0.0
Jacoby Brissett,,Q,QB,5000,NE,@CLE,28.5,NE by 10.5,2%,16%,16%,18.3,18.3,0.3,2.0,7.3,5.3,5.3,0.0,0.3,5.2,0.0,0.0,0.0,0.0,0.0,0,9.8,9.8,9.8,4.7,14.8,0.0,0.0,0.0,0.0
Dan Orlovsky,,,QB,5000,DET,PHI,21.5,PHI by 3,-14%,-30%,-63%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,,,QB,5000,PHI,@DET,24.5,PHI by 3,7%,12%,45%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,,,QB,5000,IND,CHI,26.0,IND by 4.5,-17%,21%,-12%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
