"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"TE","Julius Thomas",5500,"ATL@MIA 07:00PM ET",9.122,"MIA","ATL",7.92,9.122,0,0,0,0,0,0
"TE","Anthony Fasano",5500,"ATL@MIA 07:00PM ET",1.769,"MIA","ATL",2.26,1.769,0,0,0,0,0,0
"TE","Chris Pantale",5500,"ATL@MIA 07:00PM ET",0,"MIA","ATL",0,0,0,0,0,0,0,0
"TE","MarQueis Gray",5500,"ATL@MIA 07:00PM ET",1.847,"MIA","ATL",0,1.847,0,0,0,0,0,0
"TE","Thomas Duarte",5500,"ATL@MIA 07:00PM ET",0,"MIA","ATL",0,0,0,0,0,0,0,0
"QB","Blake Bortles",5500,"JAX@NE 07:30PM ET",19.256,"JAX","NE",16.62,19.256,0,0,0,0,0,0
"QB","Chad Henne",5500,"JAX@NE 07:30PM ET",-0.2,"JAX","NE",0,-0.2,0,0,0,0,0,0
"QB","Brandon Allen",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"RB","Leonard Fournette",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",14.1,0,0,0,0,0,0,0
"RB","TJ Yeldon",5500,"JAX@NE 07:30PM ET",9.247,"JAX","NE",2.74,9.247,0,0,0,0,0,0
"RB","Chris Ivory",5500,"JAX@NE 07:30PM ET",9.136,"JAX","NE",3.98,9.136,0,0,0,0,0,0
"RB","Corey Grant",5500,"JAX@NE 07:30PM ET",3.536,"JAX","NE",0,3.536,0,0,0,0,0,0
"RB","Tim Cook",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"RB","I'Tavius Mathers",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"RB","Tommy Bohanon",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"RB","Tyler Gaffney",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"RB","Marquez Williams",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"WR","Allen Robinson",5500,"JAX@NE 07:30PM ET",12.831,"JAX","NE",13.47,12.831,0,0,0,0,0,0
"WR","Marqise Lee",5500,"JAX@NE 07:30PM ET",11.588,"JAX","NE",10.9,11.588,0,0,0,0,0,0
"WR","Allen Hurns",5500,"JAX@NE 07:30PM ET",9.155,"JAX","NE",5.64,9.155,0,0,0,0,0,0
"WR","Keelan Cole",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"WR","Arrelious Benn",5500,"JAX@NE 07:30PM ET",1.507,"JAX","NE",0.9,1.507,0,0,0,0,0,0
"WR","Shane Wynn",5500,"JAX@NE 07:30PM ET",0.68,"JAX","NE",0,0.68,0,0,0,0,0,0
"WR","Rashad Greene",5500,"JAX@NE 07:30PM ET",0.9,"JAX","NE",0,0.9,0,0,0,0,0,0
"WR","Jamal Robinson",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"WR","Kenneth Walker III",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"WR","Amba Etta-Tawo",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"WR","Larry Pinkard",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"WR","Dede Westbrook",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",3.7,0,0,0,0,0,0,0
"TE","Neal Sterling",5500,"JAX@NE 07:30PM ET",2.3,"JAX","NE",0,2.3,0,0,0,0,0,0
"TE","Caleb Bluiett",5500,"JAX@NE 07:30PM ET",0,"JAX","NE",0,0,0,0,0,0,0,0
"TE","Alex Ellis",5500,"JAX@NE 07:30PM ET",0.683,"JAX","NE",0,0.683,0,0,0,0,0,0
"TE","Ben Koyack",5500,"JAX@NE 07:30PM ET",2.936,"JAX","NE",0,2.936,0,0,0,0,0,0
"TE","Mychal Rivera",5500,"JAX@NE 07:30PM ET",3.593,"JAX","NE",0,3.593,0,0,0,0,0,0
"TE","Marcedes Lewis",5500,"JAX@NE 07:30PM ET",4.29,"JAX","NE",6.05,4.29,0,0,0,0,0,0
"QB","Tom Brady",5500,"JAX@NE 07:30PM ET",23.086,"NE","JAX",24.85,23.086,0,0,0,0,0,0
"QB","Jimmy Garoppolo",5500,"JAX@NE 07:30PM ET",6.163,"NE","JAX",0,6.163,0,0,0,0,0,0
"QB","Jacoby Brissett",5500,"JAX@NE 07:30PM ET",9.767,"NE","JAX",0,9.767,0,0,0,0,0,0
"RB","James White",5500,"JAX@NE 07:30PM ET",9.689,"NE","JAX",9.76,9.689,0,0,0,0,0,0
"RB","Brandon Bolden",5500,"JAX@NE 07:30PM ET",0.244,"NE","JAX",0,0.244,0,0,0,0,0,0
"RB","Mike Gillislee",5500,"JAX@NE 07:30PM ET",8.38,"NE","JAX",10.67,8.38,0,0,0,0,0,0
"RB","Dion Lewis",5500,"JAX@NE 07:30PM ET",9.333,"NE","JAX",8.25,9.333,0,0,0,0,0,0
"RB","Rex Burkhead",5500,"JAX@NE 07:30PM ET",4.994,"NE","JAX",0,4.994,0,0,0,0,0,0
"RB","James Develin",5500,"JAX@NE 07:30PM ET",0.45,"NE","JAX",0,0.45,0,0,0,0,0,0
"RB","DJ Foster",5500,"JAX@NE 07:30PM ET",1.2,"NE","JAX",0,1.2,0,0,0,0,0,0
"RB","Glenn Gronkowski",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"RB","LeShun Daniels",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"WR","Cody Hollister",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"WR","Austin Carr",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"WR","KJ Maye",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"WR","Julian Edelman",5500,"JAX@NE 07:30PM ET",16.278,"NE","JAX",0,16.278,0,0,0,0,0,0
"WR","Matthew Slater",5500,"JAX@NE 07:30PM ET",-0.033,"NE","JAX",0,-0.033,0,0,0,0,0,0
"WR","Danny Amendola",5500,"JAX@NE 07:30PM ET",5.357,"NE","JAX",4.96,5.357,0,0,0,0,0,0
"WR","Tony Washington",5500,"JAX@NE 07:30PM ET",0.95,"NE","JAX",0,0.95,0,0,0,0,0,0
"WR","Chris Hogan",5500,"JAX@NE 07:30PM ET",11.259,"NE","JAX",10.83,11.259,0,0,0,0,0,0
"WR","Malcolm Mitchell",5500,"JAX@NE 07:30PM ET",6.507,"NE","JAX",4.16,6.507,0,0,0,0,0,0
"WR","Brandin Cooks",5500,"JAX@NE 07:30PM ET",15.956,"NE","JAX",15.83,15.956,0,0,0,0,0,0
"WR","Devin Lucien",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"TE","James O'Shaughnessy",5500,"JAX@NE 07:30PM ET",0.112,"NE","JAX",0,0.112,0,0,0,0,0,0
"TE","Matt Lengel",5500,"JAX@NE 07:30PM ET",1.275,"NE","JAX",0,1.275,0,0,0,0,0,0
"TE","Rob Gronkowski",5500,"JAX@NE 07:30PM ET",13.25,"NE","JAX",17.54,13.25,0,0,0,0,0,0
"TE","Dwayne Allen",5500,"JAX@NE 07:30PM ET",8.114,"NE","JAX",2.74,8.114,0,0,0,0,0,0
"TE","Sam Cotton",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"TE","Jacob Hollister",5500,"JAX@NE 07:30PM ET",0,"NE","JAX",0,0,0,0,0,0,0,0
"QB","Mike Glennon",5500,"DEN@CHI 08:00PM ET",4.5,"CHI","DEN",14,4.5,0,0,0,0,0,0
"QB","Mitchell Trubisky",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"QB","Mark Sanchez",5500,"DEN@CHI 08:00PM ET",0.507,"CHI","DEN",0,0.507,0,0,0,0,0,0
"QB","Connor Shaw",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"RB","Jordan Howard",5500,"DEN@CHI 08:00PM ET",16.807,"CHI","DEN",13.77,16.807,0,0,0,0,0,0
"RB","Josh Rounds",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"RB","Jeremy Langford",5500,"DEN@CHI 08:00PM ET",6.267,"CHI","DEN",3.35,6.267,0,0,0,0,0,0
"RB","Benny Cunningham",5500,"DEN@CHI 08:00PM ET",2.933,"CHI","DEN",0,2.933,0,0,0,0,0,0
"RB","Ka'Deem Carey",5500,"DEN@CHI 08:00PM ET",1.777,"CHI","DEN",0,1.777,0,0,0,0,0,0
"RB","Michael Burton",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"RB","Freddie Stevenson",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"RB","Tarik Cohen",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",3.32,0,0,0,0,0,0,0
"RB","Joel Bouagnon",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"WR","Cameron Meredith",5500,"DEN@CHI 08:00PM ET",13.82,"CHI","DEN",0,13.82,0,0,0,0,0,0
"WR","Kevin White",5500,"DEN@CHI 08:00PM ET",9.65,"CHI","DEN",9.82,9.65,0,0,0,0,0,0
"WR","Markus Wheaton",5500,"DEN@CHI 08:00PM ET",4.275,"CHI","DEN",0,4.275,0,0,0,0,0,0
"WR","Victor Cruz",5500,"DEN@CHI 08:00PM ET",6.788,"CHI","DEN",0,6.788,0,0,0,0,0,0
"WR","Kendall Wright",5500,"DEN@CHI 08:00PM ET",8.464,"CHI","DEN",10.23,8.464,0,0,0,0,0,0
"WR","Tanner Gentry",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"WR","Daniel Braverman",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"WR","Rueben Randle",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"WR","Josh Bellamy",5500,"DEN@CHI 08:00PM ET",3.556,"CHI","DEN",0,3.556,0,0,0,0,0,0
"WR","Titus Davis",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"WR","Deonte Thompson",5500,"DEN@CHI 08:00PM ET",3.806,"CHI","DEN",0,3.806,0,0,0,0,0,0
"TE","Zach Miller",5500,"DEN@CHI 08:00PM ET",11.96,"CHI","DEN",4.81,11.96,0,0,0,0,0,0
"TE","Patrick Scales",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"TE","Daniel Brown",5500,"DEN@CHI 08:00PM ET",4.3,"CHI","DEN",0,4.3,0,0,0,0,0,0
"TE","MyCole Pruitt",5500,"DEN@CHI 08:00PM ET",0.825,"CHI","DEN",0,0.825,0,0,0,0,0,0
"TE","Ben Braunecker",5500,"DEN@CHI 08:00PM ET",0.623,"CHI","DEN",0,0.623,0,0,0,0,0,0
"TE","Dion Sims",5500,"DEN@CHI 08:00PM ET",5.6,"CHI","DEN",0.57,5.6,0,0,0,0,0,0
"TE","Adam Shaheen",5500,"DEN@CHI 08:00PM ET",0,"CHI","DEN",0,0,0,0,0,0,0,0
"QB","Trevor Siemian",5500,"DEN@CHI 08:00PM ET",15.196,"DEN","CHI",15.61,15.196,0,0,0,0,0,0
"QB","Chad Kelly",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"QB","Paxton Lynch",5500,"DEN@CHI 08:00PM ET",9.793,"DEN","CHI",0,9.793,0,0,0,0,0,0
"QB","Kyle Sloter",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"RB","Andy Janovich",5500,"DEN@CHI 08:00PM ET",1.7,"DEN","CHI",0,1.7,0,0,0,0,0,0
"RB","Devontae Booker",5500,"DEN@CHI 08:00PM ET",9.106,"DEN","CHI",3.27,9.106,0,0,0,0,0,0
"RB","Juwan Thompson",5500,"DEN@CHI 08:00PM ET",1.075,"DEN","CHI",0,1.075,0,0,0,0,0,0
"RB","Bernard Pierce",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"RB","De'Angelo Henderson",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"RB","CJ Anderson",5500,"DEN@CHI 08:00PM ET",15.071,"DEN","CHI",12.47,15.071,0,0,0,0,0,0
"RB","Jamaal Charles",5500,"DEN@CHI 08:00PM ET",4.467,"DEN","CHI",7.07,4.467,0,0,0,0,0,0
"RB","Stevan Ridley",5500,"DEN@CHI 08:00PM ET",0.7,"DEN","CHI",0,0.7,0,0,0,0,0,0
"WR","Demaryius Thomas",5500,"DEN@CHI 08:00PM ET",14.644,"DEN","CHI",15.69,14.644,0,0,0,0,0,0
"WR","Emmanuel Sanders",5500,"DEN@CHI 08:00PM ET",13.85,"DEN","CHI",13.06,13.85,0,0,0,0,0,0
"WR","Bennie Fowler",5500,"DEN@CHI 08:00PM ET",2.885,"DEN","CHI",2.95,2.885,0,0,0,0,0,0
"WR","Marlon Brown",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"WR","Cody Latimer",5500,"DEN@CHI 08:00PM ET",1.3,"DEN","CHI",0,1.3,0,0,0,0,0,0
"WR","Jordan Taylor",5500,"DEN@CHI 08:00PM ET",2.994,"DEN","CHI",1.45,2.994,0,0,0,0,0,0
"WR","Kalif Raymond",5500,"DEN@CHI 08:00PM ET",-0.25,"DEN","CHI",0,-0.25,0,0,0,0,0,0
"WR","Carlos Henderson",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",5.94,0,0,0,0,0,0,0
"WR","Anthony Nash",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"WR","Isaiah McKenzie",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"WR","Hunter Sharp",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"TE","Cedrick Lang",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"TE","Jake Butt",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"TE","AJ Derby",5500,"DEN@CHI 08:00PM ET",3.1,"DEN","CHI",0,3.1,0,0,0,0,0,0
"TE","Steven Scheu",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"TE","Austin Traylor",5500,"DEN@CHI 08:00PM ET",0,"DEN","CHI",0,0,0,0,0,0,0,0
"TE","Jeff Heuerman",5500,"DEN@CHI 08:00PM ET",1.925,"DEN","CHI",0,1.925,0,0,0,0,0,0
"TE","Virgil Green",5500,"DEN@CHI 08:00PM ET",4.308,"DEN","CHI",5.43,4.308,0,0,0,0,0,0
"QB","Joe Flacco",5500,"WAS@BAL 07:30PM ET",17.03,"BAL","WAS",16.55,17.03,0,0,0,0,0,0
"QB","Ryan Mallett",5500,"WAS@BAL 07:30PM ET",-0.14,"BAL","WAS",0,-0.14,0,0,0,0,0,0
"QB","Josh Woodrum",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"QB","Dustin Vaughan",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"QB","David Olson",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"RB","Danny Woodhead",5500,"WAS@BAL 07:30PM ET",13.55,"BAL","WAS",11.92,13.55,0,0,0,0,0,0
"RB","Terrance West",5500,"WAS@BAL 07:30PM ET",10.875,"BAL","WAS",10.21,10.875,0,0,0,0,0,0
"RB","Bobby Rainey",5500,"WAS@BAL 07:30PM ET",2.65,"BAL","WAS",0,2.65,0,0,0,0,0,0
"RB","Lorenzo Taliaferro",5500,"WAS@BAL 07:30PM ET",1.333,"BAL","WAS",0,1.333,0,0,0,0,0,0
"RB","Javorius Allen",5500,"WAS@BAL 07:30PM ET",0.988,"BAL","WAS",4.43,0.988,0,0,0,0,0,0
"RB","Taquan Mizzell",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"RB","Kenneth Dixon",5500,"WAS@BAL 07:30PM ET",8.533,"BAL","WAS",0,8.533,0,0,0,0,0,0
"RB","Ricky Ortiz",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Jeremy Maclin",5500,"WAS@BAL 07:30PM ET",8.792,"BAL","WAS",17.45,8.792,0,0,0,0,0,0
"WR","Mike Wallace",5500,"WAS@BAL 07:30PM ET",13.05,"BAL","WAS",12.54,13.05,0,0,0,0,0,0
"WR","Breshad Perriman",5500,"WAS@BAL 07:30PM ET",6.319,"BAL","WAS",7.99,6.319,0,0,0,0,0,0
"WR","CJ Board",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Keenan Reynolds",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Vince Mayle",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Quincy Adeboyejo",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Tim White",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Chris Moore",5500,"WAS@BAL 07:30PM ET",0.9,"BAL","WAS",0.93,0.9,0,0,0,0,0,0
"WR","Kenny Bell",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Chris Matthews",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"WR","Michael Campanaro",5500,"WAS@BAL 07:30PM ET",2.4,"BAL","WAS",3.5,2.4,0,0,0,0,0,0
"WR","Griff Whalen",5500,"WAS@BAL 07:30PM ET",0.525,"BAL","WAS",0,0.525,0,0,0,0,0,0
"TE","Benjamin Watson",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",4.23,0,0,0,0,0,0,0
"TE","Maxx Williams",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"TE","Crockett Gillmore",5500,"WAS@BAL 07:30PM ET",3.014,"BAL","WAS",0,3.014,0,0,0,0,0,0
"TE","Larry Donnell",5500,"WAS@BAL 07:30PM ET",1.947,"BAL","WAS",0,1.947,0,0,0,0,0,0
"TE","Nick Boyle",5500,"WAS@BAL 07:30PM ET",1.733,"BAL","WAS",0,1.733,0,0,0,0,0,0
"TE","Ryan Malleck",5500,"WAS@BAL 07:30PM ET",0,"BAL","WAS",0,0,0,0,0,0,0,0
"QB","Kirk Cousins",5500,"WAS@BAL 07:30PM ET",21.018,"WAS","BAL",21.61,21.018,0,0,0,0,0,0
"QB","Colt McCoy",5500,"WAS@BAL 07:30PM ET",0,"WAS","BAL",0,0,0,0,0,0,0,0
"QB","Nate Sudfeld",5500,"WAS@BAL 07:30PM ET",0,"WAS","BAL",0,0,0,0,0,0,0,0
"RB","Rob Kelley",5500,"WAS@BAL 07:30PM ET",9.04,"WAS","BAL",0,9.04,0,0,0,0,0,0
"RB","Samaje Perine",5500,"WAS@BAL 07:30PM ET",0,"WAS","BAL",2.43,0,0,0,0,0,0,0
"RB","Chris Thompson",5500,"WAS@BAL 07:30PM ET",9.281,"WAS","BAL",8.69,9.281,0,0,0,0,0,0
"RB","Matt Jones",5500,"WAS@BAL 07:30PM ET",9.256,"WAS","BAL",0,9.256,0,0,0,0,0,0
"RB","Mack Brown",5500,"WAS@BAL 07:30PM ET",1.667,"WAS","BAL",0,1.667,0,0,0,0,0,0
"RB","Kenny Hilliard",5500,"WAS@BAL 07:30PM ET",0,"WAS","BAL",0,0,0,0,0,0,0,0
"RB","Keith Marshall",5500,"WAS@BAL 07:30PM ET",0,"WAS","BAL",0,0,0,0,0,0,0,0
"WR","Terrelle Pryor",5500,"WAS@BAL 07:30PM ET",13.903,"WAS","BAL",14.97,13.903,0,0,0,0,0,0
