"Gary Sanchez_NYY","Manny Machado_BAL","Mookie Betts_BOS","Miguel Cabrera_DET","Chris Carter_NYY","Joey Votto_CIN","Chris Davis_BAL","Josh Donaldson_TOR","Brian Dozier_MIN","Matt Holliday_NYY","Mark Trumbo_BAL","JD Martinez_DET","Todd Frazier_CWS","Adam Jones_BAL","Brett Gardner_NYY","Dexter Fowler_STL","Ian Kinsler_DET","Matt Carpenter_STL","Jose Bautista_TOR","Hanley Ramirez_BOS","Jose Abreu_CWS","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Justin Upton_DET","Aledmys Diaz_STL","Stephen Piscotty_STL","Evan Longoria_TB","Xander Bogaerts_BOS","Miguel Sano_MIN","Melky Cabrera_CWS","Starlin Castro_NYY","Didi Gregorius_NYY","Adam Duvall_CIN","Cody Asche_CWS","Greg Bird_NYY","Jonathan Schoop_BAL","Billy Hamilton_CIN","Jackie Bradley_BOS","Welington Castillo_BAL","Randal Grichuk_STL","Mallex Smith_TB","Dustin Pedroia_BOS","Nicholas Castellanos_DET","Tim Anderson_CWS","Max Kepler_MIN","Chase Headley_NYY","Troy Tulowitzki_TOR","Brad Miller_TB","Victor Martinez_DET","Andrew Benintendi_BOS","Joe Mauer_MIN","Seth Smith_BAL","Craig Gentry_BAL","Jedd Gyorko_STL","Jose Peraza_CIN","Devon Travis_TOR","Steven Souza_TB","Kennys Vargas_MIN","Tyler Saladino_CWS","Robbie Grossman_MIN","Jacob May_CWS","Hyun Soo Kim_BAL","Yadier Molina_STL","Scooter Gennett_CIN","Scott Schebler_CIN","Wilson Ramos_TB","Kendrys Morales_TOR","Kevin Kiermaier_TB","Pablo Sandoval_BOS","Avisail Garcia_CWS","Eddie Rosario_MIN","Byron Buxton_MIN","Trey Mancini_BAL","Aaron Hicks_NYY","Eugenio Suarez_CIN","Russell Martin_TOR","Colby Rasmus_TB","Corey Dickerson_TB","Jorge Polanco_MIN","Jhonny Peralta_STL","Zack Cozart_CIN","Logan Morrison_TB","Matt Duffy_TB","Pete Kozma_NYY","JJ Hardy_BAL","Gleyber Torres_NYY","Matt Adams_STL","Arismendy Alcantara_CIN","Steve Pearce_TOR","Kevin Pillar_TOR","Brock Holt_BOS","Matt Davidson_CWS","Charlie Tilson_CWS","Austin Romine_NYY","Joey Rickard_BAL","Kolten Wong_STL","Mitch Moreland_BOS","Ronald Torreyes_NYY","Jesse Winker_CIN","Patrick Kivlehan_CIN","Harrison Bader_STL","Jake Bauers_TB","Tim Beckham_TB","Alex Avila_DET","Chris Young_BOS","Geovany Soto_CWS","Danny Santana_MIN","Jose Martinez_STL","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","James McCann_DET","JaCoby Jones_DET","Jason Castro_MIN","Leury Garcia_CWS","Ryan Flaherty_BAL","Greg Garcia_STL","Jarrod Saltalamacchia_TOR","Sandy Leon_BOS","Marco Hernandez_BOS","Dixon Machado_DET","Steve Selsky_BOS","Mikie Mahtook_DET","Tyler Collins_DET","Eduardo Escobar_MIN","Caleb Joseph_BAL","Devin Mesoraco_CIN","Stuart Turner_CIN","Ezequiel Carrera_TOR","Jose Iglesias_DET","Chris Gimenez_MIN","Omar Narvaez_CWS","Eric Fryer_STL","Tucker Barnhart_CIN","Carson Kelly_STL","Derek Norris_TB","Curt Casali_TB","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Yolmer Sanchez_CWS","Daniel Robertson_TB","Peter Bourjos_TB","Ehire Adrianza_MIN","Darwin Barney_TOR","Jesus Sucre_TB","Andrew Romine_DET","Ryan Goins_TOR","Rickie Weeks_TB","Zack Collins_CWS"
4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
