"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5700,"OAK@LAA 10:07PM ET",10.783,"LAA","OAK",9.59,10,10.57,9.8,"3","3",7
"1B","Paul Goldschmidt",5500,"SD@ARI 09:40PM ET",10.364,"ARI","SD",10.89,10.2,11.54,9.1,"3","3",14
"OF","Mookie Betts",5400,"NYY@BOS 07:10PM ET",9.438,"BOS","NYY",8.7,8.9,9.32,9.1,"3","3",0
"1B","Wil Myers",5000,"SD@ARI 09:40PM ET",9.727,"SD","ARI",8.4,10.7,9.43,8.4,"2","3",7
"OF","AJ Pollock",4800,"SD@ARI 09:40PM ET",10.05,"ARI","SD",10.07,10.2,11.25,9,"1","1",3
"C","Gary Sanchez",4700,"NYY@BOS 07:10PM ET",4.8,"NYY","BOS",NA,0,NA,0,"x","x",NA
"3B","Josh Donaldson",4700,"TOR@STL 07:15PM ET",8.333,"TOR","STL",NA,0,NA,0,"x","x",NA
"1B/OF","Hanley Ramirez",4600,"NYY@BOS 07:10PM ET",5.733,"BOS","NYY",7.49,7.8,7.47,7.5,"4","4",6
"SS","Xander Bogaerts",4600,"NYY@BOS 07:10PM ET",6.733,"BOS","NYY",7.23,7.6,6.75,7.6,"1","6",3
"3B","Jake Lamb",4600,"SD@ARI 09:40PM ET",10.05,"ARI","SD",10.32,9.1,9.62,7.7,"4","4",5
"1B","Chris Carter",4500,"NYY@BOS 07:10PM ET",4.333,"NYY","BOS",4.44,6.3,5.85,7.4,"7","7",0
"1B/OF","Matt Holliday",4500,"NYY@BOS 07:10PM ET",5.333,"NYY","BOS",4.86,7.4,6.89,7.1,"3","4",10
"OF","Jose Bautista",4500,"TOR@STL 07:15PM ET",5,"TOR","STL",NA,NA,NA,NA,"3","x",NA
