"George Springer_HOU","Carlos Correa_HOU","Bryce Harper_WAS","Jose Altuve_HOU","Charlie Blackmon_COL","Corey Dickerson_TB","Nolan Arenado_COL","Ryan Zimmerman_WAS","Elvis Andrus_TEX","Carlos Beltran_HOU","Marwin Gonzalez_HOU","Joey Gallo_TEX","Steven Souza_TB","Shin-Soo Choo_TEX","Robinson Cano_SEA","Kris Bryant_CHC","Miguel Sano_MIN","Evan Gattis_HOU","Alex Bregman_HOU","Nomar Mazara_TEX","Evan Longoria_TB","Kevin Kiermaier_TB","Anthony Rizzo_CHC","Daniel Murphy_WAS","Trea Turner_WAS","Mike Trout_LAA","Nelson Cruz_SEA","Logan Morrison_TB","Josh Reddick_HOU","Mark Reynolds_COL","Anthony Rendon_WAS","Joe Mauer_MIN","Adrian Beltre_TEX","Jean Segura_SEA","Wil Myers_SD","David Dahl_COL","Trevor Story_COL","Brian Dozier_MIN","Carlos Gomez_TEX","Gerardo Parra_COL","Ben Zobrist_CHC","Yonder Alonso_OAK","Tim Beckham_TB","Hunter Renfroe_SD","Dexter Fowler_STL","Robbie Grossman_MIN","Kyle Seager_SEA","Albert Pujols_LAA","Yunel Escobar_LAA","Max Kepler_MIN","Ryan Schimpf_SD","Khris Davis_OAK","Adam Eaton_WAS","Brian McCann_HOU","Peter O'Brien_TEX","Yuli Gurriel_HOU","Carlos Gonzalez_COL","Ian Desmond_COL","DJ LeMahieu_COL","Javier Baez_CHC","Kyle Schwarber_CHC","Ian Happ_CHC","Jayson Werth_WAS","Cameron Maybin_LAA","Andrelton Simmons_LAA","Tommy Pham_STL","Willson Contreras_CHC","Michael Taylor_WAS","Eddie Rosario_MIN","CJ Cron_LAA","Mike Napoli_TEX","Colby Rasmus_TB","Mitch Haniger_SEA","Manuel Margot_SD","Pat Valaika_COL","Randal Grichuk_STL","Stephen Piscotty_STL","Norichika Aoki_HOU","Jake Marisnick_HOU","Jurickson Profar_TEX","Danny Valencia_SEA","Wilson Ramos_TB","Ben Gamel_SEA","Brad Miller_TB","Yangervis Solarte_SD","Alex Dickerson_SD","Yadier Molina_STL","Paul DeJong_STL","Jefry Marte_LAA","Kole Calhoun_LAA","Robinson Chirinos_TEX","Jarrod Dyson_SEA","Stephen Cardullo_COL","Raimel Tapia_COL","Austin Hedges_SD","Jason Heyward_CHC","Jedd Gyorko_STL","Marcus Semien_OAK","Ryon Healy_OAK","Kennys Vargas_MIN","Delino DeShields_TEX","Leonys Martin_SEA","Matt Duffy_TB","Guillermo Heredia_SEA","Dustin Garneau_COL","Allen Cordoba_SD","Matt Joyce_OAK","Jed Lowrie_OAK","Brian Goodwin_WAS","Jorge Polanco_MIN","Jonathan Lucroy_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Rougned Odor_TEX","Tony Wolters_COL","Travis Jankowski_SD","Tom Murphy_COL","Miguel Montero_CHC","Matt Carpenter_STL","Addison Russell_CHC","Rajai Davis_OAK","Matt Wieters_WAS","Luis Valbuena_LAA","Jason Castro_MIN","Byron Buxton_MIN","Jared Hoying_TEX","Derek Fisher_HOU","Taylor Motter_SEA","Matt Szczur_SD","Alexi Amarista_COL","Jon Jay_CHC","Jeimer Candelario_CHC","Albert Almora_CHC","Adam Lind_WAS","Chad Pinder_OAK","Danny Espinosa_LAA","Ryan Rua_TEX","Jake Bauers_TB","Chase d'Arnaud_SD","Hanser Alberto_TEX","Christian Bethancourt_SD","Cory Spangenberg_SD","Jhonny Peralta_STL","Kolten Wong_STL","Tommy La Stella_CHC","Aledmys Diaz_STL","Stephen Vogt_OAK","Josh Phegley_OAK","Mark Canha_OAK","Martin Maldonado_LAA","Ben Revere_LAA","Drew Stubbs_TEX","Peter Bourjos_TB","Mike Zunino_SEA","Mallex Smith_TB","Harrison Bader_STL","Eduardo Escobar_MIN","Carlos Ruiz_SEA","Rickie Weeks_TB","Shawn O'Malley_SEA","Jesus Sucre_TB","Cristhian Adames_COL","Jose Martinez_STL","Greg Garcia_STL","Trevor Plouffe_OAK","Stephen Drew_WAS","Jake Smolinski_OAK","Ryan LaMarre_OAK","Wilmer Difo_WAS","Nolan Fontana_LAA","Juan Centeno_HOU","Tony Kemp_HOU","Derek Norris_TB","Curt Casali_TB","Daniel Robertson_TB","Boog Powell_SEA","Tyler Smith_SEA","Ryan Hanigan_COL","Magneuris Sierra_STL","Bruce Maxwell_OAK","Chris Gimenez_MIN","Drew Robinson_TEX","Tuffy Gosewisch_SEA","Jabari Blash_SD","Franchy Cordero_SD","Carson Kelly_STL","Chris Heisey_WAS","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Erick Aybar_SD","Hector Sanchez_SD","Eric Fryer_STL","Rafael Bautista_WAS","Eric Young_LAA","Ehire Adrianza_MIN","Michael Martinez_TB","Daniel Vogelbach_SEA","Eloy Jimenez_CHC","Jose Lobaton_WAS","Adam Rosales_OAK","Cliff Pennington_LAA","Shane Peterson_TB","Grant Green_WAS","Jaff Decker_OAK","Matt Olson_OAK","Luis Torrens_SD"
70.4294685990338,19.4461538461538,0,4.71980676328502,0,0,0,0,0,0.20199146514936,24.3041871921182,0,0,0,0,0,0,43.0014245014245,12.198606271777,0,0,0,0,0,0,0,0,0,-6.54285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.156746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.4461538461538,59.3217391304348,0,-8.80126849894292,0,0,0,0,0,13.2930298719772,20.2407407407407,0,0,0,0,0,0,22.8774928774929,11.8957317073171,0,0,0,0,0,0,0,0,0,17.6186186186186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61083743842365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128306878306878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,117.539024390244,0,0,0,0,33.3111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88738738738739,29.8758620689655,0,0,0,0,0,35.8798798798799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,13.6847826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.71980676328502,-8.80126849894292,0,68.5208163265306,0,0,0,0,0,12.3756097560976,-2.62258064516129,0,0,0,0,0,0,4.41502463054187,10.7424242424242,0,0,0,0,0,0,0,0,0,-8.93974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9913793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,74.3383673469388,0,6.30144557823129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1712473572939,0,0,0,0,0,0,8.03095238095238,0,0,13.9960317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03719806763285,7.6,3.12904717853839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3082010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,61.8723404255319,0,0,0,0,0,0,6.56768292682927,0,0,0,0,0,0,0,16.7130434782609,-0.357004830917874,0,0,0,0,0,2.50871080139373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.51107419712071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.12192118226601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71390374331551,0,7.14814814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.30144557823129,0,63.558431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7106060606061,0,0,0,0,0,0,4.71111111111111,0,0,-2.06896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5487922705314,24.1415384615385,4.4561170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.551587301587302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33.3111111111111,0,0,0,0,73.2711962833914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850640113798009,10.3467023172906,0,0,0,0,0,10.4665718349929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83033033033033,0,0,0,0,1.31896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,69.539592760181,0,0,-3.47959183673469,0,3.98181818181818,0,0,0,0,0,8.30252525252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63508064516129,0,0,0,0,0,0,0,0,0,4.42692307692308,0,0,-1.27337858220211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20199146514936,13.2930298719772,0,12.3756097560976,0,0,0,0,0,59.7822299651568,31.9057971014493,0,0,0,0,0,0,-5.3,6.1778093883357,0,0,0,0,0,0,0,0,0,9.77094474153298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
