"Gary Sanchez_NYY","Anthony Rizzo_CHC","Manny Machado_BAL","Kris Bryant_CHC","Mookie Betts_BOS","Bryce Harper_WAS","Jose Altuve_HOU","Kyle Schwarber_CHC","Carlos Correa_HOU","Ryan Braun_MIL","Trea Turner_WAS","Miguel Cabrera_DET","Chris Davis_BAL","Daniel Murphy_WAS","Chris Carter_NYY","Mark Trumbo_BAL","Joey Votto_CIN","Josh Donaldson_TOR","Ben Zobrist_CHC","George Springer_HOU","Matt Holliday_NYY","Freddie Freeman_ATL","Starling Marte_PIT","Todd Frazier_CWS","Brian Dozier_MIN","Adam Jones_BAL","Brett Gardner_NYY","Dexter Fowler_STL","Jonathan Villar_MIL","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Matt Carpenter_STL","Andrew McCutchen_PIT","Jose Bautista_TOR","Hanley Ramirez_BOS","JD Martinez_DET","Jose Abreu_CWS","Gregory Polanco_PIT","Javier Baez_CHC","Adam Eaton_WAS","Ian Kinsler_DET","Xander Bogaerts_BOS","Starlin Castro_NYY","Didi Gregorius_NYY","Craig Gentry_BAL","Aledmys Diaz_STL","Stephen Piscotty_STL","Evan Longoria_TB","Willson Contreras_CHC","Addison Russell_CHC","Alex Bregman_HOU","Maikel Franco_PHI","Cody Asche_CWS","Melky Cabrera_CWS","Greg Bird_NYY","Pete Kozma_NYY","Matt Kemp_ATL","Evan Gattis_HOU","Anthony Rendon_WAS","Justin Upton_DET","Jackie Bradley_BOS","Miguel Sano_MIN","Jonathan Schoop_BAL","Adam Duvall_CIN","Carlos Beltran_HOU","Odubel Herrera_PHI","Dustin Pedroia_BOS","Welington Castillo_BAL","Randal Grichuk_STL","Billy Hamilton_CIN","Keon Broxton_MIL","Lorenzo Cain_KC","Tim Anderson_CWS","Jacob May_CWS","Chase Headley_NYY","Seth Smith_BAL","Jose Osuna_PIT","Ender Inciarte_ATL","Troy Tulowitzki_TOR","Mallex Smith_TB","Eric Thames_MIL","Jason Heyward_CHC","Domingo Santana_MIL","Eric Hosmer_KC","Josh Reddick_HOU","Tommy Joseph_PHI","Jayson Werth_WAS","Nicholas Castellanos_DET","Andrew Benintendi_BOS","Max Kepler_MIN","Hyun Soo Kim_BAL","Jedd Gyorko_STL","Devon Travis_TOR","Brad Miller_TB","Albert Almora_CHC","Norichika Aoki_HOU","Michael Taylor_WAS","Victor Martinez_DET","Joe Mauer_MIN","Tyler Saladino_CWS","Trey Mancini_BAL","Aaron Hicks_NYY","Yadier Molina_STL","Scooter Gennett_CIN","Jose Peraza_CIN","Scott Schebler_CIN","Josh Harrison_PIT","Nick Markakis_ATL","Kendrys Morales_TOR","Steven Souza_TB","Miguel Montero_CHC","Travis Shaw_MIL","Hernan Perez_MIL","Jon Jay_CHC","Brian McCann_HOU","Alex Gordon_KC","Ryan Zimmerman_WAS","Michael Saunders_PHI","Pablo Sandoval_BOS","Kennys Vargas_MIN","Robbie Grossman_MIN","Avisail Garcia_CWS","Eugenio Suarez_CIN","Brandon Phillips_ATL","Russell Martin_TOR","Wilson Ramos_TB","Kevin Kiermaier_TB","Orlando Arcia_MIL","Brandon Moss_KC","Yuli Gurriel_HOU","Derek Fisher_HOU","Jorge Soler_KC","Aaron Altherr_PHI","Jorge Polanco_MIN","Eddie Rosario_MIN","Byron Buxton_MIN","Gleyber Torres_NYY","Jhonny Peralta_STL","Zack Cozart_CIN","Adonis Garcia_ATL","Alen Hanson_PIT","Colby Rasmus_TB","Corey Dickerson_TB","Ian Happ_CHC","Matt Szczur_CHC","Whit Merrifield_KC","Peter O'Brien_KC","Matt Wieters_WAS","Adam Lind_WAS","Cesar Hernandez_PHI","Howie Kendrick_PHI","Freddy Galvis_PHI","Daniel Nava_PHI","JJ Hardy_BAL","Matt Adams_STL","Arismendy Alcantara_CIN","Dansby Swanson_ATL","Logan Morrison_TB","Steve Pearce_TOR","Matt Duffy_TB","Kevin Pillar_TOR","Jesus Aguilar_MIL","Tommy La Stella_CHC","Salvador Perez_KC","Rhys Hoskins_PHI","Brock Holt_BOS","Geovany Soto_CWS","Matt Davidson_CWS","Charlie Tilson_CWS","Austin Romine_NYY","Joey Rickard_BAL","Kolten Wong_STL","Patrick Kivlehan_CIN","Josh Bell_PIT","Marwin Gonzalez_HOU","Cheslor Cuthbert_KC","Alcides Escobar_KC","Cameron Rupp_PHI","Mitch Moreland_BOS","Ronald Torreyes_NYY","Jesse Winker_CIN","Harrison Bader_STL","Francisco Cervelli_PIT","Tyler Flowers_ATL","David Freese_PIT","Jace Peterson_ATL","Adam Frazier_PIT","Jordy Mercer_PIT","Jake Bauers_TB","Tim Beckham_TB","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Andrew Knapp_PHI","Chris Young_BOS","Danny Santana_MIN","Jose Martinez_STL","John Jaso_PIT","Kevin Newman_PIT","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Brock Stassi_PHI","Stephen Drew_WAS","Alex Avila_DET","Jason Castro_MIN","Leury Garcia_CWS","Ryan Flaherty_BAL","Eric Fryer_STL","Stuart Turner_CIN","Greg Garcia_STL","Micah Johnson_ATL","Chase d'Arnaud_ATL","Jarrod Saltalamacchia_TOR","Manny Pina_MIL","Jake Marisnick_HOU","Wilmer Difo_WAS","Sandy Leon_BOS","James McCann_DET","Marco Hernandez_BOS","Dixon Machado_DET","JaCoby Jones_DET","Steve Selsky_BOS","Mikie Mahtook_DET","Tyler Collins_DET","Chris Gimenez_MIN","Omar Narvaez_CWS","Eduardo Escobar_MIN","Caleb Joseph_BAL","Devin Mesoraco_CIN","Tucker Barnhart_CIN","Carson Kelly_STL","Phil Gosselin_PIT","Rio Ruiz_ATL","Derek Norris_TB","Curt Casali_TB","Peter Bourjos_TB","Ezequiel Carrera_TOR","Jett Bandy_MIL","Nick Franklin_MIL","Ryan O'Hearn_KC","Terrance Gore_KC","Andres Blanco_PHI","Chris Heisey_WAS","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Jose Iglesias_DET","Yolmer Sanchez_CWS","Kurt Suzuki_ATL","Daniel Robertson_TB","Eloy Jimenez_CHC","Christian Colon_KC","Jose Lobaton_WAS","Ehire Adrianza_MIN","Jesus Sucre_TB","Darwin Barney_TOR","Raul Mondesi_KC","Emilio Bonifacio_ATL","Rickie Weeks_TB","Andrew Romine_DET","Chris Stewart_PIT","Ryan Goins_TOR","Zack Collins_CWS","Anthony Recker_ATL","Drew Butera_KC"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
