"Paul Goldschmidt_ARI","Robinson Cano_SEA","Khris Davis_OAK","Cody Bellinger_LAD","Jean Segura_SEA","Corey Seager_LAD","Nelson Cruz_SEA","Justin Turner_LAD","Chris Taylor_LAD","Chris Owings_ARI","Jake Lamb_ARI","Yonder Alonso_OAK","Franklin Barreto_OAK","Matt Chapman_OAK","Ben Gamel_SEA","Yasmani Grandal_LAD","Logan Forsythe_LAD","AJ Pollock_ARI","Joc Pederson_LAD","Daniel Descalso_ARI","Austin Barnes_LAD","Kyle Seager_SEA","Jed Lowrie_OAK","Jarrod Dyson_SEA","Mitch Haniger_SEA","Ryon Healy_OAK","Adrian Gonzalez_LAD","Gregor Blanco_ARI","David Peralta_ARI","Yasiel Puig_LAD","Yasmany Tomas_ARI","Jaycob Brugman_OAK","Renato Nunez_OAK","Kike Hernandez_LAD","Matt Joyce_OAK","Mike Zunino_SEA","Marcus Semien_OAK","Taylor Motter_SEA","Guillermo Heredia_SEA","Chris Herrmann_ARI","Rajai Davis_OAK","Danny Valencia_SEA","Chase Utley_LAD","Franklin Gutierrez_LAD","Peter O'Brien_LAD","Leonys Martin_SEA","Brandon Drury_ARI","Adam Rosales_OAK","Mark Canha_OAK","Chris Iannetta_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Joey Wendle_OAK","Rey Fuentes_ARI","Trayce Thompson_LAD","Andrew Toles_LAD","Willie Calhoun_LAD","Shawn O'Malley_SEA","DJ Peterson_SEA","Matt Olson_OAK","Tyler Smith_SEA","Rob Segedin_LAD","Socrates Brito_ARI","Alex Verdugo_LAD","Jake Smolinski_OAK","Ryan LaMarre_OAK","Boog Powell_SEA","Andre Ethier_LAD","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Bruce Maxwell_OAK","Scott Van Slyke_LAD","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Jeff Mathis_ARI","Josh Phegley_OAK","Chad Pinder_OAK","Mike Freeman_LAD","Jaff Decker_OAK","Brett Eibner_LAD","Ildemaro Vargas_ARI"
66.7187812187812,0,0,0,0,0,0,0,0,0.86250565355043,6.76075899843505,0,0,0,0,0,0,31.0040322580645,0,1.84873949579832,0,0,0,0,0,0,0,14.6798941798942,22.8674812030075,0,2.48245614035088,0,0,0,0,0,0,0,0,20.2820512820513,0,0,0,0,0,0,18.9414682539683,0,0,-7.43447293447293,19.6,0,15.3460317460317,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78151260504202,0,0,0,0,0,0
0,84.8488612836439,0,0,4.60220673635308,0,-1.78053939714437,0,0,0,0,0,0,0,17.2631313131313,0,0,0,0,0,0,13.4807692307692,0,8.38354506957048,5.90688259109312,0,0,0,0,0,0,0,0,0,0,-21.2145098039216,0,13.4048780487805,12.2264808362369,0,0,5.82637628554144,0,0,0,3.03205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,26.953216374269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,62.5597926693817,0,0,0,0,0,0,0,0,-5.48363530099357,-6.90277777777778,-13.15,0,0,0,0,0,0,0,0,-0.60206321334504,0,0,-0.166812993854258,0,0,0,0,0,-8.01461988304094,0,0,5.59304511278195,0,-2.16666666666667,0,0,0,-4.50606060606061,0,0,0,0,0,0,-8.18085106382979,-1.14619883040936,0,0,0,0,0,0,0,0,0,0,0,0,-45.8888888888889,0,0,0,0,0,10,0,0,0,0,4.85897435897436,0,0,0,0,0,0,0,5.16666666666667,8.49831932773109,0,-8.5,0,0
0,0,0,97.6225988700565,0,25.2021116138763,0,11.8288288288288,9.73724489795918,0,0,0,0,0,0,-7.66086956521739,2.85344827586207,0,-6.38461538461539,0,3.20833333333333,0,0,0,0,0,-4.06833333333333,0,0,39.5929694727105,0,0,0,0,0,0,0,0,0,0,0,0,5.63963414634146,-1.02380952380952,0,0,0,0,0,0,0,0,0,0,0,0,-4.83333333333333,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0
0,4.60220673635308,0,0,57.539592760181,0,17.207729468599,0,0,0,0,0,0,0,12.8569500674764,0,0,0,0,0,0,3.08248299319728,0,18.4136212624585,-3.35789473684211,0,0,0,0,0,0,0,0,0,0,10.8054187192118,0,4.90833333333333,8.35472370766488,0,0,-6.66223698781838,0,0,0,8.43333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46691176470588,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25.2021116138763,0,77.7310559006211,0,1.23574879227053,-13.8298097251586,0,0,0,0,0,0,28.1501683501684,25.072268907563,0,17.6676136363636,0,7.72916666666667,0,0,0,0,0,3.24466571834993,0,0,16.4135008766803,0,0,0,0,0,0,0,0,0,0,0,0,5.14230343300111,0.688888888888889,0,0,0,0,0,0,0,0,0,0,0,0,-10.9166666666667,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,-7.35,0
0,-1.78053939714437,0,0,17.207729468599,0,57.9241001564945,0,0,0,0,0,0,0,9.58973172987974,0,0,0,0,0,0,7.13817277250113,0,3.26830601092896,8.53753753753754,0,0,0,0,0,0,0,0,0,0,8.05707070707071,0,20.7912234042553,1.21040974529347,0,0,11.1166666666667,0,0,0,17.3653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,-0.80952380952381,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11.8288288288288,0,1.23574879227053,0,47.5206149545772,25.2413793103448,0,0,0,0,0,0,2.91228070175439,22.5869565217391,0,7.24193548387097,0,33.8541666666667,0,0,0,0,0,9.87619047619048,0,0,2.85410628019324,0,0,0,0,0,0,0,0,0,0,0,0,13.6169230769231,10.8472222222222,0,0,0,0,0,0,0,0,0,0,0,0,16,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,9.73724489795918,0,-13.8298097251586,0,25.2413793103448,82.2053701015965,0,0,0,0,0,0,-9.53603603603604,24.5333333333333,0,15.0750988142292,0,-6.52614379084967,0,0,0,0,0,3.66959064327485,0,0,10.7603658536585,0,0,0,0,0,0,0,0,0,0,0,0,-1.43978494623656,0.486111111111111,0,0,0,0,0,0,0,0,0,0,0,0,12,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,26.6,0
0.86250565355043,0,0,0,0,0,0,0,0,60.8866155157715,-7.92549923195084,0,0,0,0,0,0,-3.78387096774194,0,6.7816091954023,0,0,0,0,0,0,0,23.8278985507246,-0.5,0,20.1966966966967,0,0,0,0,0,0,0,0,-11.5869565217391,0,0,0,0,0,0,3.05450733752621,0,0,4.81385281385281,-12.5,0,-3.43230769230769,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34313725490196,0,0,0,0,0,0
6.76075899843505,0,0,0,0,0,0,0,0,-7.92549923195084,61.7416216216216,0,0,0,0,0,0,-3.17241379310345,0,-19.9838709677419,0,0,0,0,0,0,0,12.5726495726496,23.3421052631579,0,5.16904761904762,0,0,0,0,0,0,0,0,27.0689655172414,0,0,0,0,0,0,17.4090395480226,0,0,-0.315,-0.333333333333333,0,-10.7023172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.855614973262032,0,0,0,0,0,0
