"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Chris Archer",12500,"BAL@TB 07:10PM ET",22.123,"TB","BAL",26.99,21.6,24.525,NA,9.5
"SP","Stephen Strasburg",11700,"CIN@WAS 07:05PM ET",22.714,"WAS","CIN",27.32,22.7,24.6565,NA,4.65
"SP","Alex Wood",9600,"COL@LAD 10:10PM ET",20.679,"LAD","COL",24.11,20.1,18.15,NA,26.5
"SP","Yu Darvish",9300,"TEX@NYY 07:05PM ET",19.793,"TEX","NYY",19.86,16.1,19.7075,NA,34.55
"SP","Jimmy Nelson",8500,"MIL@ATL 07:35PM ET",17.996,"MIL","ATL",17.9,18.2,15.634,NA,13.85
"SP","Michael Fulmer",8300,"DET@SD 10:10PM ET",16.646,"DET","SD",22.18,23.5,19.421,NA,26.75
"SP","JA Happ",8000,"TOR@KC 08:15PM ET",16.843,"TOR","KC",18.47,14.3,11.9,NA,20.6
"SP","Seth Lugo",7700,"NYM@SF 10:15PM ET",18.975,"NYM","SF",15.02,14.9,12.42,NA,6.75
"SP","Patrick Corbin",7600,"PHI@ARI 09:40PM ET",11.353,"ARI","PHI",16.36,13.8,17.481,NA,17.6
"SP","Jameson Taillon",7500,"PIT@STL 08:15PM ET",14.875,"PIT","STL",16.88,19.8,16.555,NA,19.9
"SP","Joe Musgrove",7300,"HOU@SEA 10:10PM ET",11.388,"HOU","SEA",NA,13.9,17.086,NA,-10.15
"SP","Trevor Bauer",7100,"MIN@CLE 07:10PM ET",15.229,"CLE","MIN",15.22,16,18.276,NA,9.6
"SP","Masahiro Tanaka",6900,"TEX@NYY 07:05PM ET",12.236,"NYY","TEX",16.63,14,16.665,NA,33
"SP","Mike Foltynewicz",6800,"MIL@ATL 07:35PM ET",11.836,"ATL","MIL",NA,16,19.505,NA,NA
"SP","Rick Porcello",6700,"LAA@BOS 07:10PM ET",13.38,"BOS","LAA",14.83,13.7,20.1515,NA,22.85
"SP","Alex Meyer",6600,"LAA@BOS 07:10PM ET",16.522,"LAA","BOS",15.29,13.2,13.642,NA,-0.7
"SP","John Lackey",6500,"CHC@MIA 07:10PM ET",13.28,"CHC","MIA",16.98,16.4,15.903,NA,15.9
"SP","Kyle Freeland",6400,"COL@LAD 10:10PM ET",13.082,"COL","LAD",13.78,13.3,12.603,NA,1.7
"SP","Adam Wainwright",6300,"PIT@STL 08:15PM ET",9.787,"STL","PIT",15.36,13.2,16.61,NA,21.35
"SP","Jharel Cotton",6100,"OAK@CWS 08:10PM ET",12.1,"OAK","CWS",13.87,17.4,17.934,NA,18.85
"SP","Felix Hernandez",5900,"HOU@SEA 10:10PM ET",11.52,"SEA","HOU",16.68,12.9,18.941,NA,18.1
"SP","Ty Blach",5700,"NYM@SF 10:15PM ET",6.725,"SF","NYM",NA,15.5,15.837,NA,-14.45
"SP","Luis Perdomo",5600,"DET@SD 10:10PM ET",10.579,"SD","DET",15.41,13.5,14.546,NA,25.3
"SP","Jake Junis",5500,"TOR@KC 08:15PM ET",6.2,"KC","TOR",NA,9.4,8.917,NA,12.85
"SP","Ubaldo Jimenez",5400,"BAL@TB 07:10PM ET",7.921,"BAL","TB",12.09,13.8,16.278,NA,-17.35
"SP","Mike Pelfrey",5300,"OAK@CWS 08:10PM ET",9.904,"CWS","OAK",11.8,9,11.943,NA,7.7
"SP","Jose Urena",5200,"CHC@MIA 07:10PM ET",8.872,"MIA","CHC",14.37,12.9,9.438,NA,18.7
"SP","Adalberto Mejia",4700,"MIN@CLE 07:10PM ET",8.589,"MIN","CLE",11.27,10,8.199,NA,19.05
"RP","Luis Castillo",4400,"CIN@WAS 07:05PM ET",0,"CIN","WAS",8.18,9.4,0.22,NA,11.25
"RP","Mark Leiter",4200,"PHI@ARI 09:40PM ET",2.646,"PHI","ARI",9.68,35.2,NA,NA,25.1
