"Place_lo","Place_hi","Payout"
"1","1","5000"
"2","2","3500"
"3","3","3000"
"4","4","2500"
"5","5","2000"
"6","6","1500"
"7","8","1250"
"9","10","1000"
"11","15","750"
"16","20","500"
"21","30","400"
"31","40","300"
"41","55","250"
"56","80","200"
"81","120","150"
