"Anthony Rizzo_CHC","Kris Bryant_CHC","Joey Votto_CIN","Kyle Schwarber_CHC","Aaron Judge_NYY","Gary Sanchez_NYY","Billy Hamilton_CIN","Hunter Pence_SF","Adam Duvall_CIN","Buster Posey_SF","Ben Zobrist_CHC","Brandon Belt_SF","Denard Span_SF","Matt Holliday_NYY","Joe Panik_SF","Brett Gardner_NYY","Eduardo Nunez_SF","Brandon Crawford_SF","Starlin Castro_NYY","Addison Russell_CHC","Jacoby Ellsbury_NYY","Scott Schebler_CIN","Christian Arroyo_SF","Chris Carter_NYY","Javier Baez_CHC","Jason Heyward_CHC","Eugenio Suarez_CIN","Jarrett Parker_SF","Willson Contreras_CHC","Chase Headley_NYY","Zack Cozart_CIN","Aaron Hicks_NYY","Didi Gregorius_NYY","Scooter Gennett_CIN","Jose Peraza_CIN","Nick Hundley_SF","Arismendy Alcantara_CIN","Gorkys Hernandez_SF","Miguel Montero_CHC","Kelby Tomlinson_SF","Greg Bird_NYY","Albert Almora_CHC","Jon Jay_CHC","Mac Williamson_SF","Conor Gillaspie_SF","Matt Szczur_CHC","Ian Happ_CHC","Jesse Winker_CIN","Drew Stubbs_SF","Devin Mesoraco_CIN","Aaron Hill_SF","Tommy La Stella_CHC","Michael Morse_SF","Tucker Barnhart_CIN","Gleyber Torres_NYY","Kyle Higashioka_NYY","Phillip Ervin_CIN","Tim Federowicz_SF","Austin Romine_NYY","Patrick Kivlehan_CIN","Ronald Torreyes_NYY","Rob Refsnyder_NYY","Chris Marrero_SF","Eloy Jimenez_CHC","Stuart Turner_CIN"
62.08,4.48,0,0.184782608695652,0,0,0,0,0,0,8.07017543859649,0,0,0,0,0,0,0,0,2.56521739130435,0,0,0,0,-0.213450292397661,26.2371541501976,0,0,28.7712418300654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.48,68.1984615384615,0,16.4239130434783,0,0,0,0,0,0,21.4152046783626,0,0,0,0,0,0,0,0,34.2934782608696,0,0,0,0,10.625730994152,6.9802371541502,0,0,-6.43790849673203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.8461538461538,0,0,0,-3.46666666666667,0,-2.41166666666667,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,6.06521739130435,0,0,0,8.52173913043478,0,0,0,6.16304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.631578947368421,0,0,0,0,0,0,0,0,0,0,0
0.184782608695652,16.4239130434783,0,33.4619565217391,0,0,0,0,0,0,7.00292397660819,0,0,0,0,0,0,0,0,14.9632034632035,0,0,0,0,18.6838235294118,12.0513833992095,0,0,5.65073529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,140.86231884058,0,0,0,0,0,0,0,0,39.7526315789474,0,102.106176900585,0,0,33.0480072463767,0,-5.14736842105263,0,0,0,0,0,0,0,0,1.63419913419913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2875,0,32.859477124183,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.46666666666667,0,0,0,51.75,0,17.6067193675889,0,0,0,0,0,0,0,0,0,0,0,0,-13.3840579710145,0,0,0,0,17.6818181818182,0,0,0,-8.53095238095238,0,0,0,12.5573122529644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15686274509804,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,27.4215384615385,0,13.4970760233918,0,2.82411067193676,0,0,6.54743083003953,0,13.3586956521739,16.4154411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.41166666666667,0,0,0,17.6067193675889,0,87.59,0,0,0,0,0,0,0,0,0,0,0,0,-4.96442687747036,0,0,0,0,8.92640692640693,0,0,0,-10.6190476190476,0,0,0,32.9572510822511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5718954248366,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13.4970760233918,0,24.1904761904762,0,2.49415204678363,0,0,-1.41176470588235,0,-3.56666666666667,0.807692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.07017543859649,21.4152046783626,0,7.00292397660819,0,0,0,0,0,0,37.2865497076023,0,0,0,0,0,0,0,0,18.5625,0,0,0,0,-6.39393939393939,18.5130718954248,0,0,0.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.82411067193676,0,2.49415204678363,0,35.4733333333333,0,0,8.10822510822511,0,9.64426877470356,-2.47083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
