"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9300,"NE@Pit 00:00PM ET","Pit"
"WR","Julio Jones (0000000)","Julio Jones","0000000",9200,"SD@Atl 00:00PM ET","Atl"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8900,"NYG@LA 00:00PM ET","NYG"
"WR","A.J. Green (0000000)","A.J. Green","0000000",8600,"Cle@Cin 00:00PM ET","Cin"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",8000,"NE@Pit 00:00PM ET","Pit"
"QB","Tom Brady (0000000)","Tom Brady","0000000",7900,"NE@Pit 00:00PM ET","NE"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7900,"Oak@Jax 00:00PM ET","Oak"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7800,"Chi@GB 00:00PM ET","GB"
"WR","Mike Evans (0000000)","Mike Evans","0000000",7800,"TB@SF 00:00PM ET","TB"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7700,"Ind@Ten 00:00PM ET","Ind"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",7600,"Bal@NYJ 00:00PM ET","NYJ"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",7600,"Buf@Mia 00:00PM ET","Buf"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",7500,"NO@KC 00:00PM ET","NO"
"RB","David Johnson (0000000)","David Johnson","0000000",7400,"Sea@Ari 00:00PM ET","Ari"
"QB","Drew Brees (0000000)","Drew Brees","0000000",7400,"NO@KC 00:00PM ET","NO"
"WR","Allen Robinson (0000000)","Allen Robinson","0000000",7300,"Oak@Jax 00:00PM ET","Jax"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",7200,"SD@Atl 00:00PM ET","Atl"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",7200,"NE@Pit 00:00PM ET","NE"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",7200,"Ind@Ten 00:00PM ET","Ten"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7100,"Chi@GB 00:00PM ET","GB"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7100,"Sea@Ari 00:00PM ET","Ari"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7000,"Ind@Ten 00:00PM ET","Ind"
"WR","Marvin Jones (0000000)","Marvin Jones","0000000",7000,"Was@Det 00:00PM ET","Det"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",6900,"Hou@Den 00:00PM ET","Hou"
