"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Julio Jones (0000000)","Julio Jones","0000000",9500,"Atl@Phi 00:00PM ET","Atl"
"WR","Mike Evans (0000000)","Mike Evans","0000000",9000,"Chi@TB 00:00PM ET","TB"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",8900,"Dal@Pit 00:00PM ET","Pit"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8800,"Cin@NYG 00:00PM ET","NYG"
"WR","A.J. Green (0000000)","A.J. Green","0000000",8500,"Cin@NYG 00:00PM ET","Cin"
"RB","David Johnson (0000000)","David Johnson","0000000",8400,"SF@Ari 00:00PM ET","Ari"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",7900,"Dal@Pit 00:00PM ET","Dal"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",7700,"Dal@Pit 00:00PM ET","Pit"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7600,"GB@Ten 00:00PM ET","GB"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7600,"SF@Ari 00:00PM ET","Ari"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7500,"GB@Ten 00:00PM ET","GB"
"QB","Tom Brady (0000000)","Tom Brady","0000000",7400,"Sea@NE 00:00PM ET","NE"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",7300,"Atl@Phi 00:00PM ET","Atl"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",7200,"Mia@SD 00:00PM ET","Mia"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",7100,"Hou@Jax 00:00PM ET","Hou"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",7100,"Mia@SD 00:00PM ET","SD"
"WR","Allen Robinson (0000000)","Allen Robinson","0000000",7000,"Hou@Jax 00:00PM ET","Jax"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",7000,"Den@NO 00:00PM ET","NO"
"RB","Devontae Booker (0000000)","Devontae Booker","0000000",7000,"Den@NO 00:00PM ET","Den"
"RB","Jay Ajayi (0000000)","Jay Ajayi","0000000",7000,"Mia@SD 00:00PM ET","Mia"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",7000,"Dal@Pit 00:00PM ET","Dal"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",6900,"Sea@NE 00:00PM ET","NE"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",6900,"GB@Ten 00:00PM ET","Ten"
