"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"RB","David Johnson (0000000)","David Johnson","0000000",9800,"Ari@Mia 00:00PM ET","Ari"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",9000,"Pit@Buf 00:00PM ET","Pit"
"WR","Mike Evans (0000000)","Mike Evans","0000000",8900,"NO@TB 00:00PM ET","TB"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",8700,"Pit@Buf 00:00PM ET","Pit"
"WR","Julio Jones (0000000)","Julio Jones","0000000",8500,"Atl@LA 00:00PM ET","Atl"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",8400,"Dal@NYG 00:00PM ET","Dal"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",8200,"Pit@Buf 00:00PM ET","Buf"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8000,"Dal@NYG 00:00PM ET","NYG"
"WR","A.J. Green (0000000)","A.J. Green","0000000",7700,"Cin@Cle 00:00PM ET","Cin"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7500,"Hou@Ind 00:00PM ET","Ind"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7500,"Oak@KC 00:00PM ET","Oak"
"QB","Drew Brees (0000000)","Drew Brees","0000000",7400,"NO@TB 00:00PM ET","NO"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",7400,"SD@Car 00:00PM ET","SD"
"QB","Cam Newton (0000000)","Cam Newton","0000000",7200,"SD@Car 00:00PM ET","Car"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7100,"Ari@Mia 00:00PM ET","Ari"
"QB","Tom Brady (0000000)","Tom Brady","0000000",7100,"Bal@NE 00:00PM ET","NE"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",7000,"Den@Ten 00:00PM ET","Ten"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",7000,"NYJ@SF 00:00PM ET","NYJ"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7000,"Pit@Buf 00:00PM ET","Pit"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",6900,"Hou@Ind 00:00PM ET","Ind"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",6900,"Dal@NYG 00:00PM ET","Dal"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6800,"Bal@NE 00:00PM ET","NE"
"RB","Matt Forte (0000000)","Matt Forte","0000000",6800,"NYJ@SF 00:00PM ET","NYJ"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",6800,"Sea@GB 00:00PM ET","GB"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",6800,"Chi@Det 00:00PM ET","Det"
"WR","Doug Baldwin (0000000)","Doug Baldwin","0000000",6800,"Sea@GB 00:00PM ET","Sea"
"WR","Michael Thomas (0000000)","Michael Thomas","0000000",6700,"NO@TB 00:00PM ET","NO"
"QB","Jameis Winston (0000000)","Jameis Winston","0000000",6700,"NO@TB 00:00PM ET","TB"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6600,"SD@Car 00:00PM ET","SD"
"WR","Golden Tate (0000000)","Golden Tate","0000000",6600,"Chi@Det 00:00PM ET","Det"
"QB","Russell Wilson (0000000)","Russell Wilson","0000000",6600,"Sea@GB 00:00PM ET","Sea"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",6500,"Atl@LA 00:00PM ET","Atl"
"WR","Stefon Diggs (0000000)","Stefon Diggs","0000000",6500,"Min@Jax 00:00PM ET","Min"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",6400,"Sea@GB 00:00PM ET","GB"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",6400,"NO@TB 00:00PM ET","NO"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6400,"Oak@KC 00:00PM ET","Oak"
"RB","Jordan Howard (0000000)","Jordan Howard","0000000",6400,"Chi@Det 00:00PM ET","Chi"
"WR","Donte Moncrief (0000000)","Donte Moncrief","0000000",6300,"Hou@Ind 00:00PM ET","Ind"
"RB","Spencer Ware (0000000)","Spencer Ware","0000000",6300,"Oak@KC 00:00PM ET","KC"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",6300,"Was@Phi 00:00PM ET","Was"
"WR","Michael Crabtree (0000000)","Michael Crabtree","0000000",6200,"Oak@KC 00:00PM ET","Oak"
"RB","Doug Martin (0000000)","Doug Martin","0000000",6200,"NO@TB 00:00PM ET","TB"
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin","0000000",6200,"SD@Car 00:00PM ET","Car"
"QB","Marcus Mariota (0000000)","Marcus Mariota","0000000",6200,"Den@Ten 00:00PM ET","Ten"
"QB","Andy Dalton (0000000)","Andy Dalton","0000000",6100,"Cin@Cle 00:00PM ET","Cin"
"WR","Tyrell Williams (0000000)","Tyrell Williams","0000000",6100,"SD@Car 00:00PM ET","SD"
"RB","Devonta Freeman (0000000)","Devonta Freeman","0000000",6100,"Atl@LA 00:00PM ET","Atl"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6000,"Den@Ten 00:00PM ET","Den"
"TE","Tyler Eifert (0000000)","Tyler Eifert","0000000",6000,"Cin@Cle 00:00PM ET","Cin"
"WR","Alshon Jeffery (0000000)","Alshon Jeffery","0000000",6000,"Chi@Det 00:00PM ET","Chi"
"TE","Jordan Reed (0000000)","Jordan Reed","0000000",5900,"Was@Phi 00:00PM ET","Was"
"QB","Dak Prescott (0000000)","Dak Prescott","0000000",5900,"Dal@NYG 00:00PM ET","Dal"
"RB","Jay Ajayi (0000000)","Jay Ajayi","0000000",5900,"Ari@Mia 00:00PM ET","Mia"
"WR","Terrelle Pryor (0000000)","Terrelle Pryor","0000000",5900,"Cin@Cle 00:00PM ET","Cle"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",5800,"Hou@Ind 00:00PM ET","Hou"
"RB","Jeremy Hill (0000000)","Jeremy Hill","0000000",5800,"Cin@Cle 00:00PM ET","Cin"
"QB","Colin Kaepernick (0000000)","Colin Kaepernick","0000000",5800,"NYJ@SF 00:00PM ET","SF"
"QB","Carson Palmer (0000000)","Carson Palmer","0000000",5700,"Ari@Mia 00:00PM ET","Ari"
"TE","Travis Kelce (0000000)","Travis Kelce","0000000",5700,"Oak@KC 00:00PM ET","KC"
"RB","Thomas Rawls (0000000)","Thomas Rawls","0000000",5700,"Sea@GB 00:00PM ET","Sea"
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders","0000000",5700,"Den@Ten 00:00PM ET","Den"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",5600,"Ari@Mia 00:00PM ET","Mia"
"QB","Joe Flacco (0000000)","Joe Flacco","0000000",5600,"Bal@NE 00:00PM ET","Bal"
"RB","DeAngelo Williams (0000000)","DeAngelo Williams","0000000",5600,"Pit@Buf 00:00PM ET","Pit"
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick","0000000",5600,"NYJ@SF 00:00PM ET","NYJ"
"RB","Jacquizz Rodgers (0000000)","Jacquizz Rodgers","0000000",5600,"NO@TB 00:00PM ET","TB"
"WR","Jamison Crowder (0000000)","Jamison Crowder","0000000",5600,"Was@Phi 00:00PM ET","Was"
"QB","Eli Manning (0000000)","Eli Manning","0000000",5500,"Dal@NYG 00:00PM ET","NYG"
"RB","Theo Riddick (0000000)","Theo Riddick","0000000",5500,"Chi@Det 00:00PM ET","Det"
"WR","Davante Adams (0000000)","Davante Adams","0000000",5500,"Sea@GB 00:00PM ET","GB"
"TE","Jimmy Graham (0000000)","Jimmy Graham","0000000",5500,"Sea@GB 00:00PM ET","Sea"
"WR","Steve Smith (0000000)","Steve Smith","0000000",5500,"Bal@NE 00:00PM ET","Bal"
"WR","Jordan Matthews (0000000)","Jordan Matthews","0000000",5400,"Was@Phi 00:00PM ET","Phi"
"RB","Jonathan Stewart (0000000)","Jonathan Stewart","0000000",5400,"SD@Car 00:00PM ET","Car"
"QB","Tyrod Taylor (0000000)","Tyrod Taylor","0000000",5400,"Pit@Buf 00:00PM ET","Buf"
"QB","Alex Smith (0000000)","Alex Smith","0000000",5400,"Oak@KC 00:00PM ET","KC"
"WR","Sammy Watkins (0000000)","Sammy Watkins","0000000",5300,"Pit@Buf 00:00PM ET","Buf"
"QB","Brock Osweiler (0000000)","Brock Osweiler","0000000",5300,"Hou@Ind 00:00PM ET","Hou"
"RB","LeGarrette Blount (0000000)","LeGarrette Blount","0000000",5300,"Bal@NE 00:00PM ET","NE"
"RB","Mark Ingram (0000000)","Mark Ingram","0000000",5300,"NO@TB 00:00PM ET","NO"
"WR","DeVante Parker (0000000)","DeVante Parker","0000000",5300,"Ari@Mia 00:00PM ET","Mia"
"RB","Derrick Henry (0000000)","Derrick Henry","0000000",5200,"Den@Ten 00:00PM ET","Ten"
"WR","DeSean Jackson (0000000)","DeSean Jackson","0000000",5200,"Was@Phi 00:00PM ET","Was"
"QB","Ryan Tannehill (0000000)","Ryan Tannehill","0000000",5200,"Ari@Mia 00:00PM ET","Mia"
"WR","Kenny Britt (0000000)","Kenny Britt","0000000",5200,"Atl@LA 00:00PM ET","LA"
"WR","Cole Beasley (0000000)","Cole Beasley","0000000",5200,"Dal@NYG 00:00PM ET","Dal"
"RB","Latavius Murray (0000000)","Latavius Murray","0000000",5200,"Oak@KC 00:00PM ET","Oak"
"WR","Willie Snead (0000000)","Willie Snead","0000000",5200,"NO@TB 00:00PM ET","NO"
"WR","Rishard Matthews (0000000)","Rishard Matthews","0000000",5100,"Den@Ten 00:00PM ET","Ten"
"QB","Carson Wentz (0000000)","Carson Wentz","0000000",5100,"Was@Phi 00:00PM ET","Phi"
"RB","Lamar Miller (0000000)","Lamar Miller","0000000",5100,"Hou@Ind 00:00PM ET","Hou"
"QB","Sam Bradford (0000000)","Sam Bradford","0000000",5100,"Min@Jax 00:00PM ET","Min"
"QB","Tony Romo (0000000)","Tony Romo","0000000",5100,"Dal@NYG 00:00PM ET","Dal"
"WR","Jeremy Maclin (0000000)","Jeremy Maclin","0000000",5100,"Oak@KC 00:00PM ET","KC"
"QB","Trevor Siemian (0000000)","Trevor Siemian","0000000",5100,"Den@Ten 00:00PM ET","Den"
"QB","Matt McGloin (0000000)","Matt McGloin","0000000",5000,"Oak@KC 00:00PM ET","Oak"
"QB","Tyler Bray (0000000)","Tyler Bray","0000000",5000,"Oak@KC 00:00PM ET","KC"
"QB","Connor Cook (0000000)","Connor Cook","0000000",5000,"Oak@KC 00:00PM ET","Oak"
"WR","Tyreek Hill (0000000)","Tyreek Hill","0000000",5000,"Oak@KC 00:00PM ET","KC"
"QB","Landry Jones (0000000)","Landry Jones","0000000",5000,"Pit@Buf 00:00PM ET","Pit"
"QB","EJ Manuel (0000000)","EJ Manuel","0000000",5000,"Pit@Buf 00:00PM ET","Buf"
"QB","Zach Mettenberger (0000000)","Zach Mettenberger","0000000",5000,"Pit@Buf 00:00PM ET","Pit"
"QB","Cardale Jones (0000000)","Cardale Jones","0000000",5000,"Pit@Buf 00:00PM ET","Buf"
"QB","Matt Cassel (0000000)","Matt Cassel","0000000",5000,"Den@Ten 00:00PM ET","Ten"
"QB","Austin Davis (0000000)","Austin Davis","0000000",5000,"Den@Ten 00:00PM ET","Den"
"QB","Paxton Lynch (0000000)","Paxton Lynch","0000000",5000,"Den@Ten 00:00PM ET","Den"
"QB","Luke McCown (0000000)","Luke McCown","0000000",5000,"NO@TB 00:00PM ET","NO"
"QB","Mike Glennon (0000000)","Mike Glennon","0000000",5000,"NO@TB 00:00PM ET","TB"
"QB","Ryan Griffin (0000000)","Ryan Griffin","0000000",5000,"NO@TB 00:00PM ET","TB"
"QB","Chase Daniel (0000000)","Chase Daniel","0000000",5000,"Was@Phi 00:00PM ET","Phi"
"QB","Colt McCoy (0000000)","Colt McCoy","0000000",5000,"Was@Phi 00:00PM ET","Was"
