"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9200,"Pit@Ind 00:00PM ET","Pit"
"RB","Le'Veon Bell (0000000)","Le'Veon Bell","0000000",9000,"Pit@Ind 00:00PM ET","Pit"
"RB","David Johnson (0000000)","David Johnson","0000000",8900,"Ari@Atl 00:00PM ET","Ari"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",8800,"NYG@Cle 00:00PM ET","NYG"
"WR","Julio Jones (0000000)","Julio Jones","0000000",8500,"Ari@Atl 00:00PM ET","Atl"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",8500,"Was@Dal 00:00PM ET","Dal"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7900,"Pit@Ind 00:00PM ET","Ind"
"WR","A.J. Green (0000000)","A.J. Green","0000000",7800,"Cin@Bal 00:00PM ET","Cin"
"QB","Tom Brady (0000000)","Tom Brady","0000000",7800,"NE@NYJ 00:00PM ET","NE"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7700,"Car@Oak 00:00PM ET","Oak"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",7700,"Was@Dal 00:00PM ET","Dal"
"RB","DeMarco Murray (0000000)","DeMarco Murray","0000000",7700,"Ten@Chi 00:00PM ET","Ten"
"RB","Jay Ajayi (0000000)","Jay Ajayi","0000000",7600,"SF@Mia 00:00PM ET","Mia"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7500,"Pit@Ind 00:00PM ET","Ind"
"WR","Mike Evans (0000000)","Mike Evans","0000000",7500,"Sea@TB 00:00PM ET","TB"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7400,"GB@Phi 00:00PM ET","GB"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",7300,"Jax@Buf 00:00PM ET","Buf"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7300,"Pit@Ind 00:00PM ET","Pit"
"QB","Marcus Mariota (0000000)","Marcus Mariota","0000000",7200,"Ten@Chi 00:00PM ET","Ten"
"WR","Allen Robinson (0000000)","Allen Robinson","0000000",7200,"Jax@Buf 00:00PM ET","Jax"
"QB","Drew Brees (0000000)","Drew Brees","0000000",7100,"LA@NO 00:00PM ET","NO"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7000,"GB@Phi 00:00PM ET","GB"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",7000,"Ari@Atl 00:00PM ET","Ari"
"RB","Melvin Gordon (0000000)","Melvin Gordon","0000000",7000,"SD@Hou 00:00PM ET","SD"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",6900,"NE@NYJ 00:00PM ET","NE"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6900,"KC@Den 00:00PM ET","Den"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",6900,"Ari@Atl 00:00PM ET","Atl"
"WR","Stefon Diggs (0000000)","Stefon Diggs","0000000",6900,"Min@Det 00:00PM ET","Min"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6800,"NE@NYJ 00:00PM ET","NE"
"QB","Cam Newton (0000000)","Cam Newton","0000000",6800,"Car@Oak 00:00PM ET","Car"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",6800,"LA@NO 00:00PM ET","NO"
"QB","Russell Wilson (0000000)","Russell Wilson","0000000",6700,"Sea@TB 00:00PM ET","Sea"
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin","0000000",6700,"Car@Oak 00:00PM ET","Car"
"WR","Davante Adams (0000000)","Davante Adams","0000000",6600,"GB@Phi 00:00PM ET","GB"
"WR","Michael Thomas (0000000)","Michael Thomas","0000000",6600,"LA@NO 00:00PM ET","NO"
"WR","Michael Crabtree (0000000)","Michael Crabtree","0000000",6500,"Car@Oak 00:00PM ET","Oak"
"QB","Eli Manning (0000000)","Eli Manning","0000000",6500,"NYG@Cle 00:00PM ET","NYG"
"WR","Donte Moncrief (0000000)","Donte Moncrief","0000000",6400,"Pit@Ind 00:00PM ET","Ind"
"RB","Devonta Freeman (0000000)","Devonta Freeman","0000000",6400,"Ari@Atl 00:00PM ET","Atl"
"WR","Doug Baldwin (0000000)","Doug Baldwin","0000000",6400,"Sea@TB 00:00PM ET","Sea"
"QB","Dak Prescott (0000000)","Dak Prescott","0000000",6300,"Was@Dal 00:00PM ET","Dal"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6300,"SD@Hou 00:00PM ET","SD"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",6300,"SD@Hou 00:00PM ET","Hou"
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders","0000000",6200,"KC@Den 00:00PM ET","Den"
"TE","Jordan Reed (0000000)","Jordan Reed","0000000",6200,"Was@Dal 00:00PM ET","Was"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",6100,"NE@NYJ 00:00PM ET","NYJ"
"RB","Spencer Ware (0000000)","Spencer Ware","0000000",6100,"KC@Den 00:00PM ET","KC"
"QB","Derek Carr (0000000)","Derek Carr","0000000",6100,"Car@Oak 00:00PM ET","Oak"
"WR","Tyrell Williams (0000000)","Tyrell Williams","0000000",6000,"SD@Hou 00:00PM ET","SD"
"WR","Steve Smith (0000000)","Steve Smith","0000000",6000,"Cin@Bal 00:00PM ET","Bal"
"RB","LeGarrette Blount (0000000)","LeGarrette Blount","0000000",5900,"NE@NYJ 00:00PM ET","NE"
"QB","Tyrod Taylor (0000000)","Tyrod Taylor","0000000",5900,"Jax@Buf 00:00PM ET","Buf"
"RB","DeAngelo Williams (0000000)","DeAngelo Williams","0000000",5900,"Pit@Ind 00:00PM ET","Pit"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",5900,"SF@Mia 00:00PM ET","Mia"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",5900,"Was@Dal 00:00PM ET","Was"
"TE","Greg Olsen (0000000)","Greg Olsen","0000000",5800,"Car@Oak 00:00PM ET","Car"
"WR","Jamison Crowder (0000000)","Jamison Crowder","0000000",5800,"Was@Dal 00:00PM ET","Was"
"RB","Lamar Miller (0000000)","Lamar Miller","0000000",5800,"SD@Hou 00:00PM ET","Hou"
"WR","Rishard Matthews (0000000)","Rishard Matthews","0000000",5800,"Ten@Chi 00:00PM ET","Ten"
"WR","Randall Cobb (0000000)","Randall Cobb","0000000",5700,"GB@Phi 00:00PM ET","GB"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",5700,"Min@Det 00:00PM ET","Det"
