"Position","Name...ID","Name","ID","Salary","GameInfo","TeamAbbrev"
"WR","Antonio Brown (0000000)","Antonio Brown","0000000",9900,"Cin@Pit 00:00PM ET","Pit"
"WR","Odell Beckham (0000000)","Odell Beckham","0000000",9500,"NO@NYG 00:00PM ET","NYG"
"WR","Julio Jones (0000000)","Julio Jones","0000000",9200,"Atl@Oak 00:00PM ET","Atl"
"WR","A.J. Green (0000000)","A.J. Green","0000000",8900,"Cin@Pit 00:00PM ET","Cin"
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins","0000000",8700,"KC@Hou 00:00PM ET","Hou"
"WR","Dez Bryant (0000000)","Dez Bryant","0000000",8400,"Dal@Was 00:00PM ET","Dal"
"QB","Drew Brees (0000000)","Drew Brees","0000000",8200,"NO@NYG 00:00PM ET","NO"
"WR","Brandin Cooks (0000000)","Brandin Cooks","0000000",8000,"NO@NYG 00:00PM ET","NO"
"QB","Cam Newton (0000000)","Cam Newton","0000000",7900,"SF@Car 00:00PM ET","Car"
"WR","Allen Robinson (0000000)","Allen Robinson","0000000",7800,"Jax@SD 00:00PM ET","Jax"
"QB","Aaron Rodgers (0000000)","Aaron Rodgers","0000000",7800,"GB@Min 00:00PM ET","GB"
"WR","Alshon Jeffery (0000000)","Alshon Jeffery","0000000",7700,"Phi@Chi 00:00PM ET","Chi"
"QB","Andrew Luck (0000000)","Andrew Luck","0000000",7700,"Ind@Den 00:00PM ET","Ind"
"QB","Eli Manning (0000000)","Eli Manning","0000000",7600,"NO@NYG 00:00PM ET","NYG"
"RB","David Johnson (0000000)","David Johnson","0000000",7600,"TB@Ari 00:00PM ET","Ari"
"WR","Amari Cooper (0000000)","Amari Cooper","0000000",7600,"Atl@Oak 00:00PM ET","Oak"
"WR","Jordy Nelson (0000000)","Jordy Nelson","0000000",7500,"GB@Min 00:00PM ET","GB"
"WR","Keenan Allen (0000000)","Keenan Allen","0000000",7500,"Jax@SD 00:00PM ET","SD"
"RB","Todd Gurley (0000000)","Todd Gurley","0000000",7500,"Sea@LA 00:00PM ET","LA"
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger","0000000",7500,"Cin@Pit 00:00PM ET","Pit"
"WR","Brandon Marshall (0000000)","Brandon Marshall","0000000",7500,"NYJ@Buf 00:00PM ET","NYJ"
"QB","Russell Wilson (0000000)","Russell Wilson","0000000",7400,"Sea@LA 00:00PM ET","Sea"
"WR","Randall Cobb (0000000)","Randall Cobb","0000000",7400,"GB@Min 00:00PM ET","GB"
"WR","Sammy Watkins (0000000)","Sammy Watkins","0000000",7300,"NYJ@Buf 00:00PM ET","Buf"
"QB","Matthew Stafford (0000000)","Matthew Stafford","0000000",7300,"Ten@Det 00:00PM ET","Det"
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott","0000000",7300,"Dal@Was 00:00PM ET","Dal"
"RB","Lamar Miller (0000000)","Lamar Miller","0000000",7200,"KC@Hou 00:00PM ET","Hou"
"WR","Mike Evans (0000000)","Mike Evans","0000000",7200,"TB@Ari 00:00PM ET","TB"
"QB","Derek Carr (0000000)","Derek Carr","0000000",7200,"Atl@Oak 00:00PM ET","Oak"
"RB","DeAngelo Williams (0000000)","DeAngelo Williams","0000000",7100,"Cin@Pit 00:00PM ET","Pit"
"RB","Adrian Peterson (0000000)","Adrian Peterson","0000000",7000,"GB@Min 00:00PM ET","Min"
"QB","Kirk Cousins (0000000)","Kirk Cousins","0000000",7000,"Dal@Was 00:00PM ET","Was"
"WR","T.Y. Hilton (0000000)","T.Y. Hilton","0000000",7000,"Ind@Den 00:00PM ET","Ind"
"QB","Carson Palmer (0000000)","Carson Palmer","0000000",6900,"TB@Ari 00:00PM ET","Ari"
"WR","Jordan Matthews (0000000)","Jordan Matthews","0000000",6900,"Phi@Chi 00:00PM ET","Phi"
"TE","Rob Gronkowski (0000000)","Rob Gronkowski","0000000",6900,"Mia@NE 00:00PM ET","NE"
"RB","C.J. Anderson (0000000)","C.J. Anderson","0000000",6800,"Ind@Den 00:00PM ET","Den"
"TE","Jordan Reed (0000000)","Jordan Reed","0000000",6800,"Dal@Was 00:00PM ET","Was"
"QB","Matt Ryan (0000000)","Matt Ryan","0000000",6800,"Atl@Oak 00:00PM ET","Atl"
"WR","Golden Tate (0000000)","Golden Tate","0000000",6800,"Ten@Det 00:00PM ET","Det"
"QB","Blake Bortles (0000000)","Blake Bortles","0000000",6700,"Jax@SD 00:00PM ET","Jax"
"WR","Doug Baldwin (0000000)","Doug Baldwin","0000000",6600,"Sea@LA 00:00PM ET","Sea"
"RB","Matt Forte (0000000)","Matt Forte","0000000",6600,"NYJ@Buf 00:00PM ET","NYJ"
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin","0000000",6500,"SF@Car 00:00PM ET","Car"
"RB","LeSean McCoy (0000000)","LeSean McCoy","0000000",6500,"NYJ@Buf 00:00PM ET","Buf"
"QB","Joe Flacco (0000000)","Joe Flacco","0000000",6500,"Bal@Cle 00:00PM ET","Bal"
"WR","Eric Decker (0000000)","Eric Decker","0000000",6500,"NYJ@Buf 00:00PM ET","NYJ"
"QB","Andy Dalton (0000000)","Andy Dalton","0000000",6400,"Cin@Pit 00:00PM ET","Cin"
"WR","Demaryius Thomas (0000000)","Demaryius Thomas","0000000",6400,"Ind@Den 00:00PM ET","Den"
"WR","Jarvis Landry (0000000)","Jarvis Landry","0000000",6400,"Mia@NE 00:00PM ET","Mia"
"WR","Donte Moncrief (0000000)","Donte Moncrief","0000000",6400,"Ind@Den 00:00PM ET","Ind"
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald","0000000",6400,"TB@Ari 00:00PM ET","Ari"
"QB","Philip Rivers (0000000)","Philip Rivers","0000000",6400,"Jax@SD 00:00PM ET","SD"
"RB","Jamaal Charles (0000000)","Jamaal Charles","0000000",6300,"KC@Hou 00:00PM ET","KC"
"QB","Alex Smith (0000000)","Alex Smith","0000000",6300,"KC@Hou 00:00PM ET","KC"
"QB","Tyrod Taylor (0000000)","Tyrod Taylor","0000000",6300,"NYJ@Buf 00:00PM ET","Buf"
"WR","DeSean Jackson (0000000)","DeSean Jackson","0000000",6300,"Dal@Was 00:00PM ET","Was"
"WR","Jeremy Maclin (0000000)","Jeremy Maclin","0000000",6300,"KC@Hou 00:00PM ET","KC"
"QB","Jameis Winston (0000000)","Jameis Winston","0000000",6200,"TB@Ari 00:00PM ET","TB"
"WR","Julian Edelman (0000000)","Julian Edelman","0000000",6200,"Mia@NE 00:00PM ET","NE"
"RB","Mark Ingram (0000000)","Mark Ingram","0000000",6200,"NO@NYG 00:00PM ET","NO"
"RB","Spencer Ware (0000000)","Spencer Ware","0000000",6100,"KC@Hou 00:00PM ET","KC"
"WR","Michael Crabtree (0000000)","Michael Crabtree","0000000",6100,"Atl@Oak 00:00PM ET","Oak"
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick","0000000",6100,"NYJ@Buf 00:00PM ET","NYJ"
"RB","Devonta Freeman (0000000)","Devonta Freeman","0000000",6100,"Atl@Oak 00:00PM ET","Atl"
"QB","Brock Osweiler (0000000)","Brock Osweiler","0000000",6100,"KC@Hou 00:00PM ET","Hou"
"RB","Eddie Lacy (0000000)","Eddie Lacy","0000000",6000,"GB@Min 00:00PM ET","GB"
"QB","Marcus Mariota (0000000)","Marcus Mariota","0000000",6000,"Ten@Det 00:00PM ET","Ten"
"QB","Tony Romo (0000000)","Tony Romo","0000000",6000,"Dal@Was 00:00PM ET","Dal"
"RB","Arian Foster (0000000)","Arian Foster","0000000",6000,"Mia@NE 00:00PM ET","Mia"
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders","0000000",6000,"Ind@Den 00:00PM ET","Den"
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo","0000000",5900,"Mia@NE 00:00PM ET","NE"
"RB","Doug Martin (0000000)","Doug Martin","0000000",5900,"TB@Ari 00:00PM ET","TB"
"WR","Michael Floyd (0000000)","Michael Floyd","0000000",5900,"TB@Ari 00:00PM ET","Ari"
"RB","Ryan Mathews (0000000)","Ryan Mathews","0000000",5800,"Phi@Chi 00:00PM ET","Phi"
"WR","Willie Snead (0000000)","Willie Snead","0000000",5800,"NO@NYG 00:00PM ET","NO"
"QB","Dak Prescott (0000000)","Dak Prescott","0000000",5800,"Dal@Was 00:00PM ET","Dal"
"RB","Latavius Murray (0000000)","Latavius Murray","0000000",5700,"Atl@Oak 00:00PM ET","Oak"
