"George Springer_HOU","Aaron Judge_NYY","Carlos Correa_HOU","Elvis Andrus_TEX","Jose Altuve_HOU","Travis Shaw_MIL","Gary Sanchez_NYY","Ryan Braun_MIL","Brett Gardner_NYY","Mike Moustakas_KC","Miguel Sano_MIN","Giancarlo Stanton_MIA","Josh Reddick_HOU","Eric Hosmer_KC","Carlos Gomez_TEX","Jose Abreu_CWS","Keon Broxton_MIL","Domingo Santana_MIL","Adrian Beltre_TEX","Jonathan Villar_MIL","Marwin Gonzalez_HOU","Didi Gregorius_NYY","Salvador Perez_KC","Jorge Bonifacio_KC","Lorenzo Cain_KC","Brian Dozier_MIN","Hernan Perez_MIL","Joe Mauer_MIN","Eddie Rosario_MIN","Melky Cabrera_CWS","Todd Frazier_CWS","Eric Sogard_MIL","Justin Bour_MIA","JT Realmuto_MIA","Matt Holliday_NYY","Jacoby Ellsbury_NYY","Starlin Castro_NYY","Evan Gattis_HOU","Whit Merrifield_KC","Shin-Soo Choo_TEX","Robinson Chirinos_TEX","Stephen Vogt_MIL","Eric Thames_MIL","Mike Napoli_TEX","Delino DeShields_TEX","Joey Gallo_TEX","Yoan Moncada_CWS","Dee Gordon_MIA","Marcell Ozuna_MIA","Jesus Aguilar_MIL","Christian Yelich_MIA","Carlos Beltran_HOU","Chase Headley_NYY","Robbie Grossman_MIN","Eduardo Escobar_MIN","Max Kepler_MIN","Nomar Mazara_TEX","Brian McCann_HOU","Aaron Hicks_NYY","Yuli Gurriel_HOU","Daniel Palka_MIN","Tyler Saladino_CWS","Yolmer Sanchez_CWS","Manny Pina_MIL","Alex Bregman_HOU","Alen Hanson_CWS","Mason Williams_NYY","Greg Bird_NYY","Jonathan Lucroy_TEX","Rougned Odor_TEX","Martin Prado_MIA","Tyler Moore_MIA","Lewis Brinson_MIL","Chris Carter_NYY","Ronald Torreyes_NYY","Derek Fisher_HOU","Jorge Polanco_MIN","Avisail Garcia_CWS","Jurickson Profar_TEX","Adam Engel_CWS","Orlando Arcia_MIL","Alex Gordon_KC","Jason Castro_MIN","Billy Burns_KC","Kennys Vargas_MIN","Jorge Soler_KC","Ryan O'Hearn_KC","Charlie Tilson_CWS","Tim Anderson_CWS","Brett Phillips_MIL","Jake Marisnick_HOU","Tyler Austin_NYY","Rob Refsnyder_NYY","Chris Gimenez_MIN","Alcides Escobar_KC","Terrance Gore_KC","Matt Davidson_CWS","Austin Romine_NYY","Clint Frazier_NYY","Dustin Fowler_NYY","Brandon Moss_KC","Paulo Orlando_KC","Cheslor Cuthbert_KC","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Kevan Smith_CWS","Derek Dietrich_MIA","Michael Reed_MIL","Ryan Cordell_MIL","JD Davis_HOU","Drew Butera_KC","Leury Garcia_CWS","Jacob May_CWS","Ryan Rua_TEX","Andy Ibanez_TEX","Destin Hood_MIA","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Gleyber Torres_NYY","Ehire Adrianza_MIN","Raul Mondesi_KC","Cody Asche_CWS","Willy Garcia_CWS","Ichiro Suzuki_MIA","Tomas Telis_MIA","JT Riddle_MIA","Geovany Soto_CWS","Hanser Alberto_TEX","Ronald Guzman_TEX","Christian Colon_MIA","Steve Lombardozzi_MIA","Jacob Nottingham_MIL","Norichika Aoki_HOU","Byron Buxton_MIN","Drew Stubbs_TEX","AJ Ellis_MIA","Jett Bandy_MIL","Corey Ray_MIL","Omar Narvaez_CWS","Mike Aviles_MIA","Kyle Higashioka_NYY","Kyle Tucker_HOU","Miguel Rojas_MIA","Ramon Torres_KC","Hunter Dozier_KC","Drew Robinson_TEX","Juan Centeno_HOU","Teoscar Hernandez_HOU","Colin Moran_HOU","Tony Kemp_HOU","Grant Green_CWS","Zack Collins_CWS"
0,0,0,0,0,0,0,0,0,0,82.2682641729982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06666666666667,0,18.3122448979592,-2.4636524822695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2278012684989,22.9324596774194,27.7326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2864734299517,0,0,0,0,0,4.6974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6659125188537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,79.3739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88701298701299,-3.56896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99134615384615,5.22762148337596,0,10.0242966751918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63399778516058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.56207482993197,0,19.7942857142857,0,-6.41400580551524,0,0,0,0,0,0,0,56.3918831168831,0,0,0,0,0,0,0,7.18346774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57539682539683,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5541165587419,0,0,0,0,0,-7.22297297297297,0,0,0,0,0,0,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50168067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.56033653846154,0,0,0,39.7484779299848,0,0,0,0,0,0,0,0,7.66442307692308,2.00904977375566,3.89859154929577,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72932330827068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4905753968254,0,0,0,0,0,0,0,0,0,0,0,0,8.96575342465753,0,0,0,0,0,8.14482029598309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5.16790009250694,0,0,0,0,0,0,0,0,0,0,86.8776595744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37682926829268,0,0,0,4.35412262156448,23.82,-6.95731707317073,0,0,0,0,0,0,0,0,0,0,10.9164634146341,0,0,0,0,0,0,0,0,0,0,0,-0.925189393939394,22.6994680851064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8487708516242,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5327380952381,4.37628554143981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6425171866737,0,0,0,0,0,0,0,0,0,0,4.5480943738657,0,0,0,0,0,0,0,20.7699829931973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2682926829268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10.699564586357,0,0,0,0,0,0,0,0,0,0,78.6961924907456,-2.10552061495458,0,10.1289198606272,0,0,0,0,0,0,3.33048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39183673469388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32528735632184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21396103896104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.894412191582003,0,0,0,0,0,0,0,0,0,0,-2.10552061495458,50.1288461538462,0,-1.37020202020202,0,0,0,0,0,0,-1.79704016913319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49905303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.591558441558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.753030303030303,0,0,0,0,0,0,0,0,0,0,10.1289198606272,-1.37020202020202,0,67.9905660377358,0,0,0,0,0,0,9.93168168168168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46068660022148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8061538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09343434343434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.88477801268499,0,8.25609756097561,0,3.80772946859903,0,0,0,0,0,0,0,7.18346774193548,0,0,0,0,0,0,0,67.6394557823129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5540540540541,0,0,0,0,0,1.82528735632184,0,0,0,0,0,0,3.92865853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.71265306122449,0,0,0,0,0.791497975708502,0,9.51156336725254,0,0,0,0,0,0,0,0,0,0,0,0,53.7356711915535,0,0,0,0,0,0,0,0,0,0,0,0,13.063122923588,-22.8625730994152,10.2797101449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5109756097561,0,0,0,0,0,-0.720483641536273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82142857142857,17.2091503267974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5.22901002506266,0,0,0,7.66442307692308,0,0,0,0,0,0,0,0,54.6913461538462,-6.3256038647343,11.4734623015873,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38220551378446,0,0,0,0,0,0,0,0,0,0,0,0,2.43822115384615,0,0,0,0,0,15.9630156472262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8.40159574468085,0,0,0,2.00904977375566,0,0,0,0,0,0,0,0,-6.3256038647343,38.0573152337858,-5.74448979591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907801418439716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65448504983389,0,0,0,0,0,0,0,0,0,0,0,0,1.42835595776772,0,0,0,0,0,6.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.21889400921659,0,0,0,3.89859154929577,0,0,0,0,0,0,0,0,11.4734623015873,-5.74448979591837,54.7187122736418,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02356902356902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96404019037546,0,0,0,0,0,0,0,0,0,0,0,0,6.12394366197183,0,0,0,0,0,-0.396456256921373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1.06666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0687466948704,0,7.89658925979681,13.2489795918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.621256038647343,2.99465240641711,20.4100145137881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30064754856614,0,0,0,0,0,11.9778012684989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24673439767779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.132404181184669,0,0,0,0,0,0,0,0,0,0,3.33048780487805,-1.79704016913319,0,9.93168168168168,0,0,0,0,0,0,66.5017470300489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1018292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62995169082126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
