"Place_lo","Place_hi","Payout"
"1","1","500"
"2","2","350"
"3","3","300"
"4","4","250"
"5","5","200"
"6","7","150"
"8","10","100"
"11","15","75"
"16","20","60"
"21","30","50"
"31","50","40"
"51","85","30"
"86","135","25"
"136","210","20"
"211","345","15"
