"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"2B/3B","Jose Ramirez",4600,"CLE@SF 10:15PM ET",9.719,"CLE","SF",8.34,8.2,8.43,NA,"4","5",7
"1B","Edwin Encarnacion",4400,"CLE@SF 10:15PM ET",8.455,"CLE","SF",8.82,8.2,1.63,NA,"x","4",2
"OF","Steven Souza",4300,"TB@OAK 10:05PM ET",8.816,"TB","OAK",NA,7.7,7.75,NA,"5","5",14
"OF","Michael Brantley",4300,"CLE@SF 10:15PM ET",8.058,"CLE","SF",6.21,7.7,7.78,NA,"3","3",3
"SS","Francisco Lindor",4300,"CLE@SF 10:15PM ET",8.08,"CLE","SF",8.15,8.4,7.63,NA,"2","2",13
"1B/OF","Brandon Belt",4100,"CLE@SF 10:15PM ET",7.989,"SF","CLE",7.91,0,7.49,NA,"x","x",NA
"OF","Bradley Zimmer",4100,"CLE@SF 10:15PM ET",6.788,"CLE","SF",NA,8,6.26,NA,"x","1",2
"OF","Khris Davis",4000,"TB@OAK 10:05PM ET",8.8,"OAK","TB",8.76,8.8,9.61,NA,"4","4",14
"1B","Yonder Alonso",4000,"TB@OAK 10:05PM ET",8.098,"OAK","TB",6.85,7.1,8.61,NA,"3","3",7
"OF","Corey Dickerson",4000,"TB@OAK 10:05PM ET",8.955,"TB","OAK",8.69,8.5,8.44,NA,"2","2",3
"1B/C","Buster Posey",4000,"CLE@SF 10:15PM ET",7.95,"SF","CLE",7.79,8,7.12,NA,"4","4",5
"2B","Jason Kipnis",4000,"CLE@SF 10:15PM ET",6.836,"CLE","SF",NA,0,NA,NA,"x","x",NA
"1B","Logan Morrison",3900,"TB@OAK 10:05PM ET",8.932,"TB","OAK",8.02,8,7.82,NA,"4","4",5
"OF","Mallex Smith",3900,"TB@OAK 10:05PM ET",7.737,"TB","OAK",6.75,9.3,8.76,NA,"1","1",4
