Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,14967,Le'Veon Bell,RB,6,PIT,MIA,0,0,0,91.8,0.7,5.4,50.9,0.3,25.47
2,11056,Antonio Brown,WR,6,PIT,MIA,0,0,0,0.6,0,7.2,100.3,0.6,23.79
3,13320,Cam Newton,QB,6,CAR,NO,249.6,1.9,0.8,40.4,0.5,0,0,0,23.42
4,7242,Drew Brees,QB,6,NO,CAR,301.5,2,1,4.3,0.1,0,0,0,22.79
5,4314,Tom Brady,QB,6,NE,CIN,286.2,2.1,0.6,13.1,0.2,0,0,0,21.56
6,14536,Russell Wilson,QB,6,SEA,ATL,267.8,2.1,0.6,17.8,0.2,0,0,0,21.29
7,13124,DeMarco Murray,RB,6,TEN,CLE,0,0,0,96.9,0.8,3.5,27.5,0.1,21.14
8,2593,Aaron Rodgers,QB,6,GB,DAL,253.3,2,0.5,24.2,0.2,0,0,0,21.05
9,3807,Ben Roethlisberger,QB,6,PIT,MIA,291.2,2.1,0.6,9.2,0.1,0,0,0,20.77
10,16847,David Johnson,RB,6,ARI,NYJ,0,0,0,71.1,0.7,4,41.3,0.2,20.44
11,14008,Andrew Luck,QB,6,IND,HOU,268.2,1.8,1.5,17,0.2,0,0,0,19.03
12,14986,DeAndre Hopkins,WR,6,HOU,IND,0,0,0,0,0,5.9,95.2,0.6,19.02
13,11932,LeSean McCoy,RB,6,BUF,SF,0,0,0,88.9,0.7,3.1,22.5,0.1,18.94
14,16245,Blake Bortles,QB,6,JAX,CHI,254.9,1.7,1.1,20,0.2,0,0,0,18.90
15,9038,Matthew Stafford,QB,6,DET,LA,278.5,1.7,1,9.9,0.2,0,0,0,18.83
16,16771,Todd Gurley,RB,6,LA,DET,0,0,0,88.3,0.7,2.8,23.2,0.1,18.55
17,2428,Carson Palmer,QB,6,ARI,NYJ,289.8,1.8,0.9,4.2,0,0,0,0,18.11
18,6739,Alex Smith,QB,6,KC,OAK,250.4,1.6,0.8,15,0.2,0,0,0,18.02
19,732,Matt Ryan,QB,6,ATL,SEA,263.6,1.7,0.8,8.4,0.1,0,0,0,17.88
20,4556,Jordy Nelson,WR,6,GB,DAL,0,0,0,0,0,6,81.6,0.6,17.76
21,17920,Carson Wentz,QB,6,PHI,WAS,246.4,1.6,0.6,11.6,0.2,0,0,0,17.72
22,12841,Andy Dalton,QB,6,CIN,NE,272.6,1.5,0.8,10,0.1,0,0,0,17.50
23,13291,Julio Jones,WR,6,ATL,SEA,0,0,0,0,0,5.9,79.8,0.6,17.48
24,13791,Lamar Miller,RB,6,HOU,IND,0,0,0,91.2,0.5,2.7,21.8,0.1,17.40
25,12831,Tyrod Taylor,QB,6,BUF,SF,205,1.4,0.7,37.4,0.1,0,0,0,17.34
26,16263,Allen Robinson,WR,6,JAX,CHI,0,0,0,0,0,5.1,85.1,0.6,17.21
27,16389,Odell Beckham Jr,WR,6,NYG,BAL,0,0,0,0.1,0,6,80.3,0.5,17.04
28,17009,Trevor Siemian,QB,6,DEN,SD,263.2,1.5,1.1,10.6,0.1,0,0,0,16.99
29,18055,Dak Prescott,QB,6,DAL,GB,228.9,1.4,0.4,15.8,0.2,0,0,0,16.94
30,18067,Jordan Howard,RB,6,CHI,JAX,0,0,0,76.8,0.6,3,21.4,0.1,16.92
31,12845,AJ Green,WR,6,CIN,NE,0,0,0,0.3,0,6,79.1,0.5,16.84
32,16311,Derek Carr,QB,6,OAK,KC,250.4,1.6,1.1,9.4,0.1,0,0,0,16.76
33,17923,Ezekiel Elliott,RB,6,DAL,GB,0,0,0,76.2,0.5,3.1,25.7,0.1,16.69
34,611,Joe Flacco,QB,6,BAL,NYG,240.6,1.5,1,10,0.2,0,0,0,16.62
35,16763,Marcus Mariota,QB,6,TEN,CLE,225.8,1.5,0.9,20.7,0.1,0,0,0,16.60
36,14252,Kirk Cousins,QB,6,WAS,PHI,279.3,1.6,1.1,2.7,0,0,0,0,16.54
37,11667,Brandon Marshall,WR,6,NYJ,ARI,0,0,0,0,0,5.9,76.2,0.5,16.42
38,8358,Brian Hoyer,QB,6,CHI,JAX,242.4,1.7,0.9,3.1,0.1,0,0,0,16.31
39,15020,CJ Anderson,RB,6,DEN,SD,0,0,0,71.2,0.6,2.8,22.8,0.1,16.30
40,14005,TY Hilton,WR,6,IND,HOU,0,0,0,0.1,0,5.1,75.4,0.6,16.25
41,16765,Amari Cooper,WR,6,OAK,KC,0,0,0,0.5,0,5.1,74.8,0.6,16.23
42,4932,Eli Manning,QB,6,NYG,BAL,268.5,1.6,1.2,4.2,0,0,0,0,16.16
43,5571,Larry Fitzgerald,WR,6,ARI,NYJ,0,0,0,0.6,0,6,70,0.5,15.96
44,15974,Jordan Matthews,WR,6,PHI,WAS,0,0,0,0.1,0,5.8,77,0.4,15.91
45,1658,Greg Olsen,TE,6,CAR,NO,0,0,0,0,0,5.6,77.8,0.4,15.78
46,13443,Colin Kaepernick,QB,6,SF,BUF,185.9,0.9,1.1,41.7,0.3,0,0,0,15.71
47,11197,Demaryius Thomas,WR,6,DEN,SD,0,0,0,0.1,0,5.9,74.5,0.4,15.66
48,16020,Jarvis Landry,WR,6,MIA,PIT,0,0,0,2.7,0,6.9,67.4,0.3,15.61
49,13870,Marvin Jones,WR,6,DET,LA,0,0,0,-0.5,0,5.1,74.9,0.5,15.54
50,16550,Kelvin Benjamin,WR,6,CAR,NO,0,0,0,0,0,4.9,74.7,0.5,15.37
51,16776,Melvin Gordon,RB,6,SD,DEN,0,0,0,65.8,0.5,3.3,21,0.1,15.28
52,13337,Mark Ingram,RB,6,NO,CAR,0,0,0,58.5,0.5,3.4,25.8,0.1,15.23
53,8244,Philip Rivers,QB,6,SD,DEN,248.8,1.6,1.3,5.7,0,0,0,0,15.22
54,13227,Randall Cobb,WR,6,GB,DAL,0,0,0,1.8,0,5.9,66.4,0.4,15.12
55,13460,Doug Baldwin,WR,6,SEA,ATL,0,0,0,0.8,0,4.3,64.8,0.7,15.06
56,14053,Brock Osweiler,QB,6,HOU,IND,221.5,1.4,0.9,10.4,0.1,0,0,0,15
57,15256,Christine Michael,RB,6,SEA,ATL,0,0,0,78.5,0.4,2.4,18.2,0.1,14.97
58,8355,Julian Edelman,WR,6,NE,CIN,0,0,0,2.5,0,5.2,63.2,0.5,14.77
59,14187,Alshon Jeffery,WR,6,CHI,JAX,0,0,0,0,0,5,67.4,0.5,14.74
60,13799,Ryan Tannehill,QB,6,MIA,PIT,229.1,1.2,1,12.2,0.1,0,0,0,14.58
61,16668,Carlos Hyde,RB,6,SF,BUF,0,0,0,68.5,0.6,2.1,15,0.1,14.55
62,11063,Emmanuel Sanders,WR,6,DEN,SD,0,0,0,0.4,0,5.2,74.7,0.3,14.51
63,15694,Case Keenum,QB,6,LA,DET,215,1.4,0.8,6.8,0.1,0,0,0,14.48
64,15138,Eddie Lacy,RB,6,GB,DAL,0,0,0,76.5,0.4,2.1,17,0.1,14.35
65,8914,Jeremy Maclin,WR,6,KC,OAK,0,0,0,1.1,0,5.1,66.9,0.4,14.30
66,16568,Brandin Cooks,WR,6,NO,CAR,0,0,0,0.1,0,5,68.4,0.4,14.25
67,7175,Delanie Walker,TE,6,TEN,CLE,0,0,0,0,0,5.2,65.4,0.4,14.14
68,8283,Ryan Fitzpatrick,QB,6,NYJ,ARI,217.3,1.1,1.2,17.7,0.1,0,0,0,14.06
69,2699,Matt Forte,RB,6,NYJ,ARI,0,0,0,66,0.3,2.9,22,0.1,13.90
70,17966,Cody Kessler,QB,6,CLE,TEN,222.3,1.2,1,5.6,0.1,0,0,0,13.65
71,5820,Frank Gore,RB,6,IND,HOU,0,0,0,62.2,0.4,2.4,18.4,0.1,13.36
72,16524,Devonta Freeman,RB,6,ATL,SEA,0,0,0,48.7,0.4,3.2,23.4,0.1,13.31
73,13693,Terrelle Pryor,WR,6,CLE,TEN,0,0,0,1.7,0,4.9,62.9,0.3,13.16
74,9331,Michael Crabtree,WR,6,OAK,KC,0,0,0,0,0,4.3,56.3,0.5,12.93
75,4577,Gary Barnidge,TE,6,CLE,TEN,0,0,0,0,0,4.9,56.3,0.4,12.93
76,16141,Willie Snead,WR,6,NO,CAR,0,0,0,0,0,4.2,51.2,0.6,12.82
77,7969,Jamaal Charles,RB,6,KC,OAK,0,0,0,51.3,0.4,2.6,22.4,0.1,12.77
78,16797,TJ Yeldon,RB,6,JAX,CHI,0,0,0,48.3,0.3,3.1,23.7,0.1,12.60
79,10974,Rob Gronkowski,TE,6,NE,CIN,0,0,0,0,0,3.7,58.5,0.5,12.55
80,15048,Travis Kelce,TE,6,KC,OAK,0,0,0,0,0,5,56.3,0.3,12.43
81,13887,Travis Benjamin,WR,6,SD,DEN,0,0,0,0.2,0,4.9,58.4,0.3,12.36
82,3943,DeSean Jackson,WR,6,WAS,PHI,0,0,0,0,0,4.1,57.8,0.4,12.28
83,16127,Isaiah Crowell,RB,6,CLE,TEN,0,0,0,71.8,0.5,1.2,9.9,0,12.27
84,11256,Ryan Mathews,RB,6,PHI,WAS,0,0,0,65.1,0.5,1.7,12.8,0,12.19
85,5451,Jonathan Stewart,RB,6,CAR,NO,0,0,0,68,0.5,1.4,10.6,0,12.16
86,12296,LeGarrette Blount,RB,6,NE,CIN,0,0,0,77.9,0.6,0.5,3.3,0,12.12
87,11488,Jimmy Graham,TE,6,SEA,ATL,0,0,0,0,0,4.6,61.2,0.2,11.92
88,11792,Arian Foster,RB,6,MIA,PIT,0,0,0,40.8,0.3,3,25,0.1,11.88
89,16063,Quincy Enunwa,WR,6,NYJ,ARI,0,0,0,0.1,0,4.1,58.5,0.3,11.76
90,7884,Antonio Gates,TE,6,SD,DEN,0,0,0,0,0,4.3,45.4,0.5,11.74
91,16856,Matt Jones,RB,6,WAS,PHI,0,0,0,55.2,0.4,1.8,15,0.1,11.62
92,8529,Mike Wallace,WR,6,BAL,NYG,0,0,0,1.1,0,4,57.1,0.3,11.62
93,14916,Giovani Bernard,RB,6,CIN,NE,0,0,0,29.2,0.1,4.2,34,0.1,11.62
94,1181,Martellus Bennett,TE,6,NE,CIN,0,0,0,0.8,0,3.2,39.6,0.7,11.44
95,12794,Jeremy Kerley,WR,6,SF,BUF,0,0,0,0,0,4.8,52.8,0.2,11.28
96,16640,John Brown,WR,6,ARI,NYJ,0,0,0,0.1,0,4,53,0.3,11.11
97,16056,James White,RB,6,NE,CIN,0,0,0,18.3,0.1,3.9,34.7,0.2,10.90
98,16834,Tevin Coleman,RB,6,ATL,SEA,0,0,0,29.1,0.2,3.2,30.3,0.1,10.84
99,6198,Darren Sproles,RB,6,PHI,WAS,0,0,0,27.4,0.2,3.4,28.9,0.1,10.73
100,18061,Deandre Washington,RB,6,OAK,KC,0,0,0,43.2,0.3,2.3,16.8,0.1,10.60
101,1,Arizona Cardinals,DST,6,ARI,NYJ,0,0,0,0,0,0,0,0,10.50
102,11712,Anquan Boldin,WR,6,DET,LA,0,0,0,0,0,4,47,0.3,10.50
103,14856,Zach Ertz,TE,6,PHI,WAS,0,0,0,0,0,4.3,49.4,0.2,10.44
104,14871,Robert Woods,WR,6,BUF,SF,0,0,0,-0.1,0,4,46.4,0.3,10.43
105,6767,Pierre Garcon,WR,6,WAS,PHI,0,0,0,0,0,4.1,45.3,0.3,10.43
106,16838,Duke Johnson,RB,6,CLE,TEN,0,0,0,28.4,0.2,3.3,25.6,0.1,10.40
107,14141,Cole Beasley,WR,6,DAL,GB,0,0,0,0.2,0,4.1,51.8,0.2,10.40
108,15261,Spencer Ware,RB,6,KC,OAK,0,0,0,42.1,0.4,1.7,17.3,0.1,10.34
109,16142,Terrance West,RB,6,BAL,NYG,0,0,0,56.8,0.4,1.4,9.1,0,10.29
110,18058,Tajae Sharpe,WR,6,TEN,CLE,0,0,0,0,0,3.8,46.9,0.3,10.29
111,16866,Jamison Crowder,WR,6,WAS,PHI,0,0,0,0.2,0,4,44.1,0.3,10.23
112,14478,Michael Floyd,WR,6,ARI,NYJ,0,0,0,0,0,3,47.8,0.4,10.18
113,8532,Kenny Britt,WR,6,LA,DET,0,0,0,0.1,0,4,50.4,0.2,10.15
114,11611,Golden Tate,WR,6,DET,LA,0,0,0,3,0,4.1,39.5,0.3,10.15
115,18690,Jalen Richard,RB,6,OAK,KC,0,0,0,38.4,0.3,2.3,17,0.1,10.14
116,16253,Allen Hurns,WR,6,JAX,CHI,0,0,0,0,0,3.9,50.1,0.2,10.11
117,11017,Dennis Pitta,TE,6,BAL,NYG,0,0,0,0,0,4.8,46.4,0.1,10.04
118,8649,Rashad Jennings,RB,6,NYG,BAL,0,0,0,48.6,0.3,1.8,13.6,0,9.72
119,17961,Sterling Shepard,WR,6,NYG,BAL,0,0,0,0,0,4,44.9,0.2,9.69
120,13997,Coby Fleener,TE,6,NO,CAR,0,0,0,0,0,3.8,41.3,0.3,9.63
121,15215,Tavon Austin,WR,6,LA,DET,0,0,0,2.6,0,3.2,42.6,0.3,9.52
122,7389,Eddie Royal,WR,6,CHI,JAX,0,0,0,0.3,0,4,42.9,0.2,9.52
123,12415,Zach Miller,TE,6,CHI,JAX,0,0,0,0,0,3.5,36.1,0.4,9.51
124,5084,Vernon Davis,TE,6,WAS,PHI,0,0,0,0,0,3.9,37.6,0.3,9.46
125,12800,Bilal Powell,RB,6,NYJ,ARI,0,0,0,21.3,0.1,3.6,26,0.1,9.43
126,17167,Cameron Meredith,WR,6,CHI,JAX,0,0,0,0.1,0,4.1,41.3,0.2,9.34
127,49,Denver Broncos,DST,6,DEN,SD,0,0,0,0,0,0,0,0,9.20
128,9369,Justin Forsett,RB,6,DET,LA,0,0,0,34.8,0.2,2.5,14.8,0.1,9.16
129,16112,Jeremy Hill,RB,6,CIN,NE,0,0,0,48.9,0.4,1.1,8,0,9.09
130,14865,Marquise Goodwin,WR,6,BUF,SF,0,0,0,-0.1,0,2.9,48.8,0.2,8.97
131,16775,Devante Parker,WR,6,MIA,PIT,0,0,0,0,0,3.3,44.5,0.2,8.95
132,14424,Brian Quick,WR,6,LA,DET,0,0,0,0,0,2.8,42.7,0.3,8.87
133,16848,Sammie Coates,WR,6,PIT,MIA,0,0,0,0.4,0,3,39.6,0.3,8.80
134,13788,Rishard Matthews,WR,6,TEN,CLE,0,0,0,-0.1,0,2.9,40.9,0.3,8.78
135,11463,Brandon LaFell,WR,6,CIN,NE,0,0,0,0.6,0,3.1,44.1,0.2,8.77
136,37,Buffalo Bills,DST,6,BUF,SF,0,0,0,0,0,0,0,0,8.60
137,13,Houston Texans,DST,6,HOU,IND,0,0,0,0,0,0,0,0,8.50
138,26,Philadelphia Eagles,DST,6,PHI,WAS,0,0,0,0,0,0,0,0,8.40
139,34,Tennessee Titans,DST,6,TEN,CLE,0,0,0,0,0,0,0,0,8.40
140,16920,Jesse James,TE,6,PIT,MIA,0,0,0,0,0,3.3,27.7,0.4,8.37
141,15088,Terrance Williams,WR,6,DAL,GB,0,0,0,0,0,3,41.4,0.2,8.24
142,17048,Tyrell Williams,WR,6,SD,DEN,0,0,0,0,0,2.4,40.2,0.3,8.22
143,28,Pittsburgh Steelers,DST,6,PIT,MIA,0,0,0,0,0,0,0,0,8
144,21,New England Patriots,DST,6,NE,CIN,0,0,0,0,0,0,0,0,8
145,14828,Chris Hogan,WR,6,NE,CIN,0,0,0,0.2,0,2.2,38.9,0.3,7.91
146,16491,Richard Rodgers,TE,6,GB,DAL,0,0,0,0,0,2.9,25.7,0.4,7.87
147,12246,Victor Cruz,WR,6,NYG,BAL,0,0,0,0,0,3,37.7,0.2,7.87
148,13878,Mohamed Sanu,WR,6,ATL,SEA,0,0,0,1.1,0,3.1,34.9,0.2,7.80
