Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,13291,Julio Jones,WR,3,ATL,NO,0,0,0,0,0,7.9,111.3,0.8,26.73
2,16389,Odell Beckham Jr,WR,3,NYG,WAS,0,0,0,0.2,0,6.8,101.5,0.8,24.77
3,7242,Drew Brees,QB,3,NO,ATL,325.8,2.2,0.7,5.8,0,0,0,0,24.51
4,732,Matt Ryan,QB,3,ATL,NO,327.9,2,0.6,3.1,0,0,0,0,23.53
5,2593,Aaron Rodgers,QB,3,GB,DET,261.2,2.1,0.4,22.1,0.3,0,0,0,22.26
6,7580,DeAngelo Williams,RB,3,PIT,PHI,0,0,0,95.5,0.6,4.1,36.2,0.2,21.87
7,13320,Cam Newton,QB,3,CAR,MIN,230.7,1.5,0.8,41.9,0.5,0,0,0,21.22
8,11056,Antonio Brown,WR,3,PIT,PHI,0,0,0,0.8,0,7.9,95,0.6,20.98
9,2428,Carson Palmer,QB,3,ARI,BUF,295.5,2.1,0.8,6.5,0.1,0,0,0,20.47
10,14536,Russell Wilson,QB,3,SEA,SF,236.1,1.8,0.6,29,0.2,0,0,0,19.94
11,3807,Ben Roethlisberger,QB,3,PIT,PHI,285.3,1.9,0.8,10.8,0.1,0,0,0,19.69
12,14008,Andrew Luck,QB,3,IND,SD,284.4,1.8,1.1,17.2,0.1,0,0,0,19.50
13,4932,Eli Manning,QB,3,NYG,WAS,278.4,2,0.7,6.5,0.1,0,0,0,19.29
14,14986,DeAndre Hopkins,WR,3,HOU,NE,0,0,0,0,0,6.1,88.9,0.7,19.19
15,16847,David Johnson,RB,3,ARI,BUF,0,0,0,71,0.6,3.7,35.7,0.2,19.07
16,5571,Larry Fitzgerald,WR,3,ARI,BUF,0,0,0,0,0,6.7,81.9,0.7,18.99
17,8244,Philip Rivers,QB,3,SD,IND,280.4,1.9,1.1,5.7,0.1,0,0,0,18.69
18,9038,Matthew Stafford,QB,3,DET,GB,288.5,1.7,1,7.7,0.1,0,0,0,18.51
19,13799,Ryan Tannehill,QB,3,MIA,CLE,267.6,1.7,1,14.2,0.1,0,0,0,18.42
20,16311,Derek Carr,QB,3,OAK,TEN,261,1.7,0.9,13.5,0.1,0,0,0,18.19
21,12845,AJ Green,WR,3,CIN,DEN,0,0,0,0,0,5.9,81.8,0.7,18.18
22,16763,Marcus Mariota,QB,3,TEN,OAK,242.9,1.6,0.9,20.4,0.2,0,0,0,18.16
23,15100,Jordan Reed,TE,3,WAS,NYG,0,0,0,0,0,6.8,76.6,0.6,18.06
24,14252,Kirk Cousins,QB,3,WAS,NYG,252.4,1.6,0.8,7.9,0.2,0,0,0,17.49
25,16245,Blake Bortles,QB,3,JAX,BAL,260.3,1.6,1.4,16.6,0.1,0,0,0,17.47
26,16020,Jarvis Landry,WR,3,MIA,CLE,0,0,0,2.4,0,7,76.1,0.4,17.15
27,611,Joe Flacco,QB,3,BAL,JAX,259.9,1.7,0.9,2.7,0.1,0,0,0,16.97
28,14053,Brock Osweiler,QB,3,HOU,NE,257.2,1.3,0.9,10.6,0.2,0,0,0,16.65
29,2699,Matt Forte,RB,3,NYJ,KC,0,0,0,71.8,0.4,3.7,29.6,0.1,16.64
30,16776,Melvin Gordon,RB,3,SD,IND,0,0,0,69.1,0.5,3.5,25.6,0.1,16.37
31,18055,Dak Prescott,QB,3,DAL,CHI,237.9,1.4,0.9,17,0.1,0,0,0,16.32
32,16771,Todd Gurley,RB,3,LA,TB,0,0,0,73.2,0.7,2.4,19.7,0.1,16.29
33,4556,Jordy Nelson,WR,3,GB,DET,0,0,0,0.3,0,5.2,74.5,0.6,16.28
34,16762,Jameis Winston,QB,3,TB,LA,240.3,1.3,1.1,14.5,0.2,0,0,0,16.06
35,12841,Andy Dalton,QB,3,CIN,DEN,235.7,1.6,1.1,9.2,0.1,0,0,0,16.05
