Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,14967,Le'Veon Bell,RB,17,PIT,CLE,0,0,0,81.9,0.6,6.2,52.2,0.2,24.21
2,7242,Drew Brees,QB,17,NO,ATL,307.4,2.3,1,1,0,0,0,0,23.20
3,16847,David Johnson,RB,17,ARI,LA,0,0,0,73.6,0.6,5.4,50.4,0.2,22.40
4,11932,LeSean McCoy,RB,17,BUF,NYJ,0,0,0,93.6,0.9,2.9,21.4,0.1,20.20
5,17923,Ezekiel Elliott,RB,17,DAL,PHI,0,0,0,98,0.8,2.7,23.5,0.1,20.15
6,11056,Antonio Brown,WR,17,PIT,CLE,0,0,0,0.9,0,7.4,90.8,0.6,20.07
7,4314,Tom Brady,QB,17,NE,MIA,278.6,2.4,0.5,1.2,0,0,0,0,20.06
8,732,Matt Ryan,QB,17,ATL,NO,297.7,2.2,0.8,1.7,0,0,0,0,19.88
9,16597,Mike Evans,WR,17,TB,CAR,0,0,0,0,0,6.1,95.6,0.7,19.76
10,14008,Andrew Luck,QB,17,IND,JAX,278.8,1.9,0.9,18.2,0,0,0,0,19.27
11,16389,Odell Beckham Jr,WR,17,NYG,WAS,0,0,0,0.2,0,6.3,88.2,0.6,18.64
12,3807,Ben Roethlisberger,QB,17,PIT,CLE,276.2,2.1,1,3.2,0,0,0,0,18.57
13,2593,Aaron Rodgers,QB,17,GB,DET,267.9,2,0.9,9.6,0,0,0,0,18.48
14,14536,Russell Wilson,QB,17,SEA,SF,250.6,1.7,0.8,20.9,0.1,0,0,0,18.41
15,13124,DeMarco Murray,RB,17,TEN,HOU,0,0,0,84.4,0.7,3,22,0.1,18.24
16,8244,Philip Rivers,QB,17,SD,KC,256.5,2.1,0.9,1.4,0,0,0,0,17.70
17,16771,Todd Gurley,RB,17,LA,ARI,0,0,0,84.8,0.7,2.5,18.5,0.1,17.53
18,16762,Jameis Winston,QB,17,TB,CAR,271.5,1.8,0.9,6.5,0,0,0,0,17.51
19,18067,Jordan Howard,RB,17,CHI,MIN,0,0,0,85.8,0.6,2.7,22.3,0.1,17.51
20,12800,Bilal Powell,RB,17,NYJ,BUF,0,0,0,62,0.4,5,34.9,0.1,17.49
21,13320,Cam Newton,QB,17,CAR,TB,236.7,1.5,1,19.7,0.2,0,0,0,17.34
22,18055,Dak Prescott,QB,17,DAL,PHI,241.8,1.6,0.7,15.4,0.1,0,0,0,17.31
23,14252,Kirk Cousins,QB,17,WAS,NYG,281,1.6,0.8,4.5,0,0,0,0,17.09
24,12831,Tyrod Taylor,QB,17,BUF,NYJ,212.1,1.4,0.8,26.9,0.2,0,0,0,16.87
25,4556,Jordy Nelson,WR,17,GB,DET,0,0,0,0,0,5.6,75.3,0.6,16.63
26,14005,TY Hilton,WR,17,IND,JAX,0,0,0,0.3,0,5.3,83.3,0.5,16.56
27,8355,Julian Edelman,WR,17,NE,MIA,0,0,0,2.1,0,6.3,71.3,0.5,16.54
28,9038,Matthew Stafford,QB,17,DET,GB,270.9,1.6,0.8,2.6,0,0,0,0,16.40
29,13291,Julio Jones,WR,17,ATL,NO,0,0,0,0.1,0,5.4,79.9,0.5,16.40
30,13443,Colin Kaepernick,QB,17,SF,SEA,194.1,1.3,0.9,33.9,0.2,0,0,0,16.35
31,4932,Eli Manning,QB,17,NYG,WAS,251.9,1.8,1,1.6,0,0,0,0,16.14
32,16245,Blake Bortles,QB,17,JAX,IND,246.1,1.5,1.2,15.7,0,0,0,0,16.01
33,5571,Larry Fitzgerald,WR,17,ARI,LA,0,0,0,0.1,0,6.5,70.2,0.4,15.83
34,13460,Doug Baldwin,WR,17,SEA,SF,0,0,0,0.1,0,5.8,69.9,0.5,15.80
35,11197,Demaryius Thomas,WR,17,DEN,OAK,0,0,0,0,0,6.1,74,0.4,15.80
36,1658,Greg Olsen,TE,17,CAR,TB,0,0,0,0,0,5.7,70.9,0.5,15.79
37,9331,Michael Crabtree,WR,17,OAK,DEN,0,0,0,0.1,0,5.5,66.2,0.6,15.73
38,11611,Golden Tate,WR,17,DET,GB,0,0,0,1.8,0,6.2,69.8,0.4,15.66
39,16765,Amari Cooper,WR,17,OAK,DEN,0,0,0,0.6,0,5.2,72.2,0.5,15.48
40,16524,Devonta Freeman,RB,17,ATL,NO,0,0,0,57.8,0.6,3,24.6,0.1,15.34
41,11270,Dez Bryant,WR,17,DAL,PHI,0,0,0,0,0,4.6,71.1,0.6,15.31
42,15261,Spencer Ware,RB,17,KC,SD,0,0,0,75.7,0.5,2.3,19.5,0.1,15.22
43,14855,Matt Barkley,QB,17,CHI,MIN,249.6,1.5,1.2,5.7,0,0,0,0,15.15
44,11527,Sam Bradford,QB,17,MIN,CHI,249.6,1.5,0.8,1.3,0,0,0,0,15.11
45,15071,Latavius Murray,RB,17,OAK,DEN,0,0,0,64.7,0.6,2.6,19.3,0.1,15.10
46,611,Joe Flacco,QB,17,BAL,CIN,254.7,1.5,1.1,1.3,0,0,0,0,15.02
47,12841,Andy Dalton,QB,17,CIN,BAL,234.4,1.4,1,11.7,0,0,0,0,14.95
48,16568,Brandin Cooks,WR,17,NO,ATL,0,0,0,1.6,0,4.9,69,0.5,14.86
49,14986,DeAndre Hopkins,WR,17,HOU,TEN,0,0,0,0,0,5.4,70.4,0.4,14.84
50,16906,Stefon Diggs,WR,17,MIN,CHI,0,0,0,0.7,0,5.6,66.4,0.4,14.71
51,16855,Ty Montgomery,WR,17,GB,DET,0,0,0,53.1,0.4,3.3,25.5,0.2,14.66
52,11063,Emmanuel Sanders,WR,17,DEN,OAK,0,0,0,0.3,0,5.5,72.7,0.3,14.50
53,17048,Tyrell Williams,WR,17,SD,KC,0,0,0,0,0,4.6,68.9,0.5,14.49
54,14187,Alshon Jeffery,WR,17,CHI,MIN,0,0,0,0.1,0,4.6,68,0.5,14.41
55,16909,Jay Ajayi,RB,17,MIA,NE,0,0,0,79.5,0.6,1.7,12.5,0,14.40
56,2428,Carson Palmer,QB,17,ARI,LA,246.3,1.4,1.1,0.6,0,0,0,0,14.21
57,8532,Kenny Britt,WR,17,LA,ARI,0,0,0,0,0,4.5,67,0.5,14.20
58,16020,Jarvis Landry,WR,17,MIA,NE,0,0,0,2.1,0,5.4,60.8,0.4,14.09
59,17009,Trevor Siemian,QB,17,DEN,OAK,267.9,1,1.1,5.3,0,0,0,0,13.95
60,14257,Robert Griffin III,QB,17,CLE,PIT,199.8,0.9,1.2,32.2,0.1,0,0,0,13.91
61,5834,Matt Moore,QB,17,MIA,NE,206.5,1.3,0.9,7.6,0.1,0,0,0,13.82
62,16112,Jeremy Hill,RB,17,CIN,BAL,0,0,0,65.3,0.5,2.5,18.3,0,13.76
63,13337,Mark Ingram,RB,17,NO,ATL,0,0,0,58.8,0.4,2.8,21.3,0.1,13.61
64,17960,Michael Thomas,WR,17,NO,ATL,0,0,0,0,0,5,61.7,0.4,13.57
65,17050,Thomas Rawls,RB,17,SEA,SF,0,0,0,67.9,0.5,1.9,14.1,0.1,13.50
66,18451,Rob Kelley,RB,17,WAS,NYG,0,0,0,73.9,0.6,1.4,10.5,0,13.34
67,17920,Carson Wentz,QB,17,PHI,DAL,246.5,1,1.2,9.5,0,0,0,0,13.31
68,15974,Jordan Matthews,WR,17,PHI,DAL,0,0,0,0,0,5.4,61.4,0.3,13.24
69,16263,Allen Robinson,WR,17,JAX,IND,0,0,0,0,0,4.6,61.5,0.4,13.15
70,16211,Tom Savage,QB,17,HOU,TEN,219.4,1.3,1,2,0,0,0,0,13.08
71,16866,Jamison Crowder,WR,17,WAS,NYG,0,0,0,0.6,0,4.8,57.8,0.4,13.04
72,6767,Pierre Garcon,WR,17,WAS,NYG,0,0,0,0,0,4.7,58.8,0.4,12.98
73,16470,Davante Adams,WR,17,GB,DET,0,0,0,0,0,4.3,57.3,0.5,12.93
74,5820,Frank Gore,RB,17,IND,JAX,0,0,0,67.1,0.4,1.9,14.9,0.1,12.90
75,16141,Willie Snead,WR,17,NO,ATL,0,0,0,0,0,4.5,59.2,0.4,12.82
76,13693,Terrelle Pryor,WR,17,CLE,PIT,0,0,0,0.1,0,4.4,58.9,0.4,12.70
77,14856,Zach Ertz,TE,17,PHI,DAL,0,0,0,0,0,5.3,56.7,0.3,12.67
78,16127,Isaiah Crowell,RB,17,CLE,PIT,0,0,0,54.1,0.4,2.4,19.2,0.1,12.63
79,16593,Cameron Brate,TE,17,TB,CAR,0,0,0,0,0,4.3,53.1,0.5,12.61
80,16728,Dontrelle Inman,WR,17,SD,KC,0,0,0,0,0,4.6,59.8,0.3,12.38
81,15048,Travis Kelce,TE,17,KC,SD,0,0,0,0,0,4.9,55.8,0.3,12.28
82,17922,Jared Goff,QB,17,LA,ARI,195.4,1,1,10.2,0.1,0,0,0,12.24
83,12296,LeGarrette Blount,RB,17,NE,MIA,0,0,0,67.7,0.7,0.7,4.4,0,12.01
84,4358,Steve Smith,WR,17,BAL,CIN,0,0,0,0,0,4.7,55.1,0.3,12.01
85,5451,Jonathan Stewart,RB,17,CAR,TB,0,0,0,72.5,0.5,1.1,8,0,11.95
86,14141,Cole Beasley,WR,17,DAL,PHI,0,0,0,0.3,0,4.5,49.4,0.4,11.87
87,16258,Marqise Lee,WR,17,JAX,IND,0,0,0,2.3,0,4.3,55.3,0.3,11.86
88,13788,Rishard Matthews,WR,17,TEN,HOU,0,0,0,0,0,3.5,53.3,0.5,11.83
89,6739,Alex Smith,QB,17,KC,SD,201.9,0.9,0.8,11.2,0,0,0,0,11.80
90,16550,Kelvin Benjamin,WR,17,CAR,TB,0,0,0,0,0,3.9,55.8,0.4,11.78
91,11667,Brandon Marshall,WR,17,NYJ,BUF,0,0,0,0,0,4.3,56.4,0.3,11.74
