"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,12000,35.4166666666667,42.5,"Zack Greinke","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,8.66666666666667,0,0,1,4,1,0
2,1,4000,80,32,"Max Kepler","MIN",NA,"OF",5,3,1,4,0,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,4700,65.9574468085106,31,"Miguel Sano","MIN",NA,"3B",4,3,1,3,0,6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2800,107.142857142857,30,"Joe Panik","SF",NA,"2B",1,2,1,2,0,4,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,6300,47.5396825396825,29.95,"Jeff Hoffman","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,1,3,0,0
6,3,5900,50.6779661016949,29.9,"Scott Feldman","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,0,0,1,4,2,0
7,4,3900,71.7948717948718,28,"Cameron Maybin","LAA",NA,"OF",1,2,1,1,1,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,3900,61.5384615384615,24,"Ben Zobrist","CHC",NA,"2B/OF",1,1,1,2,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,5700,42.0175438596491,23.95,"Brad Peacock","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,4.33333333333333,0,0,0,1,2,0
10,6,5400,42.5925925925926,23,"Charlie Blackmon","COL",NA,"OF",1,2,0,3,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,10500,21,22.05,"Michael Pineda","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.33333333333333,0,0,2,6,1,0
12,7,3900,53.8461538461538,21,"Joe Mauer","MIN",NA,"1B",3,2,0,2,0,5,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,8,3900,53.8461538461538,21,"Brandon Phillips","ATL",NA,"2B",2,2,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9,2300,91.304347826087,21,"Justin Ruggiano","SF",NA,"OF",7,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,6,7300,28.4931506849315,20.8,"J.C. Ramirez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6.66666666666667,0,0,2,6,1,0
16,7,8300,24.9397590361446,20.7,"Jake Odorizzi","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,0,0,2,5,3,0
17,10,4000,50,20,"Javier Baez","CHC",NA,"2B/SS",8,1,1,2,0,4,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,2600,76.9230769230769,20,"Daniel Descalso","ARI",NA,"2B/OF",6,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,3500,54.2857142857143,19,"Didi Gregorius","NYY",NA,"SS",7,1,1,2,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,5500,34.5454545454545,19,"Paul Goldschmidt","ARI",NA,"1B",3,2,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,14,4000,47.5,19,"Ender Inciarte","ATL",NA,"OF",1,1,0,1,0,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,15,4000,47.5,19,"Brandon Belt","SF",NA,"1B/OF",3,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,16,3300,57.5757575757576,19,"Matt Adams","ATL",NA,"1B",5,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,17,4200,42.8571428571429,18,"Adam Jones","BAL",NA,"OF",2,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,8,7500,23,17.25,"Mike Foltynewicz","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,0,1,8,2,0
26,9,9900,16.5151515151515,16.35,"Michael Fulmer","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,1,8,1,0
27,18,5000,32,16,"Nolan Arenado","COL",NA,"3B",3,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,10,7700,19.8701298701299,15.3,"Jason Vargas","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,3,4,3,0
29,19,4400,34.0909090909091,15,"Brian Dozier","MIN",NA,"2B",1,1,0,0,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,11,6000,24.9166666666667,14.95,"Ty Blach","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,0,0,3,8,0,0
31,20,4300,32.5581395348837,14,"Jason Kipnis","CLE",NA,"2B",1,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,21,4500,31.1111111111111,14,"Brett Gardner","NYY",NA,"OF",1,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,22,3600,38.8888888888889,14,"Jorge Polanco","MIN",NA,"SS",7,0,0,1,0,5,3,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,23,3700,37.8378378378378,14,"Robbie Grossman","MIN",NA,"OF",2,3,0,0,0,5,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,24,4700,29.7872340425532,14,"Corey Dickerson","TB",NA,"OF",1,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,25,3000,46.6666666666667,14,"J.J. Hardy","BAL",NA,"SS",9,2,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,26,3200,43.75,14,"Jorge Bonifacio","KC",NA,"OF",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,27,3400,41.1764705882353,14,"Leury Garcia","CHW",NA,"OF",6,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,28,4100,34.1463414634146,14,"Logan Morrison","TB",NA,"1B",4,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,29,3900,35.8974358974359,14,"Scott Schebler","CIN",NA,"OF",6,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,30,3900,35.8974358974359,14,"Chris Carter","NYY",NA,"1B",9,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,12,4000,33.5,13.4,"Chris Devenski","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.66666666666667,0,0,0,0,0,1
43,31,3400,38.2352941176471,13,"Alexi Amarista","COL",NA,"2B/SS",7,2,0,0,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,32,3700,35.1351351351351,13,"Carlos Gonzalez","COL",NA,"OF",4,1,0,0,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,33,3300,39.3939393939394,13,"Eduardo Escobar","MIN",NA,"SS/3B",6,1,0,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,34,3400,35.2941176470588,12,"Kole Calhoun","LAA",NA,"OF",6,0,0,0,1,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,35,4100,29.2682926829268,12,"Aaron Altherr","PHI",NA,"OF",3,1,0,0,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,36,2400,45.8333333333333,11,"Gorkys Hernandez","SF",NA,"OF",8,1,0,0,1,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,37,3600,30.5555555555556,11,"Trey Mancini","BAL",NA,"1B/OF",7,1,0,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,38,3000,33.3333333333333,10,"John Jaso","PIT",NA,"1B/OF",6,0,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,39,3600,27.7777777777778,10,"Byron Buxton","MIN",NA,"OF",9,1,0,0,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,40,4000,25,10,"Matt Holliday","NYY",NA,"1B",3,0,0,0,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,41,2800,35.7142857142857,10,"Tucker Barnhart","CIN",NA,"C",8,1,0,0,0,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,42,5600,17.8571428571429,10,"Jake Lamb","ARI",NA,"3B",4,1,0,0,0,3,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
