"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Zack Greinke","P","ARI","vs CWS",3.8,"Gonzalez, R 4.29","R",3.09,0,0,5.8,10.2,1.03,NA,12000,45.9,20.7,21.12,21.12,"%",40,1.8,42.5,3.5
"Michael Pineda","P","NYY","vs KC",3.31,"Vargas, L 2.03","R",3.42,0,0,5.9,10.5,1.04,NA,10500,39,20.7,20.18,20.18,"%",55,1.9,22.05,2.1
"Michael Fulmer","P","DET","@ HOU",4.64,"Peacock, R 1.10","R",2.72,0,0,6.6,7.9,1.06,NA,9900,29.7,20.4,14.48,14.48,"%",63,1.5,16.35,1.7
"Gerrit Cole","P","PIT","@ ATL",4.06,"Foltynewicz, R 4.10","R",2.84,0,0,6.3,8,1.02,NA,9700,31.7,18.4,14.76,14.76,"%",54,1.5,-2.7,NA
"John Lackey","P","CHC","vs SF",4.06,"Blach, L 4.15","R",4.37,0,0,5.9,9.3,1.35,NA,9000,35.2,16.9,15.77,15.77,"%",43,1.8,6.65,0.7
"Jake Odorizzi","P","TB","vs LAA",4.04,"Ramirez, R 3.97","R",3.16,0,0,5.3,7,0.89,NA,8300,30.3,15.3,14.57,14.57,"%",49,1.8,20.7,2.5
"Jason Vargas","P","KC","@ NYY",4.69,"Pineda, R 3.42","L",2.03,0,0,6.1,8,1.03,NA,7700,35.3,20.4,12.58,12.58,"%",44,1.6,15.3,2
"Michael Foltynewicz","P","ATL","vs PIT",4.44,"Cole, R 2.84","R",4.1,0,0,5.2,6.9,1.32,NA,7500,31.7,11.6,11.51,11.51,"%",13,1.5,17.25,2.3
"J.C. Ramirez","P","LAA","@ TB",4.46,"Odorizzi, R 3.16","R",3.97,0,0,4.8,7.3,1.15,NA,7300,29.2,12.2,10.62,10.62,"%",24,1.5,20.8,2.8
"Josh Tomlin","P","CLE","@ CIN",4.38,"Feldman, R 4.29","R",6.86,0,0,5.1,7.1,1.43,NA,7200,33.6,8.3,9.93,9.93,"%",0,1.4,8.85,1.2
"Jerad Eickhoff","P","PHI","vs COL",4.14,"Hoffman, R 5.40","R",4.73,0,0,5.7,8.5,1.38,NA,6900,31.1,12.9,12.75,12.75,"%",29,1.8,8.1,1.2
"Miguel Gonzalez","P","CWS","@ ARI",5.7,"Greinke, R 3.09","R",4.29,0,0,6.3,5.4,1.47,NA,6400,33.2,11.5,8.02,8.02,"%",0,1.3,4.45,0.7
"Jeff Hoffman","P","COL","@ PHI",4.36,"Eickhoff, R 4.73","R",5.4,0,0,3.3,13.6,1.35,NA,6300,25.9,12.8,9.05,9.05,"%",0,1.4,29.95,4.8
"Ubaldo Jimenez","P","BAL","vs MIN",4.64,"Gibson, R 8.20","R",6.52,0,0,4.8,6.8,1.6,NA,6100,26.8,6.9,9.41,9.41,"%",0,1.5,-3.6,NA
