"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,6400,63.828125,40.85,"Ricky Nolasco","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,9,1,1,0,3,0,1
2,2,11300,34.2920353982301,38.75,"Rich Hill","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,7,0,0,0,4,1,0
3,3,13500,27.8148148148148,37.55,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,7,0,0,0,4,1,2
4,1,4500,75.5555555555556,34,"Logan Morrison","TB",NA,"1B",4,2,2,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,2600,130.769230769231,34,"Brandon Moss","KC",NA,"OF",7,4,1,1,0,8,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,7600,42.7631578947368,32.5,"Michael Wacha","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,0,0,0,4,1,0
7,3,4000,80,32,"Miguel Sano","MIN",NA,"3B",4,2,2,4,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,3000,100,30,"Alcides Escobar","KC",NA,"SS",8,2,1,4,0,8,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,11900,25.1680672268908,29.95,"Zack Greinke","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,2,3,0,0
10,6,11700,25.0854700854701,29.35,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,0,0,1,2,2,0
11,5,2900,100,29,"Daniel Santana","ATL",NA,"2B/OF",8,2,0,1,3,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,12000,23.4583333333333,28.15,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,1,4,1,1
13,6,4200,66.6666666666667,28,"Didi Gregorius","NYY",NA,"SS",4,1,1,4,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
