"Charlie Blackmon_COL","AJ Pollock_ARI","Paul Goldschmidt_ARI","Nolan Arenado_COL","Jake Lamb_ARI","Ian Desmond_COL","DJ LeMahieu_COL","Carlos Gonzalez_COL","David Peralta_ARI","Yasmany Tomas_ARI","Mark Reynolds_COL","Chris Owings_ARI","Trevor Story_COL","Brandon Drury_ARI","David Dahl_COL","Wil Myers_SD","Corey Seager_LAD","Gerardo Parra_COL","Chris Herrmann_ARI","Stephen Cardullo_COL","Raimel Tapia_COL","Adrian Gonzalez_LAD","Justin Turner_LAD","Yasiel Puig_LAD","Dustin Garneau_COL","Logan Forsythe_LAD","Joc Pederson_LAD","Tom Murphy_COL","Ryan Schimpf_SD","Chris Iannetta_ARI","Yangervis Solarte_SD","Pat Valaika_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Manuel Margot_SD","Daniel Descalso_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Jeremy Hazelbaker_ARI","Tony Wolters_COL","Nick Ahmed_ARI","Andrew Toles_LAD","Cory Spangenberg_SD","Chris Taylor_LAD","Cody Bellinger_LAD","Trayce Thompson_LAD","Kike Hernandez_LAD","Ryan Hanigan_COL","Cristhian Adames_COL","Socrates Brito_ARI","Travis Jankowski_SD","Austin Barnes_LAD","Jeff Mathis_ARI","Alexi Amarista_COL","Rob Segedin_LAD","Andre Ethier_LAD","Scott Van Slyke_LAD","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Luis Sardinas_SD","Allen Cordoba_SD","Jabari Blash_SD","Hector Sanchez_SD","Brett Eibner_LAD","Luis Torrens_SD"
28,0,0,28,0,5,26,25,0,0,25,0,25,0,0,0,0,20,0,5,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,27,26,0,24,0,0,0,19,23,0,25,0,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,30,0,27,0,0,0,22,23,0,25,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,28,0,5,26,25,0,0,25,0,25,0,0,0,0,20,0,5,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,24,27,0,28,0,0,0,22,21,0,23,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,5,0,5,5,4,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,26,0,5,26,23,0,0,23,0,23,0,0,0,0,18,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,25,0,4,23,25,0,0,22,0,22,0,0,0,0,17,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,19,22,0,22,0,0,0,23,17,0,18,0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,23,0,21,0,0,0,17,24,0,23,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
