"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Joey Votto",5600,"CIN@COL 08:10PM ET",10.444,"CIN","COL",0,11,11.32,NA,"3","3",0
"OF","Charlie Blackmon",5400,"CIN@COL 08:10PM ET",10.265,"COL","CIN",0,12.4,12.34,NA,"1","1",3
"1B","Paul Goldschmidt",5300,"ARI@LAD 09:10PM ET",11.28,"ARI","LAD",0,8,6.69,NA,"3","3",7
"1B/OF","Cody Bellinger",5200,"ARI@LAD 09:10PM ET",10.415,"LAD","ARI",0,8.1,8.12,NA,"4","4",5
"OF","Adam Duvall",5200,"CIN@COL 08:10PM ET",9.205,"CIN","COL",0,12,9.85,NA,"4","4",7
"SS","Carlos Correa",5200,"HOU@ATL 07:35PM ET",9.921,"HOU","ATL",0,9.3,7.96,NA,"3","4",7
"3B","Nolan Arenado",5000,"CIN@COL 08:10PM ET",9.131,"COL","CIN",0,10.9,12.3,NA,"3","3",6
"1B","Mark Reynolds",4900,"CIN@COL 08:10PM ET",8.797,"COL","CIN",0,9.9,10.88,NA,"4","5",6
"2B","Jose Altuve",4700,"HOU@ATL 07:35PM ET",9.63,"HOU","ATL",0,10.2,8.74,NA,"2","2",32
"OF","George Springer",4700,"HOU@ATL 07:35PM ET",10.091,"HOU","ATL",0,10.9,8.21,NA,"1","1",31
"1B","Edwin Encarnacion",4600,"SD@CLE 07:10PM ET",8.519,"CLE","SD",0,8.5,9.65,NA,"4","4",2
"2B/3B","Jose Ramirez",4600,"SD@CLE 07:10PM ET",9.713,"CLE","SD",0,8.9,9.96,NA,"5","5",11
"OF","Mookie Betts",4600,"BOS@TEX 08:08PM ET",10.165,"BOS","TEX",0,9.9,9.55,NA,"1","1",0
"OF","Billy Hamilton",4600,"CIN@COL 08:10PM ET",8.467,"CIN","COL",0,11.2,10.03,NA,"1","1",14
"1B/OF","Marwin Gonzalez",4600,"HOU@ATL 07:35PM ET",8.106,"HOU","ATL",0,8,6.69,NA,"5","5",16
"SS","Xander Bogaerts",4500,"BOS@TEX 08:08PM ET",8.372,"BOS","TEX",NA,7.9,8.02,NA,"x","3",2
"3B","Justin Turner",4500,"ARI@LAD 09:10PM ET",9.433,"LAD","ARI",0,8.3,7.62,NA,"3","3",19
"2B/OF","Chris Taylor",4500,"ARI@LAD 09:10PM ET",8.239,"LAD","ARI",NA,8,7.39,NA,"1","5",17
"SS","Corey Seager",4500,"ARI@LAD 09:10PM ET",9.13,"LAD","ARI",0,7.7,8.02,NA,"2","2",0
"1B/OF","Ian Desmond",4500,"CIN@COL 08:10PM ET",7.509,"COL","CIN",NA,0,NA,NA,"x","x",NA
"OF","Jackie Bradley",4400,"BOS@TEX 08:08PM ET",7.985,"BOS","TEX",0,7.8,6.9,NA,"6","7",22
"3B","Jake Lamb",4400,"ARI@LAD 09:10PM ET",9.785,"ARI","LAD",0,0,4.72,NA,"x","x",NA
"OF","Joc Pederson",4400,"ARI@LAD 09:10PM ET",6.946,"LAD","ARI",NA,0,1.67,NA,"x","x",NA
"2B/OF","Scooter Gennett",4400,"CIN@COL 08:10PM ET",7.075,"CIN","COL",NA,0,1.9,NA,"x","x",NA
"OF","Lonnie Chisenhall",4300,"SD@CLE 07:10PM ET",7.746,"CLE","SD",0,8,7.89,NA,"6","6",0
"2B","Dustin Pedroia",4300,"BOS@TEX 08:08PM ET",7.297,"BOS","TEX",0,7.5,7.55,NA,"3","2",5
"SS","Elvis Andrus",4300,"BOS@TEX 08:08PM ET",9.588,"TEX","BOS",0,8.1,8.84,NA,"2","3",3
"2B/3B","Logan Forsythe",4300,"ARI@LAD 09:10PM ET",5.878,"LAD","ARI",0,8.9,6.1,NA,"6","1",9
"SS","Zack Cozart",4300,"CIN@COL 08:10PM ET",8.905,"CIN","COL",0,11.2,1.88,NA,"2","2",0
"SS","Trevor Story",4300,"CIN@COL 08:10PM ET",6.5,"COL","CIN",0,8.3,9.9,NA,"7","6",0
"OF","David Dahl",4300,"CIN@COL 08:10PM ET",0,"COL","CIN",NA,0,NA,NA,"x","x",NA
"OF","Josh Reddick",4300,"HOU@ATL 07:35PM ET",8.271,"HOU","ATL",NA,6.4,1.47,NA,"x","3",30
"1B","Freddie Freeman",4300,"HOU@ATL 07:35PM ET",12.514,"ATL","HOU",NA,9.9,NA,NA,"3","3",3
"SS","Francisco Lindor",4200,"SD@CLE 07:10PM ET",7.949,"CLE","SD",0,8.9,9.18,NA,"2","2",2
"1B","Hanley Ramirez",4200,"BOS@TEX 08:08PM ET",7.412,"BOS","TEX",0,7.7,6.79,NA,"5","5",12
"OF/SS","Chris Owings",4200,"ARI@LAD 09:10PM ET",8.321,"ARI","LAD",0,5.7,5.08,NA,"2","4",3
"OF","Carlos Gonzalez",4200,"CIN@COL 08:10PM ET",5.87,"COL","CIN",0,11.5,10.27,NA,"5","4",8
"OF","Gerardo Parra",4200,"CIN@COL 08:10PM ET",6.26,"COL","CIN",NA,0,NA,NA,"x","x",NA
"C","Evan Gattis",4200,"HOU@ATL 07:35PM ET",7.118,"HOU","ATL",0,0,7.31,NA,"x","x",NA
"OF","David Peralta",4100,"ARI@LAD 09:10PM ET",7.74,"ARI","LAD",0,5.4,1.26,NA,"7","2",0
"OF","Yasiel Puig",4100,"ARI@LAD 09:10PM ET",7.696,"LAD","ARI",0,8.7,1.67,NA,"8","8",0
"2B","DJ LeMahieu",4100,"CIN@COL 08:10PM ET",7.171,"COL","CIN",0,0,10.37,NA,"x","x",NA
"2B/OF","Arismendy Alcantara",4100,"CIN@COL 08:10PM ET",2.154,"CIN","COL",NA,0,9.01,NA,"x","x",NA
"OF","Scott Schebler",4100,"CIN@COL 08:10PM ET",7.766,"CIN","COL",0,8.9,8.8,NA,"6","6",24
"1B","Carlos Santana",4000,"SD@CLE 07:10PM ET",7.765,"CLE","SD",0,8.3,8.63,NA,"7","7",8
"OF","Hunter Renfroe",4000,"SD@CLE 07:10PM ET",7.075,"SD","CLE",0,5.9,6.28,NA,"4","4",0
"1B/3B","Joey Gallo",4000,"BOS@TEX 08:08PM ET",7.829,"TEX","BOS",NA,0,1.9,NA,"x","x",NA
"1B","Adrian Gonzalez",4000,"ARI@LAD 09:10PM ET",4.9,"LAD","ARI",NA,0,NA,NA,"x","x",NA
"OF","AJ Pollock",4000,"ARI@LAD 09:10PM ET",9.135,"ARI","LAD",NA,7.1,NA,NA,"1","1",5
"OF","Michael Brantley",3900,"SD@CLE 07:10PM ET",7.9,"CLE","SD",0,9.2,2.1,NA,"3","3",0
"C","Yasmani Grandal",3900,"ARI@LAD 09:10PM ET",6.725,"LAD","ARI",NA,7.3,1.46,NA,"x","7",15
"2B/OF","Kike Hernandez",3900,"ARI@LAD 09:10PM ET",5.257,"LAD","ARI",NA,7,6.14,NA,"7","6",NA
"3B","Eugenio Suarez",3900,"CIN@COL 08:10PM ET",7.543,"CIN","COL",0,11.2,8.32,NA,"5","5",5
"OF","Raimel Tapia",3900,"CIN@COL 08:10PM ET",5.067,"COL","CIN",0,9.8,10.09,NA,"6","2",8
"OF","Jesse Winker",3900,"CIN@COL 08:10PM ET",5.75,"CIN","COL",NA,0,NA,NA,"x","x",NA
"2B","Rougned Odor",3800,"BOS@TEX 08:08PM ET",6.902,"TEX","BOS",0,7.4,7.63,NA,"5","6",5
"OF","Andrew Benintendi",3800,"BOS@TEX 08:08PM ET",8.147,"BOS","TEX",0,7.9,7.55,NA,"2","6",51
"2B/OF","Daniel Descalso",3800,"ARI@LAD 09:10PM ET",5.106,"ARI","LAD",NA,4.3,4.49,NA,"x","7",18
"C","Devin Mesoraco",3800,"CIN@COL 08:10PM ET",5.875,"CIN","COL",0,0,7.35,NA,"x","x",NA
"OF","Stephen Cardullo",3800,"CIN@COL 08:10PM ET",2,"COL","CIN",NA,0,NA,NA,"x","x",NA
"1B","Wil Myers",3700,"SD@CLE 07:10PM ET",8.35,"SD","CLE",0,7.4,7.24,NA,"3","3",0
"C","Robinson Chirinos",3700,"BOS@TEX 08:08PM ET",8.657,"TEX","BOS",0,6.8,6.18,NA,"6","8",2
"OF","Carlos Gomez",3700,"BOS@TEX 08:08PM ET",8.472,"TEX","BOS",0,7.7,7.85,NA,"3","5",7
"C","Dustin Garneau",3700,"CIN@COL 08:10PM ET",4.318,"COL","CIN",NA,0,NA,NA,"x","x",NA
"SS","Pat Valaika",3700,"CIN@COL 08:10PM ET",3.396,"COL","CIN",NA,0,NA,NA,"x","x",NA
"1B","Matt Adams",3700,"HOU@ATL 07:35PM ET",6.5,"ATL","HOU",0,8.3,7.89,NA,"6","6",10
"2B","Jason Kipnis",3600,"SD@CLE 07:10PM ET",6.839,"CLE","SD",0,9.2,9.31,NA,"1","1",0
"OF","Manuel Margot",3600,"SD@CLE 07:10PM ET",7.491,"SD","CLE",0,6.3,6.34,NA,"2","2",3
"1B","Mitch Moreland",3600,"BOS@TEX 08:08PM ET",7.56,"BOS","TEX",0,8,7.44,NA,"4","4",12
