"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,5500,96.3636363636364,53,"Mookie Betts","BOS",NA,"OF",1,3,2,8,1,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,13500,30.6296296296296,41.35,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,7,0,0,0,2,2,0
3,2,4900,83.6734693877551,41,"Jose Ramirez","CLE",NA,"2B/3B",5,4,2,4,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,3800,105.263157894737,40,"Ian Happ","CHC",NA,"2B/OF",6,2,2,4,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,5500,67.2727272727273,37,"Bryce Harper","WAS",NA,"OF",3,2,2,4,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,6800,51.9852941176471,35.35,"Kevin Gausman","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,0,0,0,2,2,0
7,5,3600,97.2222222222222,35,"Marcell Ozuna","MIA",NA,"OF",4,2,2,4,0,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,3700,86.4864864864865,32,"Whit Merrifield","KC",NA,"2B",1,1,0,1,3,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,7500,39.1333333333333,29.35,"Jake Arrieta","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,0,1,2,1
10,7,3600,80.5555555555556,29,"Christian Yelich","MIA",NA,"OF",3,3,0,1,1,5,3,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,3400,82.3529411764706,28,"Kurt Suzuki","ATL",NA,"C",6,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,3500,80,28,"Yulieski Gurriel","HOU",NA,"1B",8,3,1,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,4500,57.7777777777778,26,"Hanley Ramirez","BOS",NA,"1B",5,2,1,3,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,11,4600,56.5217391304348,26,"Edwin Encarnacion","CLE",NA,"1B",4,2,0,2,1,4,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,12,3800,68.4210526315789,26,"Brandon Belt","SF",NA,"1B/OF",5,2,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4,7100,35.6338028169014,25.3,"Mike Clevinger","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,1,2,5,0
17,5,6200,39.2741935483871,24.35,"Taijuan Walker","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,0,1,6,1,2
18,13,4200,57.1428571428571,24,"Lonnie Chisenhall","CLE",NA,"OF",6,2,1,2,0,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,4700,48.936170212766,23,"Khris Davis","OAK",NA,"OF",4,2,1,1,0,4,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,15,4300,53.4883720930233,23,"Dustin Pedroia","BOS",NA,"2B",3,2,0,1,1,4,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,3100,74.1935483870968,23,"James McCann","DET",NA,"C",3,1,1,4,0,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,6,6700,33.955223880597,22.75,"Nick Pivetta","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,0,0,1,1,4,0
23,7,7400,29.7972972972973,22.05,"Julio Teheran","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6.33333333333333,0,0,2,3,4,0
24,17,5100,43.1372549019608,22,"Carlos Correa","HOU",NA,"SS",4,0,0,3,0,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,2800,78.5714285714286,22,"Derek Dietrich","MIA",NA,"3B",7,2,1,1,0,3,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,8,6400,34.140625,21.85,"Jhoulys Chacin","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,0,0,0,4,3,2
27,19,3300,63.6363636363636,21,"Deven Marrero","BOS",NA,"3B",9,3,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,20,3700,56.7567567567568,21,"Manuel Margot","SD",NA,"OF",2,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,21,3800,52.6315789473684,20,"Melky Cabrera","CHW",NA,"OF",2,2,1,1,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,22,5200,38.4615384615385,20,"Robinson Cano","SEA",NA,"2B",3,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,23,4800,41.6666666666667,20,"Jean Segura","SEA",NA,"SS",1,1,0,2,0,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,9,9600,20.7291666666667,19.9,"Jeff Samardzija","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,2,6,0,0
33,10,8700,22.816091954023,19.85,"James Paxton","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6.33333333333333,0,0,1,2,2,0
34,11,7600,25.5263157894737,19.4,"Mike Fiers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,4,0,0,0,2,4,0
35,12,8000,23.875,19.1,"Sean Manaea","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7.33333333333333,0,0,2,6,2,1
36,24,3800,50,19,"JT Realmuto","MIA",NA,"C",1,2,0,2,0,6,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,25,3400,52.9411764705882,18,"Yolmer Sanchez","CHW",NA,"2B",6,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,26,4800,37.5,18,"Chris Owings","ARI",NA,"SS/OF",5,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,27,3700,48.6486486486486,18,"Eric Thames","MIL",NA,"1B/OF",2,2,1,1,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
