"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,12300,39.2276422764228,48.25,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,9,1,1,0,4,1,0
2,1,4000,97.5,39,"Lorenzo Cain","KC",NA,"OF",3,3,2,5,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3800,100,38,"Evan Longoria","TB",NA,"3B",3,3,1,3,0,9,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,3900,89.7435897435897,35,"Wilmer Flores","NYM",NA,"1B/3B",6,3,0,1,0,9,3,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,7200,46.5277777777778,33.5,"Mike Fiers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7.33333333333333,0,0,0,2,2,1
6,4,4900,65.3061224489796,32,"Gary Sanchez","NYY",NA,"C",6,2,1,4,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,5400,59.2592592592593,32,"Aaron Judge","NYY",NA,"OF",3,3,1,3,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,9800,31.9897959183673,31.35,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,1,2,2,0
9,6,4500,68.8888888888889,31,"Ryon Healy","OAK",NA,"1B/3B",3,2,1,3,0,10,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,4500,68.8888888888889,31,"Yonder Alonso","OAK",NA,"1B",5,1,0,2,0,10,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,4700,63.8297872340425,30,"Matt Holliday","NYY",NA,"1B",4,3,1,3,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,2400,125,30,"Jose Pirela","SD",NA,"OF",1,3,1,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,4700,61.7021276595745,29,"Mark Reynolds","COL",NA,"1B",4,2,1,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,4,6700,42.7611940298507,28.65,"Jeff Hoffman","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.33333333333333,0,0,1,4,1,1
15,11,4200,66.6666666666667,28,"JT Realmuto","MIA",NA,"C",5,1,1,3,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,8700,31.1494252873563,27.1,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,0,0,1,3,1,0
