"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","150"
"3","3","100"
"4","4","70"
"5","5","50"
"6","6","35"
"7","7","25"
"8","8","15"
"9","10","12"
"11","15","10"
"16","20","8"
"21","25","7"
"26","30","6"
"31","40","5"
"41","50","4.5"
"51","75","4"
"76","100","3.5"
"101","125","3"
"126","175","2.5"
"176","225","2"
"226","300","1.5"
"301","400","1.25"
"401","550","1"
"551","850","0.75"
"851","1500","0.5"
"1501","2500","0.4"
"2501","4250","0.3"
"4251","7750","0.2"
"7751","14290","0.15"
