"Mike Trout_LAA","Paul Goldschmidt_ARI","Joey Votto_CIN","AJ Pollock_ARI","Jake Lamb_ARI","Miguel Cabrera_DET","Billy Hamilton_CIN","JD Martinez_DET","Buster Posey_SF","Justin Upton_DET","David Peralta_ARI","Gregory Polanco_PIT","Yasmany Tomas_ARI","Starling Marte_PIT","Andrew McCutchen_PIT","Chris Owings_ARI","Brandon Drury_ARI","Adam Duvall_CIN","Ian Kinsler_DET","Eugenio Suarez_CIN","Nicholas Castellanos_DET","Josh Harrison_PIT","Denard Span_SF","Brandon Belt_SF","Hunter Pence_SF","Zack Cozart_CIN","Albert Pujols_LAA","Alex Avila_DET","Francisco Cervelli_PIT","Alen Hanson_PIT","Christian Arroyo_SF","Victor Martinez_DET","Jim Adduci_DET","Yunel Escobar_LAA","Andrew Romine_DET","Josh Bell_PIT","Eduardo Nunez_SF","Brandon Crawford_SF","Scott Schebler_CIN","CJ Cron_LAA","Jeremy Hazelbaker_ARI","Adam Frazier_PIT","Scooter Gennett_CIN","Joe Panik_SF","Luis Valbuena_LAA","Cameron Maybin_LAA","Kole Calhoun_LAA","David Freese_PIT","Chris Herrmann_ARI","Jarrett Parker_SF","Phillip Ervin_CIN","Tyler Collins_DET","John Jaso_PIT","Chris Iannetta_ARI","Danny Ortiz_PIT","Socrates Brito_ARI","Kevin Newman_PIT","Jose Peraza_CIN","Jefry Marte_LAA","James McCann_DET","Gregor Blanco_ARI","Nick Hundley_SF","Mac Williamson_SF","Ben Revere_LAA","Andrelton Simmons_LAA","Jordy Mercer_PIT","Jose Osuna_PIT","Arismendy Alcantara_CIN","Kelby Tomlinson_SF","Aaron Hill_SF","JaCoby Jones_DET","Elias Diaz_PIT","Phil Gosselin_PIT","Jesse Winker_CIN","Dixon Machado_DET","Jose Iglesias_DET","John Hicks_DET","Mikie Mahtook_DET","Daniel Descalso_ARI","Nick Ahmed_ARI","Chris Bostick_PIT","Gorkys Hernandez_SF","Conor Gillaspie_SF","Danny Espinosa_LAA","Gift Ngoepe_PIT","Justin Ruggiano_SF","Drew Stubbs_SF","Max Moroff_PIT","Michael Morse_SF","Devin Mesoraco_CIN","Chris Stewart_PIT","John Bormann_PIT","Tim Federowicz_SF","Tucker Barnhart_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jeff Mathis_ARI","Patrick Kivlehan_CIN","Carlos Perez_LAA","Chris Marrero_SF","Cliff Pennington_LAA","Stuart Turner_CIN"
34.3172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3374384236453,0,0,0,0,0,0,2.6551724137931,0,0,0,0,0,-6.17948717948718,0,0,0,0,-15,-5.16883116883117,6.64021164021164,0,0,0,0,0,0,0,0,0,0,0,-2.68333333333333,0,0,0,0,15.4636363636364,-2.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,0,0,0,0,0,0,0,-5.65333333333333,10.5,0,0,0,0,26.0666666666667,0
0,72.1992063492063,0,33.7988505747126,4.01231060606061,0,0,0,0,0,17.5384615384615,0,-1.73931623931624,0,0,3.85057471264368,11.1770114942529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,0,0,13.9444444444444,0,0,0,0,-23.1410256410256,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8397435897436,11.9227941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97058823529412,0,0,0,0,0
0,0,61.5828877005348,0,0,0,1.05268817204301,0,0,0,0,0,0,0,0,0,0,0.576344086021505,0,8.10967741935484,0,0,0,0,0,7.29556650246305,0,0,0,0,0,0,0,0,0,0,0,0,-4.04334677419355,0,0,0,-14.280303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65747126436782,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.0952380952381,0,0,0,1.4802371541502,0,0,0,3.66666666666667,0,0,0,5.33333333333333
0,33.7988505747126,0,61.0451612903226,-3.22222222222222,0,0,0,0,0,10.7207792207792,0,-12.52,0,0,-5.57142857142857,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0416666666667,20.5757575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0
0,4.01231060606061,0,-3.22222222222222,48.9625668449198,0,0,0,0,0,22.7692307692308,0,-0.13,0,0,-21.7328042328042,10.2962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,41.9333333333333,0,0,0,0,2.65454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.8888888888889,-26.3619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04044117647059,0,0,0,0,0
0,0,0,0,0,51.5026315789474,0,-45,0,7.88888888888889,0,0,0,0,0,0,0,0,3.54761904761905,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,-4.86274509803922,-8.4,0,-15.2714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07692307692308,0,0,0,0,0,0,0,3.10897435897436,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,-10,25.7777777777778,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.05268817204301,0,0,0,75.7462365591398,0,0,0,0,0,0,0,0,0,0,16.9444444444444,0,27.3544973544974,0,0,0,0,0,10.4017094017094,0,0,0,0,0,0,0,0,0,0,0,0,-1.71264367816092,0,0,0,-41.5888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0925925925926,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,-1.17380952380952,0,0,0,52.5,0,0,0,31
0,0,0,0,0,-45,0,450,0,135,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38.025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.21428571428571,-1.17391304347826,13.2119565217391,0,0,0,0,0,9.25641025641026,0,0,0,0,0,-4.78632478632479,1.63333333333333,0,0,0,0,0,-6.1268115942029,0,0,0,0,0,-6.41666666666667,0,0,0,0,0,0,0,0,0,0,0,7.52380952380952,0,0,0,0,0,0,-24,4.5,0,0,0,0,0,0,0,0,0,0,0,-10.2058823529412,-36.6666666666667,0,0,20,-17.3333333333333,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,2.8,0,0
0,0,0,0,0,7.88888888888889,0,135,0,60.994301994302,0,0,0,0,0,0,0,0,23.3528138528139,0,0,0,0,0,0,0,0,30.3141025641026,0,0,0,3.185,33.0777777777778,0,10.8639705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59356725146199,0,0,0,0,0,0,0,7.53308823529412,0,0,0,0,0,0,0,0,0,0,9.13333333333333,0,0,0,0,-3.81428571428571,22.0833333333333,26.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.5384615384615,0,10.7207792207792,22.7692307692308,0,0,0,0,0,80.0780423280423,0,28.1447368421053,0,0,8.34199134199134,27.1067193675889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4166666666667,0,0,0,0,0,0,0,54.3035714285714,0,0,0,0,19.1785714285714,0,0,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.1111111111111,-12.6607142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.2571428571429,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,35.3645320197044,0,-2.97619047619048,-5.15343915343915,0,0,0,0,0,0,-13.79,0,0,0,0,0,0,-7.78947368421053,1.25,0,0,0,0,0,6.25833333333333,0,0,0,0,0,-2.28571428571429,0,0,0,0,0,-5.39102564102564,0,0,0,0,4.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,4.89417989417989,-0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33928571428571,0,0,0,0,0,0,0,0,0,0,0
