"Mike Trout_LAA","Bryce Harper_WAS","Kris Bryant_CHC","Anthony Rizzo_CHC","Cameron Maybin_LAA","Anthony Rendon_WAS","Trea Turner_WAS","Daniel Murphy_WAS","Freddie Freeman_ATL","Ben Zobrist_CHC","Javier Baez_CHC","Ryan Zimmerman_WAS","Ender Inciarte_ATL","Albert Pujols_LAA","Kyle Schwarber_CHC","Ian Happ_CHC","Adam Eaton_WAS","Wil Myers_SD","Buster Posey_SF","Matt Kemp_ATL","Brandon Phillips_ATL","Hunter Pence_SF","Brandon Belt_SF","Hunter Renfroe_SD","Eduardo Nunez_SF","Jayson Werth_WAS","Andrelton Simmons_LAA","Jason Heyward_CHC","Ryan Schimpf_SD","Denard Span_SF","Michael Taylor_WAS","Joe Panik_SF","CJ Cron_LAA","Brandon Crawford_SF","Nick Markakis_ATL","Matt Adams_ATL","Willson Contreras_CHC","Albert Almora_CHC","Tyler Flowers_ATL","Jefry Marte_LAA","Adonis Garcia_ATL","Yangervis Solarte_SD","Alex Dickerson_SD","Addison Russell_CHC","Adam Lind_WAS","Matt Wieters_WAS","Ben Revere_LAA","Jarrett Parker_SF","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Miguel Montero_CHC","Jon Jay_CHC","Manuel Margot_SD","Dansby Swanson_ATL","Jeimer Candelario_CHC","Nick Hundley_SF","Mac Williamson_SF","Christian Arroyo_SF","Kurt Suzuki_ATL","Danny Espinosa_LAA","Danny Santana_ATL","Brian Goodwin_WAS","Wilmer Difo_WAS","Kelby Tomlinson_SF","Jace Peterson_ATL","Micah Johnson_ATL","Tommy La Stella_CHC","Stephen Drew_WAS","Rio Ruiz_ATL","Cory Spangenberg_SD","Aaron Hill_SF","Justin Ruggiano_SF","Matt Szczur_SD","Travis Jankowski_SD","Austin Hedges_SD","Allen Cordoba_SD","Chris Heisey_WAS","Gorkys Hernandez_SF","Conor Gillaspie_SF","Chase d'Arnaud_SD","Franchy Cordero_SD","Nolan Fontana_LAA","Christian Bethancourt_SD","Jose Lobaton_WAS","Rafael Bautista_WAS","Juan Graterol_LAA","Michael Morse_SF","Carlos Perez_LAA","Tim Federowicz_SF","Martin Maldonado_LAA","Cliff Pennington_LAA","Anthony Recker_ATL","Erick Aybar_SD","Jabari Blash_SD","Eloy Jimenez_CHC","Chris Marrero_SF","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Hector Sanchez_SD","Luis Torrens_SD","Grant Green_WAS"
50.5264270613108,0,0,0,10.7924369747899,0,0,0,0,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,0,0,11.0584795321637,0,0,0,0,0,0,13.3116883116883,0,0,0,0,0,0,21.9125,0,6.43406593406593,2.6551724137931,0.496153846153846,0,0,0,0,0,0,0,0,0,18.9019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,16.55,0,0,0,-5.80714285714286,12.875,0,0,0,0,0,0,0,0,0,0,0
0,116.920512820513,0,0,0,35.631746031746,32.7586206896552,11.9642857142857,0,0,0,34.3529411764706,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,18.4294117647059,0,0,0,0,17.3300395256917,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.4,25.6650246305419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9230769230769,0,0,0,0,97.9166666666667,0,0,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,23.2636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81.5658914728682,9.4274099883856,0,0,0,0,0,15.8258064516129,10.9516129032258,0,0,0,17.072268907563,47.8272727272727,0,0,0,0,0,0,0,0,0,0,0,10.4535984848485,0,0,0,0,0,0,0,0,13.7820197044335,18.1176470588235,0,0,0,0,0,21.1315789473684,0,0,0,0,0,0,0,28.4615384615385,15.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.4274099883856,67.0131313131313,0,0,0,0,0,6.99596774193548,-1.43276515151515,0,0,0,9.746996996997,2.23717948717949,0,0,0,0,0,0,0,0,0,0,0,26.342803030303,0,0,0,0,0,0,0,0,26.3827956989247,-11.1842105263158,0,0,0,0,0,6.25438596491228,0,0,0,0,0,0,0,13.3076923076923,14.5142857142857,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7924369747899,0,0,0,54.9378048780488,0,0,0,0,0,0,0,0,-5.46880570409982,0,0,0,0,0,0,0,0,0,0,0,0,15.4658536585366,0,0,0,0,0,2.19230769230769,0,0,0,0,0,0,4.15714285714286,0,0,0,0,0,0,4.15909090909091,0,-10.0698529411765,-5.45299145299145,1.48648648648649,0,0,0,0,0,0,0,0,0,11.8440860215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4166666666667,0,0,0,1.33333333333333,0,0,0,-2.36096256684492,3.78571428571429,0,0,0,0,0,0,0,0,0,0,0
0,35.631746031746,0,0,0,161.087179487179,-9.6551724137931,8.77731092436975,0,0,0,11.5042016806723,0,0,0,0,7.1625,0,0,0,0,0,0,0,0,24.4090909090909,0,0,0,0,17.3707692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5714285714286,73.5683760683761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.46212121212121,0,0,0,0,25,0,0,0,0,0,0,0,0,-19.3,0,0,0,0,0,0,9.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32.7586206896552,0,0,0,-9.6551724137931,89.217803030303,35.0554187192118,0,0,0,10.164367816092,0,0,0,0,28.9444444444444,0,0,0,0,0,0,0,0,-6.17241379310345,0,0,0,0,8.26086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3333333333333,-1.03246753246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,-13.3454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.9642857142857,0,0,0,8.77731092436975,35.0554187192118,78.8178137651822,0,0,0,1.36185383244207,0,0,0,0,8.59803921568627,0,0,0,0,0,0,0,0,11.0991596638655,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,27.4553846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2444444444444,0,0,0,0,-81.25,0,0,0,0,0,0,0,0,-12.4,0,0,0,0,0,0,-6.59615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,100.139495798319,0,0,0,6.03949579831933,0,0,0,0,0,0,10.4366666666667,-11.0135467980296,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10168067226891,0,0,0,4.62105263157895,0,6.87956989247312,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1016042780749,0,0,0,0,-4.91208791208791,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0
0,0,15.8258064516129,6.99596774193548,0,0,0,0,0,42.9516129032258,0.511904761904762,0,0,0,0.777777777777778,16.7857142857143,0,0,0,0,0,0,0,0,0,0,0,17.4083333333333,0,0,0,0,0,0,0,0,1.89177489177489,10.4888888888889,0,0,0,0,0,13.2706552706553,0,0,0,0,0,0,0,-13.3333333333333,-3.57272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
