Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,15203,Steven Means,DE,PHI,MIN,7,5,7,0,0,0,0,0,130
2,16031,Damien Williams,RB,MIA,BUF,7,6,8,67,17,67,83,7.60,126.7
3,16112,Jeremy Hill,RB,CIN,CLE,7,21,34,43,10,52,52,30.20,120
4,16834,Tevin Coleman,RB,ATL,SD,7,14,22,57,7,64,64,14.40,95.7
5,18375,Peyton Barber,RB,TB,SF,7,17,23,71,0,71,71,14.40,84.7
6,12296,LeGarrette Blount,RB,NE,PIT,7,31,54,77,3,81,81,29.40,81.9
7,18451,Rob Kelley,RB,WAS,DET,7,10,14,40,10,50,50,8.60,76
8,17935,Leonard Floyd,OLB,CHI,GB,7,35,40,0,0,0,0,0,70.9
9,18082,Tyreek Hill,WR,KC,NO,7,18,35,11,6,17,17,13.10,67.2
10,12554,Andrew Sendejo,SS,MIN,PHI,7,6,10,0,0,0,0,0,66.7
11,15423,Brandon Copeland,DE,DET,WAS,7,8,11,0,0,0,0,0,62.5
12,11439,Antone Smith,RB,TB,SF,7,8,11,13,38,38,50,6.70,58.8
13,16909,Jay Ajayi,RB,MIA,BUF,7,47,64,60,2,62,62,31.60,58.7
14,15020,CJ Anderson,RB,DEN,HOU,7,29,45,55,0,55,55,19.70,57.6
15,14847,Ifeanyi Momah,WR,ARI,SEA,7,9,10,0,22,22,22,7,55.6
16,15261,Spencer Ware,RB,KC,NO,7,36,69,47,6,53,53,21.10,53.1
17,4640,Reggie Bush,RB,BUF,MIA,7,18,32,6,11,11,17,10.40,52.2
18,14850,Russell Shepard,WR,TB,SF,7,27,36,0,22,19,22,18.70,50.7
19,18241,Johnny Holton,WR,OAK,JAX,7,5,7,40,0,40,40,2.50,50
20,14865,Marquise Goodwin,WR,BUF,MIA,7,31,54,0,23,13,23,19.30,49.4
21,13158,Shaun Draughn,RB,SF,TB,7,23,33,4,30,26,35,16.30,49.1
22,2262,Tim Hightower,RB,NO,KC,7,9,12,56,11,67,67,5.40,48.9
23,16303,Daniel Sorensen,SS,KC,NO,7,43,58,0,0,0,0,0,48.4
24,14917,Rex Burkhead,RB,CIN,CLE,7,7,12,57,14,71,71,4.30,47.1
25,16776,Melvin Gordon,RB,SD,ATL,7,65,87,34,11,43,45,36.10,46.3
26,2699,Matt Forte,RB,NYJ,BAL,7,57,84,53,7,60,60,33.40,44.6
27,14916,Giovani Bernard,RB,CIN,CLE,7,33,54,52,6,55,58,15.70,44.5
28,12845,AJ Green,WR,CIN,CLE,7,52,85,0,15,15,15,33.90,44
29,15071,Latavius Murray,RB,OAK,JAX,7,42,58,43,12,48,55,20.30,43.6
30,12831,Tyrod Taylor,QB,BUF,MIA,7,57,100,12,0,61,61,24.34,42.7
31,14970,Jarvis Jones,OLB,PIT,NE,7,33,58,0,0,0,0,0,42.4
32,17970,Devontae Booker,RB,DEN,HOU,7,35,55,49,6,51,54,15.70,42
33,14946,Armonty Bryant,DE,DET,WAS,7,24,33,0,0,0,0,0,41.2
34,16567,Brandon Coleman,WR,NO,KC,7,17,23,0,6,6,6,8,41.2
35,13355,Adrian Clayborn,DE,ATL,SD,7,45,60,0,0,0,0,0,41.1
36,14008,Andrew Luck,QB,IND,TEN,7,69,100,7,0,64,64,30.82,40.3
37,8649,Rashad Jennings,RB,NYG,LA,7,28,50,46,11,54,57,12.90,38.9
38,16887,Mike Davis,RB,SF,TB,7,21,30,33,0,33,33,8.10,38.6
39,18064,Matt Judon,OLB,BAL,NYJ,7,31,46,0,0,0,0,0,38.1
40,16597,Mike Evans,WR,TB,SF,7,57,76,0,23,14,23,29.60,37.9
41,322,Jason Jones,DE,MIA,BUF,7,17,30,0,0,0,0,0,37.6
42,18079,Kevin Hogan,QB,CLE,CIN,7,44,69,16,0,71,71,21.40,37.3
43,16056,James White,RB,NE,PIT,7,25,44,0,20,8,20,11.20,36.8
44,16127,Isaiah Crowell,RB,CLE,CIN,7,38,59,32,11,40,42,16.90,36.6
45,6539,Robert Mathis,OLB,IND,TEN,7,33,45,0,0,0,0,0,36.4
46,16470,Davante Adams,WR,GB,CHI,7,70,81,0,23,19,23,41.20,36
47,14294,Nick Perry,OLB,GB,CHI,7,35,73,0,0,0,0,0,35.7
48,14895,Geno Smith,QB,NYJ,BAL,7,24,35,4,0,38,38,8.50,35.4
49,16809,Denzel Perryman,ILB,SD,ATL,7,34,52,0,0,0,0,0,33.8
50,9038,Matthew Stafford,QB,DET,WAS,7,53,100,4,0,59,59,17.84,33.7
51,17082,TY McGill,NT,IND,TEN,7,30,41,0,0,0,0,0,33.7
52,7242,Drew Brees,QB,NO,KC,7,74,100,0,0,65,65,28.68,33.4
53,12841,Andy Dalton,QB,CIN,CLE,7,61,100,0,0,46,46,23.32,33.3
54,16807,Jaquiski Tartt,FS,SF,TB,7,9,12,0,0,0,0,0,33.3
55,13896,John Hughes,DT,TB,SF,7,6,9,0,0,0,0,0,33.3
56,6739,Alex Smith,QB,KC,NO,7,52,100,8,0,54,54,17.26,33.2
57,11501,Arrelious Benn,WR,JAX,OAK,7,12,18,0,17,8,17,4.90,32.5
58,16769,Vic Beasley,OLB,ATL,SD,7,43,57,0,0,0,0,0,32.1
59,13337,Mark Ingram,RB,NO,KC,7,38,51,42,11,53,53,17.20,32.1
60,13299,Jacquizz Rodgers,RB,TB,SF,7,51,68,51,2,53,53,20.30,32
61,4314,Tom Brady,QB,NE,PIT,7,57,100,9,0,54,54,18.18,31.9
62,17299,Jude Adjei-Barimah,CB,TB,SF,7,42,60,0,0,0,0,0,31.4
63,9331,Michael Crabtree,WR,OAK,JAX,7,50,69,0,22,16,22,23.60,31.2
64,17915,Joey Bosa,DE,SD,ATL,7,47,72,0,0,0,0,0,30.9
65,13291,Julio Jones,WR,ATL,SD,7,57,88,0,26,16,26,29.40,30.5
66,16063,Quincy Enunwa,WR,NYJ,BAL,7,44,65,0,9,5,9,15.30,30.2
67,16510,Jerick McKinnon,RB,MIN,PHI,7,16,21,69,6,75,75,5.80,30
68,9369,Justin Forsett,RB,DET,WAS,7,16,30,50,13,63,63,6.80,30
69,15029,Lerentee McCray,OLB,BUF,MIA,7,5,7,0,0,0,0,0,30
70,14252,Kirk Cousins,QB,WAS,DET,7,73,100,4,0,58,58,25.54,29.5
71,10974,Rob Gronkowski,TE,NE,PIT,7,52,91,0,8,8,8,19.30,29.4
72,14894,Sheldon Richardson,OLB,NYJ,BAL,7,49,85,0,0,0,0,0,29.4
73,16391,Jay Bromley,DT,NYG,LA,7,19,24,0,0,0,0,0,28.9
74,14005,TY Hilton,WR,IND,TEN,7,67,97,0,18,10,18,29.30,28.8
75,12581,Vincent Rey,ILB,CIN,CLE,7,21,33,0,0,0,0,0,28.6
76,18060,Ronald Blair,DT,SF,TB,7,7,9,0,0,0,0,0,28.6
77,16824,Frank Clark,DE,SEA,ARI,7,55,58,0,0,0,0,0,28.3
78,16794,Landon Collins,SS,NYG,LA,7,78,100,0,0,0,0,0,28.2
79,17023,Zach Zenner,RB,DET,WAS,7,32,60,28,6,28,34,8.90,27.8
80,16762,Jameis Winston,QB,TB,SF,7,75,100,1,0,41,41,21.66,27.5
81,2593,Aaron Rodgers,QB,GB,CHI,7,87,100,2,0,67,67,27.74,27.3
82,15151,Xavier Rhodes,CB,MIN,PHI,7,44,76,0,0,0,0,0,27.3
83,14906,Brandon Williams,NT,BAL,NYJ,7,44,65,0,0,0,0,0,26.8
84,18481,Michael Pierce,NT,BAL,NYJ,7,31,46,0,0,0,0,0,26.8
85,4399,Cliff Avril,DE,SEA,ARI,7,77,81,0,0,0,0,0,26.7
86,13124,DeMarco Murray,RB,TEN,IND,7,70,96,36,7,40,43,24.70,26.7
87,17958,Emmanuel Ogbah,DE,CLE,CIN,7,55,90,0,0,0,0,0,26.7
88,7175,Delanie Walker,TE,TEN,IND,7,54,74,0,15,13,15,21.40,26.7
89,16420,Trent Murphy,OLB,WAS,DET,7,31,59,0,0,0,0,0,26.5
90,15102,Chris Thompson,RB,WAS,DET,7,43,59,28,16,44,44,18.30,26.3
91,18070,Wendell Smallwood,RB,PHI,MIN,7,5,9,80,0,80,80,1.30,26
92,8343,Cameron Wake,DE,MIA,BUF,7,32,56,0,0,0,0,0,25.9
93,15478,AJ Bouye,CB,HOU,DEN,7,47,73,0,0,0,0,0,25.5
94,5820,Frank Gore,RB,IND,TEN,7,57,83,30,9,39,39,19.30,25.1
95,11463,Brandon LaFell,WR,CIN,CLE,7,57,93,0,9,7,9,18.30,25.1
96,11658,Karlos Dansby,OLB,CIN,CLE,7,44,69,0,0,0,0,0,25
97,16840,Eli Harold,OLB,SF,TB,7,26,35,0,0,0,0,0,25
98,15150,Cordarrelle Patterson,WR,MIN,PHI,7,51,67,0,14,14,14,19.70,24.9
99,16845,Jordan Hicks,ILB,PHI,MIN,7,76,100,0,0,0,0,0,24.7
100,18052,Blake Martinez,ILB,GB,CHI,7,35,73,0,0,0,0,0,24.3
101,16801,Dorial Green-Beckham,WR,PHI,MIN,7,28,48,0,14,7,14,8.80,24.3
102,16088,Timmy Jernigan,DT,BAL,NYJ,7,38,56,0,0,0,0,-1,24.2
