Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,17923,Ezekiel Elliott,RB,DAL,TB,15,10,91,230,30,260,260,30.80,248
2,15256,Christine Michael,RB,GB,CHI,15,5,8,80,0,80,80,10.50,210
3,18055,Dak Prescott,QB,DAL,TB,15,11,100,36,0,364,364,19.16,174.2
4,17997,Maliek Collins,DT,DAL,TB,15,7,78,0,0,0,0,0,171.4
5,16885,Kwon Alexander,ILB,TB,DAL,15,12,100,0,0,0,0,0,166.7
6,16593,Cameron Brate,TE,TB,DAL,15,8,89,0,100,63,100,18.30,166.2
7,13319,Terrell McClain,DT,DAL,TB,15,7,78,0,0,0,0,0,121.4
8,14375,Lavonte David,OLB,TB,DAL,15,12,100,0,0,0,0,0,116.7
9,11276,Sean Lee,OLB,DAL,TB,15,9,100,0,0,0,0,0,116.7
10,16788,Byron Jones,FS,DAL,TB,15,9,100,0,0,0,0,0,116.7
11,16762,Jameis Winston,QB,TB,DAL,15,9,100,11,0,400,400,14.48,116.4
12,16524,Devonta Freeman,RB,ATL,SF,15,30,44,67,7,73,73,37.50,105
13,17959,Derrick Henry,RB,TEN,KC,15,17,26,53,0,53,53,17.80,104.7
14,15010,Kerwynn Williams,RB,ARI,NO,15,12,20,25,0,25,25,12.30,102.5
15,14391,Keith Tandy,SS,TB,DAL,15,12,100,0,0,0,0,0,95.8
16,15814,Benson Mayowa,DE,DAL,TB,15,7,78,0,0,0,0,0,92.9
17,11270,Dez Bryant,WR,DAL,TB,15,9,82,0,111,89,111,16.20,91.1
18,14141,Cole Beasley,WR,DAL,TB,15,6,55,0,83,67,83,8.80,80
19,17089,Terron Ward,RB,ATL,SF,15,7,10,86,0,86,86,5.20,74.3
20,16597,Mike Evans,WR,TB,DAL,15,8,89,0,100,50,100,9.90,73.8
21,14352,Travaris Cadet,RB,NO,ARI,15,15,17,7,33,40,40,15.60,70.7
22,11932,LeSean McCoy,RB,BUF,CLE,15,41,61,46,7,54,54,34.90,70.5
23,15200,William Gholston,DE,TB,DAL,15,10,83,0,0,0,0,0,70
24,14533,Robert Turbin,RB,IND,MIN,15,25,36,28,8,36,36,19.40,69.6
25,16081,Michael Campanaro,WR,BAL,PHI,15,6,10,17,17,17,33,3.90,65
26,17969,Kenneth Dixon,RB,BAL,PHI,15,15,26,60,7,60,67,9.60,64
27,6078,Brent Grimes,CB,TB,DAL,15,12,100,0,0,0,0,0,62.5
28,2262,Tim Hightower,RB,NO,ARI,15,27,31,41,11,52,52,19.80,62.2
29,11271,Barry Church,SS,DAL,TB,15,9,100,0,0,0,0,0,61.1
30,14385,Doug Martin,RB,TB,DAL,15,7,78,229,0,229,229,4.20,60
31,8373,Brandon Tate,WR,BUF,CLE,15,5,8,20,0,20,20,3,60
32,11256,Ryan Mathews,RB,PHI,BAL,15,36,41,56,3,58,58,25.30,59.2
33,8670,Robert Ayers Jr,DE,TB,DAL,15,6,50,0,0,0,0,0,58.3
34,18708,Javien Elliott,CB,TB,DAL,15,7,58,0,0,0,0,0,57.1
35,18323,Wendall Williams,WR,HOU,JAX,15,6,7,0,50,33,50,5.40,56.7
36,16855,Ty Montgomery,WR,GB,CHI,15,51,84,31,6,35,37,33.30,55.5
37,15302,Brad McDougald,FS,TB,DAL,15,12,100,0,0,0,0,0,54.2
38,14872,Mike Gillislee,RB,BUF,CLE,15,19,28,47,0,47,47,9.70,51.1
39,16830,Tyler Lockett,WR,SEA,LA,15,38,62,0,21,18,21,29,50
40,16129,Taylor Gabriel,WR,ATL,SF,15,24,35,0,25,13,25,15,50
41,18177,Jonathan Jones,CB,NE,DEN,15,11,18,0,0,0,0,0,50
42,18031,Bj Goodson,ILB,NYG,DET,15,9,15,0,0,0,0,0,50
43,5834,Matt Moore,QB,MIA,NYJ,15,48,100,0,0,38,38,24.44,48.8
44,16142,Terrance West,RB,BAL,PHI,15,26,45,50,15,65,65,16.20,46.9
45,16020,Jarvis Landry,WR,MIA,NYJ,15,36,75,0,11,8,11,22.80,46.7
46,16568,Brandin Cooks,WR,NO,ARI,15,66,77,0,12,11,12,40.60,46.4
47,13451,Sealver Siliga,DT,TB,DAL,15,13,108,0,0,0,0,0,46.2
48,15196,Kenny Stills,WR,MIA,NYJ,15,26,54,0,12,4,12,12.20,43.1
49,18119,Anthony Zettel,DE,DET,NYG,15,14,22,0,0,0,0,0,42.9
50,18082,Tyreek Hill,WR,KC,TEN,15,30,52,3,10,3,13,12.80,42.7
51,16238,Erik Swoope,TE,IND,MIN,15,26,37,0,12,12,12,14,42.3
52,17145,Neville Hewitt,OLB,MIA,NYJ,15,18,24,0,0,0,0,0,41.7
53,11405,CJ Wilson,NT,CHI,GB,15,17,28,0,0,0,0,0,41.2
54,14795,Josh Bellamy,WR,CHI,GB,15,17,26,0,18,6,18,8,41.2
55,16640,John Brown,WR,ARI,NO,15,35,59,0,17,14,17,19.10,40.3
56,13887,Travis Benjamin,WR,SD,OAK,15,29,53,0,10,7,10,13.60,40
57,12296,LeGarrette Blount,RB,NE,DEN,15,23,31,74,0,74,74,9.10,39.6
58,12109,Ted Ginn,WR,CAR,WAS,15,32,44,0,25,13,25,16.40,38.8
59,4738,Mike Tolbert,FB,CAR,WAS,15,26,36,8,12,19,19,13.10,38.8
60,16847,David Johnson,RB,ARI,NO,15,59,100,20,9,27,29,26.80,38.6
61,18451,Rob Kelley,RB,WAS,CAR,15,30,46,30,13,43,43,15.50,38.3
62,4175,Wes Horton,DE,CAR,WAS,15,29,45,0,0,0,0,0,37.9
63,12822,Pernell McPhee,OLB,CHI,GB,15,32,53,0,0,0,0,0,37.5
64,15088,Terrance Williams,WR,DAL,TB,15,8,73,0,50,38,50,6,37.5
65,12708,Dion Lewis,RB,NE,DEN,15,28,37,64,11,71,75,12.40,37.1
66,3341,Calais Campbell,DE,ARI,NO,15,57,66,0,0,0,0,0,36.8
67,8343,Cameron Wake,DE,MIA,NYJ,15,42,55,0,0,0,0,0,35.7
68,14111,Rod Streater,WR,SF,ATL,15,20,36,0,15,10,15,9.10,35.5
69,18067,Jordan Howard,RB,CHI,GB,15,49,74,35,8,43,43,21.30,35.3
70,2428,Carson Palmer,QB,ARI,NO,15,59,100,0,0,68,68,23.72,35.1
71,7242,Drew Brees,QB,NO,ARI,15,86,100,2,0,58,58,33.36,34.1
72,18061,Deandre Washington,RB,OAK,SD,15,10,16,50,30,60,80,4.40,34
73,12424,Erik Walden,OLB,IND,MIN,15,31,53,0,0,0,0,0,33.9
74,4399,Cliff Avril,DE,SEA,LA,15,37,62,0,0,0,0,0,33.8
75,14876,Dion Sims,TE,MIA,NYJ,15,45,94,0,9,9,9,19.10,33.6
76,14536,Russell Wilson,QB,SEA,LA,15,61,100,10,0,53,53,21.36,33.4
77,17975,Hunter Henry,TE,SD,OAK,15,29,53,0,14,10,14,12.70,33.4
78,13474,Michael Morgan,OLB,SEA,LA,15,12,20,0,0,0,0,0,33.3
79,14583,Bruce Irvin,OLB,OAK,SD,15,53,96,0,0,0,0,0,33
80,14257,Robert Griffin III,QB,CLE,BUF,15,58,100,14,0,62,62,18.64,32.1
81,16838,Duke Johnson,RB,CLE,BUF,15,29,50,17,24,35,41,14.30,32.1
82,18003,Kenyan Drake,RB,MIA,NYJ,15,5,10,100,0,100,100,1.60,32
83,10977,Kyle Love,DT,CAR,WAS,15,22,34,0,0,0,0,0,31.8
84,732,Matt Ryan,QB,ATL,SF,15,61,90,2,0,39,39,19.34,31.7
85,13443,Colin Kaepernick,QB,SF,ATL,15,55,100,6,0,66,66,17.42,31.7
86,12239,Chris Ivory,RB,JAX,HOU,15,14,26,71,7,71,79,4.40,31.4
87,13791,Lamar Miller,RB,HOU,JAX,15,48,57,46,4,50,50,16.90,31
88,16112,Jeremy Hill,RB,CIN,PIT,15,37,64,54,3,57,57,12.10,30
89,14128,Melvin Ingram,OLB,SD,OAK,15,62,100,0,0,0,0,0,29.8
90,6539,Robert Mathis,OLB,IND,MIN,15,27,47,0,0,0,0,0,29.6
91,5820,Frank Gore,RB,IND,MIN,15,39,56,67,10,77,77,18.50,29.5
92,14008,Andrew Luck,QB,IND,MIN,15,65,93,2,0,45,45,18.80,28.9
93,12581,Vincent Rey,ILB,CIN,PIT,15,7,9,0,0,0,0,0,28.6
94,14496,Garrett Celek,TE,SF,ATL,15,29,53,0,21,7,21,10.20,28.3
95,722,Jason Witten,TE,DAL,TB,15,11,100,0,91,91,91,14.10,28.2
96,17480,Eli Rogers,WR,PIT,CIN,15,48,64,0,13,10,13,18.50,28.1
97,3808,William Hayes,DE,LA,SEA,15,34,56,0,0,0,0,0,27.9
98,16793,Malcom Brown,DT,NE,DEN,15,27,44,0,0,0,0,0,27.8
99,5451,Jonathan Stewart,RB,CAR,WAS,15,51,70,49,4,51,53,18,27.5
100,13320,Cam Newton,QB,CAR,WAS,15,73,100,4,0,55,55,23,27.4
101,17955,Vernon Hargreaves,CB,TB,DAL,15,11,92,0,0,0,0,0,27.3
102,18690,Jalen Richard,RB,OAK,SD,15,18,29,33,28,56,61,8.90,27.2
103,13124,DeMarco Murray,RB,TEN,KC,15,52,79,35,12,44,46,19.10,27.1
104,12831,Tyrod Taylor,QB,BUF,CLE,15,59,88,12,0,53,53,15.86,26.9
105,2550,Kyle Williams,DT,BUF,CLE,15,41,71,0,0,0,0,0,26.8
106,16862,Trey Flowers,DE,NE,DEN,15,41,66,0,0,0,0,0,26.8
107,16637,Ethan Westbrooks,DE,LA,SEA,15,28,46,0,0,0,0,0,26.8
108,2104,Mike Adams,SS,IND,MIN,15,58,100,0,0,0,0,0,26.7
109,9331,Michael Crabtree,WR,OAK,SD,15,45,73,0,18,13,18,18,26.7
110,9026,DeAndre Levy,OLB,DET,NYG,15,30,47,0,0,0,0,0,26.7
111,15261,Spencer Ware,RB,KC,TEN,15,36,62,50,8,58,58,12.50,26.4
112,14046,Ronnie Hillman,RB,SD,OAK,15,13,24,54,0,54,54,3.40,26.2
113,14225,Tahir Whitehead,ILB,DET,NYG,15,46,72,0,0,0,0,0,26.1
114,11977,Julius Peppers,OLB,GB,CHI,15,52,79,0,0,0,0,0,26
115,8244,Philip Rivers,QB,SD,OAK,15,55,100,0,0,55,55,15.24,25.9
116,15136,Micah Hyde,SS,GB,CHI,15,31,47,0,0,0,0,0,25.8
117,15185,Kenjon Barner,RB,PHI,BAL,15,12,14,25,42,42,67,5.10,25.8
118,12800,Bilal Powell,RB,NYJ,MIA,15,64,84,25,19,42,44,27.20,25.3
119,4932,Eli Manning,QB,NYG,DET,15,64,100,0,0,44,44,16.04,25.1
120,15960,Beau Allen,DT,PHI,BAL,15,22,38,0,0,0,0,0,25
121,4992,Justin Durant,OLB,DAL,TB,15,16,178,0,0,0,0,0,25
122,13962,Jared Crick,DE,DEN,NE,15,55,74,0,0,0,0,0,24.5
123,14187,Alshon Jeffery,WR,CHI,GB,15,61,92,0,15,10,15,20.90,24.4
124,11611,Golden Tate,WR,DET,NYG,15,50,81,0,26,16,26,23.20,24.4
125,17023,Zach Zenner,RB,DET,NYG,15,18,29,17,28,39,44,9.40,24.4
126,17281,Trovon Reed,CB,SD,OAK,15,33,53,0,0,0,0,0,24.2
127,12880,Jabaal Sheard,DE,NE,DEN,15,31,50,0,0,0,0,0,24.2
128,17942,Keanu Neal,FS,ATL,SF,15,52,95,0,0,0,0,0,24
129,16226,Zach Kerr,DT,IND,MIN,15,23,40,0,0,0,0,0,23.9
130,14917,Rex Burkhead,RB,CIN,PIT,15,21,36,33,14,43,48,7,23.8
131,18190,Ken Crawley,CB,NO,ARI,15,21,36,0,0,0,0,0,23.8
132,16194,Jadeveon Clowney,DE,HOU,JAX,15,53,100,0,0,0,0,0,23.6
133,1650,Leon Hall,CB,NYG,DET,15,17,27,0,0,0,0,0,23.5
134,13856,Deonte Thompson,WR,CHI,GB,15,47,71,0,21,17,21,22,23.4
135,16913,Kyle Emanuel,OLB,SD,OAK,15,30,48,0,0,0,0,0,23.3
136,12722,Kamar Aiken,WR,BAL,PHI,15,34,59,0,6,6,6,9.90,23.2
137,15071,Latavius Murray,RB,OAK,SD,15,31,50,42,3,45,45,9.20,23.2
138,11940,Lorenzo Alexander,OLB,BUF,CLE,15,58,100,0,0,0,0,0,22.4
139,13337,Mark Ingram,RB,NO,ARI,15,41,48,42,10,46,51,11.20,22.4
140,17972,Paul Perkins,RB,NYG,DET,15,25,39,44,4,44,48,5.60,22.4
141,11205,Eric Berry,SS,KC,TEN,15,65,99,0,0,0,0,0,22.3
142,16389,Odell Beckham Jr,WR,NYG,DET,15,60,94,2,13,12,15,19.30,22.2
143,18106,Anthony Brown,CB,DAL,TB,15,9,100,0,0,0,0,0,22.2
144,13460,Doug Baldwin,WR,SEA,LA,15,43,71,0,14,12,14,14.50,22.1
145,12751,Charles Clay,TE,BUF,CLE,15,60,90,0,12,12,12,20.20,22
146,16867,Jeremy Langford,RB,CHI,GB,15,10,15,10,10,20,20,3.20,22
147,14855,Matt Barkley,QB,CHI,GB,15,66,100,0,0,65,65,21.48,21.9
148,18369,Chris Milton,CB,IND,MIN,15,16,28,0,0,0,0,0,21.9
149,17157,Todd Davis,ILB,DEN,NE,15,46,62,0,0,0,0,0,21.7
150,16526,Ra'Shede Hageman,DE,ATL,SF,15,23,42,0,0,0,0,0,21.7
151,2699,Matt Forte,RB,NYJ,MIA,15,13,17,31,8,39,39,3.80,21.5
152,13112,Bruce Carter,ILB,NYJ,MIA,15,14,29,0,0,0,0,0,21.4
153,18432,Ufomba Kamalu,DE,HOU,JAX,15,7,13,0,0,0,0,0,21.4
154,18656,James Cowser,OLB,OAK,SD,15,7,13,0,0,0,0,0,21.4
155,16919,JJ Nelson,WR,ARI,NO,15,46,78,0,24,11,24,14.80,21.3
156,16834,Tevin Coleman,RB,ATL,SF,15,31,46,45,7,52,52,8.60,21.3
157,8534,Jared Cook,TE,GB,CHI,15,40,66,0,20,15,20,14.50,21.2
158,17943,Shaq Lawson,DE,BUF,CLE,15,19,33,0,0,0,0,0,21.1
159,14850,Russell Shepard,WR,TB,DAL,15,9,100,0,33,11,33,2.90,21.1
160,611,Joe Flacco,QB,BAL,PHI,15,58,100,2,0,53,53,14.14,20.9
161,11132,Jerry Hughes,OLB,BUF,CLE,15,43,74,0,0,0,0,0,20.9
162,16510,Jerick McKinnon,RB,MIN,IND,15,34,59,9,27,35,35,16.10,20.9
163,15263,Luke Willson,TE,SEA,LA,15,38,62,0,8,8,8,10.90,20.8
164,16154,Daniel McCullers,NT,PIT,CIN,15,12,21,0,0,0,0,0,20.8
165,4556,Jordy Nelson,WR,GB,CHI,15,60,98,0,17,12,17,22.40,20.7
166,7420,Lawrence Timmons,ILB,PIT,CIN,15,58,100,0,0,0,0,0,20.7
167,13941,Zach Brown,ILB,BUF,CLE,15,56,97,0,0,0,0,0,20.5
168,13810,Demario Davis,ILB,CLE,BUF,15,54,81,0,0,0,0,0,20.4
169,4358,Steve Smith,WR,BAL,PHI,15,49,85,0,14,4,14,12,20.4
170,2556,Dominique Rodgers-Cromartie,CB,NYG,DET,15,59,95,0,0,0,0,0,20.3
171,13171,Aldrick Robinson,WR,ATL,SF,15,55,81,0,9,7,9,18.10,20.2
172,16804,Benardrick McKinney,ILB,HOU,JAX,15,52,98,0,0,0,0,0,20.2
173,6739,Alex Smith,QB,KC,TEN,15,58,100,7,0,55,55,12.62,20
174,12668,Rafael Bush,SS,DET,NYG,15,25,39,0,0,0,0,0,20
175,16584,Vinnie Sunseri,SS,SF,ATL,15,10,15,0,0,0,0,0,20
176,18524,Kentrell Brice,FS,GB,CHI,15,5,8,0,0,0,0,0,20
177,5353,Daryl Smith,OLB,TB,DAL,15,5,42,0,0,0,0,0,20
