Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,16273,Kapri Bibbs,RB,DEN,OAK,9,9,16,22,11,33,33,15,155.6
2,4992,Justin Durant,OLB,DAL,CLE,9,5,11,0,0,0,0,0,120
3,11256,Ryan Mathews,RB,PHI,NYG,9,8,11,63,13,75,75,8.50,93.8
4,13337,Mark Ingram,RB,NO,SF,9,33,38,46,6,52,52,34.10,88.2
5,15201,Mike Glennon,QB,TB,ATL,9,12,15,0,0,92,92,9,75
6,15071,Latavius Murray,RB,OAK,DEN,9,43,49,47,2,49,49,34.70,71.4
7,18257,Jalin Marshall,WR,NYJ,MIA,9,17,29,0,24,18,24,14.90,70
8,14536,Russell Wilson,QB,SEA,BUF,9,47,100,6,0,62,62,26.28,55.9
9,16597,Mike Evans,WR,TB,ATL,9,50,63,0,34,22,34,41,54
10,6211,Harry Douglas,WR,TEN,SD,9,9,14,0,22,22,22,6.80,53.3
11,11488,Jimmy Graham,TE,SEA,BUF,9,42,89,0,19,19,19,33.30,53.1
12,8529,Mike Wallace,WR,BAL,PIT,9,35,50,0,17,11,17,25.40,52.6
13,16776,Melvin Gordon,RB,SD,TEN,9,65,81,49,6,55,55,39.10,49.4
14,17923,Ezekiel Elliott,RB,DAL,CLE,9,44,60,41,2,43,43,22.70,49.3
15,2699,Matt Forte,RB,NYJ,MIA,9,32,55,38,6,41,44,16.70,49.1
16,18611,Bryce Treggs,WR,PHI,NYG,9,15,20,0,27,13,27,8.90,46
17,1370,James Harrison,OLB,PIT,BAL,9,38,54,0,0,0,0,0,44.7
18,2262,Tim Hightower,RB,NO,SF,9,37,43,62,3,65,65,17.20,43.8
19,16558,Adarius Glanton,OLB,TB,ATL,9,14,19,0,0,0,0,0,42.9
20,16909,Jay Ajayi,RB,MIA,NYJ,9,46,73,52,9,59,61,25,41.3
21,16129,Taylor Gabriel,WR,ATL,TB,9,33,45,6,15,21,21,18.60,41.2
22,8343,Cameron Wake,DE,MIA,NYJ,9,39,67,0,0,0,0,0,41
23,5820,Frank Gore,RB,IND,GB,9,47,69,40,4,45,45,21.10,40.6
24,14141,Cole Beasley,WR,DAL,CLE,9,29,40,0,21,21,21,17.60,40
25,14872,Mike Gillislee,RB,BUF,SEA,9,24,28,33,8,42,42,11.60,40
26,11139,Ricardo Mathews,DE,PIT,BAL,9,5,7,0,0,0,0,0,40
27,16763,Marcus Mariota,QB,TEN,SD,9,65,100,5,0,71,71,31.92,39.9
28,17997,Maliek Collins,DT,DAL,CLE,9,28,64,0,0,0,0,0,39.3
29,732,Matt Ryan,QB,ATL,TB,9,71,97,3,0,51,51,31.76,39.1
30,14046,Ronnie Hillman,RB,MIN,DET,9,16,23,44,6,50,50,7.20,38.8
31,17943,Shaq Lawson,DE,BUF,SEA,9,13,28,0,0,0,0,0,38.5
32,18597,Destiny Vaeao,DT,PHI,NYG,9,21,33,0,0,0,0,0,38.1
33,2593,Aaron Rodgers,QB,GB,IND,9,69,100,9,0,71,71,27.18,37.9
34,13443,Colin Kaepernick,QB,SF,NO,9,60,100,8,0,73,73,27.22,37
35,15669,Nathan Stupar,OLB,NO,SF,9,36,60,0,0,0,0,0,36.1
36,18055,Dak Prescott,QB,DAL,CLE,9,68,93,6,0,46,46,23.88,35.1
37,16031,Damien Williams,RB,MIA,NYJ,9,14,22,36,21,50,57,6.90,35
38,17138,Edwin Jackson,ILB,IND,GB,9,10,15,0,0,0,0,0,35
39,12985,DuJuan Harris,RB,SF,NO,9,53,88,19,11,28,30,24.20,34.3
40,15239,Vance McDonald,TE,SF,NO,9,42,70,0,14,7,14,17.40,34.3
41,13181,Mario Addison,DE,CAR,LA,9,35,52,0,0,0,0,0,34.3
42,18690,Jalen Richard,RB,OAK,DEN,9,21,24,38,14,48,52,9.20,34.3
43,4932,Eli Manning,QB,NYG,PHI,9,64,100,3,0,59,59,23.88,34.2
44,15256,Christine Michael,RB,SEA,BUF,9,18,38,28,0,28,28,6.10,33.9
45,16879,Ramik Wilson,ILB,KC,JAX,9,30,39,0,0,0,0,0,33.3
46,14593,Dominique Jones,TE,MIA,NYJ,9,31,49,0,13,10,13,13.20,32.9
47,15965,Trey Burton,TE,PHI,NYG,9,17,23,0,18,18,18,8.50,32.4
