Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,13957,Kendall Wright,WR,TEN,CLE,6,22,36,0,41,36,41,30.30,87.7
2,14920,Cobi Hamilton,WR,PIT,MIA,6,12,22,0,17,17,17,11.60,80
3,7969,Jamaal Charles,RB,KC,OAK,6,15,23,60,13,73,73,12.70,71.3
4,16909,Jay Ajayi,RB,MIA,PIT,6,48,69,52,4,54,56,36.70,68.1
5,14872,Mike Gillislee,RB,BUF,SF,6,18,23,33,0,33,33,12,66.7
6,11565,Andre Roberts,WR,DET,LA,6,11,18,0,18,18,18,9.30,66.4
7,11932,LeSean McCoy,RB,BUF,SF,6,49,62,39,6,43,45,37.20,65.7
8,18451,Rob Kelley,RB,WAS,PHI,6,9,12,56,0,56,56,5.90,65.6
9,16856,Matt Jones,RB,WAS,PHI,6,30,41,53,0,53,53,22.50,65
10,12668,Rafael Bush,SS,DET,LA,6,10,17,0,0,0,0,0,65
11,16031,Damien Williams,RB,MIA,PIT,6,12,17,50,17,67,67,9.70,64.2
12,18285,Roger Lewis,WR,NYG,BAL,6,14,21,0,21,7,21,9.40,60
13,13264,Andre Holmes,WR,OAK,KC,6,12,22,0,17,17,17,9.10,59.2
14,16389,Odell Beckham Jr,WR,NYG,BAL,6,55,82,0,18,15,18,44.20,58.5
15,14141,Cole Beasley,WR,DAL,GB,6,31,48,0,19,19,19,23.80,57.4
16,15261,Spencer Ware,RB,KC,OAK,6,40,63,60,5,65,65,27.30,55.8
17,8532,Kenny Britt,WR,LA,DET,6,47,81,0,17,15,17,35.60,54.5
18,11256,Ryan Mathews,RB,PHI,WAS,6,11,21,82,0,82,82,6,54.5
19,8771,Darrius Heyward-Bey,WR,PIT,MIA,6,23,42,4,9,4,13,12,52.2
20,13788,Rishard Matthews,WR,TEN,CLE,6,25,40,0,12,12,12,16,52
21,12296,LeGarrette Blount,RB,NE,CIN,6,25,39,52,8,60,60,15,52
22,15694,Case Keenum,QB,LA,DET,6,58,100,5,0,60,60,33.54,50.9
23,13791,Lamar Miller,RB,HOU,IND,6,59,83,41,7,46,48,35.80,50.5
24,17747,David Irving,DE,DAL,GB,6,19,27,0,0,0,0,0,50
25,16142,Terrance West,RB,BAL,NYG,6,50,60,46,12,54,58,28.30,48.6
26,13997,Coby Fleener,TE,NO,CAR,6,41,56,2,17,17,20,25.60,47.8
27,16056,James White,RB,NE,CIN,6,39,61,18,23,39,41,26.60,47.7
28,16847,David Johnson,RB,ARI,NYJ,6,67,87,33,9,37,42,37.80,47.5
29,11611,Golden Tate,WR,DET,LA,6,50,81,2,20,18,22,33.80,45.6
30,9038,Matthew Stafford,QB,DET,LA,6,62,100,8,0,58,58,28.20,45.5
31,16763,Marcus Mariota,QB,TEN,CLE,6,62,100,11,0,50,50,28.76,44.8
32,7242,Drew Brees,QB,NO,CAR,6,73,100,0,0,67,67,36.60,44.7
33,4314,Tom Brady,QB,NE,CIN,6,64,100,3,0,58,58,30.24,42.6
