"Place_lo","Place_hi","Payout"
"1","1","15000"
"2","2","10000"
"3","3","7000"
"4","4","4000"
"5","5","3000"
"6","6","2000"
"7","8","1500"
"9","10","1000"
"11","15","750"
"16","25","500"
"26","50","300"
"51","75","250"
"76","100","200"
"101","150","150"
"151","200","120"
"201","300","100"
"301","440","80"
"441","720","60"
