"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Chris Sale",11600,"BOS@MIL 08:10PM ET",32.35,"BOS"
"SP","Yu Darvish",10700,"SD@TEX 08:05PM ET",21.164,"TEX"
"SP","David Price",9900,"BOS@MIL 08:10PM ET",0,"BOS"
"SP","Cole Hamels",9800,"SD@TEX 08:05PM ET",10.817,"TEX"
"SP","Rick Porcello",9600,"BOS@MIL 08:10PM ET",17.614,"BOS"
"SP","Jose Quintana",9300,"MIN@CWS 08:10PM ET",15.15,"CWS"
"SP","Carlos Rodon",8900,"MIN@CWS 08:10PM ET",0,"CWS"
"SP","Tyson Ross",8200,"SD@TEX 08:05PM ET",0,"TEX"
"SP","Derek Holland",8100,"MIN@CWS 08:10PM ET",18.708,"CWS"
"SP","Drew Pomeranz",8100,"BOS@MIL 08:10PM ET",15.325,"BOS"
"SP","A.J. Griffin",8000,"SD@TEX 08:05PM ET",21.88,"TEX"
"SP","Ervin Santana",7800,"MIN@CWS 08:10PM ET",23.421,"MIN"
"SP","Lucas Giolito",7200,"MIN@CWS 08:10PM ET",0,"CWS"
"SP","Steven Wright",7200,"BOS@MIL 08:10PM ET",2.36,"BOS"
"SP","Junior Guerra",7000,"BOS@MIL 08:10PM ET",9.55,"MIL"
"SP","Hector Santiago",6800,"MIN@CWS 08:10PM ET",16.579,"MIN"
"SP","Zach Davies",6800,"BOS@MIL 08:10PM ET",10.529,"MIL"
"SP","Jose Berrios",6600,"MIN@CWS 08:10PM ET",0,"MIN"
"SP","Miguel Gonzalez",6500,"MIN@CWS 08:10PM ET",15.675,"CWS"
"SP","Jimmy Nelson",6500,"BOS@MIL 08:10PM ET",10.708,"MIL"
"SP","James Shields",6400,"MIN@CWS 08:10PM ET",18.7,"CWS"
"SP","Eduardo Rodriguez",6300,"BOS@MIL 08:10PM ET",16.867,"BOS"
"SP","Josh Hader",6300,"BOS@MIL 08:10PM ET",0,"MIL"
"SP","Chase Anderson",6200,"BOS@MIL 08:10PM ET",16.367,"MIL"
"SP","Phil Hughes",6000,"MIN@CWS 08:10PM ET",12.133,"MIN"
"SP","Tyler Duffey",6000,"MIN@CWS 08:10PM ET",4.609,"MIN"
"SP","Luis Perdomo",6000,"SD@TEX 08:05PM ET",12.063,"SD"
"SP","Adalberto Mejia",5900,"MIN@CWS 08:10PM ET",5.667,"MIN"
"SP","Reynaldo Lopez",5900,"MIN@CWS 08:10PM ET",0,"CWS"
"SP","Wily Peralta",5900,"BOS@MIL 08:10PM ET",11.893,"MIL"
"SP","Taylor Jungmann",5900,"BOS@MIL 08:10PM ET",-0.9,"MIL"
"SP","Brian Johnson",5900,"BOS@MIL 08:10PM ET",13.25,"BOS"
"SP","Martin Perez",5900,"SD@TEX 08:05PM ET",9.307,"TEX"
"SP","Jorge Lopez",5800,"BOS@MIL 08:10PM ET",0,"MIL"
"SP","Jered Weaver",5800,"SD@TEX 08:05PM ET",5.007,"SD"
"SP","Andrew Cashner",5800,"SD@TEX 08:05PM ET",10.18,"TEX"
"SP","Tyler Wagner",5700,"SD@TEX 08:05PM ET",0,"TEX"
"SP","Kyle Gibson",5600,"MIN@CWS 08:10PM ET",1.808,"MIN"
"SP","Zach Lee",5600,"SD@TEX 08:05PM ET",4.8,"SD"
"SP","Roenis Elias",5500,"BOS@MIL 08:10PM ET",0,"BOS"
"SP","Jhoulys Chacin",5500,"SD@TEX 08:05PM ET",9.056,"SD"
"SP","Kyle Kendrick",5200,"BOS@MIL 08:10PM ET",-7,"BOS"
"OF","Mookie Betts",5200,"BOS@MIL 08:10PM ET",9.207,"BOS"
"SP","Clayton Richard",5200,"SD@TEX 08:05PM ET",10.186,"SD"
"SP","Chi Chi Gonzalez",5100,"SD@TEX 08:05PM ET",0,"TEX"
"SP","Matt Garza",4900,"BOS@MIL 08:10PM ET",17.05,"MIL"
"OF","Ryan Braun",4900,"BOS@MIL 08:10PM ET",9.444,"MIL"
"SP","Robbie Erlin",4900,"SD@TEX 08:05PM ET",0,"SD"
"1B/OF","Hanley Ramirez",4800,"BOS@MIL 08:10PM ET",7.852,"BOS"
"SP","Nick Tepesch",4700,"MIN@CWS 08:10PM ET",1.55,"MIN"
"SS","Xander Bogaerts",4700,"BOS@MIL 08:10PM ET",7.607,"BOS"
"SP","Christian Friedrich",4700,"SD@TEX 08:05PM ET",0,"SD"
"2B","Brian Dozier",4600,"MIN@CWS 08:10PM ET",8.462,"MIN"
"1B","Eric Thames",4600,"BOS@MIL 08:10PM ET",12.065,"MIL"
"1B","Jose Abreu",4500,"MIN@CWS 08:10PM ET",7.9,"CWS"
"OF","Jackie Bradley Jr.",4500,"BOS@MIL 08:10PM ET",4.647,"BOS"
"SP","Jarred Cosart",4500,"SD@TEX 08:05PM ET",4.117,"SD"
"SP","Jake Esch",4500,"SD@TEX 08:05PM ET",-1.2,"SD"
"RP","Yohander Mendez",4500,"SD@TEX 08:05PM ET",0,"TEX"
"SP","Mike Pelfrey",4400,"MIN@CWS 08:10PM ET",3.838,"CWS"
"OF","Andrew Benintendi",4400,"BOS@MIL 08:10PM ET",9.806,"BOS"
"3B","Miguel Sano",4300,"MIN@CWS 08:10PM ET",10.828,"MIN"
"2B","Rougned Odor",4300,"SD@TEX 08:05PM ET",6.294,"TEX"
"SP","Nick Martinez",4300,"SD@TEX 08:05PM ET",9.038,"TEX"
"RP","Craig Breslow",4200,"MIN@CWS 08:10PM ET",1.923,"MIN"
"RP","Matt Belisle",4200,"MIN@CWS 08:10PM ET",0.897,"MIN"
"RP","Brandon Kintzler",4200,"MIN@CWS 08:10PM ET",2.046,"MIN"
"RP","Glen Perkins",4200,"MIN@CWS 08:10PM ET",0,"MIN"
"RP","Ryan Pressly",4200,"MIN@CWS 08:10PM ET",0.94,"MIN"
"RP","Buddy Boshers",4200,"MIN@CWS 08:10PM ET",2.775,"MIN"
"RP","Michael Tonkin",4200,"MIN@CWS 08:10PM ET",2.194,"MIN"
"RP","Taylor Rogers",4200,"MIN@CWS 08:10PM ET",1.843,"MIN"
"RP","Ryan O'Rourke",4200,"MIN@CWS 08:10PM ET",0,"MIN"
"RP","Justin Haley",4200,"MIN@CWS 08:10PM ET",4.533,"MIN"
"RP","Drew Rucinski",4200,"MIN@CWS 08:10PM ET",9.9,"MIN"
"2B","Dustin Pedroia",4200,"BOS@MIL 08:10PM ET",6.929,"BOS"
"RP","Matt Bush",4200,"SD@TEX 08:05PM ET",4.88,"TEX"
"RP","Jeremy Jeffress",4200,"SD@TEX 08:05PM ET",0.774,"TEX"
"RP","Tony Barnette",4200,"SD@TEX 08:05PM ET",1.508,"TEX"
"SP","Austin Bibens-Dirkx",4200,"SD@TEX 08:05PM ET",0,"TEX"
"RP","Sam Dyson",4200,"SD@TEX 08:05PM ET",-1.6,"TEX"
"RP","Tanner Scheppers",4200,"SD@TEX 08:05PM ET",0,"TEX"
"RP","Anthony Bass",4200,"SD@TEX 08:05PM ET",-5.825,"TEX"
"1B","Wil Myers",4200,"SD@TEX 08:05PM ET",9.235,"SD"
"RP","Dario Alvarez",4200,"SD@TEX 08:05PM ET",2.865,"TEX"
"RP","Alex Claudio",4200,"SD@TEX 08:05PM ET",2.658,"TEX"
"RP","Jose Leclerc",4200,"SD@TEX 08:05PM ET",4.965,"TEX"
"RP","Keone Kela",4200,"SD@TEX 08:05PM ET",2.395,"TEX"
"RP","Anthony Swarzak",4100,"MIN@CWS 08:10PM ET",6.05,"CWS"
"RP","David Robertson",4100,"MIN@CWS 08:10PM ET",4.54,"CWS"
"RP","Nate Jones",4100,"MIN@CWS 08:10PM ET",4.059,"CWS"
"3B","Todd Frazier",4100,"MIN@CWS 08:10PM ET",6.32,"CWS"
"RP","Zach Putnam",4100,"MIN@CWS 08:10PM ET",4.814,"CWS"
"RP","Dan Jennings",4100,"MIN@CWS 08:10PM ET",1.433,"CWS"
"SP","David Holmberg",4100,"MIN@CWS 08:10PM ET",2.1,"CWS"
"RP","Jake Petricka",4100,"MIN@CWS 08:10PM ET",3.05,"CWS"
"RP","Chris Beck",4100,"MIN@CWS 08:10PM ET",3.32,"CWS"
"RP","Tommy Kahnle",4100,"MIN@CWS 08:10PM ET",4.996,"CWS"
"SP","Dylan Covey",4100,"MIN@CWS 08:10PM ET",0.57,"CWS"
"RP","Michael Ynoa",4100,"MIN@CWS 08:10PM ET",2.956,"CWS"
"2B","Jonathan Villar",4100,"BOS@MIL 08:10PM ET",7.333,"MIL"
"SP","Brent Suter",4100,"BOS@MIL 08:10PM ET",2.02,"MIL"
"RP","Craig Stammen",4100,"SD@TEX 08:05PM ET",2.835,"SD"
"RP","Ryan Buchter",4100,"SD@TEX 08:05PM ET",3.823,"SD"
"SP","Trevor Cahill",4100,"SD@TEX 08:05PM ET",21.617,"SD"
"RP","Brad Hand",4100,"SD@TEX 08:05PM ET",4.41,"SD"
"RP","Brandon Maurer",4100,"SD@TEX 08:05PM ET",4.354,"SD"
"RP","Buddy Baumann",4100,"SD@TEX 08:05PM ET",0,"SD"
"RP","Kirby Yates",4100,"SD@TEX 08:05PM ET",4.29,"SD"
"SP","Cesar Vargas",4100,"SD@TEX 08:05PM ET",0,"SD"
"RP","Jose M. Torres",4100,"SD@TEX 08:05PM ET",3.293,"SD"
"RP","Carter Capps",4100,"SD@TEX 08:05PM ET",0,"SD"
"RP","Kevin Quackenbush",4100,"SD@TEX 08:05PM ET",4.87,"SD"
"RP","Miguel Diaz",4100,"SD@TEX 08:05PM ET",0.46,"SD"
"OF","Melky Cabrera",4000,"MIN@CWS 08:10PM ET",5.75,"CWS"
"RP","Carlos Torres",4000,"BOS@MIL 08:10PM ET",2.326,"MIL"
"RP","Jared Hughes",4000,"BOS@MIL 08:10PM ET",1.65,"MIL"
"RP","Neftali Feliz",4000,"BOS@MIL 08:10PM ET",2.05,"MIL"
"SP","Brandon Workman",4000,"BOS@MIL 08:10PM ET",7.15,"BOS"
"RP","Fernando Abad",4000,"BOS@MIL 08:10PM ET",1.532,"BOS"
"RP","Jhan Marinez",4000,"BOS@MIL 08:10PM ET",1.764,"MIL"
"RP","Robbie Ross Jr.",4000,"BOS@MIL 08:10PM ET",1.588,"BOS"
"RP","Craig Kimbrel",4000,"BOS@MIL 08:10PM ET",5.621,"BOS"
"RP","Oliver Drake",4000,"BOS@MIL 08:10PM ET",4.161,"MIL"
"SP","Joe Kelly",4000,"BOS@MIL 08:10PM ET",2.875,"BOS"
"RP","Rob Scahill",4000,"BOS@MIL 08:10PM ET",-1.7,"MIL"
"RP","Matt Barnes",4000,"BOS@MIL 08:10PM ET",2.958,"BOS"
"RP","David Goforth",4000,"BOS@MIL 08:10PM ET",1.65,"MIL"
"RP","Tyler Thornburg",4000,"BOS@MIL 08:10PM ET",0,"BOS"
"RP","Heath Hembree",4000,"BOS@MIL 08:10PM ET",3.213,"BOS"
"RP","Jacob Barnes",4000,"BOS@MIL 08:10PM ET",2.844,"MIL"
"RP","Noe Ramirez",4000,"BOS@MIL 08:10PM ET",5.75,"BOS"
"RP","Carson Smith",4000,"BOS@MIL 08:10PM ET",0,"BOS"
"RP","Robby Scott",4000,"BOS@MIL 08:10PM ET",1.689,"BOS"
"RP","Corey Knebel",4000,"BOS@MIL 08:10PM ET",4.217,"MIL"
"RP","Ben Taylor",4000,"BOS@MIL 08:10PM ET",2.825,"BOS"
"3B","Adrian Beltre",4000,"SD@TEX 08:05PM ET",0,"TEX"
"OF","Matt Szczur",3900,"SD@TEX 08:05PM ET",1.75,"SD"
