"Mike Trout_LAA","Hunter Pence_SF","Buster Posey_SF","Brandon Belt_SF","Eduardo Nunez_SF","Albert Pujols_LAA","Denard Span_SF","Joe Panik_SF","Lorenzo Cain_KC","Kole Calhoun_LAA","Eric Hosmer_KC","Brandon Crawford_SF","Cameron Maybin_LAA","Mike Moustakas_KC","Luis Valbuena_LAA","Alex Gordon_KC","Jefry Marte_LAA","Brandon Moss_KC","Jarrett Parker_SF","Jorge Soler_KC","Nick Hundley_SF","Whit Merrifield_KC","Peter O'Brien_KC","Yunel Escobar_LAA","Ben Revere_LAA","Salvador Perez_KC","Mac Williamson_SF","Andrelton Simmons_LAA","Kelby Tomlinson_SF","Cheslor Cuthbert_KC","Alcides Escobar_KC","Danny Espinosa_LAA","Paulo Orlando_KC","Billy Burns_KC","Gorkys Hernandez_SF","Ryan O'Hearn_KC","Conor Gillaspie_SF","Terrance Gore_KC","Christian Colon_KC","Martin Maldonado_LAA","Raul Mondesi_KC","Aaron Hill_SF","Carlos Perez_LAA","Chris Marrero_SF","Cliff Pennington_LAA","Drew Butera_KC"
0,0,0,0,0,0,0,0,0,0,17.8545454545455,0,0,-4.78181818181818,0,8.68181818181818,0,-0.763636363636364,0,0,0,0.763636363636364,0,0,0,6.9,0,0,0,19.3181818181818,-0.781818181818182,0,-2.08181818181818,0,0,0,0,0,-0.327272727272727,0,-1.56363636363636,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,41.3241758241758,0,0,0,0,0,0,-4.03296703296703,0,-8.4010989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3736263736264,0,-3.97802197802198,0,0,0,0,0.5,0,17.6410256410256,0,0
0,0,0,0,0,0,0,0,0,0,0,0,25.1025641025641,0,0,0,6.08974358974359,0,0,0,0,0,0,4.77564102564103,-4.75641025641026,0,0,-0.923076923076923,0,0,0,22.974358974359,0,0,0,0,0,0,0,2.01282051282051,0,0,2.69230769230769,0,-3.79487179487179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44.6727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.42727272727273,-7.52727272727273,0,10.8727272727273,0,0,0,0,0,-1.30909090909091,0,-8.65454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.02727272727273,0,18.6727272727273,0,0,0,0,0,3.24545454545455,0,0,0,16.9,0,0,0,9.42727272727273,3.52727272727273,0,1.72727272727273,0,0,0,0,0,-1.09090909090909,0,4.55454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8076923076923,0,0,0,0,0,0,18.3141025641026,-0.224358974358974,0,0,-0.474358974358974,0,0,0,19.6858974358974,0,0,0,0,0,0,0,-2.55128205128205,0,0,4.6474358974359,0,1.92948717948718,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15.8454545454545,0,10.0545454545455,0,32.4909090909091,0,0,0,12.4090909090909,0,0,0,2.9,0,0,0,-8.65454545454545,-5.45454545454545,0,5.84545454545455,0,0,0,0,0,-1.01818181818182,0,-5.90909090909091,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8351648351648,0,5.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9010989010989,0,4.95604395604396,0,0,0,0,-4,0,-4.76923076923077,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3241758241758,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75824175824176,0,0.362637362637363,0,0,0,0,-6.08333333333333,0,1.74358974358974,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-11.6454545454545,0,0,0,0,0,0,0,40.0909090909091,0,0,0,-10.5,0,0,0,-3.24545454545455,-7.44545454545455,0,-3.24545454545455,0,0,0,0,0,-0.381818181818182,0,-4.39090909090909,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9230769230769,-4.3974358974359,0,0,12.2692307692308,0,0,0,0.243589743589744,0,0,0,0,0,0,0,2.46153846153846,0,0,3.17307692307692,0,2.38461538461538,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.474358974359,0,0,4.39102564102564,0,0,0,-9.93589743589744,0,0,0,0,0,0,0,-6.94871794871795,0,0,-0.897435897435897,0,5.73717948717949,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,41.8,0,0,0,10.2,11.9,0,9.5,0,0,0,0,0,-0.4,0,7.3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8076923076923,0,0,0,-6.8525641025641,0,0,0,0,0,0,0,8.71794871794872,0,0,-1.73076923076923,0,5.32051282051282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2727272727273,0.772727272727273,0,-2.62727272727273,0,0,0,0,0,-0.309090909090909,0,-3.55454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6727272727273,0,0.872727272727273,0,0,0,0,0,1.49090909090909,0,6.84545454545455,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0897435897436,0,0,0,0,0,0,0,-2.96153846153846,0,0,5.57692307692308,0,-2.71794871794872,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07272727272727,0,0,0,0,0,-0.309090909090909,0,-1.45454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4175824175824,0,-1.45054945054945,0,0,0,0,-3.66666666666667,0,-0.705128205128205,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36263736263736,0,0,0,0,-1.66666666666667,0,-1.98717948717949,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,-0.818181818181818,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8974358974359,0,0,-1.53846153846154,0,-4.30769230769231,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4909090909091,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8333333333333,0,-3.91666666666667,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92307692307692,0,-0.448717948717949,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4230769230769,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57692307692308,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
