"Mike Trout_LAA","Hunter Pence_SF","Buster Posey_SF","Brandon Belt_SF","Eduardo Nunez_SF","Albert Pujols_LAA","Denard Span_SF","Joe Panik_SF","Lorenzo Cain_KC","Kole Calhoun_LAA","Eric Hosmer_KC","Brandon Crawford_SF","Cameron Maybin_LAA","Mike Moustakas_KC","Luis Valbuena_LAA","Alex Gordon_KC","Jefry Marte_LAA","Brandon Moss_KC","Jarrett Parker_SF","Jorge Soler_KC","Nick Hundley_SF","Whit Merrifield_KC","Peter O'Brien_KC","Yunel Escobar_LAA","Ben Revere_LAA","Salvador Perez_KC","Mac Williamson_SF","Andrelton Simmons_LAA","Kelby Tomlinson_SF","Cheslor Cuthbert_KC","Alcides Escobar_KC","Danny Espinosa_LAA","Paulo Orlando_KC","Billy Burns_KC","Gorkys Hernandez_SF","Ryan O'Hearn_KC","Conor Gillaspie_SF","Terrance Gore_KC","Christian Colon_KC","Martin Maldonado_LAA","Raul Mondesi_KC","Aaron Hill_SF","Carlos Perez_LAA","Chris Marrero_SF","Cliff Pennington_LAA","Drew Butera_KC"
21.6923076923077,0,0,0,0,2.57051282051282,0,0,0,-3.05128205128205,0,0,5.78205128205128,0,0,0,5.62179487179487,0,0,0,0,0,0,8.32051282051282,-0.205128205128205,0,0,-3.45512820512821,0,0,0,17.0961538461538,0,0,0,0,0,0,0,-0.83974358974359,0,0,2.40384615384615,0,-5.26923076923077,0
0,32.4615384615385,0,9.53846153846154,18.2307692307692,0,-1.84615384615385,3.38461538461538,0,0,0,11.9230769230769,0,0,0,0,0,0,-2.84615384615385,0,7.23076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53846153846154,0,-2.76923076923077,0,0,0,0,-3,0,13.3205128205128,0,0
0,13.6923076923077,39.478021978022,13.6538461538462,-0.461538461538462,0,-7.67582417582418,-5.8956043956044,0,0,0,1.32417582417582,0,0,0,0,0,0,-7.49450549450549,0,-11.9395604395604,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7032967032967,0,-3.97802197802198,0,0,0,0,14.0833333333333,0,-3.1025641025641,0,0
0,0,0,34.8846153846154,2.92307692307692,0,-3.96153846153846,-0.884615384615385,0,0,0,12.1923076923077,0,0,0,0,0,0,-2,0,-9.34615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38461538461539,0,-1.92307692307692,0,0,0,0,9.5,0,-5.20512820512821,0,0
0,0,0,0,57.6923076923077,0,-4.61538461538461,15.3076923076923,0,0,0,8.46153846153846,0,0,0,0,0,0,-11.3076923076923,0,7.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46153846153846,0,-1.84615384615385,0,0,0,0,-3.41666666666667,0,7.49358974358974,0,0
0,0,0,0,0,48.0897435897436,0,0,0,-6.47435897435897,0,0,-7.97435897435897,0,0,0,8.98076923076923,0,0,0,0,0,0,33.2564102564103,8.51923076923077,0,0,24.2692307692308,0,0,0,-4.08974358974359,0,0,0,0,0,0,0,-1.78846153846154,0,0,1.08974358974359,0,9.63461538461539,0
0,0,0,0,0,0,14.7087912087912,-6.58791208791209,0,0,0,5.24725274725275,0,0,0,0,0,0,11.6593406593407,0,2.36813186813187,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.16483516483517,0,3.32967032967033,0,0,0,0,-4.5,0,7.89102564102564,0,0
0,0,0,0,0,0,0,32.9945054945055,0,0,0,4.7967032967033,0,0,0,0,0,0,0.0989010989010989,0,6.81868131868132,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2637362637363,0,0.857142857142857,0,0,0,0,-9.75,0,-9.42307692307692,0,0
0,0,0,0,0,0,0,0,24.6181818181818,0,-1.00909090909091,0,0,-4.13636363636364,0,-0.263636363636364,0,-14.0727272727273,0,0,0,-5.72727272727273,0,0,0,-1.7,0,0,0,0.463636363636364,-1.73636363636364,0,-1.73636363636364,0,0,0,0,0,-1.34545454545455,0,12.2272727272727,0,0,0,0,0
0,0,0,0,0,0,0,0,0,36.6025641025641,0,0,13.0192307692308,0,0,0,-4.16025641025641,0,0,0,0,0,0,7.52564102564103,2.82692307692308,0,0,17.5769230769231,0,0,0,-7.77564102564103,0,0,0,0,0,0,0,5.09615384615385,0,0,-2.30769230769231,0,0.788461538461538,0
