"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Carlos Carrasco","P","CLE","@ SF",3.31,"Cain, R 5.46","R",3.65,0,0,6.2,10,1.09,NA,13400,42.1,20.6,21.26,21.26,"%",49,1.6,16.7,1.2
"Jacob deGrom","P","NYM","vs STL",3.46,"Leake, R 3.14","R",3.48,0,0,6,10.7,1.14,NA,12600,54.8,20.9,25.22,25.22,"%",29,2,18.2,1.4
"Zack Greinke","P","ARI","@ CIN",4.27,"Adleman, R 4.99","R",2.84,0,0,5.9,10.1,1,NA,11700,40.5,21.4,17.21,17.21,"%",46,1.5,4.65,0.4
"Gio Gonzalez","P","WSH","@ LAA",4.72,"Meyer, R 4.18","L",2.66,0,0,6.4,8.6,1.15,NA,10700,30.5,20,15.46,15.46,"%",62,1.4,5.95,0.6
"Sonny Gray","P","OAK","vs TB",4.1,"Faria, R 2.00","R",3.72,0,0,6,8.4,1.16,NA,9600,37.8,17.1,16.56,16.56,"%",38,1.7,20.85,2.2
"Jacob Faria","P","TB","@ OAK",4.4,"Gray, R 3.72","R",2,0,0,6.4,8.3,0.98,NA,9400,25.5,21.5,13.47,13.47,"%",72,1.4,5.25,0.6
"Dan Straily","P","MIA","vs PHI",3.48,"Pivetta, R 5.63","R",3.32,0,0,5.7,8.2,1.06,NA,9200,39.9,16.7,18.42,18.42,"%",36,2,10.65,1.2
"Gerrit Cole","P","PIT","vs MIL",3.9,"Davies, R 5.08","R",4.35,0,0,5.7,7.7,1.27,NA,8900,34.8,14.1,14.39,14.39,"%",28,1.6,30.15,3.4
"Jon Gray","P","COL","vs SD",4.67,"Richard, L 4.75","R",6.23,0,0,4.3,8.8,1.81,NA,8400,38.4,8.7,11.05,11.05,"%",0,1.3,18.1,2.2
"Justin Verlander","P","DET","@ KC",5.04,"Hammel, R 5.02","R",4.66,0,0,5.8,8.4,1.47,NA,7900,32.9,13.7,9.76,9.76,"%",16,1.2,23.55,3
"Kenta Maeda","P","LAD","@ CWS",4.1,"Rodon, L 4.32","R",4.38,0,0,4.9,8.8,1.18,NA,7800,31.3,14,11.88,11.88,"%",31,1.5,15.65,2
"Charlie Morton","P","HOU","vs SEA",4.19,"Paxton, L 3.19","R",4.06,0,0,5.7,10.3,1.34,NA,7700,29.6,18.1,15.32,15.32,"%",61,2,13.4,1.7
"James Paxton","P","SEA","@ HOU",4.31,"Morton, R 4.06","L",3.19,0,0,5.8,10.4,1.15,NA,7400,36.4,20.4,12.87,12.87,"%",42,1.7,27.55,3.7
"Drew Pomeranz","P","BOS","vs TOR",4.39,"Sanchez, R 3.94","L",3.75,0,0,5.3,9.8,1.35,NA,7200,33.5,16.9,14.37,14.37,"%",43,2,20.2,2.8
"Nick Pivetta","P","PHI","@ MIA",5.02,"Straily, R 3.32","R",5.63,0,0,5.3,9.5,1.48,NA,7100,31.3,12.3,9.25,9.25,"%",10,1.3,14.4,2
"Carlos Rodon","P","CWS","vs LAD",5.4,"Maeda, R 4.38","L",4.32,0,0,5.6,8.5,1.38,NA,7000,34,14.6,11.33,11.33,"%",22,1.6,0.25,0
"Alex Meyer","P","LAA","vs WSH",4.28,"Gonzalez, L 2.66","R",4.18,0,0,5,10.3,1.46,NA,6900,34.3,14.4,12.98,12.98,"%",26,1.9,32.55,4.7
"Zach Davies","P","MIL","@ PIT",5.1,"Cole, R 4.35","R",5.08,0,0,5.4,6,1.48,NA,6900,25.8,10.6,8.6,8.6,"%",19,1.2,18.35,2.7
"Aaron Sanchez","P","TOR","@ BOS",5.11,"Pomeranz, L 3.75","R",3.94,0,0,4.6,6.1,1.59,NA,6800,30.9,8.7,8.74,8.74,"%",0,1.3,0.4,0.1
"Jose Berrios","P","MIN","vs NYY",4.42,"Montgomery, L 3.78","R",3.7,0,0,6.1,8.6,1.15,NA,6700,36.1,18.5,13.31,13.31,"%",38,2,21,3.1
"Mike Leake","P","STL","@ NYM",4.55,"deGrom, R 3.48","R",3.14,0,0,6.4,6,1.19,NA,6600,26.7,15.1,9.98,9.98,"%",45,1.5,-9.5,NA
"R.A. Dickey","P","ATL","vs CHC",4.93,"Montgomery, L 3.65","R",3.92,0,0,6.1,6,1.34,NA,6500,30.5,12.7,10.96,10.96,"%",23,1.7,12.35,1.9
"Jason Hammel","P","KC","vs DET",4.96,"Verlander, R 4.66","R",5.02,0,0,5.6,7.2,1.47,NA,6400,26.8,11.1,10.68,10.68,"%",27,1.7,13.25,2.1
"Jordan Montgomery","P","NYY","@ MIN",4.58,"Berrios, R 3.70","L",3.78,0,0,5.6,8.5,1.27,NA,6200,25.4,15.6,10.96,10.96,"%",54,1.8,2.7,0.4
"Kevin Gausman","P","BAL","vs TEX",4.74,"Perez, L 4.55","R",6.39,0,0,5,7.9,1.79,NA,6100,34.3,8.5,9.84,9.84,"%",0,1.6,27.9,4.6
"Charlie Blackmon","OF","COL","vs SD",6.83,"Richard, L 4.75","L",0.32,0.405,0.279,0,0,0,1,5800,37.9,10.7,20.87,20.87,"%",60,3.6,28,4.8
"Mike Montgomery","P","CHC","@ ATL",4.57,"Dickey, R 3.92","L",3.65,0,0,2.8,7.4,1.35,NA,5700,21.5,6.4,8.32,8.32,"%",0,1.5,23.1,4.1
"Paul Goldschmidt","1B","ARI","@ CIN",5.23,"Adleman, R 4.99","R",0.315,0.435,0.264,0,0,0,4,5600,32.1,10.9,15.96,15.96,"%",63,2.9,8,1.4
"Nolan Arenado","3B","COL","vs SD",6.83,"Richard, L 4.75","R",0.302,0.38,0.247,0,0,0,3,5500,36.1,9.3,19.52,19.52,"%",56,3.5,58,10.5
"Anthony Rizzo","1B","CHC","@ ATL",4.93,"Dickey, R 3.92","L",0.257,0.389,0.263,0,0,0,3,5400,29.9,9.4,14.47,14.47,"%",59,2.7,0,NA
"Martin Perez","P","TEX","@ BAL",5.76,"Gausman, R 6.39","L",4.55,0,0,5.6,6.1,1.6,NA,5300,22.2,10.4,7.22,7.22,"%",28,1.4,6.7,1.3
"Mike Trout","OF","LAA","vs WSH",4.72,"Gonzalez, L 2.66","R",0.335,0.481,0.386,0,0,0,2,5300,26.8,12.2,12.83,12.83,"%",71,2.4,20,3.8
"Mookie Betts","OF","BOS","vs TOR",5.11,"Sanchez, R 3.94","R",0.265,0.351,0.202,0,0,0,1,5200,33.2,9.6,13.36,13.36,"%",48,2.6,14,2.7
"Timothy Adleman","P","CIN","vs ARI",5.23,"Greinke, R 2.84","R",4.99,0,0,5.2,8.3,1.37,NA,5200,27.2,12.2,9.28,9.28,"%",27,1.8,17.3,3.3
"George Springer","OF","HOU","vs SEA",4.31,"Paxton, L 3.19","R",0.299,0.402,0.276,0,0,0,1,5200,30.6,10.4,11.45,11.45,"%",54,2.2,8,1.5
"Jose Altuve","2B","HOU","vs SEA",4.31,"Paxton, L 3.19","R",0.351,0.421,0.207,0,0,0,2,5200,28.3,10.5,11.45,11.45,"%",60,2.2,6,1.2
"Freddie Freeman","1B/3B","ATL","vs CHC",4.57,"Montgomery, L 3.65","L",0.331,0.474,0.376,0,0,0,3,5200,30.7,12,11.63,11.63,"%",60,2.2,0,NA
"A.J. Pollock","OF","ARI","@ CIN",5.23,"Adleman, R 4.99","R",0.28,0.334,0.156,0,0,0,2,5100,29.6,8.5,13.7,13.7,"%",53,2.7,8,1.6
"Jake Lamb","3B","ARI","@ CIN",5.23,"Adleman, R 4.99","L",0.273,0.387,0.261,0,0,0,3,5100,29.8,9.3,13.7,13.7,"%",57,2.7,7,1.4
"Michael Conforto","OF","NYM","vs STL",4.55,"Leake, R 3.14","L",0.286,0.407,0.265,0,0,0,1,5100,30,8.7,11.4,11.4,"%",47,2.2,5,1
"Kris Bryant","3B","CHC","@ ATL",4.93,"Dickey, R 3.92","R",0.275,0.402,0.253,0,0,0,2,5100,31.4,9.5,13.42,13.42,"%",53,2.6,5,1
"Cody Bellinger","1B/OF","LAD","@ CWS",5.4,"Rodon, L 4.32","L",0.27,0.406,0.358,0,0,0,4,5000,35.9,10.3,14.52,14.52,"%",48,2.9,2,0.4
"Anthony Rendon","3B","WSH","@ LAA",4.28,"Meyer, R 4.18","R",0.319,0.431,0.272,0,0,0,6,5000,31.6,9.8,9.71,9.71,"%",44,1.9,2,0.4
