"Charlie Blackmon_COL","Carlos Gomez_TEX","Nolan Arenado_COL","Mike Napoli_TEX","Adrian Beltre_TEX","Ian Desmond_COL","Jose Abreu_CWS","Shin-Soo Choo_TEX","Mike Trout_LAA","Melky Cabrera_CWS","Mark Reynolds_COL","David Dahl_COL","Andrelton Simmons_LAA","Cameron Maybin_LAA","Nomar Mazara_TEX","Raimel Tapia_COL","Rougned Odor_TEX","Gerardo Parra_COL","Todd Frazier_CWS","DJ LeMahieu_COL","Eric Young_LAA","Elvis Andrus_TEX","Delino DeShields_TEX","CJ Cron_LAA","Trevor Story_COL","Joey Gallo_TEX","Carlos Gonzalez_COL","Avisail Garcia_CWS","Kole Calhoun_LAA","Yolmer Sanchez_CWS","Stephen Cardullo_COL","Pat Valaika_COL","Yoan Moncada_CWS","Albert Pujols_LAA","Robinson Chirinos_TEX","Jefry Marte_LAA","Matt Davidson_CWS","Willy Garcia_CWS","Adam Engel_CWS","Yunel Escobar_LAA","Leury Garcia_CWS","Tyler Saladino_CWS","Alen Hanson_CWS","Jacob May_CWS","Nick Franklin_LAA","Jordan Patterson_COL","Tim Anderson_CWS","Mike Tauchman_COL","Jonathan Lucroy_TEX","Ben Revere_LAA","Jurickson Profar_TEX","Charlie Tilson_CWS","Luis Valbuena_LAA","Dustin Garneau_COL","Martin Maldonado_LAA","Shane Robinson_LAA","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Ryan Hanigan_COL","Omar Narvaez_CWS","Kaleb Cowart_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Alexi Amarista_COL","Cristhian Adames_COL","Tom Murphy_COL","David Fletcher_LAA","Kevan Smith_CWS","Hanser Alberto_TEX","Geovany Soto_CWS","Cody Asche_CWS","Tony Wolters_COL","Drew Stubbs_TEX","Nolan Fontana_LAA","Ronald Guzman_TEX","Grant Green_CWS","Zack Collins_CWS","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Drew Robinson_TEX","Danny Espinosa_LAA"
78,0,75,0,0,46,0,0,0,0,70,0,0,0,0,18,0,31,0,71,0,0,0,0,60,0,61,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
0,53,0,49,17,0,0,46,0,0,0,0,0,0,44,0,52,0,0,0,0,50,28,0,0,43,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,14,0,0,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,78,0,0,47,0,0,0,0,70,0,0,0,0,18,0,33,0,71,0,0,0,0,59,0,60,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
0,49,0,64,21,0,0,55,0,0,0,0,0,0,52,0,63,0,0,0,0,61,39,0,0,53,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,13,0,0,0,0,0,6,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0,21,31,0,0,29,0,0,0,0,0,0,25,0,30,0,0,0,0,28,18,0,0,21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,5,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,47,0,0,49,0,0,0,0,42,0,0,0,0,12,0,12,0,47,0,0,0,0,33,0,35,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,73,0,0,69,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,64,0,39,0,0,0,0,0,0,53,20,19,0,42,25,9,8,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,30,0,9,13,0,0,0,0,0,0,0,0,0,0,0
0,46,0,55,29,0,0,72,0,0,0,0,0,0,60,0,71,0,0,0,0,68,42,0,0,62,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,17,0,0,0,0,0,7,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,44,0,0,0,43,35,0,0,0,0,0,0,0,0,0,19,0,0,0,0,40,0,0,0,0,37,0,22,0,0,0,29,0,0,0,0,0,0,0,0,0,16,0,0,14,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,3,0,34
0,0,0,0,0,0,69,0,0,70,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,61,0,39,0,0,0,0,0,0,51,18,19,0,39,23,9,6,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,28,0,10,12,0,0,0,0,0,0,0,0,0,0,0
