"Aaron Judge_NYY","Justin Smoak_TOR","Logan Morrison_TB","Anthony Rizzo_CHC","Gary Sanchez_NYY","Khris Davis_OAK","Didi Gregorius_NYY","Steven Souza_TB","Todd Frazier_CWS","Franklin Barreto_OAK","Matt Chapman_OAK","Brett Gardner_NYY","Jose Abreu_CWS","Jose Bautista_TOR","Yoan Moncada_CWS","Corey Dickerson_TB","Kris Bryant_CHC","Ian Happ_CHC","Josh Donaldson_TOR","Melky Cabrera_CWS","Yonder Alonso_OAK","Matt Holliday_NYY","Jacoby Ellsbury_NYY","Devon Travis_TOR","Chase Headley_NYY","Ryon Healy_OAK","Evan Longoria_TB","Willson Contreras_CHC","Jed Lowrie_OAK","Ben Zobrist_CHC","Brad Miller_TB","Kyle Schwarber_CHC","Aaron Hicks_NYY","Rajai Davis_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Wilson Ramos_TB","Kendrys Morales_TOR","Steve Pearce_TOR","Starlin Castro_NYY","Ronald Torreyes_NYY","Marcus Semien_OAK","Adam Engel_CWS","Trevor Plouffe_TB","Colby Rasmus_TB","Jason Heyward_CHC","Kevin Kiermaier_TB","Troy Tulowitzki_TOR","Greg Bird_NYY","Jesus Sucre_TB","Javier Baez_CHC","Mallex Smith_TB","Matt Duffy_TB","Ezequiel Carrera_TOR","Matt Davidson_CWS","Tim Beckham_TB","Miguel Montero_TOR","Kevin Pillar_TOR","Rob Refsnyder_NYY","Adam Rosales_OAK","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jon Jay_CHC","Jeimer Candelario_CHC","Addison Russell_CHC","Mark Zagunis_CHC","Tyler Austin_NYY","Dalton Pompey_TOR","Rowdy Tellez_TOR","Matt Joyce_OAK","Tyler Saladino_CWS","Mark Canha_OAK","Tim Anderson_CWS","Jake Bauers_TB","Chris Carter_NYY","Austin Romine_NYY","Mason Williams_NYY","Richard Urena_TOR","Alen Hanson_CWS","Jacob May_CWS","Joey Wendle_OAK","Russell Martin_TOR","Jarrod Saltalamacchia_TOR","Harold Ramirez_TOR","Peter Bourjos_TB","Derek Norris_TB","Tommy La Stella_CHC","Darwin Barney_TOR","Darrell Ceciliani_TOR","Gleyber Torres_NYY","Jake Smolinski_OAK","Avisail Garcia_CWS","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Rickie Weeks_TB","Albert Almora_CHC","Chris Coghlan_TOR","Anthony Alford_TOR","Clint Frazier_NYY","Dustin Fowler_NYY","Charlie Tilson_CWS","Adeiny Hechavarria_TB","Curt Casali_TB","Victor Caratini_CHC","Dwight Smith_TOR","Willy Garcia_CWS","Matt Olson_OAK","Daniel Robertson_TB","Ryan Goins_TOR","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Kevan Smith_CWS","Shane Peterson_TB","Kyle Higashioka_NYY","Cody Asche_CWS","Taylor Featherston_TB","Eloy Jimenez_CHC","Geovany Soto_CWS","Josh Phegley_OAK","Chad Pinder_OAK","Luke Maile_TOR","Jaff Decker_OAK","Willy Adames_TB","Mike Ohlman_TOR","Ian Parmley_TOR","Grant Green_CWS","Omar Narvaez_CWS","Zack Collins_CWS"
99.1091891891892,0,0,0,28.1444444444444,0,0.93577648766328,0,0,0,0,14.485119047619,0,0,0,0,0,0,0,0,0,22.4409701928697,-2.23044096728307,0,1.83435739887353,0,0,0,0,0,0,0,6.1256038647343,0,0,0,0,0,0,29.6690079016681,16.877667140825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,7.11969696969697,3.34753787878788,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77.925153643547,0,0,0,0,0,0,0,0,0,0,0,-2.14596136962248,0,0,0,0,22.9302521008403,0,0,0,0,24.1315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1774193548387,13.0504926108374,0,0,0,0,0,0,0,0,12.5487179487179,0,0,0,0,0,4.81932773109244,0,0,0,-2.38690476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6688815060908,-2.5,0,0,0,0,-6.62941176470588,0,0,0,0,0,0,0,0,-6.33333333333333,0,0,0,0,0,0,0,-21.3333333333333,0,0,0,-7.20325203252033,0,0,0,0,0,0,0,0,0,0,0,0,-9.98731884057971,0,0,17,0,0,0,0
0,0,72.7907075873828,0,0,0,0,18.8656795346378,0,0,0,0,0,0,0,13.8276442307692,0,0,0,0,0,0,0,0,0,0,21.3597919493442,0,0,0,23.6177248677249,0,0,0,0,0,104,0,0,0,0,0,0,7.65,-11.2008547008547,0,2.69946808510638,0,0,11.7489177489177,0,5.05833333333333,0,0,0,-13.6729323308271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.87121212121212,19.1589147286822,0,0,0,0,0,0,0,0,22.7692307692308,0,0,0,0,0,0,-79.3333333333333,0,0,0,0,0,-6.44462901439646,0,0,0,0,0,20.2884615384615,0,0,-8.40476190476191,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,63.2100900900901,0,0,0,0,0,0,0,0,0,0,0,0,13.4646619841967,23.4219219219219,0,0,0,0,0,0,0,0,0,22.1342525399129,0,4.31313131313131,0,8.15686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8273469387755,0,0,0,0,3.41649831649832,0,0,0,0,0,0,0,0,0,0,0,18.6354838709677,27.7,7.18965517241379,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,-1.85126050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.1444444444444,0,0,0,88.2548758865248,0,2.3054587688734,0,0,0,0,5.62727272727273,0,0,0,0,0,0,0,0,0,31.4932432432432,-8.65367965367965,0,3.25320512820513,0,0,0,0,0,0,0,18.179435483871,0,0,0,0,0,0,35.4589743589744,-0.147619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.5,0,0,0,0,0,0,0,10.8427419354839,-2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,62.4467275494673,0,0,0,-11.0357142857143,-23.1666666666667,0,0,0,0,0,0,0,0,0,-6.28856624319419,0,0,0,0,-0.166812993854258,0,0,0.344414292175486,0,0,0,0,-0.583509513742072,-1.21895424836601,0,0,0,0,0,0,-2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18085106382979,0,0,0,0,0,0,0,0,0,6.98961038961039,0,-1.14619883040936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,-45.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,5.16666666666667,8.49831932773109,0,-8.5,0,0,0,0,0,0
0.93577648766328,0,0,0,2.3054587688734,0,52.6444444444444,0,0,0,0,12.0244897959184,0,0,0,0,0,0,0,0,0,13.063122923588,-13.7272727272727,0,-4.65221987315011,0,0,0,0,0,0,0,-0.720483641536273,0,0,0,0,0,0,10.2797101449275,16.2315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83333333333333,0,0,0,0,0,0,0,10.3947368421053,15.5116959064327,-48.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.8656795346378,0,0,0,0,70.2100456621005,0,0,0,0,0,0,0,4.13752913752914,0,0,0,0,0,0,0,0,0,0,8.64906832298137,0,0,0,22.8165024630542,0,0,0,0,0,72,0,0,0,0,0,0,-5,-7.97402597402597,0,13.6734693877551,0,0,23.4916666666667,0,28.5166666666667,0,0,0,7.44182971972501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526315789473684,-6.62236987818383,0,0,0,0,0,0,0,0,5.05263157894737,0,0,0,0,0,0,23.6666666666667,0,0,0,0,0,3.93579931972789,0,0,0,0,0,3.11363636363636,0,0,-8.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58.388418826018,0,0,0,1.78661202185792,0,0,0,0,0,0,5.26212741087084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3166666666667,0,0,0,0,0,0,0,0,0,0,0,3.45665961945032,0,0,0,0,0,-0.351260504201681,2.65714285714286,0,0,0,0,0,0,0,0,4.40058479532164,0,22.4493361285814,0,0,0,0,0,-8.16666666666667,6.56666666666667,0,0,0,0,0,0,0,0,0,0,0,25.3343815513627,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35294117647059,0,0,0,0,0,0,5.51076923076923,0,0,7.77777777777778,0,0,14.7083333333333,0,0,0,0,0,0,0,0,6.09605911330049,0
0,0,0,0,0,-11.0357142857143,0,0,0,81.9285714285714,30,0,0,0,0,0,0,0,0,0,73.1333333333333,0,0,0,0,-13,0,0,-4.33333333333333,0,0,0,0,0.8,29.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8333333333333,0,0,0,0,0,0,0,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,0,0,0,0,0,0,0,0,0,0,0,0,95.4,0,0,0,0,0,0,0,0,0,0,0,0,-3.58333333333333,0,0,0,0,0,0,0,0,0
