"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Yu Darvish","P","TEX","@ SEA",3.65,"Gallardo, R 5.08","R",2.79,0,0,6.4,9.6,1.06,NA,11200,41.6,22.1,19.95,19.95,"%",51,1.8,17.75,1.6
"Stephen Strasburg","P","WSH","@ PHI",3.6,"Pivetta, R 3.60","R",3.09,0,0,7,8,1,NA,10600,30.4,20.8,16.75,16.75,"%",67,1.6,21.95,2.1
"Dallas Keuchel","P","HOU","@ LAA",3.55,"Chavez, R 4.80","L",1.21,0,0,7.4,7.3,0.81,NA,10400,29.4,26.8,20.84,20.84,"%",84,2,12.6,1.2
"Michael Pineda","P","NYY","@ CHC",3.48,"Hendricks, R 4.18","R",3.14,0,0,5.7,11.7,1.05,NA,10500,40.7,22.5,17.76,17.76,"%",49,1.7,18.5,1.8
"Danny Salazar","P","CLE","@ KC",3.52,"Hammel, R 6.65","R",4.34,0,0,5.8,13,1.38,NA,10000,26.1,20.8,17.03,17.03,"%",78,1.7,14.5,1.5
"Kyle Hendricks","P","CHC","vs NYY",3.02,"Pineda, R 3.14","R",4.18,0,0,5.6,7.1,1.18,NA,10000,34.2,13.8,22.55,22.55,"%",58,2.3,16.6,1.7
"Kenta Maeda","P","LAD","@ SD",3.28,"Chacin, R 6.09","R",6.58,0,0,5.2,9.3,1.35,NA,9800,33.5,12.3,16.34,16.34,"%",30,1.7,21.65,2.2
"Chris Archer","P","TB","vs TOR",3.3,"Liriano, L 3.97","R",3.43,0,0,6.6,8.5,1.27,NA,9600,31.3,18.3,20.61,20.61,"%",71,2.1,26.5,2.8
"Francisco Liriano","P","TOR","@ TB",4.2,"Archer, R 3.43","L",3.97,0,0,4.5,10,1.54,NA,8200,42.2,13.5,13.52,13.52,"%",0,1.6,5.65,0.7
"Michael Fulmer","P","DET","@ OAK",3.98,"Triggs, R 1.84","R",3.19,0,0,6.2,7.5,1,NA,8000,27.1,17.5,14.32,14.32,"%",63,1.8,32,4
"Lance Lynn","P","STL","@ ATL",4.41,"Foltynewicz, R 2.81","R",2.45,0,0,5.9,7.6,1.09,NA,7800,28.5,18.3,12.35,12.35,"%",56,1.6,24.7,3.2
