"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",11300,"LAD@COL 08:40PM ET",26.071,"LAD","COL",28.1,23.1,23.9885,NA,18.95
"SP","Danny Duffy",8600,"BAL@KC 08:15PM ET",13.379,"KC","BAL",19.39,15.7,17.599,NA,17.75
"SP","Miguel Gonzalez",8000,"SD@CWS 08:10PM ET",15.675,"CWS","SD",18.18,15.4,14.152,NA,-1.95
"SP","Matt Garza",7700,"NYM@MIL 08:10PM ET",17.05,"MIL","NYM",14.39,11.7,11.667,NA,17.3
"SP","Dylan Bundy",7500,"BAL@KC 08:15PM ET",18.193,"BAL","KC",21.31,16.3,14.242,NA,22.5
"SP","Mike Leake",7300,"CHC@STL 08:15PM ET",20.325,"STL","CHC",16.24,14.3,14.551,NA,14.7
"SP","Andrew Cashner",7000,"OAK@TEX 08:05PM ET",10.18,"TEX","OAK",14.36,10.1,12.131,NA,11.9
"SP","Matt Harvey",6900,"NYM@MIL 08:10PM ET",8.364,"NYM","MIL",16.54,13.8,18.42,NA,6.65
"SP","Jesse Hahn",6800,"OAK@TEX 08:05PM ET",15.642,"OAK","TEX",12.14,11.6,10.688,NA,15.55
"SP","Jhoulys Chacin",6600,"SD@CWS 08:10PM ET",9.056,"SD","CWS",12.16,15.3,13.404,NA,16.85
"SP","Tyler Chatwood",5700,"LAD@COL 08:40PM ET",14.036,"COL","LAD",8.65,11.4,10.24,NA,5.75
"SP","Eddie Butler",5200,"CHC@STL 08:15PM ET",0,"CHC","STL",11.29,9.6,7.583,NA,24.5
