"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Chris Sale",14200,"BOS@NYY 08:08PM ET",30.404,"BOS","NYY",31.85,25.9,25.8925,NA,34.15
"SP","Jordan Montgomery",6800,"BOS@NYY 08:08PM ET",15.231,"NYY","BOS",12.46,10.9,13.906,NA,15
"SP","AJ Cole",6500,"SF@WAS 07:05PM ET",9.467,"WAS","SF",15.99,12.8,14.784,NA,14.1
"RP","Chris Stratton",4600,"SF@WAS 07:05PM ET",3.67,"SF","WAS",NA,13.2,8.664,NA,35.4
