Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev
RB,David Johnson (7941961),David Johnson,7941961,10100,NO@Ari 04:05PM ET,Ari
RB,Le'Veon Bell (7941994),Le'Veon Bell,7941994,9800,Pit@Cin 01:00PM ET,Pit
RB,LeSean McCoy (7941911),LeSean McCoy,7941911,8900,Cle@Buf 01:00PM ET,Buf
WR,Antonio Brown (7942140),Antonio Brown,7942140,8400,Pit@Cin 01:00PM ET,Pit
WR,Mike Evans (7942019),Mike Evans,7942019,8300,TB@Dal 08:30PM ET,TB
RB,Ezekiel Elliott (7941896),Ezekiel Elliott,7941896,8200,TB@Dal 08:30PM ET,Dal
WR,Julio Jones (7942105),Julio Jones,7942105,8100,SF@Atl 04:05PM ET,Atl
WR,Odell Beckham Jr. (7942076),Odell Beckham Jr.,7942076,8000,Det@NYG 01:00PM ET,NYG
WR,A.J. Green (7942141),A.J. Green,7942141,7400,Pit@Cin 01:00PM ET,Cin
WR,Jordy Nelson (7941998),Jordy Nelson,7941998,7300,GB@Chi 01:00PM ET,GB
QB,Matt Ryan (7941859),Matt Ryan,7941859,7300,SF@Atl 04:05PM ET,Atl
WR,T.Y. Hilton (7942081),T.Y. Hilton,7942081,7200,Ind@Min 01:00PM ET,Ind
QB,Aaron Rodgers (7941812),Aaron Rodgers,7941812,7100,GB@Chi 01:00PM ET,GB
WR,Amari Cooper (7942135),Amari Cooper,7942135,7100,Oak@SD 04:25PM ET,Oak
WR,Larry Fitzgerald (7942089),Larry Fitzgerald,7942089,7000,NO@Ari 04:05PM ET,Ari
RB,DeMarco Murray (7941927),DeMarco Murray,7941927,6900,Ten@KC 01:00PM ET,Ten
WR,Dez Bryant (7942012),Dez Bryant,7942012,6800,TB@Dal 08:30PM ET,Dal
RB,Devonta Freeman (7941969),Devonta Freeman,7941969,6700,SF@Atl 04:05PM ET,Atl
QB,Tom Brady (7941864),Tom Brady,7941864,6700,NE@Den 04:25PM ET,NE
QB,Drew Brees (7941855),Drew Brees,7941855,6600,NO@Ari 04:05PM ET,NO
WR,Emmanuel Sanders (7942117),Emmanuel Sanders,7942117,6600,NE@Den 04:25PM ET,Den
QB,Ben Roethlisberger (7941874),Ben Roethlisberger,7941874,6600,Pit@Cin 01:00PM ET,Pit
QB,Marcus Mariota (7941843),Marcus Mariota,7941843,6500,Ten@KC 01:00PM ET,Ten
WR,Golden Tate (7942072),Golden Tate,7942072,6500,Det@NYG 01:00PM ET,Det
RB,Melvin Gordon (7941986),Melvin Gordon,7941986,6500,Oak@SD 04:25PM ET,SD
QB,Andrew Luck (7941853),Andrew Luck,7941853,6400,Ind@Min 01:00PM ET,Ind
WR,Michael Thomas (7942098),Michael Thomas,7942098,6400,NO@Ari 04:05PM ET,NO
QB,Matthew Stafford (7941847),Matthew Stafford,7941847,6300,Det@NYG 01:00PM ET,Det
WR,Demaryius Thomas (7942119),Demaryius Thomas,7942119,6300,NE@Den 04:25PM ET,Den
QB,Derek Carr (7941872),Derek Carr,7941872,6300,Oak@SD 04:25PM ET,Oak
QB,Dak Prescott (7941820),Dak Prescott,7941820,6200,TB@Dal 08:30PM ET,Dal
WR,Stefon Diggs (7942085),Stefon Diggs,7942085,6200,Ind@Min 01:00PM ET,Min
WR,Brandin Cooks (7942095),Brandin Cooks,7942095,6200,NO@Ari 04:05PM ET,NO
QB,Philip Rivers (7941870),Philip Rivers,7941870,6200,Oak@SD 04:25PM ET,SD
WR,Davante Adams (7942007),Davante Adams,7942007,6100,GB@Chi 01:00PM ET,GB
QB,Jameis Winston (7941821),Jameis Winston,7941821,6100,TB@Dal 08:30PM ET,TB
WR,Julian Edelman (7942118),Julian Edelman,7942118,6100,NE@Den 04:25PM ET,NE
RB,Jordan Howard (7941887),Jordan Howard,7941887,6000,GB@Chi 01:00PM ET,Chi
WR,Alshon Jeffery (7942002),Alshon Jeffery,7942002,6000,GB@Chi 01:00PM ET,Chi
QB,Carson Palmer (7941856),Carson Palmer,7941856,6000,NO@Ari 04:05PM ET,Ari
WR,Sammy Watkins (7942041),Sammy Watkins,7942041,5900,Cle@Buf 01:00PM ET,Buf
TE,Travis Kelce (7942185),Travis Kelce,7942185,5900,Ten@KC 01:00PM ET,KC
RB,Carlos Hyde (7941967),Carlos Hyde,7941967,5900,SF@Atl 04:05PM ET,SF
WR,Michael Crabtree (7942127),Michael Crabtree,7942127,5900,Oak@SD 04:25PM ET,Oak
QB,Colin Kaepernick (7941861),Colin Kaepernick,7941861,5800,SF@Atl 04:05PM ET,SF
RB,Latavius Murray (7941982),Latavius Murray,7941982,5800,Oak@SD 04:25PM ET,Oak
WR,Tyrell Williams (7942134),Tyrell Williams,7942134,5800,Oak@SD 04:25PM ET,SD
QB,Tyrod Taylor (7941829),Tyrod Taylor,7941829,5700,Cle@Buf 01:00PM ET,Buf
QB,Joe Flacco (7941835),Joe Flacco,7941835,5700,Phi@Bal 01:00PM ET,Bal
RB,Spencer Ware (7941930),Spencer Ware,7941930,5700,Ten@KC 01:00PM ET,KC
WR,Tyreek Hill (7942067),Tyreek Hill,7942067,5700,Ten@KC 01:00PM ET,KC
QB,Eli Manning (7941845),Eli Manning,7941845,5600,Det@NYG 01:00PM ET,NYG
WR,Willie Snead (7942094),Willie Snead,7942094,5600,NO@Ari 04:05PM ET,NO
WR,Taylor Gabriel (7942113),Taylor Gabriel,7942113,5600,SF@Atl 04:05PM ET,Atl
RB,Jeremy Hill (7941997),Jeremy Hill,7941997,5600,Pit@Cin 01:00PM ET,Cin
TE,Tyler Eifert (7942235),Tyler Eifert,7942235,5600,Pit@Cin 01:00PM ET,Cin
WR,Donte Moncrief (7942083),Donte Moncrief,7942083,5500,Ind@Min 01:00PM ET,Ind
QB,Andy Dalton (7941875),Andy Dalton,7941875,5500,Pit@Cin 01:00PM ET,Cin
RB,DeAngelo Williams (7941990),DeAngelo Williams,7941990,5500,Pit@Cin 01:00PM ET,Pit
