Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
RB,David Johnson (7852233),David Johnson,7852233,9500,Was@Ari 04:25PM ET,Ari
RB,Le'Veon Bell (7852224),Le'Veon Bell,7852224,9200,NYG@Pit 04:25PM ET,Pit
WR,Antonio Brown (7852363),Antonio Brown,7852363,9100,NYG@Pit 04:25PM ET,Pit
WR,Julio Jones (7852259),Julio Jones,7852259,8700,KC@Atl 01:00PM ET,Atl
WR,Mike Evans (7852390),Mike Evans,7852390,8600,TB@SD 04:25PM ET,TB
WR,Odell Beckham Jr. (7852366),Odell Beckham Jr.,7852366,8500,NYG@Pit 04:25PM ET,NYG
RB,LeSean McCoy (7852212),LeSean McCoy,7852212,7800,Buf@Oak 04:05PM ET,Buf
QB,Drew Brees (7852075),Drew Brees,7852075,7600,Det@NO 01:00PM ET,NO
QB,Tom Brady (7852080),Tom Brady,7852080,7500,LA@NE 01:00PM ET,NE
WR,A.J. Green (7852315),A.J. Green,7852315,7500,Phi@Cin 01:00PM ET,Cin
QB,Ben Roethlisberger (7852118),Ben Roethlisberger,7852118,7400,NYG@Pit 04:25PM ET,Pit
WR,Amari Cooper (7852357),Amari Cooper,7852357,7300,Buf@Oak 04:05PM ET,Oak
RB,Melvin Gordon (7852242),Melvin Gordon,7852242,7200,TB@SD 04:25PM ET,SD
WR,Larry Fitzgerald (7852371),Larry Fitzgerald,7852371,7100,Was@Ari 04:25PM ET,Ari
QB,Matthew Stafford (7852078),Matthew Stafford,7852078,7000,Det@NO 01:00PM ET,Det
WR,Jordy Nelson (7852302),Jordy Nelson,7852302,7000,Hou@GB 01:00PM ET,GB
WR,Michael Thomas (7852276),Michael Thomas,7852276,6900,Det@NO 01:00PM ET,NO
RB,Jordan Howard (7852208),Jordan Howard,7852208,6900,SF@Chi 01:00PM ET,Chi
QB,Matt Ryan (7852070),Matt Ryan,7852070,6800,KC@Atl 01:00PM ET,Atl
WR,Julian Edelman (7852280),Julian Edelman,7852280,6800,LA@NE 01:00PM ET,NE
QB,Aaron Rodgers (7852091),Aaron Rodgers,7852091,6700,Hou@GB 01:00PM ET,GB
RB,Jay Ajayi (7852194),Jay Ajayi,7852194,6700,Mia@Bal 01:00PM ET,Mia
WR,Doug Baldwin (7852395),Doug Baldwin,7852395,6700,Car@Sea 08:30PM ET,Sea
WR,Demaryius Thomas (7852292),Demaryius Thomas,7852292,6600,Den@Jax 01:00PM ET,Den
QB,Cam Newton (7852135),Cam Newton,7852135,6600,Car@Sea 08:30PM ET,Car
TE,Rob Gronkowski (7852421),Rob Gronkowski,7852421,6500,LA@NE 01:00PM ET,NE
QB,Derek Carr (7852114),Derek Carr,7852114,6500,Buf@Oak 04:05PM ET,Oak
QB,Philip Rivers (7852129),Philip Rivers,7852129,6500,TB@SD 04:25PM ET,SD
RB,Spencer Ware (7852141),Spencer Ware,7852141,6400,KC@Atl 01:00PM ET,KC
WR,Brandin Cooks (7852274),Brandin Cooks,7852274,6400,Det@NO 01:00PM ET,NO
QB,Kirk Cousins (7852126),Kirk Cousins,7852126,6400,Was@Ari 04:25PM ET,Was
TE,Jordan Reed (7852478),Jordan Reed,7852478,6400,Was@Ari 04:25PM ET,Was
WR,Davante Adams (7852308),Davante Adams,7852308,6300,Hou@GB 01:00PM ET,GB
QB,Russell Wilson (7852136),Russell Wilson,7852136,6300,Car@Sea 08:30PM ET,Sea
WR,Golden Tate (7852270),Golden Tate,7852270,6200,Det@NO 01:00PM ET,Det
QB,Jameis Winston (7852132),Jameis Winston,7852132,6200,TB@SD 04:25PM ET,TB
WR,Kelvin Benjamin (7852402),Kelvin Benjamin,7852402,6200,Car@Sea 08:30PM ET,Car
RB,Devonta Freeman (7852143),Devonta Freeman,7852143,6100,KC@Atl 01:00PM ET,Atl
QB,Colin Kaepernick (7852106),Colin Kaepernick,7852106,6100,SF@Chi 01:00PM ET,SF
WR,Tyrell Williams (7852393),Tyrell Williams,7852393,6100,TB@SD 04:25PM ET,SD
RB,Mark Ingram (7852150),Mark Ingram,7852150,6000,Det@NO 01:00PM ET,NO
WR,DeAndre Hopkins (7852305),DeAndre Hopkins,7852305,6000,Hou@GB 01:00PM ET,Hou
WR,Alshon Jeffery (7852340),Alshon Jeffery,7852340,6000,SF@Chi 01:00PM ET,Chi
WR,Michael Crabtree (7852349),Michael Crabtree,7852349,6000,Buf@Oak 04:05PM ET,Oak
QB,Carson Palmer (7852123),Carson Palmer,7852123,6000,Was@Ari 04:25PM ET,Ari
WR,Emmanuel Sanders (7852290),Emmanuel Sanders,7852290,5900,Den@Jax 01:00PM ET,Den
QB,Eli Manning (7852117),Eli Manning,7852117,5900,NYG@Pit 04:25PM ET,NYG
RB,Thomas Rawls (7852251),Thomas Rawls,7852251,5900,Car@Sea 08:30PM ET,Sea
RB,Theo Riddick (7852151),Theo Riddick,7852151,5800,Det@NO 01:00PM ET,Det
WR,Allen Robinson (7852301),Allen Robinson,7852301,5800,Den@Jax 01:00PM ET,Jax
WR,Jamison Crowder (7852379),Jamison Crowder,7852379,5800,Was@Ari 04:25PM ET,Was
WR,Jordan Matthews (7852317),Jordan Matthews,7852317,5700,Phi@Cin 01:00PM ET,Phi
WR,Steve Smith Sr. (7852325),Steve Smith Sr.,7852325,5700,Mia@Bal 01:00PM ET,Bal
QB,Tyrod Taylor (7852111),Tyrod Taylor,7852111,5700,Buf@Oak 04:05PM ET,Buf
RB,DeAngelo Williams (7852219),DeAngelo Williams,7852219,5700,NYG@Pit 04:25PM ET,Pit
RB,Doug Martin (7852237),Doug Martin,7852237,5700,TB@SD 04:25PM ET,TB
RB,Lamar Miller (7852178),Lamar Miller,7852178,5600,Hou@GB 01:00PM ET,Hou
WR,DeVante Parker (7852331),DeVante Parker,7852331,5600,Mia@Bal 01:00PM ET,Mia
RB,LeGarrette Blount (7852160),LeGarrette Blount,7852160,5500,LA@NE 01:00PM ET,NE
QB,Ryan Tannehill (7852104),Ryan Tannehill,7852104,5500,Mia@Bal 01:00PM ET,Mia
WR,Sammy Watkins (7852356),Sammy Watkins,7852356,5500,Buf@Oak 04:05PM ET,Buf
TE,Jimmy Graham (7852491),Jimmy Graham,7852491,5500,Car@Sea 08:30PM ET,Sea
QB,Alex Smith (7852071),Alex Smith,7852071,5400,KC@Atl 01:00PM ET,KC
WR,Randall Cobb (7852303),Randall Cobb,7852303,5400,Hou@GB 01:00PM ET,GB
WR,Jarvis Landry (7852330),Jarvis Landry,7852330,5400,Mia@Bal 01:00PM ET,Mia
RB,Latavius Murray (7852213),Latavius Murray,7852213,5400,Buf@Oak 04:05PM ET,Oak
WR,Jeremy Maclin (7852257),Jeremy Maclin,7852257,5300,KC@Atl 01:00PM ET,KC
QB,Carson Wentz (7852100),Carson Wentz,7852100,5300,Phi@Cin 01:00PM ET,Phi
TE,Tyler Eifert (7852442),Tyler Eifert,7852442,5300,Phi@Cin 01:00PM ET,Cin
QB,Joe Flacco (7852102),Joe Flacco,7852102,5300,Mia@Bal 01:00PM ET,Bal
RB,Carlos Hyde (7852203),Carlos Hyde,7852203,5300,SF@Chi 01:00PM ET,SF
RB,Ameer Abdullah (7852155),Ameer Abdullah,7852155,5200,Det@NO 01:00PM ET,Det
QB,Brock Osweiler (7852093),Brock Osweiler,7852093,5200,Hou@GB 01:00PM ET,Hou
QB,Andy Dalton (7852097),Andy Dalton,7852097,5200,Phi@Cin 01:00PM ET,Cin
WR,Dontrelle Inman (7852383),Dontrelle Inman,7852383,5200,TB@SD 04:25PM ET,SD
