"Dexter Fowler_STL","Ian Kinsler_DET","Tommy Pham_STL","JD Martinez_DET","Justin Upton_DET","Andrew McCutchen_PIT","Josh Harrison_PIT","Starling Marte_PIT","Stephen Piscotty_STL","Alex Avila_DET","Jedd Gyorko_STL","Adam Frazier_PIT","Matt Carpenter_STL","Wil Myers_SD","Yadier Molina_STL","Josh Bell_PIT","Miguel Cabrera_DET","Randal Grichuk_STL","Gregory Polanco_PIT","Paul DeJong_STL","Victor Martinez_DET","Jose Pirela_SD","Ryan Schimpf_SD","Yangervis Solarte_SD","Hunter Renfroe_SD","Nicholas Castellanos_DET","Manuel Margot_SD","Jordy Mercer_PIT","Alex Dickerson_SD","Cory Spangenberg_SD","Franchy Cordero_SD","David Freese_PIT","Aledmys Diaz_STL","Jose Osuna_PIT","John Jaso_PIT","Jose Martinez_STL","Kolten Wong_STL","John Hicks_DET","Mikie Mahtook_DET","Travis Jankowski_SD","Austin Hedges_SD","Harrison Bader_STL","Erick Aybar_SD","Matt Szczur_SD","JaCoby Jones_DET","Francisco Cervelli_PIT","Chad Huffman_STL","Andrew Romine_DET","Chase d'Arnaud_SD","Dixon Machado_DET","Tyler Collins_DET","Danny Ortiz_PIT","Jacob Stallings_PIT","Kevin Newman_PIT","Christian Bethancourt_SD","James McCann_DET","Jose Rondon_SD","Allen Cordoba_SD","Luis Urias_SD","Elias Diaz_PIT","Magneuris Sierra_STL","Jim Adduci_DET","Alex Presley_DET","Greg Garcia_STL","Carson Kelly_STL","Jose Iglesias_DET","Eric Fryer_STL","Phil Gosselin_PIT","Chris Bostick_PIT","Jabari Blash_SD","Carlos Asuaje_SD","Hector Sanchez_SD","Gift Ngoepe_PIT","Max Moroff_PIT","John Bormann_PIT","Matt den Dekker_DET","Luis Torrens_SD","Chris Stewart_PIT"
64.8315184513007,0,6.04761904761905,0,0,0,0,0,7.2479674796748,0,-4.66328502415459,0,-7.71945701357466,0,6.51147959183673,0,0,-2.4758064516129,0,28.3639705882353,0,0,0,0,0,0,0,0,0,0,0,0,-4.43450980392157,0,0,0.39047619047619,3.01290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13.9,0,0,-4.52777777777778,0,0,0,0,0,0,0,0,0,0,0
0,54.4007843137255,0,25.1269841269841,9.54565602836879,0,0,0,0,21.0817204301075,0,0,0,0,0,0,13,0,0,0,12.3903846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.11904761904762,-15.7166666666667,0,0,0,0,0,-4.66666666666667,0,0,15.0474308300395,0,10.6666666666667,13.0849802371542,0,0,0,0,20.8783068783069,0,0,0,0,0,31.8571428571429,-6.65277777777778,0,0,-6.075,0,0,0,0,0,0,0,0,0,0,0,0
6.04761904761905,0,86.3078078078078,0,0,0,0,0,-8.69005847953216,0,23.717803030303,0,8.48571428571429,0,-5.05788177339902,0,0,-6.78030303030303,0,13.2352941176471,0,0,0,0,0,0,0,0,0,0,0,0,-7.43844696969697,0,0,3.28181818181818,6.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,8.26666666666667,0,0,2.41071428571429,0,0,0,0,0,0,0,0,0,0,0
0,25.1269841269841,0,109.621428571429,31.6134453781513,0,0,0,0,16.395256916996,0,0,0,0,0,0,33.3422459893048,0,0,0,33.5434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9285714285714,9.80909090909091,0,0,0,0,0,0,0,0,-0.978021978021978,0,39.6805555555556,-52,0,0,0,0,21.2,0,0,0,0,0,0,-4.51515151515152,0,0,16.5645161290323,0,0,0,0,0,0,0,0,0,0,0,0
0,9.54565602836879,0,31.6134453781513,63.7633879781421,0,0,0,0,14.6697478991597,0,0,0,0,0,0,3.91673469387755,0,0,0,-0.836262719703978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.11764705882353,0,0,0,0,0,2.55357142857143,0,0,11.4290322580645,0,0.96969696969697,-0.22463768115942,0,0,0,0,6.54731182795699,0,0,0,0,0,33.0777777777778,10.1136363636364,0,0,1.52413273001508,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,65.8092625109745,3.11034306195597,10.8272727272727,0,0,0,5.90426829268293,0,0,0,-0.86031560490941,0,0,-3.22941176470588,0,0,0,0,0,0,0,0,11.0106646825397,0,0,0,14.7710453283996,0,28.1789473684211,3.38666666666667,0,0,0,0,0,0,0,0,0,0,8.78048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,0,0,0,12.5151515151515
0,0,0,0,0,3.11034306195597,47.9600961538462,22.5833333333333,0,0,0,16.4317211948791,0,0,0,2.41818181818182,0,0,-6.35522664199815,0,0,0,0,0,0,0,0,6.90846994535519,0,0,0,5.00757575757576,0,8.22142857142857,1.71739130434783,0,0,0,0,0,0,0,0,0,0,12.7726045883941,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,0,0,0,-11.9090909090909
0,0,0,0,0,10.8272727272727,22.5833333333333,107.672727272727,0,0,0,40.4027777777778,0,0,0,23.4166666666667,0,0,-2.97619047619048,0,0,0,0,0,0,0,0,0.8,0,0,0,-21.5416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25
7.2479674796748,0,-8.69005847953216,0,0,0,0,0,45.1054579093432,0,2.45714285714286,0,-5.16376306620209,0,3.61111111111111,0,0,-3.68577075098814,0,-22.7,0,0,0,0,0,0,0,0,0,0,0,0,-4.14329268292683,0,0,-17.0238095238095,-7.92153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16025641025641,0,0,-2.53333333333333,0,0,0,0,0,0,0,0,0,0,0
0,21.0817204301075,0,16.395256916996,14.6697478991597,0,0,0,0,62.3206349206349,0,0,0,0,0,0,14.2010582010582,0,0,0,1.67948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,6.33333333333333,0,0,0,0,0,31.5,0,0,5.65789473684211,0,7.25,5.59558823529412,0,0,0,0,56.1607142857143,0,0,0,0,0,37.7857142857143,22.3484848484848,0,0,10.6574712643678,0,0,0,0,0,0,0,0,0,0,0,0
