"Dexter Fowler_STL","Ian Kinsler_DET","Tommy Pham_STL","JD Martinez_DET","Justin Upton_DET","Andrew McCutchen_PIT","Josh Harrison_PIT","Starling Marte_PIT","Stephen Piscotty_STL","Alex Avila_DET","Jedd Gyorko_STL","Adam Frazier_PIT","Matt Carpenter_STL","Wil Myers_SD","Yadier Molina_STL","Josh Bell_PIT","Miguel Cabrera_DET","Randal Grichuk_STL","Gregory Polanco_PIT","Paul DeJong_STL","Victor Martinez_DET","Jose Pirela_SD","Ryan Schimpf_SD","Yangervis Solarte_SD","Hunter Renfroe_SD","Nicholas Castellanos_DET","Manuel Margot_SD","Jordy Mercer_PIT","Alex Dickerson_SD","Cory Spangenberg_SD","Franchy Cordero_SD","David Freese_PIT","Aledmys Diaz_STL","Jose Osuna_PIT","John Jaso_PIT","Jose Martinez_STL","Kolten Wong_STL","John Hicks_DET","Mikie Mahtook_DET","Travis Jankowski_SD","Austin Hedges_SD","Harrison Bader_STL","Erick Aybar_SD","Matt Szczur_SD","JaCoby Jones_DET","Francisco Cervelli_PIT","Chad Huffman_STL","Andrew Romine_DET","Chase d'Arnaud_SD","Dixon Machado_DET","Tyler Collins_DET","Danny Ortiz_PIT","Jacob Stallings_PIT","Kevin Newman_PIT","Christian Bethancourt_SD","James McCann_DET","Jose Rondon_SD","Allen Cordoba_SD","Luis Urias_SD","Elias Diaz_PIT","Magneuris Sierra_STL","Jim Adduci_DET","Alex Presley_DET","Greg Garcia_STL","Carson Kelly_STL","Jose Iglesias_DET","Eric Fryer_STL","Phil Gosselin_PIT","Chris Bostick_PIT","Jabari Blash_SD","Carlos Asuaje_SD","Hector Sanchez_SD","Gift Ngoepe_PIT","Max Moroff_PIT","John Bormann_PIT","Matt den Dekker_DET","Luis Torrens_SD","Chris Stewart_PIT"
64.8315184513007,0,6.04761904761905,0,0,0,0,0,7.2479674796748,0,-4.66328502415459,0,-7.71945701357466,0,6.51147959183673,0,0,-2.4758064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43450980392157,0,0,0,3.01290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54.4007843137255,0,25.1269841269841,9.54565602836879,0,0,0,0,21.0817204301075,0,0,0,0,0,0,13,0,0,0,12.3903846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.075,0,0,0,0,0,0,0,0,0,0,0,0
6.04761904761905,0,86.3078078078078,0,0,0,0,0,-8.69005847953216,0,23.717803030303,0,8.48571428571429,0,-5.05788177339902,0,0,-6.78030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.43844696969697,0,0,0,6.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.1269841269841,0,109.621428571429,31.6134453781513,0,0,0,0,16.395256916996,0,0,0,0,0,0,33.3422459893048,0,0,0,33.5434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5645161290323,0,0,0,0,0,0,0,0,0,0,0,0
0,9.54565602836879,0,31.6134453781513,63.7633879781421,0,0,0,0,14.6697478991597,0,0,0,0,0,0,3.91673469387755,0,0,0,-0.836262719703978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52413273001508,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,65.8092625109745,3.11034306195597,0,0,0,0,5.90426829268293,0,0,0,-0.86031560490941,0,0,-3.22941176470588,0,0,0,0,0,0,0,0,11.0106646825397,0,0,0,14.7710453283996,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.11034306195597,47.9600961538462,0,0,0,0,16.4317211948791,0,0,0,2.41818181818182,0,0,-6.35522664199815,0,0,0,0,0,0,0,0,6.90846994535519,0,0,0,5.00757575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7726045883941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2479674796748,0,-8.69005847953216,0,0,0,0,0,45.1054579093432,0,2.45714285714286,0,-5.16376306620209,0,3.61111111111111,0,0,-3.68577075098814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14329268292683,0,0,0,-7.92153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.0817204301075,0,16.395256916996,14.6697478991597,0,0,0,0,62.3206349206349,0,0,0,0,0,0,14.2010582010582,0,0,0,1.67948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6574712643678,0,0,0,0,0,0,0,0,0,0,0,0
-4.66328502415459,0,23.717803030303,0,0,0,0,0,2.45714285714286,0,57.1311688311688,0,6.3022496371553,0,2.35682624113475,0,0,-11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5765306122449,0,0,0,7.55172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.90426829268293,16.4317211948791,0,0,0,0,60.3499446290144,0,0,0,-2.54907539118065,0,0,-3.75071225071225,0,0,0,0,0,0,0,0,14.7333333333333,0,0,0,11.7567567567568,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.71945701357466,0,8.48571428571429,0,0,0,0,0,-5.16376306620209,0,6.3022496371553,0,48.7235023041475,0,4.18137254901961,0,0,5.94474153297683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0208754208754,0,0,0,-1.27142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,56.8570782451379,0,0,0,0,0,0,0,0,-5.49651567944251,13.2980030721966,1.20039682539683,0,11.6640243902439,0,0,-8.81848739495798,0,0,0,0,0,0,0,0,0,0,9.13461538461539,0,2.38297872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.51147959183673,0,-5.05788177339902,0,0,0,0,0,3.61111111111111,0,2.35682624113475,0,4.18137254901961,0,37.000626566416,0,0,3.62689075630252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13725490196078,0,0,0,10.8698924731183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.86031560490941,2.41818181818182,0,0,0,0,-2.54907539118065,0,0,0,54.3458487572713,0,0,-3.52121212121212,0,0,0,0,0,0,0,0,-0.755898366606171,0,0,0,-12.234772978959,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25035561877667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,33.3422459893048,3.91673469387755,0,0,0,0,14.2010582010582,0,0,0,0,0,0,47.7024673439768,0,0,0,2.13269230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6646623496762,0,0,0,0,0,0,0,0,0,0,0,0
-2.4758064516129,0,-6.78030303030303,0,0,0,0,0,-3.68577075098814,0,-11.5,0,5.94474153297683,0,3.62689075630252,0,0,42.3400809716599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9428571428571,0,0,0,1.90344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-3.22941176470588,-6.35522664199815,0,0,0,0,-3.75071225071225,0,0,0,-3.52121212121212,0,0,39.4279788838612,0,0,0,0,0,0,0,0,-3.14530612244898,0,0,0,-4.80645161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9470443349754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.3903846153846,0,33.5434782608696,-0.836262719703978,0,0,0,0,1.67948717948718,0,0,0,0,0,0,2.13269230769231,0,0,0,39.5595918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.88231707317073,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-5.49651567944251,0,0,0,0,0,0,0,0,53.1572535991141,0.509291521486643,-8.48353658536585,0,1.80208333333333,0,0,-2.52857142857143,0,0,0,0,0,0,0,0,0,0,-4.23440285204991,0,-6.15165165165165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13.2980030721966,0,0,0,0,0,0,0,0,0.509291521486643,46.6884615384615,-3.73664727657324,0,4.05833333333333,0,0,13.0852272727273,0,0,0,0,0,0,0,0,0,0,6.62405731523379,0,5.52358926919519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.20039682539683,0,0,0,0,0,0,0,0,-8.48353658536585,-3.73664727657324,51.8454545454545,0,-3.51794871794872,0,0,4.50713012477718,0,0,0,0,0,0,0,0,0,0,-3.99673439767779,0,-2.41026827012026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11.6640243902439,0,0,0,0,0,0,0,0,1.80208333333333,4.05833333333333,-3.51794871794872,0,34.9378048780488,0,0,-2.75,0,0,0,0,0,0,0,0,0,0,-2.10516934046346,0,3.03095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11.0106646825397,6.90846994535519,0,0,0,0,14.7333333333333,0,0,0,-0.755898366606171,0,0,-3.14530612244898,0,0,0,0,0,0,0,0,36.4486657620986,0,0,0,8.79602220166512,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1346153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-8.81848739495798,0,0,0,0,0,0,0,0,-2.52857142857143,13.0852272727273,4.50713012477718,0,-2.75,0,0,39.2582582582583,0,0,0,0,0,0,0,0,0,0,10.7206896551724,0,-4.19166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14.7710453283996,5.00757575757576,0,0,0,0,11.7567567567568,0,0,0,-12.234772978959,0,0,-4.80645161290323,0,0,0,0,0,0,0,0,8.79602220166512,0,0,0,30.5042517006803,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16625615763547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.43450980392157,0,-7.43844696969697,0,0,0,0,0,-4.14329268292683,0,14.5765306122449,0,16.0208754208754,0,1.13725490196078,0,0,13.9428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.203825136612,0,0,0,1.6951871657754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01290322580645,0,6.28571428571429,0,0,0,0,0,-7.92153846153846,0,7.55172413793103,0,-1.27142857142857,0,10.8698924731183,0,0,1.90344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6951871657754,0,0,0,29.7287449392713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.13461538461539,0,0,0,0,0,0,0,0,-4.23440285204991,6.62405731523379,-3.99673439767779,0,-2.10516934046346,0,0,10.7206896551724,0,0,0,0,0,0,0,0,0,0,58.5265993265993,0,-0.975817923186344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.38297872340426,0,0,0,0,0,0,0,0,-6.15165165165165,5.52358926919519,-2.41026827012026,0,3.03095238095238,0,0,-4.19166666666667,0,0,0,0,0,0,0,0,0,0,-0.975817923186344,0,36.7040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8.78048780487805,12.7726045883941,0,0,0,0,14.7777777777778,0,0,0,-1.25035561877667,0,0,-10.9470443349754,0,0,0,0,0,0,0,0,10.1346153846154,0,0,0,7.16625615763547,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1616832779623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
