"Mike Trout_LAA","Corey Seager_LAD","Albert Pujols_LAA","Khris Davis_Oak","Kole Calhoun_LAA","Hunter Pence_SF","Cameron Maybin_LAA","Buster Posey_SF","CJ Cron_LAA","Rajai Davis_Oak","Brandon Belt_SF","Eduardo Nunez_SF","Luis Valbuena_LAA","Adrian Gonzalez_LAD","Logan Forsythe_LAD","Denard Span_SF","Joc Pederson_LAD","Yasiel Puig_LAD","Jefry Marte_LAA","Trevor Plouffe_Oak","Joe Panik_SF","Justin Turner_LAD","Ryon Healy_Oak","Marcus Semien_Oak","Brandon Crawford_SF","Yunel Escobar_LAA","Ben Revere_LAA","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Stephen Vogt_Oak","Andrelton Simmons_LAA","Danny Espinosa_LAA","Nick Hundley_SF","Cody Bellinger_LAD","Chris Taylor_LAD","Christian Arroyo_SF","Jarrett Parker_SF","Josh Phegley_Oak","Mark Canha_Oak","Trayce Thompson_LAD","Mac Williamson_SF","Yonder Alonso_Oak","Jed Lowrie_Oak","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Jake Smolinski_Oak","Rob Segedin_LAD","Andre Ethier_LAD","Bruce Maxwell_Oak","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_Oak","Conor Gillaspie_SF","Carlos Perez_LAA","Adam Rosales_Oak","Drew Stubbs_SF","Chad Pinder_Oak","Cliff Pennington_LAA","Jaff Decker_Oak","Matt Olson_Oak","Tim Federowicz_SF","Aaron Hill_SF","Chris Marrero_SF","Brett Eibner_LAD"
23.5457516339869,0,14.7205882352941,0,1.36029411764706,0,-1.03846153846154,0,-0.644444444444444,0,0,0,0,0,0,0,0,0,5.86666666666667,0,0,0,0,0,0,5.20220588235294,12,0,0,0,0,-2.52205882352941,10.1654411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43809523809524,0,0,0,0,0,0,0,-16.5,0,0,0,0,0,0
0,60.3676470588235,0,0,0,0,0,0,0,0,0,0,0,7.82857142857143,22.5555555555556,0,42.8,19.3235294117647,0,0,0,23.9571428571429,0,0,0,0,0,40.3285714285714,-8.4,-3.5,0,0,0,0,0,-31.5,0,0,0,0,0,0,0,0,77,0,5.125,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.7205882352941,0,35.3455882352941,0,-8.27916666666667,0,-8.69230769230769,0,-10.3472222222222,0,0,0,0,0,0,0,0,0,2.31944444444444,0,0,0,0,0,0,19.2833333333333,-14.5,0,0,0,0,3.81666666666667,1.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56593406593407,0,0,0,0,0,0,0,-19.5,0,0,0,0,0,0
0,0,0,56.65,0,0,0,0,0,-8.36363636363636,0,0,0,0,0,0,0,0,0,19.6428571428571,0,0,-5.56043956043956,-2.60714285714286,0,0,0,0,0,0,14.5757575757576,0,0,0,0,0,0,0,29,10.5,0,0,28.1590909090909,-9.25714285714286,0,0,0,0,0,0,0,0,0,0,0,0,15.3636363636364,0,0,-15.2222222222222,0,91.8333333333333,0,-7.2,0,0,0,0,0
1.36029411764706,0,-8.27916666666667,0,28.1176470588235,0,11.1538461538462,0,0.819444444444444,0,0,0,0,0,0,0,0,0,-1.52777777777778,0,0,0,0,0,0,4.67916666666667,7.2,0,0,0,0,10.3416666666667,-3.47083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2032967032967,0,0,0,0,0,0,0,-6,0,0,0,0,0,0
0,0,0,0,0,24.8496732026144,0,2.49242424242424,0,0,5.575,16.0808823529412,0,0,0,4.25555555555556,0,0,0,0,8.20955882352941,0,0,0,17.125,0,0,0,0,0,0,0,0,18.9583333333333,0,0,0,2.97619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,-22,16.8571428571429,0
-1.03846153846154,0,-8.69230769230769,0,11.1538461538462,0,18.4230769230769,0,2,0,0,0,0,0,0,0,0,0,9.28571428571429,0,0,0,0,0,0,-1.96153846153846,0,0,0,0,0,2.57692307692308,8.38461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348484848484849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.49242424242424,0,11.7307692307692,0,0,9.21212121212121,-3.69230769230769,0,0,0,-4.2,0,0,0,0,-1.36363636363636,0,0,0,-1.03846153846154,0,0,0,0,0,0,0,0,-4.41666666666667,0,0,0,-6.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,63,-4.9,0
-0.644444444444444,0,-10.3472222222222,0,0.819444444444444,0,2,0,10.7111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4444444444444,4.66666666666667,0,0,0,0,12.625,-0.972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.14285714285714,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0
0,0,0,-8.36363636363636,0,0,0,0,0,47.2545454545455,0,0,0,0,0,0,0,0,0,4.21111111111111,0,0,35.3444444444444,15.625,0,0,0,0,0,0,-10.0535714285714,0,0,0,0,0,0,0,36,-15,0,0,19.9464285714286,44.0333333333333,0,0,0,0,0,0,0,0,0,0,0,0,-20.0952380952381,0,0,14,0,0,0,0,0,0,0,0,0
