"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","750"
"3","3","600"
"4","4","500"
"5","5","400"
"6","6","300"
"7","8","200"
"9","10","150"
"11","15","120"
"16","20","100"
"21","45","80"
"46","70","60"
"71","105","50"
"106","140","40"
