"Jake Lamb_ARI","Paul Goldschmidt_ARI","Travis Shaw_MIL","Josh Donaldson_TOR","Eric Thames_MIL","Nelson Cruz_SEA","Justin Smoak_TOR","Domingo Santana_MIL","Joey Votto_CIN","Cody Bellinger_LAD","Ryan Braun_MIL","Chris Owings_ARI","Zack Cozart_CIN","Chris Taylor_LAD","David Peralta_ARI","AJ Pollock_ARI","Robinson Cano_SEA","Danny Valencia_SEA","Adam Duvall_CIN","Jean Segura_SEA","Hernan Perez_MIL","Jonathan Villar_MIL","Eugenio Suarez_CIN","Corey Seager_LAD","Yasmany Tomas_ARI","Scott Schebler_CIN","Eric Sogard_MIL","Jesus Aguilar_MIL","Nick Ahmed_ARI","Scooter Gennett_CIN","Mike Zunino_SEA","Kevin Pillar_TOR","Joc Pederson_LAD","Yasiel Puig_LAD","Russell Martin_TOR","Kyle Seager_SEA","Gregor Blanco_ARI","Brandon Drury_ARI","Justin Turner_LAD","Taylor Motter_SEA","Devon Travis_TOR","Chris Iannetta_ARI","Yasmani Grandal_LAD","Billy Hamilton_CIN","Jose Peraza_CIN","Jose Bautista_TOR","Jarrod Dyson_SEA","Mitch Haniger_SEA","Daniel Descalso_ARI","Nick Franklin_MIL","Jeremy Hazelbaker_ARI","Franklin Gutierrez_LAD","Steve Pearce_TOR","Keon Broxton_MIL","Rey Fuentes_ARI","Phillip Ervin_CIN","Troy Tulowitzki_TOR","Ben Gamel_SEA","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Socrates Brito_ARI","Adrian Gonzalez_LAD","Chase Utley_LAD","Trayce Thompson_LAD","Austin Barnes_LAD","Leonys Martin_SEA","Chris Herrmann_ARI","Jett Bandy_MIL","Andrew Toles_LAD","Kendrys Morales_TOR","Ezequiel Carrera_TOR","Logan Forsythe_LAD","Kike Hernandez_LAD","Arismendy Alcantara_CIN","Rob Segedin_LAD","Dalton Pompey_TOR","Rowdy Tellez_TOR","Orlando Arcia_MIL","Andre Ethier_LAD","Ryan Goins_TOR","Brett Phillips_MIL","Scott Van Slyke_LAD","Jesse Winker_CIN","Jarrod Saltalamacchia_TOR","Guillermo Heredia_SEA","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Darrell Ceciliani_TOR","DJ Peterson_SEA","Anthony Alford_TOR","Boog Powell_SEA","Lewis Brinson_MIL","Devin Mesoraco_CIN","Nick Senzel_CIN","Tuffy Gosewisch_SEA","Chris Coghlan_TOR","Dwight Smith_TOR","Kyle Lewis_SEA","Ryan Cordell_MIL","Corey Ray_MIL","Tucker Barnhart_CIN","Patrick Kivlehan_CIN","Tyler Smith_SEA","Richard Urena_TOR","Jeff Mathis_ARI","Michael Reed_MIL","Mike Freeman_LAD","Willie Calhoun_LAD","Alex Verdugo_LAD","Luke Maile_TOR","Daniel Vogelbach_SEA","Harold Ramirez_TOR","Christian Walker_ARI","Domingo Leyba_ARI","Jacob Nottingham_MIL","Brett Eibner_LAD","Dawel Lugo_ARI","Darwin Barney_TOR","Mike Ohlman_TOR","Jack Reinheimer_ARI","Stuart Turner_CIN"
69.5814935064935,8.0041928721174,0,0,0,0,0,0,0,0,0,-5.74930619796485,0,0,26.7441860465116,-3.17241379310345,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,-19.0626780626781,0,0,0,0,0,0,0,31.5274725274725,16.0449260042283,0,0,0,-9.85294117647059,0,0,0,0,0,0,-34.1699346405229,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49287749287749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0041928721174,63.2909860859044,0,0,0,0,0,0,0,0,0,1.55102040816327,0,0,13.6788617886179,31.089247311828,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,14.0073891625616,0,0,0,0,0,0,0,3.38461538461538,11.2304347826087,0,0,0,-18.4509803921569,0,0,0,0,0,0,15.6880952380952,0,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43464052287582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,74.3825354609929,0,20.7653846153846,0,0,5.07207207207207,0,0,-16.8025362318841,0,0,0,0,0,0,0,0,0,-0.726436781609195,-1.198606271777,0,0,0,0,38.3333333333333,20.7833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.7857142857143,0,0,0,7.47795163584637,0,0,0,0,1.1038961038961,22.75,0,0,0,0,0,0,0,0,-20.1615384615385,0,0,0,0,0,0,0,0,0,4.83042973286876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,58.1684210526316,0,0,32.8198529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8947368421053,0,0,5.21978021978022,0,0,0,0,0,-8.58241758241758,0,0,0,0,10.5052631578947,0,0,0,0,0,0,11.55,0,0,0,17.6105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03157894736842,-11.5606060606061,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,-1.23333333333333,0,0,0
0,0,20.7653846153846,0,88.446365248227,0,0,-2.51726726726727,0,0,24.875,0,0,0,0,0,0,0,0,0,34.8333333333333,1.34030197444832,0,0,0,0,24.2777777777778,1.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.7142857142857,0,0,0,1.50525525525526,0,0,0,0,17.1904761904762,15.65,0,0,0,0,0,0,0,0,-4.49076923076923,0,0,0,0,0,0,0,0,0,3.41768292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,63.8650217706821,0,0,0,0,0,0,0,0,0,0,3.74031007751938,13.7822410147992,0,14.752380952381,0,0,0,0,0,0,0,0,0,0,13.0860215053763,0,0,0,0,5.53103741496599,0,0,0,26.1426426426426,0,0,0,0,0,0,5.73381642512077,4.31052631578947,0,0,0,0,0,0,0,0,0,4.15862068965517,0,0,0,0,0,0,0,0,17.3653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37619047619048,-3.69117647058824,0,0,0,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32.8198529411765,0,0,89.718537414966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16512488436633,0,0,31.3849206349206,0,0,0,0,0,24.1315789473684,0,0,0,0,-3.91666666666667,0,0,0,0,0,0,8.29411764705882,0,0,0,18.7233201581028,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,4.39901477832512,0,0,0,0,0,0,0,0,-11.1032258064516,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,-6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.52941176470588,0,0,0,0,0,0,0,-13.7771739130435,17,0,0
0,0,5.07207207207207,0,-2.51726726726727,0,0,51.4116558741906,0,0,8.83766233766234,0,0,0,0,0,0,0,0,0,-8.46344086021505,-6.02322880371661,0,0,0,0,8.57272727272727,8.19485294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,-1.09561482693272e-18,0,0,0,0,11.0865800865801,-38.5,0,0,0,0,0,0,0,0,-8.18666666666667,0,0,0,0,0,0,0,0,0,-0.67004048582996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58.4511278195489,0,0,0,4.28408163265306,0,0,0,0,0,-3.51734539969834,0,0,0,-1.89328808446455,0,0,0.407058823529412,0,0,0,-9.68398268398268,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.35671191553544,13.6164705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371323529411765,0,0,0,0,0,0,0,6.10952380952381,-1.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333
0,0,0,0,0,0,0,0,0,60.5803698435277,0,0,0,3.71264367816092,0,0,0,0,0,0,0,0,0,10.1642857142857,0,0,0,0,0,0,0,0,-12.5681818181818,29.3655913978495,0,0,0,0,-9.71929824561403,0,0,0,-1.47586206896552,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,1.06126482213439,-10.9373219373219,0,17.7777777777778,0,0,0,13.7361111111111,0,0,-5.5530303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0,0,0,0
