"Bryce Harper_WAS","Ryan Zimmerman_WAS","Daniel Murphy_WAS","Trea Turner_WAS","Anthony Rendon_WAS","Yonder Alonso_OAK","Chris Taylor_LAD","Cody Bellinger_LAD","Josh Donaldson_TOR","Jose Bautista_TOR","Kendrys Morales_TOR","Justin Smoak_TOR","Corey Seager_LAD","Yasiel Puig_LAD","Jed Lowrie_OAK","Ryon Healy_OAK","Adam Eaton_WAS","Russell Martin_TOR","Chase Utley_LAD","Yasmani Grandal_LAD","Michael Taylor_WAS","Joc Pederson_LAD","Devon Travis_TOR","Jayson Werth_WAS","Justin Turner_LAD","Logan Forsythe_LAD","Troy Tulowitzki_TOR","Khris Davis_OAK","Kevin Pillar_TOR","Kike Hernandez_LAD","Steve Pearce_TOR","Marcus Semien_OAK","Franklin Gutierrez_LAD","Adam Lind_WAS","Brian Goodwin_WAS","Adrian Gonzalez_LAD","Matt Wieters_WAS","Austin Barnes_LAD","Rajai Davis_OAK","Matt Joyce_OAK","Trayce Thompson_LAD","Ezequiel Carrera_TOR","Andrew Toles_LAD","Rob Segedin_LAD","Josh Phegley_OAK","Dalton Pompey_TOR","Chad Pinder_OAK","Rowdy Tellez_TOR","Andre Ethier_LAD","Ryan Goins_TOR","Mark Canha_OAK","Stephen Drew_WAS","Scott Van Slyke_LAD","Wilmer Difo_WAS","Jarrod Saltalamacchia_TOR","Trevor Plouffe_OAK","Jake Smolinski_OAK","Ryan LaMarre_OAK","Stephen Vogt_OAK","Darrell Ceciliani_TOR","Bruce Maxwell_OAK","Chris Heisey_WAS","Chris Coghlan_TOR","Anthony Alford_TOR","Luke Maile_TOR","Dwight Smith_TOR","Mike Freeman_LAD","Rafael Bautista_WAS","Adam Rosales_OAK","Jose Lobaton_WAS","Darwin Barney_TOR","Jaff Decker_OAK","Mike Ohlman_TOR","Matt Olson_OAK","Grant Green_WAS","Brett Eibner_LAD"
0,0,0,0,0,0,0,0,16,48,49,41,0,0,0,0,0,31,0,0,0,0,38,0,0,0,23,0,46,0,19,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,18,0,14,0,0,0,0,0,25,0,2,0,0,0
0,0,0,0,0,0,0,0,13,45,41,45,0,0,0,0,0,25,0,0,0,0,38,0,0,0,19,0,43,0,18,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,23,0,2,0,0,0
0,0,0,0,0,0,26,33,0,0,0,0,50,44,0,0,0,0,30,40,0,22,0,0,32,19,0,0,0,0,0,0,7,0,0,34,0,11,0,0,2,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,25,29,0,0,0,0,44,48,0,0,0,0,28,38,0,23,0,0,33,17,0,0,0,0,0,0,6,0,0,32,0,10,0,0,2,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,36,0,0,0,0,0,0,0,0,47,44,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,9,0,0,0,0,0,0,28,37,0,0,0,0,12,0,17,0,0,0,16,0,0,0,0,41,0,2,34,0,5,0,0,0,0,0,0,0,34,0,0,12,0,0,0,0
0,0,0,0,0,36,0,0,0,0,0,0,0,0,44,47,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,9,0,0,0,0,0,0,29,36,0,0,0,0,15,0,20,0,0,0,17,0,0,0,0,40,0,2,31,0,4,0,0,0,0,0,0,0,34,0,0,12,0,0,0,0
18,15,18,10,16,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,31,31,25,0,0,0,0,0,31,0,0,0,0,26,0,0,0,17,0,30,0,14,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,17,25,0,0,0,0,30,28,0,0,0,0,31,29,0,15,0,0,16,8,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,28,0,0,0,0,40,38,0,0,0,0,29,42,0,20,0,0,26,16,0,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,30,27,29,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,26,0,0,0,0,0,0,0,0,0,7,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,0,11,12,0,0,0,0,22,23,0,0,0,0,15,20,0,24,0,0,20,7,0,0,0,0,0,0,2,0,0,13,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,42,38,38,0,0,0,0,0,26,0,0,0,0,42,0,0,0,18,0,40,0,19,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,20,0,2,0,0,0
36,37,39,34,37,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,26,0,0,42,0,0,0,0,0,0,0,0,0,8,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,0,14,18,0,0,0,0,32,33,0,0,0,0,16,26,0,20,0,0,35,10,0,0,0,0,0,0,6,0,0,20,0,9,0,0,2,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,7,9,0,0,0,0,19,17,0,0,0,0,8,16,0,7,0,0,10,20,0,0,0,0,0,0,4,0,0,17,0,5,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,16,23,23,19,0,0,0,0,0,17,0,0,0,0,18,0,0,0,23,0,23,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0
0,0,0,0,0,37,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,9,0,0,0,0,0,0,30,37,0,0,0,0,15,0,20,0,0,0,16,0,0,0,0,41,0,2,32,0,5,0,0,0,0,0,0,0,35,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,16,49,46,43,0,0,0,0,0,30,0,0,0,0,40,0,0,0,23,0,50,0,22,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,26,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,21,19,18,0,0,0,0,0,14,0,0,0,0,19,0,0,0,9,0,22,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,14,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,6,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,5,4,0,0,0,0,7,6,0,0,0,0,0,2,0,2,0,0,6,4,0,0,0,0,0,0,8,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7,5,9,7,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,11,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,15,21,0,0,0,0,34,32,0,0,0,0,24,32,0,13,0,0,20,17,0,0,0,0,0,0,3,0,0,36,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,30,26,31,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21,0,0,31,0,0,0,0,0,0,0,0,0,6,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,8,0,0,0,0,11,10,0,0,0,0,2,0,0,4,0,0,9,5,0,0,0,0,0,0,6,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,22,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,31,21,0,0,0,0,9,0,14,0,0,0,11,0,0,0,0,28,0,0,18,0,5,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0
0,0,0,0,0,35,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,6,0,0,0,0,0,0,21,39,0,0,0,0,8,0,12,0,0,0,10,0,0,0,0,33,0,0,32,0,3,0,0,0,0,0,0,0,27,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,32,29,26,0,0,0,0,0,17,0,0,0,0,23,0,0,0,13,0,30,0,6,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,15,0,2,0,0,0
0,0,0,0,0,0,4,9,0,0,0,0,17,17,0,0,0,0,12,18,0,11,0,0,16,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,9,8,0,0,0,0,15,0,10,0,0,0,9,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,10,0,20,0,0,0,7,0,0,0,0,16,0,2,9,0,2,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,32,29,28,0,0,0,0,0,16,0,0,0,0,24,0,0,0,4,0,30,0,15,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,19,0,2,0,0,0
0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,11,10,0,0,0,0,9,0,7,0,0,0,17,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
4,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,0,3,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,11,10,6,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,32,0,0,0,0,0,0,0,0,41,40,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,8,0,0,0,0,0,0,28,33,0,0,0,0,11,0,16,0,0,0,11,0,0,0,0,43,0,2,29,0,4,0,0,0,0,0,0,0,32,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,0,0,0,0,0,0,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,7,0,0,0,0,0,0,18,32,0,0,0,0,3,0,9,0,0,0,10,0,0,0,0,29,0,0,34,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
4,4,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,18,18,15,0,0,0,0,0,10,0,0,0,0,12,0,0,0,4,0,17,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,6,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,18,14,17,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,0,15,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,0,21,27,0,0,0,0,14,0,13,0,0,0,14,0,0,0,0,32,0,0,21,0,5,0,0,0,0,0,0,0,37,0,0,12,0,0,0,0
11,12,14,12,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,27,25,23,0,0,0,0,0,13,0,0,0,0,20,0,0,0,8,0,26,0,14,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,28,0,0,0,0,0
0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
