"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Seahawks  (0000000)","Seahawks ",0,4000,"LA@Sea 00:00PM ET","Sea","Seahawks","","LA",11.44,11
"DST","Falcons  (0000000)","Falcons ",0,3900,"SF@Atl 00:00PM ET","Atl","Falcons","","SF",8.93,9.6
"DST","Texans  (0000000)","Texans ",0,3800,"Jax@Hou 00:00PM ET","Hou","Texans","","Jax",9.16,9.2
"DST","Bills  (0000000)","Bills ",0,3700,"Cle@Buf 00:00PM ET","Buf","Bills","","Cle",11.4,9.5
"DST","Broncos  (0000000)","Broncos ",0,3600,"NE@Den 00:00PM ET","Den","Broncos","","NE",7.24,6
"DST","Vikings  (0000000)","Vikings ",0,3500,"Ind@Min 00:00PM ET","Min","Vikings","","Ind",8.11,10.9
"DST","Chiefs  (0000000)","Chiefs ",0,3400,"Ten@KC 00:00PM ET","KC","Chiefs","","Ten",7.12,8.5
"DST","Jets  (0000000)","Jets ",0,3300,"Mia@NYJ 00:00PM ET","NYJ","Jets","","Mia",7.52,8.3
"DST","Dolphins  (0000000)","Dolphins ",0,3200,"Mia@NYJ 00:00PM ET","Mia","Dolphins","","NYJ",8.27,10.9
"DST","Packers  (0000000)","Packers ",0,3200,"GB@Chi 00:00PM ET","GB","Packers","","Chi",7.1,8.2
"DST","Ravens  (0000000)","Ravens ",0,3100,"Phi@Bal 00:00PM ET","Bal","Ravens","","Phi",9.16,9.6
"DST","Cardinals  (0000000)","Cardinals ",0,3000,"NO@Ari 00:00PM ET","Ari","Cardinals","","NO",7.34,9.3
"DST","Eagles  (0000000)","Eagles ",0,2900,"Phi@Bal 00:00PM ET","Phi","Eagles","","Bal",6.23,9.3
"DST","Giants  (0000000)","Giants ",0,2900,"Det@NYG 00:00PM ET","NYG","Giants","","Det",8.8,9.2
"DST","Panthers  (0000000)","Panthers ",0,2900,"Car@Was 00:00PM ET","Car","Panthers","","Was",7.12,5
"DST","Patriots  (0000000)","Patriots ",0,2800,"NE@Den 00:00PM ET","NE","Patriots","","Den",6.12,9.8
"DST","Steelers  (0000000)","Steelers ",0,2800,"Pit@Cin 00:00PM ET","Pit","Steelers","","Cin",5.78,7.2
"DST","Bengals  (0000000)","Bengals ",0,2800,"Pit@Cin 00:00PM ET","Cin","Bengals","","Pit",6.55,6.2
"DST","Cowboys  (0000000)","Cowboys ",0,2700,"TB@Dal 00:00PM ET","Dal","Cowboys","","TB",7.56,10.4
"DST","Titans  (0000000)","Titans ",0,2700,"Ten@KC 00:00PM ET","Ten","Titans","","KC",6.78,6.1
"DST","Chargers  (0000000)","Chargers ",0,2700,"Oak@SD 00:00PM ET","SD","Chargers","","Oak",7.56,6.1
"DST","Raiders  (0000000)","Raiders ",0,2700,"Oak@SD 00:00PM ET","Oak","Raiders","","SD",6.22,8.8
"DST","Rams  (0000000)","Rams ",0,2600,"LA@Sea 00:00PM ET","LA","Rams","","Sea",5.6,6.2
"DST","Jaguars  (0000000)","Jaguars ",0,2600,"Jax@Hou 00:00PM ET","Jax","Jaguars","","Hou",6.74,6.2
"DST","Lions  (0000000)","Lions ",0,2600,"Det@NYG 00:00PM ET","Det","Lions","","NYG",5.35,5.8
"DST","Redskins  (0000000)","Redskins ",0,2600,"Car@Was 00:00PM ET","Was","Redskins","","Car",6.66,8.1
"DST","Buccaneers  (0000000)","Buccaneers ",0,2500,"TB@Dal 00:00PM ET","TB","Buccaneers","","Dal",5.23,5.7
"DST","Colts  (0000000)","Colts ",0,2500,"Ind@Min 00:00PM ET","Ind","Colts","","Min",5.43,6.3
"DST","Bears  (0000000)","Bears ",0,2400,"GB@Chi 00:00PM ET","Chi","Bears","","GB",5.26,5.8
"DST","Saints  (0000000)","Saints ",0,2400,"NO@Ari 00:00PM ET","NO","Saints","","Ari",5.4,9.1
"DST","49ers  (0000000)","49ers ",0,2300,"SF@Atl 00:00PM ET","SF","49ers","","Atl",4.28,3.7
"DST","Browns  (0000000)","Browns ",0,2200,"Cle@Buf 00:00PM ET","Cle","Browns","","Buf",4.94,4.6
