QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Trevor Siemian (7988842),Le'Veon Bell (7988957),Todd Gurley (7988944),Emmanuel Sanders (7989135),Tyrell Williams (7989049),Cameron Meredith (7989061),Greg Olsen (7989208),Dion Lewis (7988873),Steelers  (7989702)
Tyrod Taylor (7988771),Le'Veon Bell (7988957),Todd Gurley (7988944),Antonio Brown (7989126),Sammy Watkins (7988990),J.J. Nelson (7989094),Eric Ebron (7989263),Frank Gore (7988920),Falcons  (7989692)
Sam Bradford (7988791),Le'Veon Bell (7988957),Todd Gurley (7988944),Antonio Brown (7989126),DeAndre Hopkins (7989116),Adam Thielen (7989038),Dennis Pitta (7989242),Spencer Ware (7988967),Falcons  (7989692)
Tyrod Taylor (7988771),Le'Veon Bell (7988957),Todd Gurley (7988944),DeAndre Hopkins (7989116),Sammy Watkins (7988990),Adam Thielen (7989038),Greg Olsen (7989208),Lamar Miller (7988948),Steelers  (7989702)
Matt Ryan (7988807),Ezekiel Elliott (7988981),Jordan Howard (7988911),Tyrell Williams (7989049),Mohamed Sanu (7989071),J.J. Nelson (7989094),Greg Olsen (7989208),Spencer Ware (7988967),Raiders  (7989695)
Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Brandon Marshall (7989006),Adam Humphries (7989000),Eric Ebron (7989263),Spencer Ware (7988967),Raiders  (7989695)
Russell Wilson (7988818),Le'Veon Bell (7988957),Jordan Howard (7988911),Julian Edelman (7989009),Mike Wallace (7989124),Jermaine Kearse (7989092),Greg Olsen (7989208),Spencer Ware (7988967),Raiders  (7989695)
Matt Barkley (7988803),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Steve Smith Sr. (7989122),Cameron Meredith (7989061),Greg Olsen (7989208),Isaiah Crowell (7988899),Texans  (7989700)
Matt Barkley (7988803),Le'Veon Bell (7988957),DeMarco Murray (7988878),Malcolm Mitchell (7989015),DeAndre Hopkins (7989116),Cameron Meredith (7989061),Greg Olsen (7989208),Spencer Ware (7988967),Steelers  (7989702)
Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Marvin Jones Jr. (7989154),Tavon Austin (7989104),Coby Fleener (7989170),Spencer Ware (7988967),Falcons  (7989692)
Andrew Luck (7988812),Todd Gurley (7988944),Jeremy Hill (7988953),T.Y. Hilton (7989080),DeAndre Hopkins (7989116),Adam Thielen (7989038),Greg Olsen (7989208),Spencer Ware (7988967),Vikings  (7989687)
Sam Bradford (7988791),Le'Veon Bell (7988957),Todd Gurley (7988944),Stefon Diggs (7989037),Sammy Watkins (7988990),Mike Wallace (7989124),Greg Olsen (7989208),Spencer Ware (7988967),Vikings  (7989687)
Matthew Stafford (7988847),Todd Gurley (7988944),Jordan Howard (7988911),Mike Evans (7988999),Mike Wallace (7989124),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Spencer Ware (7988967),Texans  (7989700)
Carson Palmer (7988816),Le'Veon Bell (7988957),Todd Gurley (7988944),Larry Fitzgerald (7989089),Cameron Meredith (7989061),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Spencer Ware (7988967),Bills  (7989678)
Aaron Rodgers (7988790),Le'Veon Bell (7988957),Todd Gurley (7988944),DeAndre Hopkins (7989116),Steve Smith Sr. (7989122),Randall Cobb (7989033),Greg Olsen (7989208),Frank Gore (7988920),Bills  (7989678)
Trevor Siemian (7988842),Le'Veon Bell (7988957),Jordan Howard (7988911),Emmanuel Sanders (7989135),Steve Smith Sr. (7989122),Adam Thielen (7989038),Greg Olsen (7989208),Spencer Ware (7988967),49ers  (7989699)
Aaron Rodgers (7988790),Todd Gurley (7988944),Spencer Ware (7988967),Jordy Nelson (7989030),Julian Edelman (7989009),Adam Thielen (7989038),Greg Olsen (7989208),Frank Gore (7988920),Steelers  (7989702)
Russell Wilson (7988818),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Cameron Meredith (7989061),Jermaine Kearse (7989092),Eric Ebron (7989263),Spencer Ware (7988967),Falcons  (7989692)
Drew Brees (7988774),Le'Veon Bell (7988957),Spencer Ware (7988967),Willie Snead (7988998),DeAndre Hopkins (7989116),J.J. Nelson (7989094),Greg Olsen (7989208),Frank Gore (7988920),49ers  (7989699)
Matt Ryan (7988807),Le'Veon Bell (7988957),Spencer Ware (7988967),Brandon Marshall (7989006),Mohamed Sanu (7989071),Cameron Meredith (7989061),Greg Olsen (7989208),Frank Gore (7988920),Vikings  (7989687)
Jameis Winston (7988778),Le'Veon Bell (7988957),Lamar Miller (7988948),Demaryius Thomas (7989137),Sammy Watkins (7988990),Adam Humphries (7989000),Greg Olsen (7989208),Spencer Ware (7988967),49ers  (7989699)
Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),Donte Moncrief (7989084),DeAndre Hopkins (7989116),J.J. Nelson (7989094),Eric Ebron (7989263),Spencer Ware (7988967),Texans  (7989700)
Drew Brees (7988774),Le'Veon Bell (7988957),Todd Gurley (7988944),Willie Snead (7988998),Tavon Austin (7989104),Jermaine Kearse (7989092),Greg Olsen (7989208),Bilal Powell (7988870),Steelers  (7989702)
Matt Barkley (7988803),Le'Veon Bell (7988957),Jordan Howard (7988911),Demaryius Thomas (7989137),Sammy Watkins (7988990),Cameron Meredith (7989061),Greg Olsen (7989208),Frank Gore (7988920),Bills  (7989678)
Andy Dalton (7988827),Todd Gurley (7988944),Jordan Howard (7988911),A.J. Green (7989113),Julian Edelman (7989009),J.J. Nelson (7989094),Greg Olsen (7989208),Spencer Ware (7988967),Vikings  (7989687)
