"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",5300,"ARI@SF 09:05PM ET",11.111,"ARI","SF",10.2,NA,NA,NA,NA,"4",5
"OF","Mike Trout",5200,"OAK@LAA 09:07PM ET",11.866,"LAA","OAK",10.17,NA,NA,NA,NA,"2",3
"OF","JD Martinez",4800,"ARI@SF 09:05PM ET",9.563,"ARI","SF",9.41,NA,NA,NA,NA,"5",20
"1B","Albert Pujols",4600,"OAK@LAA 09:07PM ET",6.96,"LAA","OAK",6.92,NA,NA,NA,NA,"3",3
"SS","Andrelton Simmons",4600,"OAK@LAA 09:07PM ET",7.972,"LAA","OAK",6.76,NA,NA,NA,NA,"5",0
"OF","Gregor Blanco",4600,"ARI@SF 09:05PM ET",5.917,"ARI","SF",6.06,NA,NA,NA,NA,"x",NA
"OF","AJ Pollock",4600,"ARI@SF 09:05PM ET",8.889,"ARI","SF",8.45,NA,NA,NA,NA,"2",4
"3B","Jake Lamb",4500,"ARI@SF 09:05PM ET",9.466,"ARI","SF",9.67,NA,NA,NA,NA,"3",4
"1B/OF","Brandon Belt",4400,"ARI@SF 09:05PM ET",7.972,"SF","ARI",7.25,NA,NA,NA,NA,"x",NA
"OF","Ben Revere",3800,"OAK@LAA 09:07PM ET",4.973,"LAA","OAK",5.63,NA,NA,NA,NA,"7",6
"1B","Yonder Alonso",3800,"OAK@LAA 09:07PM ET",7.616,"OAK","LAA",6.13,NA,NA,NA,NA,"x",NA
"OF","Rajai Davis",3700,"OAK@LAA 09:07PM ET",6.068,"OAK","LAA",6.93,NA,NA,NA,NA,"1",23
"OF","Cameron Maybin",3700,"OAK@LAA 09:07PM ET",8.474,"LAA","OAK",NA,NA,NA,NA,NA,"x",NA
"OF","Yasmany Tomas",3700,"ARI@SF 09:05PM ET",6.896,"ARI","SF",NA,NA,NA,NA,NA,"x",NA
"1B","Chris Carter",3600,"OAK@LAA 09:07PM ET",5.129,"OAK","LAA",NA,NA,NA,NA,NA,"x",NA
"OF","Matt Joyce",3600,"OAK@LAA 09:07PM ET",6.697,"OAK","LAA",6.18,NA,NA,NA,NA,"x",NA
"1B","CJ Cron",3600,"OAK@LAA 09:07PM ET",5.431,"LAA","OAK",6.43,NA,NA,NA,NA,"x",NA
"1B/C","Buster Posey",3600,"ARI@SF 09:05PM ET",7.796,"SF","ARI",7.01,NA,NA,NA,NA,"x",NA
"OF/SS","Chris Owings",3600,"ARI@SF 09:05PM ET",7.245,"ARI","SF",NA,NA,NA,NA,NA,"x",NA
"3B","Yunel Escobar",3500,"OAK@LAA 09:07PM ET",6.596,"LAA","OAK",7,NA,NA,NA,NA,"1",0
"OF","Khris Davis",3500,"OAK@LAA 09:07PM ET",8.626,"OAK","LAA",9.71,NA,NA,NA,NA,"4",0
"OF","Hunter Pence",3500,"ARI@SF 09:05PM ET",6.169,"SF","ARI",6.97,NA,NA,NA,NA,"6",16
"2B","Jed Lowrie",3400,"OAK@LAA 09:07PM ET",7,"OAK","LAA",6.74,NA,NA,NA,NA,"3",5
"1B","Jefry Marte",3400,"OAK@LAA 09:07PM ET",4.179,"LAA","OAK",NA,NA,NA,NA,NA,"x",NA
"1B/3B","Ryon Healy",3400,"OAK@LAA 09:07PM ET",7.029,"OAK","LAA",7.6,NA,NA,NA,NA,"5",0
"C","Nick Hundley",3400,"ARI@SF 09:05PM ET",4.705,"SF","ARI",4.76,NA,NA,NA,NA,"8",11
"SS","Marcus Semien",3300,"OAK@LAA 09:07PM ET",7.833,"OAK","LAA",6.77,NA,NA,NA,NA,"2",10
"OF","David Peralta",3300,"ARI@SF 09:05PM ET",7.558,"ARI","SF",8.93,NA,NA,NA,NA,"1",15
"2B/OF","Daniel Descalso",3300,"ARI@SF 09:05PM ET",5.264,"ARI","SF",6.53,NA,NA,NA,NA,"6",0
"OF","Nick Franklin",3200,"OAK@LAA 09:07PM ET",2.424,"LAA","OAK",NA,NA,NA,NA,NA,"x",NA
