"Dexter Fowler_STL","Ian Kinsler_DET","Tommy Pham_STL","JD Martinez_DET","Justin Upton_DET","Andrew McCutchen_PIT","Josh Harrison_PIT","Starling Marte_PIT","Stephen Piscotty_STL","Alex Avila_DET","Jedd Gyorko_STL","Adam Frazier_PIT","Matt Carpenter_STL","Wil Myers_SD","Yadier Molina_STL","Josh Bell_PIT","Miguel Cabrera_DET","Randal Grichuk_STL","Gregory Polanco_PIT","Paul DeJong_STL","Victor Martinez_DET","Jose Pirela_SD","Ryan Schimpf_SD","Yangervis Solarte_SD","Hunter Renfroe_SD","Nicholas Castellanos_DET","Manuel Margot_SD","Jordy Mercer_PIT","Alex Dickerson_SD","Cory Spangenberg_SD","Franchy Cordero_SD","David Freese_PIT","Aledmys Diaz_STL","Jose Osuna_PIT","John Jaso_PIT","Jose Martinez_STL","Kolten Wong_STL","John Hicks_DET","Mikie Mahtook_DET","Travis Jankowski_SD","Austin Hedges_SD","Harrison Bader_STL","Erick Aybar_SD","Matt Szczur_SD","JaCoby Jones_DET","Francisco Cervelli_PIT","Chad Huffman_STL","Andrew Romine_DET","Chase d'Arnaud_SD","Dixon Machado_DET","Tyler Collins_DET","Danny Ortiz_PIT","Jacob Stallings_PIT","Kevin Newman_PIT","Christian Bethancourt_SD","James McCann_DET","Jose Rondon_SD","Allen Cordoba_SD","Luis Urias_SD","Elias Diaz_PIT","Magneuris Sierra_STL","Jim Adduci_DET","Alex Presley_DET","Greg Garcia_STL","Carson Kelly_STL","Jose Iglesias_DET","Eric Fryer_STL","Phil Gosselin_PIT","Chris Bostick_PIT","Jabari Blash_SD","Carlos Asuaje_SD","Hector Sanchez_SD","Gift Ngoepe_PIT","Max Moroff_PIT","John Bormann_PIT","Matt den Dekker_DET","Luis Torrens_SD","Chris Stewart_PIT"
58,0,28,0,0,0,0,0,42,0,46,0,52,0,49,0,0,32,0,17,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,51,0,28,48,0,0,0,0,31,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,7,0,0,23,0,7,23,0,0,0,0,28,0,0,0,0,0,7,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
28,0,37,0,0,0,0,0,19,0,33,0,35,0,29,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0,28,0,36,35,0,0,0,0,23,0,0,0,0,0,0,34,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,2,0,0,14,0,9,6,0,0,0,0,15,0,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,48,0,35,61,0,0,0,0,35,0,0,0,0,0,0,50,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,8,0,0,31,0,12,24,0,0,0,0,31,0,0,0,0,0,10,12,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,68,63,11,0,0,0,41,0,0,0,59,0,0,51,0,0,0,0,0,0,0,0,64,0,0,0,47,0,20,25,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
0,0,0,0,0,63,65,9,0,0,0,38,0,0,0,56,0,0,47,0,0,0,0,0,0,0,0,61,0,0,0,45,0,21,23,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
0,0,0,0,0,11,9,11,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
42,0,19,0,0,0,0,0,47,0,36,0,42,0,37,0,0,23,0,16,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,31,0,23,35,0,0,0,0,36,0,0,0,0,0,0,28,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,19,0,4,17,0,0,0,0,8,0,0,0,0,0,7,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
46,0,33,0,0,0,0,0,36,0,56,0,53,0,48,0,0,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,41,38,9,0,0,0,43,0,0,0,38,0,0,27,0,0,0,0,0,0,0,0,40,0,0,0,38,0,4,16,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
52,0,35,0,0,0,0,0,42,0,53,0,63,0,52,0,0,34,0,19,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,12,42,63,64,0,41,0,0,35,18,0,0,0,0,0,0,0,0,13,53,0,48,14,0,0,0,0,9,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,13,0
49,0,29,0,0,0,0,0,37,0,48,0,52,0,57,0,0,35,0,17,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,59,56,9,0,0,0,38,0,0,0,62,0,0,45,0,0,0,0,0,0,0,0,58,0,0,0,43,0,16,23,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13
0,40,0,34,50,0,0,0,0,28,0,0,0,0,0,0,53,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,9,0,0,28,0,11,18,0,0,0,0,25,0,0,0,0,0,5,12,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
32,0,12,0,0,0,0,0,23,0,30,0,34,0,35,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,51,47,7,0,0,0,27,0,0,0,45,0,0,52,0,0,0,0,0,0,0,0,50,0,0,0,32,0,16,16,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11
17,0,18,0,0,0,0,0,16,0,17,0,19,0,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,40,0,24,47,0,0,0,0,27,0,0,0,0,0,0,40,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,9,0,0,26,0,10,23,0,0,0,0,25,0,0,0,0,0,9,7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,10,12,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,10,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,43,42,41,0,33,0,0,15,5,0,0,0,0,0,0,0,0,13,34,0,37,6,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,10,42,65,62,0,40,0,0,33,16,0,0,0,0,0,0,0,0,13,52,0,47,14,0,0,0,0,9,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,12,41,62,66,0,40,0,0,34,18,0,0,0,0,0,0,0,0,13,53,0,47,13,0,0,0,0,9,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,33,40,40,0,41,0,0,17,0,0,0,0,0,0,0,0,0,12,34,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,6,0
0,0,0,0,0,64,61,10,0,0,0,40,0,0,0,58,0,0,50,0,0,0,0,0,0,0,0,67,0,0,0,47,0,22,24,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,11,15,33,34,0,17,0,0,37,14,0,0,0,0,0,0,0,0,0,30,0,25,11,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,5,16,18,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,13,0,8,3,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0
0,0,0,0,0,47,45,9,0,0,0,38,0,0,0,43,0,0,32,0,0,0,0,0,0,0,0,47,0,0,0,49,0,12,14,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9
51,0,33,0,0,0,0,0,41,0,49,0,55,0,52,0,0,36,0,17,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,21,0,0,0,0,4,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,22,0,0,0,12,0,22,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
