"Name","Position","Name...ID","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"Jalin Marshall","WR","Jalin Marshall (7451817)",7451817,3000,"NYJ@KC 04:25PM ET","NYJ","Jalin","Marshall","KC",3.6,6.8
"Jalston Fowler","RB","Jalston Fowler (7451584)",7451584,3000,"Oak@Ten 01:00PM ET","Ten","Jalston","Fowler","Oak",0,0
"Jamaal Charles","RB","Jamaal Charles (7451657)",7451657,5600,"NYJ@KC 04:25PM ET","KC","Jamaal","Charles","NYJ",0,9.1
"Jameis Winston","QB","Jameis Winston (7451544)",7451544,6000,"LA@TB 04:05PM ET","TB","Jameis","Winston","LA",18.3,18.2
"James O'Shaughnessy","TE","James O'Shaughnessy (7451927)",7451927,2500,"NYJ@KC 04:25PM ET","KC","James","O'Shaughnessy","NYJ",0,0
"James Starks","RB","James Starks (7451616)",7451616,4000,"Det@GB 01:00PM ET","GB","James","Starks","Det",6.72,6.9
"James Wright","WR","James Wright (7451767)",7451767,3000,"Den@Cin 01:00PM ET","Cin","James","Wright","Den",2.32,0
"Jamison Crowder","WR","Jamison Crowder (7451723)",7451723,3800,"Was@NYG 01:00PM ET","Was","Jamison","Crowder","NYG",10.88,8.9
"Jamize Olawale","RB","Jamize Olawale (7451585)",7451585,3000,"Oak@Ten 01:00PM ET","Oak","Jamize","Olawale","Ten",0,0
"Jared Abbrederis","WR","Jared Abbrederis (7451756)",7451756,3000,"Det@GB 01:00PM ET","GB","Jared","Abbrederis","Det",2.42,1.8
"Jared Cook","TE","Jared Cook (7451882)",7451882,2900,"Det@GB 01:00PM ET","GB","Jared","Cook","Det",9.03,7.6
"Jared Goff","QB","Jared Goff (7451545)",7451545,5000,"LA@TB 04:05PM ET","LA","Jared","Goff","TB",0,0
"Jarius Wright","WR","Jarius Wright (7451776)",7451776,3000,"Min@Car 01:00PM ET","Min","Jarius","Wright","Car",0,0
"Jaron Brown","WR","Jaron Brown (7451696)",7451696,3300,"Ari@Buf 01:00PM ET","Ari","Jaron","Brown","Buf",5.05,2.4
"Jarvis Landry","WR","Jarvis Landry (7451730)",7451730,6600,"Cle@Mia 01:00PM ET","Mia","Jarvis","Landry","Cle",18.74,19
"Jason Witten","TE","Jason Witten (7451942)",7451942,4300,"Chi@Dal 08:30PM ET","Dal","Jason","Witten","Chi",10.41,11.9
"Javorius Allen","RB","Javorius Allen (7451613)",7451613,3000,"Bal@Jax 01:00PM ET","Bal","Javorius","Allen","Jax",0,0
"Jay Ajayi","RB","Jay Ajayi (7451601)",7451601,4000,"Cle@Mia 01:00PM ET","Mia","Jay","Ajayi","Cle",6.62,9.2
"Jay Cutler","QB","Jay Cutler (7451567)",7451567,5600,"Chi@Dal 08:30PM ET","Chi","Jay","Cutler","Dal",0,0
"Jeff Driskel","QB","Jeff Driskel (7451533)",7451533,5000,"Den@Cin 01:00PM ET","Cin","Jeff","Driskel","Den",0,0
"Jeff Heuerman","TE","Jeff Heuerman (7451897)",7451897,2500,"Den@Cin 01:00PM ET","Den","Jeff","Heuerman","Cin",4.05,6
"Jeff Janis","WR","Jeff Janis (7451760)",7451760,3200,"Det@GB 01:00PM ET","GB","Jeff","Janis","Det",0,0
"Jerell Adams","TE","Jerell Adams (7451868)",7451868,2500,"Was@NYG 01:00PM ET","NYG","Jerell","Adams","Was",0,0
"Jeremy Hill","RB","Jeremy Hill (7451628)",7451628,3700,"Den@Cin 01:00PM ET","Cin","Jeremy","Hill","Den",8.62,9.8
"Jeremy Kerley","WR","Jeremy Kerley (7451799)",7451799,3400,"SF@Sea 04:05PM ET","SF","Jeremy","Kerley","Sea",11.01,7.7
"Jeremy Langford","RB","Jeremy Langford (7451685)",7451685,5200,"Chi@Dal 08:30PM ET","Chi","Jeremy","Langford","Dal",11.41,13.6
"Jeremy Maclin","WR","Jeremy Maclin (7451809)",7451809,6000,"NYJ@KC 04:25PM ET","KC","Jeremy","Maclin","NYJ",14.78,14.9
"Jerick McKinnon","RB","Jerick McKinnon (7451637)",7451637,3800,"Min@Car 01:00PM ET","Min","Jerick","McKinnon","Car",11.16,12.7
"Jermaine Gresham","TE","Jermaine Gresham (7451851)",7451851,2500,"Ari@Buf 01:00PM ET","Ari","Jermaine","Gresham","Buf",3.63,2.7
"Jermaine Kearse","WR","Jermaine Kearse (7451800)",7451800,3400,"SF@Sea 04:05PM ET","Sea","Jermaine","Kearse","SF",9.7,10.3
"Jerome Felton","RB","Jerome Felton (7451573)",7451573,3000,"Ari@Buf 01:00PM ET","Buf","Jerome","Felton","Ari",0,0
"Jesse James","TE","Jesse James (7451941)",7451941,3500,"Pit@Phi 04:25PM ET","Pit","Jesse","James","Phi",9.64,9.3
"Jim Dray","TE","Jim Dray (7451850)",7451850,2500,"Ari@Buf 01:00PM ET","Buf","Jim","Dray","Ari",0,0
"Jimmy Graham","TE","Jimmy Graham (7451915)",7451915,3000,"SF@Sea 04:05PM ET","Sea","Jimmy","Graham","SF",10.26,9.8
"Joe Callahan","QB","Joe Callahan (7451528)",7451528,5000,"Det@GB 01:00PM ET","GB","Joe","Callahan","Det",0,0
"Joe Flacco","QB","Joe Flacco (7451519)",7451519,6100,"Bal@Jax 01:00PM ET","Bal","Joe","Flacco","Jax",17.63,18.2
"Joe Webb","QB","Joe Webb (7451537)",7451537,5000,"Min@Car 01:00PM ET","Car","Joe","Webb","Min",0,0
"John Brown","WR","John Brown (7451697)",7451697,4800,"Ari@Buf 01:00PM ET","Ari","John","Brown","Buf",9.96,9.2
"John Phillips","TE","John Phillips (7451892)",7451892,2500,"Den@Cin 01:00PM ET","Den","John","Phillips","Cin",7.14,1.9
"Johnny Holton","WR","Johnny Holton (7451713)",7451713,3000,"Oak@Ten 01:00PM ET","Oak","Johnny","Holton","Ten",0,1.4
"Jonathan Stewart","RB","Jonathan Stewart (7451633)",7451633,4800,"Min@Car 01:00PM ET","Car","Jonathan","Stewart","Min",0,0
"Jonathan Williams","RB","Jonathan Williams (7451580)",7451580,3000,"Ari@Buf 01:00PM ET","Buf","Jonathan","Williams","Ari",0,0
"Jordan Cameron","TE","Jordan Cameron (7451870)",7451870,2900,"Cle@Mia 01:00PM ET","Mia","Jordan","Cameron","Cle",8.59,0
"Jordan Howard","RB","Jordan Howard (7451691)",7451691,3300,"Chi@Dal 08:30PM ET","Chi","Jordan","Howard","Dal",5.85,6.9
"Jordan Matthews","WR","Jordan Matthews (7451831)",7451831,7100,"Pit@Phi 04:25PM ET","Phi","Jordan","Matthews","Pit",15.8,17.7
"Jordan Norwood","WR","Jordan Norwood (7451761)",7451761,3000,"Den@Cin 01:00PM ET","Den","Jordan","Norwood","Cin",4.7,2.1
"Jordan Payton","WR","Jordan Payton (7451733)",7451733,3000,"Cle@Mia 01:00PM ET","Cle","Jordan","Payton","Mia",0,0
"Jordan Reed","TE","Jordan Reed (7451866)",7451866,6500,"Was@NYG 01:00PM ET","Was","Jordan","Reed","NYG",19.94,15.9
"Jordan Taylor","WR","Jordan Taylor (7451768)",7451768,3000,"Den@Cin 01:00PM ET","Den","Jordan","Taylor","Cin",0,0
"Jordan Todman","RB","Jordan Todman (7451668)",7451668,3000,"SD@Ind 04:25PM ET","Ind","Jordan","Todman","SD",0,0
"Jordy Nelson","WR","Jordy Nelson (7451751)",7451751,7400,"Det@GB 01:00PM ET","GB","Jordy","Nelson","Det",19.74,18.3
"Josh Doctson","WR","Josh Doctson (7451721)",7451721,3000,"Was@NYG 01:00PM ET","Was","Josh","Doctson","NYG",0,7.7
"Josh Ferguson","RB","Josh Ferguson (7451670)",7451670,3000,"SD@Ind 04:25PM ET","Ind","Josh","Ferguson","SD",0,3.2
"Josh Huff","WR","Josh Huff (7451832)",7451832,3000,"Pit@Phi 04:25PM ET","Phi","Josh","Huff","Pit",2.78,3.2
"Josh Johnson","QB","Josh Johnson (7451510)",7451510,5000,"Was@NYG 01:00PM ET","NYG","Josh","Johnson","Was",0,0
"Josh McCown","QB","Josh McCown (7451515)",7451515,5600,"Cle@Mia 01:00PM ET","Cle","Josh","McCown","Mia",0,0
"Julian Howsare","RB","Julian Howsare (7451664)",7451664,3000,"NYJ@KC 04:25PM ET","NYJ","Julian","Howsare","KC",0,0
"Julius Thomas","TE","Julius Thomas (7451878)",7451878,4600,"Bal@Jax 01:00PM ET","Jax","Julius","Thomas","Bal",12.85,9.5
"Justin Forsett","RB","Justin Forsett (7451607)",7451607,3900,"Bal@Jax 01:00PM ET","Bal","Justin","Forsett","Jax",10.31,12.6
"Justin Hunter","WR","Justin Hunter (7451728)",7451728,3000,"Cle@Mia 01:00PM ET","Mia","Justin","Hunter","Cle",0,0
"Justin Perillo","TE","Justin Perillo (7451884)",7451884,2500,"Det@GB 01:00PM ET","GB","Justin","Perillo","Det",0,0
"Ka'Deem Carey","RB","Ka'Deem Carey (7451687)",7451687,3100,"Chi@Dal 08:30PM ET","Chi","Ka'Deem","Carey","Dal",4.69,0
"Kamar Aiken","WR","Kamar Aiken (7451743)",7451743,3100,"Bal@Jax 01:00PM ET","Bal","Kamar","Aiken","Jax",3.41,6.4
"Kapri Bibbs","RB","Kapri Bibbs (7451626)",7451626,3000,"Den@Cin 01:00PM ET","Den","Kapri","Bibbs","Cin",0,0
"Keith Smith","RB","Keith Smith (7451686)",7451686,3000,"Chi@Dal 08:30PM ET","Dal","Keith","Smith","Chi",0,0
"Kellen Clemens","QB","Kellen Clemens (7451558)",7451558,5000,"SD@Ind 04:25PM ET","SD","Kellen","Clemens","Ind",0,0
"Kellen Davis","TE","Kellen Davis (7451923)",7451923,2500,"NYJ@KC 04:25PM ET","NYJ","Kellen","Davis","KC",1.21,1.5
"Kelvin Benjamin","WR","Kelvin Benjamin (7451779)",7451779,7200,"Min@Car 01:00PM ET","Car","Kelvin","Benjamin","Min",17.96,15.2
"Kendall Wright","WR","Kendall Wright (7451707)",7451707,3000,"Oak@Ten 01:00PM ET","Ten","Kendall","Wright","Oak",0,5.8
"Kenjon Barner","RB","Kenjon Barner (7451677)",7451677,3000,"Pit@Phi 04:25PM ET","Phi","Kenjon","Barner","Pit",0,2.2
"Kenneth Dixon","RB","Kenneth Dixon (7451615)",7451615,3000,"Bal@Jax 01:00PM ET","Bal","Kenneth","Dixon","Jax",0,0
"Kenneth Farrow","RB","Kenneth Farrow (7451673)",7451673,3000,"SD@Ind 04:25PM ET","SD","Kenneth","Farrow","Ind",4.88,5.1
"Kenny Britt","WR","Kenny Britt (7451786)",7451786,3900,"LA@TB 04:05PM ET","LA","Kenny","Britt","TB",9.33,9.6
"Kenny Stills","WR","Kenny Stills (7451729)",7451729,3600,"Cle@Mia 01:00PM ET","Mia","Kenny","Stills","Cle",8.29,9.6
"Kenyan Drake","RB","Kenyan Drake (7451606)",7451606,3600,"Cle@Mia 01:00PM ET","Mia","Kenyan","Drake","Cle",9.85,10.4
"Kevin White","WR","Kevin White (7451847)",7451847,4000,"Chi@Dal 08:30PM ET","Chi","Kevin","White","Dal",8.9,11.6
"Khari Lee","TE","Khari Lee (7451889)",7451889,2500,"Det@GB 01:00PM ET","Det","Khari","Lee","GB",0,0
"Kirk Cousins","QB","Kirk Cousins (7451512)",7451512,6400,"Was@NYG 01:00PM ET","Was","Kirk","Cousins","NYG",17.69,20.1
"Knile Davis","RB","Knile Davis (7451660)",7451660,3000,"NYJ@KC 04:25PM ET","KC","Knile","Davis","NYJ",0,0
"Kyle Juszczyk","RB","Kyle Juszczyk (7451609)",7451609,3000,"Bal@Jax 01:00PM ET","Bal","Kyle","Juszczyk","Jax",0,2.6
"Kyle Rudolph","TE","Kyle Rudolph (7451902)",7451902,3100,"Min@Car 01:00PM ET","Min","Kyle","Rudolph","Car",9.47,10.3
"Lance Dunbar","RB","Lance Dunbar (7451683)",7451683,3000,"Chi@Dal 08:30PM ET","Dal","Lance","Dunbar","Chi",0,5.6
"Lance Kendricks","TE","Lance Kendricks (7451908)",7451908,2700,"LA@TB 04:05PM ET","LA","Lance","Kendricks","TB",6.81,6.5
"Landry Jones","QB","Landry Jones (7451564)",7451564,5000,"Pit@Phi 04:25PM ET","Pit","Landry","Jones","Phi",0,0
"Laquon Treadwell","WR","Laquon Treadwell (7451784)",7451784,3100,"Min@Car 01:00PM ET","Min","Laquon","Treadwell","Car",0,1.8
"Larry Donnell","TE","Larry Donnell (7451864)",7451864,2700,"Was@NYG 01:00PM ET","NYG","Larry","Donnell","Was",8.66,4.3
"Larry Fitzgerald","WR","Larry Fitzgerald (7451692)",7451692,6900,"Ari@Buf 01:00PM ET","Ari","Larry","Fitzgerald","Buf",18.99,16.2
"Latavius Murray","RB","Latavius Murray (7451583)",7451583,5700,"Oak@Ten 01:00PM ET","Oak","Latavius","Murray","Ten",15.52,12.4
"Lee Smith","TE","Lee Smith (7451857)",7451857,2500,"Oak@Ten 01:00PM ET","Oak","Lee","Smith","Ten",3.91,3
"Leonte Carroo","WR","Leonte Carroo (7451736)",7451736,3000,"Cle@Mia 01:00PM ET","Mia","Leonte","Carroo","Cle",0,3.1
"LeSean McCoy","RB","LeSean McCoy (7451575)",7451575,6500,"Ari@Buf 01:00PM ET","Buf","LeSean","McCoy","Ari",15.37,15.5
"Logan Paulsen","TE","Logan Paulsen (7451944)",7451944,2500,"Chi@Dal 08:30PM ET","Chi","Logan","Paulsen","Dal",0,0
"Lucky Whitehead","WR","Lucky Whitehead (7451848)",7451848,3000,"Chi@Dal 08:30PM ET","Dal","Lucky","Whitehead","Chi",0,0
"Luke Stocker","TE","Luke Stocker (7451909)",7451909,2500,"LA@TB 04:05PM ET","TB","Luke","Stocker","LA",0,0
"Luke Willson","TE","Luke Willson (7451918)",7451918,2500,"SF@Sea 04:05PM ET","Sea","Luke","Willson","SF",4.51,3.5
"Malcolm Brown","RB","Malcolm Brown (7451644)",7451644,3000,"LA@TB 04:05PM ET","LA","Malcolm","Brown","TB",0,1.4
"Malcolm Johnson","RB","Malcolm Johnson (7451600)",7451600,3000,"Cle@Mia 01:00PM ET","Cle","Malcolm","Johnson","Mia",0,0
"Marc Mariani","WR","Marc Mariani (7451706)",7451706,3000,"Oak@Ten 01:00PM ET","Ten","Marc","Mariani","Oak",0,0
"Marcedes Lewis","TE","Marcedes Lewis (7451875)",7451875,2500,"Bal@Jax 01:00PM ET","Jax","Marcedes","Lewis","Bal",3.63,2.8
"Marcus Mariota","QB","Marcus Mariota (7451508)",7451508,5900,"Oak@Ten 01:00PM ET","Ten","Marcus","Mariota","Oak",18.45,17.2
"Mark Sanchez","QB","Mark Sanchez (7451570)",7451570,5000,"Chi@Dal 08:30PM ET","Dal","Mark","Sanchez","Chi",0,1.6
"Markus Wheaton","WR","Markus Wheaton (7451830)",7451830,4600,"Pit@Phi 04:25PM ET","Pit","Markus","Wheaton","Phi",10.26,9.5
"Marqise Lee","WR","Marqise Lee (7451745)",7451745,3000,"Bal@Jax 01:00PM ET","Jax","Marqise","Lee","Bal",7.78,5.3
"MarQueis Gray","TE","MarQueis Gray (7451871)",7451871,2500,"Cle@Mia 01:00PM ET","Mia","MarQueis","Gray","Cle",0,0
"Marquise Goodwin","WR","Marquise Goodwin (7451698)",7451698,3000,"Ari@Buf 01:00PM ET","Buf","Marquise","Goodwin","Ari",7.36,12.3
"Matt Asiata","RB","Matt Asiata (7451635)",7451635,3000,"Min@Car 01:00PM ET","Min","Matt","Asiata","Car",7.4,8
"Matt Cassel","QB","Matt Cassel (7451504)",7451504,5000,"Oak@Ten 01:00PM ET","Ten","Matt","Cassel","Oak",0,0
"Matt Forte","RB","Matt Forte (7451656)",7451656,7000,"NYJ@KC 04:25PM ET","NYJ","Matt","Forte","KC",16.92,16.4
"Matt Jones","RB","Matt Jones (7451597)",7451597,4100,"Was@NYG 01:00PM ET","Was","Matt","Jones","NYG",10.34,11.8
"Matt McGloin","QB","Matt McGloin (7451505)",7451505,5000,"Oak@Ten 01:00PM ET","Oak","Matt","McGloin","Ten",0,0
"Matt Moore","QB","Matt Moore (7451516)",7451516,5000,"Cle@Mia 01:00PM ET","Mia","Matt","Moore","Cle",0,0
"Matthew Stafford","QB","Matthew Stafford (7451526)",7451526,6800,"Det@GB 01:00PM ET","Det","Matthew","Stafford","GB",19.08,17.8
"Maxx Williams","TE","Maxx Williams (7451881)",7451881,2500,"Bal@Jax 01:00PM ET","Bal","Maxx","Williams","Jax",0,0
"Melvin Gordon","RB","Melvin Gordon (7451671)",7451671,5800,"SD@Ind 04:25PM ET","SD","Melvin","Gordon","Ind",17.72,16.8
"Michael Crabtree","WR","Michael Crabtree (7451705)",7451705,6000,"Oak@Ten 01:00PM ET","Oak","Michael","Crabtree","Ten",14.09,14.4
"Michael Floyd","WR","Michael Floyd (7451695)",7451695,5800,"Ari@Buf 01:00PM ET","Ari","Michael","Floyd","Buf",13.31,12
"Mike Davis","RB","Mike Davis (7451653)",7451653,3000,"SF@Sea 04:05PM ET","SF","Mike","Davis","Sea",0,1.1
"Mike Evans","WR","Mike Evans (7451791)",7451791,7000,"LA@TB 04:05PM ET","TB","Mike","Evans","LA",17.62,18.5
"Mike Gillislee","RB","Mike Gillislee (7451578)",7451578,3300,"Ari@Buf 01:00PM ET","Buf","Mike","Gillislee","Ari",3.68,1.3
"Mike Glennon","QB","Mike Glennon (7451541)",7451541,5000,"LA@TB 04:05PM ET","TB","Mike","Glennon","LA",0,0
"Mike Thomas","WR","Mike Thomas (7451796)",7451796,3000,"LA@TB 04:05PM ET","LA","Mike","Thomas","TB",0,2.3
"Mike Tolbert","RB","Mike Tolbert (7451632)",7451632,3000,"Min@Car 01:00PM ET","Car","Mike","Tolbert","Min",0,5
"Mike Wallace","WR","Mike Wallace (7451741)",7451741,5000,"Bal@Jax 01:00PM ET","Bal","Mike","Wallace","Jax",13.34,10.5
"Mychal Rivera","TE","Mychal Rivera (7451858)",7451858,2500,"Oak@Ten 01:00PM ET","Oak","Mychal","Rivera","Ten",0,2
"MyCole Pruitt","TE","MyCole Pruitt (7451903)",7451903,2500,"Min@Car 01:00PM ET","Min","MyCole","Pruitt","Car",0,2.2
"Nate Sudfeld","QB","Nate Sudfeld (7451514)",7451514,5000,"Was@NYG 01:00PM ET","Was","Nate","Sudfeld","NYG",0,0
"Neal Sterling","TE","Neal Sterling (7451879)",7451879,2500,"Bal@Jax 01:00PM ET","Jax","Neal","Sterling","Bal",0,0
"Nelson Agholor","WR","Nelson Agholor (7451837)",7451837,3500,"Pit@Phi 04:25PM ET","Phi","Nelson","Agholor","Pit",9.03,8.4
"Nelson Spruce","WR","Nelson Spruce (7451794)",7451794,3000,"LA@TB 04:05PM ET","LA","Nelson","Spruce","TB",0,0
"Nick Foles","QB","Nick Foles (7451553)",7451553,5000,"NYJ@KC 04:25PM ET","KC","Nick","Foles","NYJ",0,0
"Nick O'Leary","TE","Nick O'Leary (7451853)",7451853,2500,"Ari@Buf 01:00PM ET","Buf","Nick","O'Leary","Ari",0,0
"Nick Vannett","TE","Nick Vannett (7451922)",7451922,2500,"SF@Sea 04:05PM ET","Sea","Nick","Vannett","SF",0,1.1
"Niles Paul","TE","Niles Paul (7451865)",7451865,2500,"Was@NYG 01:00PM ET","Was","Niles","Paul","NYG",0,0
"Orleans Darkwa","RB","Orleans Darkwa (7451594)",7451594,3000,"Was@NYG 01:00PM ET","NYG","Orleans","Darkwa","Was",6.98,5.8
"Orson Charles","TE","Orson Charles (7451885)",7451885,2500,"Det@GB 01:00PM ET","Det","Orson","Charles","GB",0,0
"Paul Lasike","RB","Paul Lasike (7451688)",7451688,3000,"Chi@Dal 08:30PM ET","Chi","Paul","Lasike","Dal",0,0
"Paul Perkins","RB","Paul Perkins (7451596)",7451596,3000,"Was@NYG 01:00PM ET","NYG","Paul","Perkins","Was",0,4.2
"Paul Richardson","WR","Paul Richardson (7451802)",7451802,3000,"SF@Sea 04:05PM ET","Sea","Paul","Richardson","SF",4.19,2.3
"Paxton Lynch","QB","Paxton Lynch (7451534)",7451534,5000,"Den@Cin 01:00PM ET","Den","Paxton","Lynch","Cin",0,0
"Peyton Barber","RB","Peyton Barber (7451646)",7451646,3000,"LA@TB 04:05PM ET","TB","Peyton","Barber","LA",0,0
"Pharoh Cooper","WR","Pharoh Cooper (7451795)",7451795,3000,"LA@TB 04:05PM ET","LA","Pharoh","Cooper","TB",0,0
"Philip Rivers","QB","Philip Rivers (7451559)",7451559,6700,"SD@Ind 04:25PM ET","SD","Philip","Rivers","Ind",19.37,20
"Phillip Dorsett","WR","Phillip Dorsett (7451824)",7451824,4400,"SD@Ind 04:25PM ET","Ind","Phillip","Dorsett","SD",12.56,11.9
"Phillip Supernaw","TE","Phillip Supernaw (7451862)",7451862,2500,"Oak@Ten 01:00PM ET","Ten","Phillip","Supernaw","Oak",0,4.6
"Pierre Garcon","WR","Pierre Garcon (7451717)",7451717,3900,"Was@NYG 01:00PM ET","Was","Pierre","Garcon","NYG",9.61,9.7
"Quan Bray","WR","Quan Bray (7451823)",7451823,3000,"SD@Ind 04:25PM ET","Ind","Quan","Bray","SD",1.97,2.9
"Quincy Enunwa","WR","Quincy Enunwa (7451810)",7451810,4800,"NYJ@KC 04:25PM ET","NYJ","Quincy","Enunwa","KC",9.92,8.8
"Quinton Patton","WR","Quinton Patton (7451803)",7451803,3100,"SF@Sea 04:05PM ET","SF","Quinton","Patton","Sea",7.22,6.5
"Randall Cobb","WR","Randall Cobb (7451755)",7451755,7300,"Det@GB 01:00PM ET","GB","Randall","Cobb","Det",14.96,15.3
"Randall Telfer","TE","Randall Telfer (7451873)",7451873,2500,"Cle@Mia 01:00PM ET","Cle","Randall","Telfer","Mia",0,0
"Rashad Greene","WR","Rashad Greene (7451746)",7451746,3000,"Bal@Jax 01:00PM ET","Jax","Rashad","Greene","Bal",4.3,3
"Rashad Jennings","RB","Rashad Jennings (7451590)",7451590,5100,"Was@NYG 01:00PM ET","NYG","Rashad","Jennings","Was",0,0
"Rashad Ross","WR","Rashad Ross (7451722)",7451722,3000,"Was@NYG 01:00PM ET","Was","Rashad","Ross","NYG",0,0
"Rashard Higgins","WR","Rashard Higgins (7451737)",7451737,3000,"Cle@Mia 01:00PM ET","Cle","Rashard","Higgins","Mia",5.3,6.5
"Reggie Bush","RB","Reggie Bush (7451572)",7451572,3200,"Ari@Buf 01:00PM ET","Buf","Reggie","Bush","Ari",0,3.4
"Rex Burkhead","RB","Rex Burkhead (7451624)",7451624,3000,"Den@Cin 01:00PM ET","Cin","Rex","Burkhead","Den",0,0
"Rhett Ellison","TE","Rhett Ellison (7451900)",7451900,2500,"Min@Car 01:00PM ET","Min","Rhett","Ellison","Car",0,1.1
"Ricardo Louis","WR","Ricardo Louis (7451734)",7451734,3000,"Cle@Mia 01:00PM ET","Cle","Ricardo","Louis","Mia",0,3.8
"Richard Rodgers","TE","Richard Rodgers (7451887)",7451887,2700,"Det@GB 01:00PM ET","GB","Richard","Rodgers","Det",5.58,4.4
"Rishard Matthews","WR","Rishard Matthews (7451708)",7451708,3300,"Oak@Ten 01:00PM ET","Ten","Rishard","Matthews","Oak",8.93,11.2
"Rob Kelley","RB","Rob Kelley (7451595)",7451595,3000,"Was@NYG 01:00PM ET","Was","Rob","Kelley","NYG",0,1.9
"Robby Anderson","WR","Robby Anderson (7451815)",7451815,3000,"NYJ@KC 04:25PM ET","NYJ","Robby","Anderson","KC",0,5.2
"Robert Turbin","RB","Robert Turbin (7451667)",7451667,3000,"SD@Ind 04:25PM ET","Ind","Robert","Turbin","SD",4.27,3
"Robert Woods","WR","Robert Woods (7451700)",7451700,3200,"Ari@Buf 01:00PM ET","Buf","Robert","Woods","Ari",8.91,11.1
"Rod Smith","RB","Rod Smith (7451684)",7451684,3000,"Chi@Dal 08:30PM ET","Dal","Rod","Smith","Chi",0,0
"Rod Streater","WR","Rod Streater (7451801)",7451801,3000,"SF@Sea 04:05PM ET","SF","Rod","Streater","Sea",2.72,3.4
"Roger Lewis","WR","Roger Lewis (7451725)",7451725,3000,"Was@NYG 01:00PM ET","NYG","Roger","Lewis","Was",0,0
"Roosevelt Nix","RB","Roosevelt Nix (7451679)",7451679,3000,"Pit@Phi 04:25PM ET","Pit","Roosevelt","Nix","Phi",0,0
"Ross Travis","TE","Ross Travis (7451928)",7451928,2500,"NYJ@KC 04:25PM ET","KC","Ross","Travis","NYJ",0,0
"Russell Shepard","WR","Russell Shepard (7451788)",7451788,3000,"LA@TB 04:05PM ET","TB","Russell","Shepard","LA",0,0
"Russell Wilson","QB","Russell Wilson (7451548)",7451548,7100,"SF@Sea 04:05PM ET","Sea","Russell","Wilson","SF",19.27,25.3
"Ryan Fitzpatrick","QB","Ryan Fitzpatrick (7451551)",7451551,5900,"NYJ@KC 04:25PM ET","NYJ","Ryan","Fitzpatrick","KC",16.42,18.5
"Ryan Grant","WR","Ryan Grant (7451719)",7451719,3000,"Was@NYG 01:00PM ET","Was","Ryan","Grant","NYG",0,0
"Ryan Griffin","QB","Ryan Griffin (7451542)",7451542,5000,"LA@TB 04:05PM ET","TB","Ryan","Griffin","LA",0,3.5
"Ryan Griffin","QB","Ryan Griffin (7451542)",7451542,5000,"LA@TB 04:05PM ET","TB","Ryan","Griffin","LA",0,0
"Ryan Hewitt","TE","Ryan Hewitt (7451893)",7451893,2500,"Den@Cin 01:00PM ET","Cin","Ryan","Hewitt","Den",0,0
"Ryan Mallett","QB","Ryan Mallett (7451521)",7451521,5000,"Bal@Jax 01:00PM ET","Bal","Ryan","Mallett","Jax",0,0
"Ryan Mathews","RB","Ryan Mathews (7451676)",7451676,5800,"Pit@Phi 04:25PM ET","Phi","Ryan","Mathews","Pit",12.4,11.5
"Ryan Nassib","QB","Ryan Nassib (7451513)",7451513,5000,"Was@NYG 01:00PM ET","NYG","Ryan","Nassib","Was",0,0
"Ryan Tannehill","QB","Ryan Tannehill (7451517)",7451517,6200,"Cle@Mia 01:00PM ET","Mia","Ryan","Tannehill","Cle",19.39,21.3
"Sam Bradford","QB","Sam Bradford (7451538)",7451538,5300,"Min@Car 01:00PM ET","Min","Sam","Bradford","Car",15.09,13.3
"Sammie Coates","WR","Sammie Coates (7451833)",7451833,3800,"Pit@Phi 04:25PM ET","Pit","Sammie","Coates","Phi",7.61,5.1
"Sammy Watkins","WR","Sammy Watkins (7451702)",7451702,6100,"Ari@Buf 01:00PM ET","Buf","Sammy","Watkins","Ari",0,0
"Scott Simonson","TE","Scott Simonson (7451904)",7451904,2500,"Min@Car 01:00PM ET","Car","Scott","Simonson","Min",0,0
"Scott Tolzien","QB","Scott Tolzien (7451560)",7451560,5000,"SD@Ind 04:25PM ET","Ind","Scott","Tolzien","SD",0,0
"Sean Mannion","QB","Sean Mannion (7451543)",7451543,5000,"LA@TB 04:05PM ET","LA","Sean","Mannion","TB",0,0
"Sean McGrath","TE","Sean McGrath (7451931)",7451931,2500,"SD@Ind 04:25PM ET","SD","Sean","McGrath","Ind",0,3
"Seth DeValve","TE","Seth DeValve (7451874)",7451874,2500,"Cle@Mia 01:00PM ET","Cle","Seth","DeValve","Mia",0,0
"Seth Roberts","WR","Seth Roberts (7451712)",7451712,3500,"Oak@Ten 01:00PM ET","Oak","Seth","Roberts","Ten",7.64,6.6
"Shane Vereen","RB","Shane Vereen (7451591)",7451591,3700,"Was@NYG 01:00PM ET","NYG","Shane","Vereen","Was",11.4,0
"Shaun Draughn","RB","Shaun Draughn (7451647)",7451647,3400,"SF@Sea 04:05PM ET","SF","Shaun","Draughn","Sea",5.03,6.5
"Shaun Hill","QB","Shaun Hill (7451536)",7451536,5000,"Min@Car 01:00PM ET","Min","Shaun","Hill","Car",0,0
"Spencer Ware","RB","Spencer Ware (7451661)",7451661,5700,"NYJ@KC 04:25PM ET","KC","Spencer","Ware","NYJ",12.84,11.1
