"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Madison Bumgarner","P","SF","@ MIA",3.8,"Straily, R 3.74","L",2.71,0,0,6.6,8.6,1.01,NA,12700,29.2,20.2,18.53,18.53,"%",74,1.5,11.5,0.9
"Jacob deGrom","P","NYM","@ NYY",4.41,"Gray, R 3.39","R",3.21,0,0,5.6,10.6,1.12,NA,12600,47,20.1,18.38,18.38,"%",29,1.5,7.9,0.6
"Danny Salazar","P","CLE","@ MIN",4.23,"Colon, R 6.77","R",4.15,0,0,5,12.8,1.38,NA,12200,33.8,17.6,14.69,14.69,"%",46,1.2,35.95,2.9
"Justin Verlander","P","DET","@ TEX",5.25,"Griffin, R 5.40","R",3.97,0,0,6,8.9,1.34,NA,11800,36.7,16.5,13.2,13.2,"%",29,1.1,14.7,1.2
"Gio Gonzalez","P","WSH","vs LAA",4.14,"Skaggs, L 3.63","L",2.59,0,0,6.5,8.3,1.1,NA,11500,34.4,20.1,18.82,18.82,"%",61,1.6,23.1,2
"Sonny Gray","P","NYY","vs NYM",3.6,"deGrom, R 3.21","R",3.39,0,0,6.1,8.7,1.18,NA,10700,39.4,17.8,20.04,20.04,"%",46,1.9,19.3,1.8
"Alex Wood","P","LAD","vs CWS",2.82,"Gonzalez, R 5.18","L",2.43,0,0,5.3,9.3,1.01,NA,9600,46.6,19.5,25.35,25.35,"%",45,2.6,22.15,2.3
"Brad Peacock","P","HOU","@ ARI",4.79,"Banda, L 4.60","R",3.07,0,0,3.4,11.4,1.26,NA,9300,32.2,12.9,12.79,12.79,"%",25,1.4,15.7,1.7
"Dinelson Lamet","P","SD","vs PHI",3.44,"Leiter, R 4.08","R",5,0,0,5.3,11,1.19,NA,8500,40.3,16.9,17.55,17.55,"%",33,2.1,26.75,3.1
"Luis Castillo","P","CIN","@ CHC",4.53,"Hendricks, R 3.70","R",3.73,0,0,6,8.9,1.21,NA,8100,28.8,16.7,11.76,11.76,"%",49,1.5,25.1,3.1
"Zach Davies","P","MIL","vs PIT",4.22,"Nova, R 3.87","R",4.4,0,0,5.7,6,1.39,NA,7900,32.4,12.1,13.39,13.39,"%",21,1.7,15.6,2
"Rick Porcello","P","BOS","vs STL",4.25,"Leake, R 3.48","R",4.63,0,0,6.3,8.3,1.36,NA,7800,29,15,14.17,14.17,"%",51,1.8,19.75,2.5
"Kyle Hendricks","P","CHC","vs CIN",3.47,"Castillo, R 3.73","R",3.7,0,0,5.5,7.5,1.23,NA,7700,27.2,14,15.82,15.82,"%",59,2.1,20.1,2.6
"Marco Estrada","P","TOR","vs TB",4.46,"Snell, L 4.69","R",4.85,0,0,5.6,9.3,1.4,NA,7400,34.7,14.3,11.24,11.24,"%",18,1.5,-4.65,NA
"Wade Miley","P","BAL","@ SEA",4.63,"TBD","L",5.19,0,0,5.1,7.9,1.68,NA,6900,31.9,10.3,8.04,8.04,"%",0,1.2,7.7,1.1
"Mark Leiter Jr.","P","PHI","@ SD",4.56,"Lamet, R 5.00","R",4.08,0,0,2.4,9,1.19,NA,6800,26.3,6.4,8.21,8.21,"%",0,1.2,-1.35,NA
"Sean Newcomb","P","ATL","@ COL",6.41,"Freeland, L 3.62","L",4.45,0,0,5.3,9.3,1.43,NA,6700,26.6,13.4,6.54,6.54,"%",25,1,18.7,2.8
"Jason Hammel","P","KC","@ OAK",4.34,"Smith, R 5.29","R",4.68,0,0,5.7,7.1,1.34,NA,6600,25.7,11.9,10.6,10.6,"%",37,1.6,12.1,1.8
"Dan Straily","P","MIA","vs SF",3.7,"Bumgarner, L 2.71","R",3.74,0,0,5.6,8,1.15,NA,6500,34.7,15.2,13.42,13.42,"%",30,2.1,7.05,1.1
"Ivan Nova","P","PIT","@ MIL",4.78,"Davies, R 4.40","R",3.87,0,0,6.5,5.7,1.21,NA,6400,28.1,14.3,9.5,9.5,"%",35,1.5,15.3,2.4
"Kyle Freeland","P","COL","vs ATL",4.59,"Newcomb, L 4.45","L",3.62,0,0,5.1,5.6,1.36,NA,6200,28,11.2,9.03,9.03,"%",16,1.5,13.9,2.2
"Tyler Skaggs","P","LAA","@ WSH",4.36,"Gonzalez, L 2.59","L",3.63,0,0,5.7,8.4,1.34,NA,6200,29.6,14.7,11.67,11.67,"%",39,1.9,13.85,2.2
"Mike Leake","P","STL","@ BOS",5.25,"Porcello, R 4.63","R",3.48,0,0,5.8,6.2,1.26,NA,6000,27.8,13.2,7.89,7.89,"%",25,1.3,-9.45,NA
"A.J. Griffin","P","TEX","vs DET",5.25,"Verlander, R 3.97","R",5.4,0,0,5,7.6,1.2,NA,5900,37.7,12.5,8.65,8.65,"%",0,1.5,17.05,2.9
"Bartolo Colon","P","MIN","vs CLE",5.27,"Salazar, R 4.15","R",6.77,0,0,5.2,5.5,1.62,NA,5800,30.2,6.2,7.02,7.02,"%",0,1.2,4.65,0.8
"Charlie Blackmon","OF","COL","vs ATL",6.41,"Newcomb, L 4.45","L",0.335,0.422,0.281,0,0,0,1,5700,37.8,11.1,20.37,20.37,"%",61,3.6,2,0.4
"Mike Trout","OF","LAA","@ WSH",4.14,"Gonzalez, L 2.59","R",0.341,0.481,0.349,0,0,0,2,5600,26.7,12,13.16,13.16,"%",72,2.4,5,0.9
"Blake Snell","P","TB","@ TOR",5.04,"Estrada, R 4.85","L",4.69,0,0,5.2,7.8,1.51,NA,5500,17.4,10.6,7.65,7.65,"%",54,1.4,12.7,2.3
"Nolan Arenado","3B","COL","vs ATL",6.41,"Newcomb, L 4.45","R",0.312,0.397,0.267,0,0,0,3,5500,37.9,9.8,19.05,19.05,"%",52,3.5,14,2.5
"Cody Bellinger","1B/OF","LAD","vs CWS",5.68,"Gonzalez, R 5.18","L",0.272,0.401,0.343,0,0,0,4,5400,36,10.3,15.76,15.76,"%",51,2.9,14,2.6
"Freddie Freeman","1B/3B","ATL","@ COL",4.59,"Freeland, L 3.62","L",0.321,0.445,0.31,0,0,0,3,5400,32.4,10.9,14.63,14.63,"%",59,2.7,5,0.9
"Joey Votto","1B","CIN","@ CHC",3.47,"Hendricks, R 3.70","L",0.316,0.446,0.285,0,0,0,3,5300,24.7,10.1,10.54,10.54,"%",65,2,8,1.5
"Jose Altuve","2B","HOU","@ ARI",4.71,"Banda, L 4.60","R",0.362,0.427,0.21,0,0,0,3,5300,31,10.6,13.83,13.83,"%",59,2.6,12,2.3
"Ryan Braun","OF","MIL","vs PIT",4.78,"Nova, R 3.87","R",0.295,0.392,0.253,0,0,0,3,5200,29.2,9.2,12.98,12.98,"%",56,2.5,3,0.6
"Nelson Cruz","OF","SEA","vs BAL",4.63,"Miley, L 5.19","R",0.283,0.383,0.254,0,0,0,4,5200,29.3,8.7,13.62,13.62,"%",55,2.6,9,1.7
"Anthony Banda","P","ARI","vs HOU",4.71,"Peacock, R 3.07","L",4.6,0,0,5.2,9.2,1.21,NA,5200,23.6,14.2,8.54,8.54,"%",47,1.6,-8.2,NA
"Giancarlo Stanton","OF","MIA","vs SF",3.8,"Bumgarner, L 2.71","R",0.283,0.421,0.355,0,0,0,2,5200,30.3,10.5,10.56,10.56,"%",53,2,21,4
"Kris Bryant","3B","CHC","vs CIN",4.53,"Castillo, R 3.73","R",0.298,0.41,0.246,0,0,0,3,5100,29.4,9.5,12.1,12.1,"%",54,2.4,2,0.4
"Andrew Benintendi","OF","BOS","vs STL",5.25,"Leake, R 3.48","L",0.279,0.354,0.175,0,0,0,3,5100,32.5,8.6,14.03,14.03,"%",46,2.8,9,1.8
"Chris Smith","P","OAK","vs KC",4.66,"Hammel, R 4.68","R",5.29,0,0,5.7,5.1,1.32,NA,5100,19.8,7.9,8.46,8.46,"%",28,1.7,9,1.8
"Paul Goldschmidt","1B","ARI","vs HOU",4.79,"Peacock, R 3.07","R",0.317,0.438,0.279,0,0,0,4,5100,30.3,10.9,13,13,"%",60,2.5,10,2
"Gerardo Parra","OF","COL","vs ATL",6.41,"Newcomb, L 4.45","L",0.355,0.39,0.182,0,0,0,5,5100,29.6,7.7,14.94,14.94,"%",52,2.9,2,0.4
"Justin Upton","OF","DET","@ TEX",5.25,"Griffin, R 5.40","R",0.281,0.385,0.252,0,0,0,3,5000,30.3,9.4,14.39,14.39,"%",58,2.9,5,1
"George Springer","OF","HOU","@ ARI",4.71,"Banda, L 4.60","R",0.3,0.395,0.258,0,0,0,1,5000,31.6,10,12.82,12.82,"%",53,2.6,11,2.2
"Miguel Gonzalez","P","CWS","@ LAD",5.68,"Wood, L 2.43","R",5.18,0,0,6,5.1,1.48,NA,5000,31.5,9.2,6.09,6.09,"%",0,1.2,14.7,2.9
"Michael Conforto","OF","NYM","@ NYY",3.6,"Gray, R 3.39","L",0.285,0.407,0.288,0,0,0,4,4900,28.4,9.1,10.01,10.01,"%",49,2,5,1
"Mike Moustakas","3B","KC","@ OAK",4.66,"Smith, R 5.29","L",0.28,0.362,0.27,0,0,0,5,4900,27.1,8.6,11.47,11.47,"%",55,2.3,14,2.9
"Adrian Beltre","3B","TEX","vs DET",5.25,"Verlander, R 3.97","R",0.307,0.387,0.227,0,0,0,4,4900,27.3,8.8,12.97,12.97,"%",59,2.6,12,2.4
"J.D. Martinez","OF","ARI","vs HOU",4.79,"Peacock, R 3.07","R",0.288,0.419,0.34,0,0,0,5,4900,30.4,9.8,10.85,10.85,"%",50,2.2,0,NA
"Mookie Betts","OF","BOS","vs STL",5.25,"Leake, R 3.48","R",0.259,0.339,0.18,0,0,0,2,4800,32,9.2,13.28,13.28,"%",49,2.8,5,1
"Nick Castellanos","3B","DET","@ TEX",5.25,"Griffin, R 5.40","R",0.248,0.324,0.192,0,0,0,5,4800,27.7,7.6,11.93,11.93,"%",48,2.5,0,NA
"Chris Taylor","2B/OF","LAD","vs CWS",5.68,"Gonzalez, R 5.18","R",0.307,0.397,0.242,0,0,0,1,4800,31.1,9.2,13.83,13.83,"%",53,2.9,3,0.6
"Justin Turner","3B","LAD","vs CWS",5.68,"Gonzalez, R 5.18","R",0.345,0.431,0.227,0,0,0,3,4800,30.1,9.2,14.31,14.31,"%",57,3,6,1.3
"Corey Seager","SS","LAD","vs CWS",5.68,"Gonzalez, R 5.18","L",0.306,0.396,0.21,0,0,0,2,4800,30.7,8.9,13.99,13.99,"%",53,2.9,12,2.5
"Daniel Murphy","2B","WSH","vs LAA",4.36,"Skaggs, L 3.63","L",0.334,0.409,0.241,0,0,0,3,4800,27.4,9.4,10,10,"%",54,2.1,8,1.7
"Ryan Zimmerman","1B","WSH","vs LAA",4.36,"Skaggs, L 3.63","R",0.307,0.392,0.271,0,0,0,4,4800,29.6,9.2,10.12,10.12,"%",47,2.1,0,NA
"Anthony Rendon","3B","WSH","vs LAA",4.36,"Skaggs, L 3.63","R",0.299,0.408,0.253,0,0,0,5,4800,29.6,9.1,9,9,"%",43,1.9,13,2.7
"Anthony Rizzo","1B","CHC","vs CIN",4.53,"Castillo, R 3.73","L",0.261,0.386,0.245,0,0,0,4,4700,27.3,9.2,10.95,10.95,"%",56,2.3,5,1.1
"Adam Duvall","OF","CIN","@ CHC",3.47,"Hendricks, R 3.70","R",0.258,0.35,0.265,0,0,0,4,4700,24.8,8.6,9.07,9.07,"%",54,1.9,3,0.6
"Rafael Devers","3B","BOS","vs STL",5.25,"Leake, R 3.48","L",0.35,0.463,0.35,0,0,0,5,4700,24.8,10.9,10.75,10.75,"%",68,2.3,14,3
"Eduardo Nunez","3B/OF","BOS","vs STL",5.25,"Leake, R 3.48","R",0.323,0.353,0.139,0,0,0,1,4700,26.5,8.6,12.24,12.24,"%",59,2.6,10,2.1
"Ian Kinsler","2B","DET","@ TEX",5.25,"Griffin, R 5.40","R",0.246,0.32,0.148,0,0,0,1,4700,28.1,7.7,12.93,12.93,"%",51,2.8,6,1.3
"Elvis Andrus","SS","TEX","vs DET",5.25,"Verlander, R 3.97","R",0.295,0.349,0.181,0,0,0,3,4700,28.2,9.1,11.94,11.94,"%",55,2.5,9,1.9
"Jake Lamb","3B","ARI","vs HOU",4.79,"Peacock, R 3.07","L",0.267,0.389,0.267,0,0,0,3,4700,27.8,9.3,10.97,10.97,"%",55,2.3,11,2.3
"Zack Cozart","SS","CIN","@ CHC",3.47,"Hendricks, R 3.70","R",0.316,0.418,0.265,0,0,0,2,4600,25.9,9.3,8.54,8.54,"%",53,1.9,3,0.7
"Josh Donaldson","3B","TOR","vs TB",5.04,"Snell, L 4.69","R",0.255,0.383,0.247,0,0,0,2,4600,28.1,8.5,12.41,12.41,"%",54,2.7,23,5
"Travis Shaw","3B","MIL","vs PIT",4.78,"Nova, R 3.87","L",0.294,0.392,0.261,0,0,0,4,4600,27.8,9.6,11.08,11.08,"%",57,2.4,11,2.4
"Yoenis Cespedes","OF","NYM","@ NYY",3.6,"Gray, R 3.39","R",0.276,0.36,0.245,0,0,0,3,4600,28,7.9,9.14,9.14,"%",40,2,8,1.7
"Nomar Mazara","OF","TEX","vs DET",5.25,"Verlander, R 3.97","L",0.254,0.332,0.17,0,0,0,5,4600,25.2,7.5,10.75,10.75,"%",52,2.3,7,1.5
"Jean Segura","SS","SEA","vs BAL",4.63,"Miley, L 5.19","R",0.317,0.356,0.123,0,0,0,1,4600,25.3,8.7,11.67,11.67,"%",61,2.5,8,1.7
"DJ LeMahieu","2B","COL","vs ATL",6.41,"Newcomb, L 4.45","R",0.31,0.343,0.082,0,0,0,2,4600,28.8,7.5,15.28,15.28,"%",55,3.3,3,0.7
"Mark Reynolds","1B","COL","vs ATL",6.41,"Newcomb, L 4.45","R",0.273,0.371,0.219,0,0,0,4,4600,31.9,8.3,15.47,15.47,"%",51,3.4,16,3.5
"Howie Kendrick","2B/OF","WSH","vs LAA",4.36,"Skaggs, L 3.63","R",0.347,0.383,0.127,0,0,0,1,4600,24.1,7.7,8.52,8.52,"%",49,1.9,28,6.1
"Jay Bruce","OF","CLE","@ MIN",5.27,"Colon, R 6.77","L",0.261,0.36,0.259,0,0,0,5,4500,28.4,8.8,11.32,11.32,"%",51,2.5,21,4.7
"Edwin Encarnacion","1B","CLE","@ MIN",5.27,"Colon, R 6.77","R",0.256,0.375,0.238,0,0,0,4,4500,31.1,8.5,13.06,13.06,"%",47,2.9,16,3.6
"Jose Ramirez","2B/3B","CLE","@ MIN",5.27,"Colon, R 6.77","B",0.314,0.388,0.223,0,0,0,3,4500,30.5,9.1,12.9,12.9,"%",52,2.9,0,NA
"Eugenio Suarez","3B","CIN","@ CHC",3.47,"Hendricks, R 3.70","R",0.261,0.369,0.211,0,0,0,6,4500,21.6,7.8,6.83,6.83,"%",53,1.5,5,1.1
"Justin Smoak","1B","TOR","vs TB",5.04,"Snell, L 4.69","B",0.298,0.407,0.286,0,0,0,3,4500,28.2,8.8,11.84,11.84,"%",53,2.6,3,0.7
"Curtis Granderson","OF","NYM","@ NYY",3.6,"Gray, R 3.39","L",0.227,0.346,0.246,0,0,0,1,4500,23.3,6.8,8.38,8.38,"%",45,1.9,0,NA
"Aaron Judge","OF","NYY","vs NYM",4.41,"deGrom, R 3.21","R",0.29,0.435,0.322,0,0,0,3,4500,29.2,10.6,10.43,10.43,"%",56,2.3,9,2
"Khris Davis","OF","OAK","vs KC",4.34,"Hammel, R 4.68","R",0.234,0.357,0.284,0,0,0,4,4500,27.5,8.8,10.75,10.75,"%",52,2.4,21,4.7
"Josh Bell","1B","PIT","@ MIL",4.22,"Davies, R 4.40","B",0.257,0.351,0.229,0,0,0,4,4500,24.8,7.4,10.07,10.07,"%",50,2.2,4,0.9
"Andrew McCutchen","OF","PIT","@ MIL",4.22,"Davies, R 4.40","R",0.289,0.388,0.228,0,0,0,3,4500,27.4,9.1,10.46,10.46,"%",54,2.3,2,0.4
"Neil Walker","2B","MIL","vs PIT",4.78,"Nova, R 3.87","B",0.268,0.34,0.175,0,0,0,5,4500,23.4,7.3,8.12,8.12,"%",48,1.8,5,1.1
"Manny Machado","3B","BAL","@ SEA",4.37,"TBD","R",0.26,0.339,0.214,0,0,0,2,4500,29.1,8.4,11.78,11.78,"%",48,2.6,5,1.1
