Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,14986,DeAndre Hopkins,WR,13,HOU,TEN,0,0,0,0,0,9,238,2,0,0,0,0,47.80
2,14967,Le'Veon Bell,RB,13,PIT,NO,0,0,0,95,1,8,159,0,0,0,0,0,42.40
3,8283,Ryan Fitzpatrick,QB,13,HOU,TEN,358,6,0,10,0,0,0,0,0,0,0,0,42.32
4,6029,Calvin Johnson,WR,13,DET,CHI,0,0,0,0,0,11,146,2,0,0,0,0,40.60
5,16626,Tre Mason,RB,13,LA,OAK,0,0,0,117,2,3,47,1,0,0,0,0,40.40
6,15076,Keenan Allen,WR,13,SD,BAL,0,0,0,0,0,11,121,2,0,0,0,0,38.10
7,13291,Julio Jones,WR,13,ATL,ARI,0,0,0,0,0,10,189,1,0,0,0,0,37.90
8,14008,Andrew Luck,QB,13,IND,WAS,370,5,1,20,0,0,0,0,0,0,0,0,37.80
9,32,Los Angeles Rams,DST,13,LA,OAK,0,0,0,0,0,0,0,0,6,3,3,2,32
10,16232,Donte Moncrief,WR,13,IND,WAS,0,0,0,6,0,3,134,2,0,0,0,0,32
11,13997,Coby Fleener,TE,13,IND,WAS,0,0,0,0,0,4,127,2,0,0,0,0,31.70
12,11056,Antonio Brown,WR,13,PIT,NO,0,0,0,0,0,8,97,2,0,0,0,0,31.70
13,8244,Philip Rivers,QB,13,SD,BAL,383,3,1,19,0,0,0,0,0,0,0,0,31.22
14,3807,Ben Roethlisberger,QB,13,PIT,NO,435,2,2,8,0,0,0,0,0,0,0,0,31.20
15,11047,Colt McCoy,QB,13,WAS,IND,392,3,0,12,0,0,0,0,0,0,0,0,30.88
16,7242,Drew Brees,QB,13,NO,PIT,257,5,0,0,0,0,0,0,0,0,0,0,30.28
17,15196,Kenny Stills,WR,13,NO,PIT,0,0,0,0,0,5,162,1,0,0,0,0,30.20
18,15020,CJ Anderson,RB,13,DEN,KC,0,0,0,168,0,2,17,1,0,0,0,0,29.50
19,13957,Kendall Wright,WR,13,TEN,HOU,0,0,0,0,0,7,132,1,0,0,0,0,29.20
20,14187,Alshon Jeffery,WR,13,CHI,DET,0,0,0,0,0,9,71,2,0,0,0,0,28.10
21,2593,Aaron Rodgers,QB,13,GB,NE,368,2,0,22,0,0,0,0,0,0,0,0,27.92
22,67,Minnesota Vikings,DST,13,MIN,CAR,0,0,0,0,0,0,0,0,4,1,0,0,26
23,9038,Matthew Stafford,QB,13,DET,CHI,390,2,0,0,0,0,0,0,0,0,0,0,25.60
24,732,Matt Ryan,QB,13,ATL,ARI,361,2,1,4,0,0,0,0,0,0,0,0,24.84
25,12323,Joique Bell,RB,13,DET,CHI,0,0,0,91,2,2,16,0,0,0,0,0,24.70
26,12830,Torrey Smith,WR,13,BAL,SD,0,0,0,0,0,6,65,2,0,0,0,0,24.50
27,8649,Rashad Jennings,RB,13,NYG,JAX,0,0,0,91,2,3,3,0,0,0,0,0,24.40
28,15100,Jordan Reed,TE,13,WAS,IND,0,0,0,0,0,9,123,0,0,0,0,0,24.30
29,11932,LeSean McCoy,RB,13,PHI,DAL,0,0,0,159,1,0,0,0,0,0,0,0,23.90
30,6211,Harry Douglas,WR,13,ATL,ARI,0,0,0,0,0,9,116,0,0,0,0,0,23.60
31,611,Joe Flacco,QB,13,BAL,SD,225,2,0,3,1,0,0,0,0,0,0,0,23.30
32,13124,DeMarco Murray,RB,13,DAL,PHI,0,0,0,73,1,6,40,0,0,0,0,0,23.30
33,7389,Eddie Royal,WR,13,SD,BAL,0,0,0,0,0,9,81,1,0,0,0,0,22.10
34,52,Jacksonville Jaguars,DST,13,JAX,NYG,0,0,0,0,0,0,0,0,4,0,3,3,22
35,1181,Martellus Bennett,TE,13,CHI,DET,0,0,0,0,0,8,109,0,0,0,0,0,21.90
36,8914,Jeremy Maclin,WR,13,PHI,DAL,0,0,0,0,0,8,108,0,0,0,0,0,21.80
37,11792,Arian Foster,RB,13,HOU,TEN,0,0,0,79,0,5,26,1,0,0,0,0,21.50
38,8415,Mark Sanchez,QB,13,PHI,DAL,217,1,0,28,1,0,0,0,0,0,0,0,21.48
39,11992,Shaun Hill,QB,13,LA,OAK,183,2,0,1,1,0,0,0,0,0,0,0,21.42
40,16470,Davante Adams,WR,13,GB,NE,0,0,0,0,0,6,121,0,0,0,0,0,21.10
