Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,4556,Jordy Nelson,WR,2,GB,NYJ,0,0,0,0,0,9,209,1,0,0,0,0,38.90
2,11488,Jimmy Graham,TE,2,NO,CLE,0,0,0,0,0,10,118,2,0,0,0,0,36.80
3,7884,Antonio Gates,TE,2,SD,SEA,0,0,0,0,0,7,96,3,0,0,0,0,34.60
4,6198,Darren Sproles,RB,2,PHI,IND,0,0,0,26,1,7,152,0,0,0,0,0,33.80
5,7175,Delanie Walker,TE,2,TEN,DAL,0,0,0,0,0,10,142,1,0,0,0,0,33.20
6,2593,Aaron Rodgers,QB,2,GB,NYJ,346,3,0,28,0,0,0,0,0,0,0,0,32.64
7,11270,Dez Bryant,WR,2,DAL,TEN,0,0,0,0,0,10,103,1,0,0,0,0,29.30
8,16003,Sammy Watkins,WR,2,BUF,MIA,0,0,0,0,0,8,117,1,0,0,0,0,28.70
9,15045,Knile Davis,RB,2,KC,DEN,0,0,0,79,2,6,26,0,0,0,0,0,28.50
10,6302,James Jones,WR,2,OAK,HOU,0,0,0,0,0,9,112,1,0,0,0,0,28.20
11,14916,Giovani Bernard,RB,2,CIN,ATL,0,0,0,90,1,5,79,0,0,0,0,0,27.90
12,11667,Brandon Marshall,WR,2,CHI,SF,0,0,0,0,0,5,48,3,0,0,0,0,27.80
13,2220,Ahmad Bradshaw,RB,2,IND,PHI,0,0,0,70,0,5,26,2,0,0,0,0,26.60
14,13124,DeMarco Murray,RB,2,DAL,TEN,0,0,0,167,1,1,6,0,0,0,0,0,26.30
15,21,New England Patriots,DST,2,NE,MIN,0,0,0,0,0,0,0,0,6,4,1,0,26
16,11792,Arian Foster,RB,2,HOU,OAK,0,0,0,138,1,2,12,0,0,0,0,0,26
17,8972,Jay Cutler,QB,2,CHI,SF,176,4,0,25,0,0,0,0,0,0,0,0,25.54
18,8244,Philip Rivers,QB,2,SD,SEA,284,3,0,17,0,0,0,0,0,0,0,0,25.06
19,13170,Niles Paul,TE,2,WAS,JAX,0,0,0,0,0,8,99,1,0,0,0,0,23.90
20,13227,Randall Cobb,WR,2,GB,NYJ,0,0,0,6,0,5,39,2,0,0,0,0,23.50
21,13852,Bobby Rainey,RB,2,TB,LA,0,0,0,144,0,3,30,0,0,0,0,0,23.40
22,13291,Julio Jones,WR,2,ATL,CIN,0,0,0,0,0,7,88,1,0,0,0,0,21.80
23,11063,Emmanuel Sanders,WR,2,DEN,KC,0,0,0,-2,0,8,108,0,0,0,0,0,21.60
24,7328,Peyton Manning,QB,2,DEN,KC,242,3,0,-1,0,0,0,0,0,0,0,0,21.58
25,13723,Nick Foles,QB,2,PHI,IND,331,1,1,22,0,0,0,0,0,0,0,0,21.44
26,9331,Michael Crabtree,WR,2,SF,CHI,0,0,0,0,0,7,82,1,0,0,0,0,21.20
27,8355,Julian Edelman,WR,2,NE,MIN,0,0,0,9,0,6,81,1,0,0,0,0,21
28,14269,Alfred Morris,RB,2,WAS,JAX,0,0,0,85,2,0,0,0,0,0,0,0,20.50
29,11932,LeSean McCoy,RB,2,PHI,IND,0,0,0,79,1,4,23,0,0,0,0,0,20.20
30,37,Buffalo Bills,DST,2,BUF,MIA,0,0,0,0,0,0,0,0,4,1,0,1,20
31,14008,Andrew Luck,QB,2,IND,PHI,172,3,1,20,0,0,0,0,0,0,0,0,19.88
32,1810,Owen Daniels,TE,2,BAL,PIT,0,0,0,0,0,5,28,2,0,0,0,0,19.80
33,13337,Mark Ingram,RB,2,NO,CLE,0,0,0,83,1,3,21,0,0,0,0,0,19.40
34,13878,Mohamed Sanu,WR,2,CIN,ATL,50,0,0,0,0,3,84,1,0,0,0,0,19.40
35,13255,Matt Asiata,RB,2,MIN,NE,0,0,0,36,0,5,48,1,0,0,0,0,19.40
36,13320,Cam Newton,QB,2,CAR,DET,281,1,0,19,0,0,0,0,0,0,0,0,19.14
37,12774,Stevan Ridley,RB,2,NE,MIN,0,0,0,101,1,0,0,0,0,0,0,0,19.10
38,5282,Josh McCown,QB,2,TB,LA,179,0,1,6,2,0,0,0,0,0,0,0,18.76
39,14895,Geno Smith,QB,2,NYJ,GB,176,1,1,26,1,0,0,0,0,0,0,0,18.64
